|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.9997                 NaN            NaN  0.335101E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.9993                 NaN            NaN  0.706679E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.9941                 NaN            NaN  0.586967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.7837       0.205142                 NaN  0.111336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4718       0.517923                 NaN  0.102894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3397       0.647354                 NaN  0.129123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.6113       0.381107                 NaN  0.759486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4794       0.510346                 NaN  0.102117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4826       0.507230                 NaN  0.101492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4837       0.506138                 NaN  0.101565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4879       0.502004                 NaN  0.100727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4897       0.500234                 NaN  0.100572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4912       0.498746                 NaN  0.100429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4943       0.495697                 NaN  0.998674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4947       0.495272                 NaN  0.999864E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4989       0.491170                 NaN  0.990326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4993       0.490807                 NaN  0.990366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5021       0.488062                 NaN  0.987849E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5041       0.486079                 NaN  0.981783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5042       0.485992                 NaN  0.981942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5079       0.482384                 NaN  0.974327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.2764       0.709331                 NaN  0.143103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.7378       0.257068                 NaN  0.512991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5098       0.480522                 NaN  0.971144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.8694       0.128106                 NaN  0.245600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.0869       0.894972                 NaN  0.181433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5836       0.408155                 NaN  0.822018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5150       0.475455                 NaN  0.956701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5168       0.473727                 NaN  0.952027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5173       0.473205                 NaN  0.948789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6563       0.336927                 NaN  0.673812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3775       0.610307                 NaN  0.121937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5180       0.472569                 NaN  0.943191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5199       0.470698                 NaN  0.938089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5379       0.453133                 NaN  0.900560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5008       0.489524                 NaN  0.970291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5193       0.471416                 NaN  0.931371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5195       0.471179                 NaN  0.928762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5198       0.470945                 NaN  0.926902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5203       0.470432                 NaN  0.923116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5192       0.471551                 NaN  0.920940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5188       0.471986                 NaN  0.920608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5195       0.471346                 NaN  0.916289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5187       0.472186                 NaN  0.914951E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5181       0.472791                 NaN  0.911836E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5177       0.473183                 NaN  0.910121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5321       0.459088                 NaN  0.879386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5010       0.489613                 NaN  0.935605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5172       0.473835                 NaN  0.898520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5124       0.478591                 NaN  0.902699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5158       0.475201                 NaN  0.895361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.5116       0.479414                 NaN  0.898664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5132       0.477903                 NaN  0.890948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.5104       0.480639                 NaN  0.892390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.6079       0.384819                 NaN  0.725538E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4100       0.579392                 NaN  0.105983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5059       0.485259                 NaN  0.886061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3751       0.613710                 NaN  0.111556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.6796       0.314702                 NaN  0.568193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4603       0.530197                 NaN  0.953320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.5005       0.490690                 NaN  0.876613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.5004       0.490811                 NaN  0.874415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5480       0.444136                 NaN  0.787835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4456       0.544825                 NaN  0.957842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4912       0.500090                 NaN  0.874616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4772       0.513854                 NaN  0.894021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5101       0.481610                 NaN  0.833174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4897       0.501666                 NaN  0.863036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4861       0.505266                 NaN  0.864701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4871       0.504287                 NaN  0.856967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4902       0.501368                 NaN  0.845868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.9349       0.642485E-001            NaN  0.870814E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0128       0.970721                 NaN  0.164654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3766       0.613216                 NaN  0.101877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.5856       0.407633                 NaN  0.672596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.7775       0.218895                 NaN  0.359029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1650       0.821616                 NaN  0.134241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4718       0.519801                 NaN  0.842551E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4792       0.512528                 NaN  0.826672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4536       0.537788                 NaN  0.861768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4645       0.527096                 NaN  0.841145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4605       0.531045                 NaN  0.842627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4663       0.525390                 NaN  0.828895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4439       0.547564                 NaN  0.855260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4657       0.526064                 NaN  0.820645E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4543       0.537320                 NaN  0.833935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4548       0.536909                 NaN  0.829530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4522       0.539507                 NaN  0.829660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4493       0.542427                 NaN  0.829229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0373       0.948249                 NaN  0.144958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.8423       0.155340                 NaN  0.233775E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4676       0.524523                 NaN  0.792141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4455       0.546327                 NaN  0.819033E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4438       0.548056                 NaN  0.818688E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4431       0.548773                 NaN  0.816357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4410       0.550810                 NaN  0.817490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4440       0.547865                 NaN  0.809106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4374       0.554380                 NaN  0.817690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4442       0.547738                 NaN  0.803965E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4390       0.552931                 NaN  0.807007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4360       0.555882                 NaN  0.810219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4387       0.553218                 NaN  0.803378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4447       0.547314                 NaN  0.793936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4403       0.551677                 NaN  0.797482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4389       0.553099                 NaN  0.796825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4404       0.551652                 NaN  0.795403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3970       0.594415                 NaN  0.854037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4849       0.507787                 NaN  0.727390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4431       0.549007                 NaN  0.785828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4435       0.548657                 NaN  0.783964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4443       0.547835                 NaN  0.781698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4454       0.546789                 NaN  0.779532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4469       0.545340                 NaN  0.776491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4479       0.544342                 NaN  0.773931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4499       0.542423                 NaN  0.771323E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4509       0.541380                 NaN  0.768717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4515       0.540845                 NaN  0.766517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4575       0.534960                 NaN  0.758921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3715       0.484848                 NaN  0.575106E-002            NaN  0.137912                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5116       0.501714E-001            NaN  0.294582E-002            NaN  0.435326                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        97.9194       0.134384                 NaN            NaN            NaN   1.94622                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7396       0.850356E-001            NaN            NaN            NaN   1.17540                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7677       0.813269E-001            NaN            NaN            NaN   1.15097                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7811       0.745222E-001            NaN            NaN            NaN   1.14439                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7995       0.696117E-001            NaN            NaN            NaN   1.13091                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8203       0.686030E-001            NaN            NaN            NaN   1.11110                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8413       0.665512E-001            NaN            NaN            NaN   1.09214                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8573       0.628084E-001            NaN            NaN            NaN   1.07994                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7741       0.206294E-001            NaN            NaN            NaN   1.20530                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9931       0.915801E-001            NaN            NaN            NaN  0.915301                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9128       0.567869E-001            NaN            NaN            NaN   1.03044                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9261       0.508431E-001            NaN            NaN            NaN   1.02307                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9466       0.522776E-001            NaN            NaN            NaN   1.00115                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9612       0.482702E-001            NaN            NaN            NaN  0.990535                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9748       0.442659E-001            NaN            NaN            NaN  0.980959                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9880       0.432575E-001            NaN            NaN            NaN  0.968718                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0086       0.418739E-001            NaN            NaN            NaN  0.949531                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0179       0.371527E-001            NaN            NaN            NaN  0.944956                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0373       0.593551E-001            NaN            NaN            NaN  0.903380                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0407       0.113136E-001            NaN            NaN            NaN  0.947954                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0566       0.279419E-001            NaN            NaN            NaN  0.915466                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0713       0.340412E-001            NaN            NaN            NaN  0.894610                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0836       0.224462E-001            NaN            NaN            NaN  0.893976                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0948       0.239711E-001            NaN            NaN            NaN  0.881214                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1075       0.236459E-001            NaN            NaN            NaN  0.868896                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1189       0.181903E-001            NaN            NaN            NaN  0.862944                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1268       0.175858E-001            NaN            NaN            NaN  0.855595                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1394       0.117977E-001            NaN            NaN            NaN  0.848758                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1487       0.113580E-001            NaN            NaN            NaN  0.839905                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1579       0.807005E-002            NaN            NaN            NaN  0.834037                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1666       0.450932E-002            NaN            NaN            NaN  0.828938                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1813       0.174446E-001            NaN            NaN            NaN  0.801235                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1925       0.976425E-002            NaN            NaN            NaN  0.797749                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1957                 NaN            NaN            NaN            NaN  0.804285                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2053       0.189575E-001            NaN            NaN            NaN  0.775727                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2283       0.764170E-001            NaN            NaN            NaN  0.695234                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2225       0.295679E-005            NaN            NaN            NaN  0.777531                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2331                 NaN            NaN            NaN            NaN  0.766901                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2383       0.864145E-006            NaN            NaN            NaN  0.761713                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2448                 NaN            NaN            NaN            NaN  0.755200                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2571       0.887567E-002            NaN            NaN            NaN  0.734029                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2627                 NaN            NaN            NaN            NaN  0.737326                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2664                 NaN            NaN            NaN            NaN  0.733580                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2762                 NaN            NaN            NaN            NaN  0.723844                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2840                 NaN            NaN            NaN            NaN  0.715977                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2920                 NaN            NaN            NaN            NaN  0.707964                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2974                 NaN            NaN            NaN            NaN  0.702591                 NaN            NaN            NaN            NaN            NaN            NaN
