|6.6.6
Archiving\03_Data\Dfrac/QFM/T13/T13_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1917.29        2500.00        99.3422       0.643470       0.143206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3465       0.639187       0.142695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3486       0.637141       0.142929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3571       0.628792       0.141379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3600       0.625854       0.140964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3430       0.642290       0.146928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3861       0.600419       0.134449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3719       0.614130       0.139624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.5857       0.403391       0.108724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1670       0.816025       0.169632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3832       0.603035       0.137972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3859       0.600277       0.137796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3887       0.597505       0.137756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3917       0.594607       0.137218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3950       0.591343       0.136836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3970       0.589393       0.136484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4003       0.586106       0.136164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3963       0.589883       0.137886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4121       0.574575       0.132933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4064       0.580062       0.135553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4099       0.576591       0.134632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4128       0.573804       0.133898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4127       0.573842       0.134201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1649       0.815354       0.197344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.6733       0.319916       0.682934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4150       0.571590       0.133729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4226       0.564205       0.131719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4186       0.568045       0.133080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4264       0.560529       0.131039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4218       0.564945       0.132226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4262       0.560711       0.131074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4251       0.561731       0.131227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4243       0.562562       0.131436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4285       0.558430       0.130263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4263       0.560580       0.130773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4281       0.558963       0.129843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6194       0.371851       0.874294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.2320       0.750737       0.172187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4272       0.559871       0.129718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4277       0.559392       0.129230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4267       0.560380       0.129091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4252       0.561919       0.129145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4261       0.561052       0.128676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4248       0.562379       0.128443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4243       0.562918       0.128292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4206       0.566568       0.128771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4235       0.563743       0.127577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3963       0.590355       0.133051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4739       0.514498       0.115607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3848       0.601710       0.134844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4191       0.568210       0.126612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4132       0.574011       0.127556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4171       0.570317       0.126175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4035       0.583656       0.128368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4100       0.577349       0.126363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4054       0.581939       0.126668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4050       0.582384       0.126232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3969       0.590344       0.127150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3979       0.589446       0.126254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3940       0.593393       0.126482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4448       0.543638       0.115323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3356       0.650710       0.137075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3863       0.601136       0.125757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3803       0.607070       0.126370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3865       0.601118       0.124322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3669       0.620329       0.127510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3733       0.614192       0.125410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3668       0.620617       0.125984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3644       0.623011       0.125645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3593       0.628090       0.125715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3554       0.632024       0.125650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3480       0.639401       0.125988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3477       0.639742       0.125605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3424       0.644997       0.125614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3360       0.651411       0.126350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3356       0.651912       0.125074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3319       0.655607       0.125070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3252       0.662249       0.125542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3216       0.665925       0.125223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3159       0.671548       0.125464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3122       0.675246       0.125292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3066       0.680903       0.125404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3040       0.683532       0.125167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2985       0.689012       0.125259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2923       0.695180       0.125478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2829       0.704418       0.126838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2903       0.697265       0.124191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2820       0.705559       0.124889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2757       0.711785       0.125463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2722       0.715325       0.125011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2662       0.721266       0.125323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2635       0.724021       0.124998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2582       0.729241       0.125100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2565       0.731002       0.124792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2530       0.734554       0.124882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2463       0.741171       0.125178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2457       0.741881       0.124581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2372       0.750304       0.125280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2416       0.745950       0.124024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2338       0.753746       0.124704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2331       0.754487       0.124256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.5065       0.485538       0.796216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.9487        1.03445       0.168923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2253       0.762270       0.123923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2209       0.766744       0.124042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2197       0.767928       0.123829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2178       0.769798       0.123727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2166       0.771070       0.123552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2147       0.772980       0.123469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.7274       0.268310       0.424747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.6998        1.27984       0.203201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2105       0.777216       0.123007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.1370       0.824074       0.127807E-001            NaN  0.261544E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.6563       0.459390       0.710473E-003            NaN  0.883604                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1750       0.310990                 NaN            NaN   1.51399                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1825       0.307714                 NaN            NaN   1.50982                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1891       0.300839                 NaN            NaN   1.51002                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3336       0.291218                 NaN            NaN   1.37513                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2946       0.289794                 NaN            NaN   1.41563                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3229       0.287311                 NaN            NaN   1.38981                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3513       0.280507                 NaN            NaN   1.36823                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3787       0.275258                 NaN            NaN   1.34607                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4017       0.271389                 NaN            NaN   1.32696                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4313       0.266867                 NaN            NaN   1.30188                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4535       0.262456                 NaN            NaN   1.28400                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4789       0.257552                 NaN            NaN   1.26354                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5005       0.253849                 NaN            NaN   1.24562                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5211       0.247981                 NaN            NaN   1.23090                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5467       0.244073                 NaN            NaN   1.20925                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5661       0.238632                 NaN            NaN   1.19529                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5759       0.235452                 NaN            NaN   1.18866                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6209       0.230675                 NaN            NaN   1.14839                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6259       0.226322                 NaN            NaN   1.14780                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6470       0.223908                 NaN            NaN   1.12908                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6653       0.220436                 NaN            NaN   1.11426                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6827       0.215520                 NaN            NaN   1.10183                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7011       0.212061                 NaN            NaN   1.08687                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7191       0.211473                 NaN            NaN   1.06946                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7355       0.205024                 NaN            NaN   1.05950                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7520       0.201397                 NaN            NaN   1.04663                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7673       0.197123                 NaN            NaN   1.03556                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7828       0.194846                 NaN            NaN   1.02234                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7980       0.190373                 NaN            NaN   1.01160                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8122       0.188338                 NaN            NaN  0.999482                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8241       0.184587                 NaN            NaN  0.991339                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8454       0.181856                 NaN            NaN  0.972736                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8407       0.171350                 NaN            NaN  0.987943                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8826       0.184978                 NaN            NaN  0.932448                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8812       0.171349                 NaN            NaN  0.947447                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.8933       0.167638                 NaN            NaN  0.939053                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9060       0.164441                 NaN            NaN  0.929552                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9179       0.162367                 NaN            NaN  0.919754                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9292       0.159404                 NaN            NaN  0.911356                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9313       0.155047                 NaN            NaN  0.913693                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9570       0.151164                 NaN            NaN  0.891795                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9638       0.149813                 NaN            NaN  0.886432                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9707       0.147462                 NaN            NaN  0.881805                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9862       0.145928                 NaN            NaN  0.867822                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9938       0.141995                 NaN            NaN  0.864247                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0019       0.138900                 NaN            NaN  0.859204                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0134       0.136350                 NaN            NaN  0.850227                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0204       0.134771                 NaN            NaN  0.844839                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0297       0.130417                 NaN            NaN  0.839924                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.4617       0.220418                 NaN            NaN   1.31789                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.6378       0.399513E-001            NaN            NaN  0.322276                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0513       0.120679                 NaN            NaN  0.828070                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0626       0.117248                 NaN            NaN  0.820176                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0697       0.116104                 NaN            NaN  0.814193                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0761       0.112198                 NaN            NaN  0.811742                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0831       0.109677                 NaN            NaN  0.807197                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0871       0.104953                 NaN            NaN  0.807986                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8617       0.195558                 NaN            NaN  0.942754                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.3565       0.217509E-001            NaN            NaN  0.621740                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1055       0.955426E-001            NaN            NaN  0.799000                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1110       0.915381E-001            NaN            NaN  0.797503                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1170       0.910443E-001            NaN            NaN  0.791913                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1222       0.902689E-001            NaN            NaN  0.787511                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1273       0.856988E-001            NaN            NaN  0.787025                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1298       0.814434E-001            NaN            NaN  0.788729                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1332       0.753148E-001            NaN            NaN  0.791522                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8497       0.118487                 NaN            NaN   1.03177                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.4269       0.223778E-001            NaN            NaN  0.550757                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3667       0.194756                 NaN            NaN  0.259930        1.17860                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2327       0.216958                 NaN            NaN  0.152943        1.39743                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2382       0.211370                 NaN            NaN  0.154780        1.39562                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2827       0.214355                 NaN            NaN  0.145840        1.35714                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2864       0.211496                 NaN            NaN  0.148605        1.35352                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3009       0.209477                 NaN            NaN  0.144132        1.34549                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3196       0.209304                 NaN            NaN  0.143532        1.32758                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3315       0.210780                 NaN            NaN  0.136538        1.32121                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3482       0.202789                 NaN            NaN  0.142675        1.30634                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.3590       0.202725                 NaN            NaN  0.139168        1.29913                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.2332       0.214601                 NaN            NaN  0.134688        1.41753                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5242       0.180286                 NaN            NaN  0.124714        1.17079                 NaN            NaN            NaN            NaN            NaN
