|6.6.6
Archiving\03_Data\fracLP/QFM_m4/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1914.79        500.000        99.5444                 NaN  0.455630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.5444                 NaN  0.455630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.5444                 NaN  0.455629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.5444                 NaN  0.455629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.5444                 NaN  0.455628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.5444                 NaN  0.455628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.5444                 NaN  0.455628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5444                 NaN  0.455627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.5444                 NaN  0.455627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.5444                 NaN  0.455626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3934                 NaN  0.455626       0.151011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3317                 NaN            NaN  0.668264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3364                 NaN            NaN  0.663632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3400                 NaN            NaN  0.659998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3429                 NaN            NaN  0.657087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3454                 NaN            NaN  0.654563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3490                 NaN            NaN  0.651023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3513                 NaN            NaN  0.648727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3542                 NaN            NaN  0.645831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3575                 NaN            NaN  0.642498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3623                 NaN            NaN  0.637656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3618                 NaN            NaN  0.638216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3643                 NaN            NaN  0.635667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3778                 NaN            NaN  0.622179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.7665                 NaN            NaN  0.233528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        98.9615                 NaN            NaN   1.03848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3728                 NaN            NaN  0.627164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3754                 NaN            NaN  0.624643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3748                 NaN            NaN  0.625193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3793                 NaN            NaN  0.620656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3788                 NaN            NaN  0.621247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3810                 NaN            NaN  0.619005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3799                 NaN            NaN  0.620051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3832                 NaN            NaN  0.616775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3837                 NaN            NaN  0.616283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3844                 NaN            NaN  0.615587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3852                 NaN            NaN  0.614755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3869                 NaN            NaN  0.613085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3869                 NaN            NaN  0.613132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3882                 NaN            NaN  0.611806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3856                 NaN            NaN  0.612951       0.146435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3785                 NaN            NaN  0.610842       0.106646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3732                 NaN            NaN  0.612290       0.144955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3733                 NaN            NaN  0.612283       0.144328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5722                 NaN            NaN  0.417929       0.984520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1734                 NaN            NaN  0.807594       0.189645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3721                 NaN            NaN  0.613546       0.143684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3724                 NaN            NaN  0.613311       0.143222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3711                 NaN            NaN  0.614571       0.143073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3698                 NaN            NaN  0.615951       0.142886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3689                 NaN            NaN  0.616781       0.142734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3697                 NaN            NaN  0.616062       0.142165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3675                 NaN            NaN  0.618314       0.142226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3649                 NaN            NaN  0.620837       0.142309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3669                 NaN            NaN  0.618934       0.141430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4243                 NaN            NaN  0.562897       0.127791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2994                 NaN            NaN  0.685074       0.155303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3640                 NaN            NaN  0.621993       0.140122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3602                 NaN            NaN  0.625723       0.140625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3725                 NaN            NaN  0.613716       0.137822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3426                 NaN            NaN  0.643115       0.143234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3554                 NaN            NaN  0.630634       0.140092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3514                 NaN            NaN  0.634593       0.140223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3521                 NaN            NaN  0.633929       0.139515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3487                 NaN            NaN  0.637334       0.139552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3463                 NaN            NaN  0.639769       0.139531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3446                 NaN            NaN  0.641490       0.139088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3427                 NaN            NaN  0.643431       0.138856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3389                 NaN            NaN  0.647157       0.139104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.8731                 NaN            NaN   1.10398       0.229375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.8098                 NaN            NaN  0.185416       0.478379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3280                 NaN            NaN  0.658039       0.139152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3326                 NaN            NaN  0.653620       0.137396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.0187                 NaN            NaN  0.960913       0.203462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.6371                 NaN            NaN  0.355662       0.719281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3216                 NaN            NaN  0.664589       0.138112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3200                 NaN            NaN  0.666241       0.137291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3152                 NaN            NaN  0.670992       0.137753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3162                 NaN            NaN  0.670183       0.136650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3165                 NaN            NaN  0.669919       0.136134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        98.5733                 NaN            NaN   1.39913       0.276166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.9994                 NaN            NaN  0.815514E-004  0.527246E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3290                 NaN            NaN  0.657978       0.129962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3002                 NaN            NaN  0.686101       0.136552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2977                 NaN            NaN  0.688642       0.136362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2960                 NaN            NaN  0.690430       0.136028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2938                 NaN            NaN  0.692583       0.135952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2915                 NaN            NaN  0.694937       0.135715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2879                 NaN            NaN  0.698551       0.135662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2867                 NaN            NaN  0.699763       0.135516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2843                 NaN            NaN  0.702160       0.135351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2826                 NaN            NaN  0.703906       0.135112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2812                 NaN            NaN  0.705360       0.134883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2786                 NaN            NaN  0.707944       0.134840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2765                 NaN            NaN  0.710042       0.134534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2768                 NaN            NaN  0.709828       0.134047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2744                 NaN            NaN  0.712142       0.134160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2663                 NaN            NaN  0.720238       0.135115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2778                 NaN            NaN  0.708920       0.132615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2734                 NaN            NaN  0.713303       0.133239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.7406                 NaN            NaN  0.254177       0.517668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.8005                 NaN            NaN   1.17806       0.214002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.9073                 NaN            NaN   1.06921       0.234431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.6385                 NaN            NaN  0.358410       0.309850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2690                 NaN            NaN  0.717752       0.132114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2692                 NaN            NaN  0.717633       0.131964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0035                 NaN            NaN  0.978614       0.179144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5359                 NaN            NaN  0.455788       0.832208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2706                 NaN            NaN  0.716354       0.130871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2711                 NaN            NaN  0.715818       0.130608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2677                 NaN            NaN  0.719228       0.130272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2777                 NaN            NaN  0.709319       0.130045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2756                 NaN            NaN  0.711430       0.129632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2770                 NaN            NaN  0.710141       0.128833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2774                 NaN            NaN  0.709742       0.128808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2604                 NaN            NaN  0.726420       0.131945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3016                 NaN            NaN  0.685943       0.124160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2841                 NaN            NaN  0.703116       0.127456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2868                 NaN            NaN  0.700466       0.126903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2794                 NaN            NaN  0.707806       0.128185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3005                 NaN            NaN  0.687041       0.124400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2935                 NaN            NaN  0.693850       0.126009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2987                 NaN            NaN  0.688865       0.124813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2998                 NaN            NaN  0.687772       0.124720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3034                 NaN            NaN  0.684184       0.123930E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3081                 NaN            NaN  0.679578       0.123297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3100                 NaN            NaN  0.677692       0.123046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3122                 NaN            NaN  0.675563       0.122678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3194                 NaN            NaN  0.668497       0.121517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3221                 NaN            NaN  0.665713       0.121448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3255                 NaN            NaN  0.662435       0.120730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3276                 NaN            NaN  0.660363       0.120160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3015                 NaN            NaN  0.684322       0.142156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.1066                 NaN            NaN   1.86017       0.332146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.9989                 NaN            NaN            NaN  0.106886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.9582                 NaN            NaN  0.417776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3525                 NaN            NaN  0.637275       0.102043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3557                 NaN            NaN  0.632633       0.116217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3603                 NaN            NaN  0.628164       0.115616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3644                 NaN            NaN  0.624106       0.115288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3712                 NaN            NaN  0.617372       0.113889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3744                 NaN            NaN  0.614239       0.113508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3785                 NaN            NaN  0.610244       0.112873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3824                 NaN            NaN  0.606406       0.112368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3887                 NaN            NaN  0.600145       0.111361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3938                 NaN            NaN  0.595126       0.110724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3976                 NaN            NaN  0.591369       0.110213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3997                 NaN            NaN  0.589367       0.109335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4112                 NaN            NaN  0.577942       0.108550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4127                 NaN            NaN  0.576509       0.107838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4160                 NaN            NaN  0.573215       0.107371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4227                 NaN            NaN  0.566718       0.106280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4267                 NaN            NaN  0.562762       0.105692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4305                 NaN            NaN  0.559019       0.104864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4374                 NaN            NaN  0.552217       0.104131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4416                 NaN            NaN  0.548085       0.103300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4456                 NaN            NaN  0.544153       0.102633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4497                 NaN            NaN  0.540115       0.102026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4563                 NaN            NaN  0.533599       0.100796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4608                 NaN            NaN  0.529187       0.100151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.3040                 NaN            NaN  0.336321       0.209107E-002  0.357603                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0401                 NaN            NaN  0.292078E-001            NaN  0.930737                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0523                 NaN            NaN  0.320787E-001            NaN  0.915608                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0623                 NaN            NaN  0.276026E-001            NaN  0.910093                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0743                 NaN            NaN  0.254124E-001            NaN  0.900318                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0849                 NaN            NaN  0.267446E-001            NaN  0.888330                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0909                 NaN            NaN  0.981114E-001            NaN  0.739478       0.715086E-001            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9165                 NaN            NaN            NaN            NaN  0.109417       0.974118                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9176                 NaN            NaN  0.931030E-004            NaN  0.895447E-001  0.992739                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9230                 NaN            NaN            NaN            NaN  0.818482E-001  0.995118                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9299                 NaN            NaN            NaN            NaN  0.777608E-001  0.992361                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9347                 NaN            NaN            NaN            NaN  0.666912E-001  0.998647                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9395                 NaN            NaN            NaN            NaN  0.600222E-001   1.00044                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9248                 NaN            NaN            NaN  0.898591E-002            NaN   1.06626                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9266                 NaN            NaN            NaN  0.105808E-001            NaN   1.06284                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9293                 NaN            NaN            NaN  0.104168E-001            NaN   1.06030                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9324                 NaN            NaN            NaN  0.102283E-001            NaN   1.05740                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9346                 NaN            NaN            NaN  0.100451E-001            NaN   1.05536                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9359                 NaN            NaN            NaN  0.987652E-002            NaN   1.05424                 NaN            NaN            NaN            NaN            NaN
