|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.25/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.6308       0.369196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3976       0.602417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3992       0.600808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3992       0.600848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4102       0.589792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4125       0.587497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4137       0.586301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4107       0.589285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4216       0.578380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4251       0.574949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4279       0.572090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4288       0.571170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4287       0.565585       0.571585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4234       0.566483       0.100879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3922       0.597209       0.106272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4706       0.520106       0.926798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4335       0.556524       0.993337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4351       0.555018       0.993084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4384       0.551773       0.986303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4384       0.551699       0.986874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4419       0.548241       0.980947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4432       0.546982       0.978313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4427       0.547512       0.980860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4464       0.543902       0.972304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4450       0.545208       0.975535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4487       0.541654       0.967704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.2280       0.758392       0.135799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.8648       0.132866       0.236535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2581       0.728945       0.129552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4510       0.539378       0.958865E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4513       0.539156       0.956117E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6337       0.359852       0.643773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.2665       0.720825       0.127052E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4537       0.536819       0.945580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4522       0.538358       0.944936E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4510       0.539531       0.947209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4500       0.540501       0.945972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4505       0.540115       0.941118E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3794       0.609957       0.106276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5197       0.472103       0.815268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4473       0.543337       0.938075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4431       0.547441       0.941618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4463       0.544374       0.930306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4969       0.494667       0.842981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3897       0.600113       0.101914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4383       0.552386       0.934595E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4416       0.549227       0.922029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4342       0.556469       0.929972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4354       0.555333       0.924312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4335       0.557296       0.920533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4300       0.560715       0.923576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4290       0.561791       0.917709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4255       0.565345       0.920320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4219       0.568887       0.921249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4215       0.569384       0.915492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4211       0.569775       0.911480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4098       0.580956       0.921519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4117       0.579191       0.913305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4061       0.584784       0.915889E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4302       0.561058       0.873279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3754       0.615102       0.950750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3977       0.593232       0.910336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3908       0.600086       0.914738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3919       0.599071       0.906697E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3859       0.604998       0.909798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3815       0.609457       0.909147E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2093       0.779199       0.115431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5428       0.450621       0.661426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3690       0.621911       0.908411E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3654       0.625476       0.908389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3623       0.628674       0.906605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3572       0.633747       0.906162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3475       0.643277       0.917657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3536       0.637414       0.898016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3461       0.644855       0.904282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3513       0.639761       0.889477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3238       0.667028       0.920576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3316       0.659316       0.905009E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2785       0.711756       0.972689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3702       0.621424       0.840870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3194       0.671541       0.904080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3154       0.675589       0.904487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3110       0.679980       0.904409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3073       0.683678       0.904402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3023       0.688664       0.906529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3014       0.689523       0.902771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2949       0.696055       0.907742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2954       0.695638       0.900640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2885       0.702398       0.906494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2877       0.703326       0.900653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2848       0.706174       0.901565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2816       0.709389       0.901833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2770       0.714014       0.903029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2776       0.713437       0.900410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.4677        1.51344       0.188102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.9758       0.203725E-001  0.380493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3491       0.646497       0.436056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2694       0.721586       0.900619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2698       0.721240       0.896172E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2682       0.722789       0.897672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2673       0.723777       0.896611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2678       0.723256       0.895529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2664       0.724602       0.895481E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2682       0.722858       0.891900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2681       0.722973       0.893499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2677       0.723352       0.892544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2698       0.721327       0.888633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2699       0.721216       0.889974E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2722       0.718923       0.885318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2745       0.716665       0.882709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2757       0.715531       0.881527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2773       0.713873       0.881650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2793       0.711915       0.880542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2861       0.705197       0.873572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2847       0.706497       0.876179E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2913       0.700002       0.868791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2908       0.700502       0.872605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2993       0.692039       0.862290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3002       0.691167       0.864713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.6310       0.249169                 NaN   1.11982                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4591       0.119481                 NaN   1.42138                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4897       0.117329                 NaN   1.39298                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5094       0.114462                 NaN   1.37615                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5513       0.110999                 NaN   1.33767                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5672       0.105308                 NaN   1.32744                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5956       0.100955                 NaN   1.30346                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6185       0.987900E-001            NaN   1.28271                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5217       0.104133                 NaN   1.37417                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7865       0.844073E-001            NaN   1.12911                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6862       0.898351E-001            NaN   1.22400                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7092       0.856922E-001            NaN   1.20512                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6626       0.991593E-001            NaN   1.23824                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8291       0.795099E-001            NaN   1.09141                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7697       0.764219E-001            NaN   1.15384                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7924       0.750783E-001            NaN   1.13254                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8107       0.745230E-001            NaN   1.11477                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8273       0.694718E-001            NaN   1.10327                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8468       0.674387E-001            NaN   1.08577                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8611       0.650363E-001            NaN   1.07388                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8808       0.627694E-001            NaN   1.05642                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8946       0.586903E-001            NaN   1.04667                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9144       0.581761E-001            NaN   1.02747                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9253       0.521938E-001            NaN   1.02249                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9395       0.494331E-001            NaN   1.01103                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9572       0.527273E-001            NaN  0.990039                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9698       0.450469E-001            NaN  0.985142                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9861       0.469091E-001            NaN  0.967038                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9969       0.399048E-001            NaN  0.963189                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0114       0.409958E-001            NaN  0.947569                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0226       0.396838E-001            NaN  0.937725                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0360       0.335806E-001            NaN  0.930464                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0463       0.318854E-001            NaN  0.921791                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0601       0.327159E-001            NaN  0.907213                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0714       0.292819E-001            NaN  0.899307                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0812       0.261935E-001            NaN  0.892611                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0929       0.256461E-001            NaN  0.881463                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1012       0.220980E-001            NaN  0.876712                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1041       0.184856E-001            NaN  0.877453                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1320       0.193376E-001            NaN  0.848678                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1316       0.149040E-001            NaN  0.853530                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1409       0.127654E-001            NaN  0.846342                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1492       0.104088E-001            NaN  0.840383                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1606       0.107766E-001            NaN  0.828608                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1624       0.170958E-001            NaN  0.820464                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1864       0.716841E-002            NaN  0.806422                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1913       0.441289E-001            NaN  0.764601                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1904                 NaN            NaN  0.809611                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2069       0.324867E-001            NaN  0.760625                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2086                 NaN            NaN  0.791432                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2152       0.268599E-002            NaN  0.782154                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2205                 NaN            NaN  0.779480                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2293                 NaN            NaN  0.770713                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2337                 NaN            NaN  0.766269                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2431                 NaN            NaN  0.756945                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2491                 NaN            NaN  0.750916                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2572                 NaN            NaN  0.742770                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1850                 NaN            NaN  0.316335       0.498633                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0908                 NaN            NaN            NaN  0.909222                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0927                 NaN            NaN            NaN  0.907259                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0928                 NaN            NaN            NaN  0.907232                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0887                 NaN            NaN            NaN  0.911298                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0843                 NaN            NaN            NaN  0.915692                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0785                 NaN            NaN            NaN  0.921516                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0736                 NaN            NaN            NaN  0.926390                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0571                 NaN            NaN            NaN  0.942907                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0486                 NaN            NaN            NaN  0.951370                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0275                 NaN            NaN            NaN  0.972470                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9618                 NaN            NaN            NaN  0.955708       0.824683E-001            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5584                 NaN            NaN            NaN  0.380054        1.06152                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5777       0.484179E-004            NaN            NaN  0.377979        1.04428                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5952                 NaN            NaN            NaN  0.372255        1.03253                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6132                 NaN            NaN            NaN   1.02041       0.366421                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6301                 NaN            NaN            NaN  0.361869        1.00806                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6469       0.230478E-004            NaN            NaN  0.359336       0.993785                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6623                 NaN            NaN            NaN  0.982916       0.354794                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6783                 NaN            NaN            NaN  0.971128       0.350593                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6939                 NaN            NaN            NaN  0.959253       0.346889                 NaN            NaN            NaN            NaN
  1411.03        500.000        97.6237                 NaN            NaN            NaN  0.827114        1.02517       0.524019                 NaN            NaN            NaN
  1408.52        500.000        96.2179                 NaN            NaN            NaN   1.46234        1.09994        1.21986                 NaN            NaN            NaN
  1406.02        500.000        96.3273                 NaN            NaN            NaN   1.42158        1.06716        1.18397                 NaN            NaN            NaN
  1403.51        500.000        96.4312                 NaN            NaN            NaN   1.38231        1.03693        1.14958                 NaN            NaN            NaN
  1401.00        500.000        96.5255                 NaN            NaN            NaN   1.34641        1.01027        1.11786                 NaN            NaN            NaN
  1398.50        500.000        96.6201                 NaN            NaN            NaN  0.982452        1.31117        1.08632                 NaN            NaN            NaN
  1395.99        500.000        96.7074                 NaN            NaN            NaN   1.27903       0.956521        1.05706                 NaN            NaN            NaN
  1393.48        500.000        96.7880                 NaN            NaN            NaN  0.932716        1.24954        1.02971                 NaN            NaN            NaN
  1390.98        500.000        96.8686                 NaN            NaN            NaN   1.22034       0.909023        1.00208                 NaN            NaN            NaN
  1388.47        500.000        96.9342       0.170137                 NaN            NaN  0.871627        1.01239        1.01167                 NaN            NaN            NaN
  1385.96        500.000        96.9962       0.491348                 NaN            NaN   1.23709       0.224220        1.05118                 NaN            NaN            NaN
  1383.46        500.000        97.0742       0.499069                 NaN            NaN   1.23179       0.168214        1.02668                 NaN            NaN            NaN
  1380.95        500.000        97.1531       0.507884                 NaN            NaN   1.22146       0.115390        1.00218                 NaN            NaN            NaN
