|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1884.71        500.000        99.4064                 NaN  0.593572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4100                 NaN  0.590008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4130                 NaN  0.587041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4155                 NaN  0.584475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4180                 NaN  0.581984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4177                 NaN  0.582262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4239                 NaN  0.576136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4239                 NaN  0.576064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4281                 NaN  0.571919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4204                 NaN  0.571697       0.787385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3495                 NaN  0.638868       0.115997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.7295                 NaN  0.265672       0.480634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1873                 NaN  0.798260       0.144445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4242                 NaN  0.565581       0.102295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4265                 NaN  0.563361       0.101815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4267                 NaN  0.563147       0.101765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4257                 NaN  0.564126       0.101735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4306                 NaN  0.559319       0.100848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4285                 NaN  0.561376       0.101096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4304                 NaN  0.559541       0.100486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4292                 NaN  0.560702       0.100684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4290                 NaN  0.560921       0.100614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4354                 NaN  0.554713       0.988380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5069                 NaN  0.484398       0.866114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3539                 NaN  0.634811       0.112596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4299                 NaN  0.560143       0.993291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.2071                 NaN  0.779053       0.138154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.6711                 NaN  0.323209       0.568096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4087                 NaN  0.581083       0.102367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4297                 NaN  0.560452       0.980400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3061                 NaN  0.682019       0.119115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5558                 NaN  0.436683       0.756070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4125                 NaN  0.577520       0.100087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4243                 NaN  0.565939       0.974139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4225                 NaN  0.567800       0.972805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4184                 NaN  0.571791       0.976697E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4185                 NaN  0.571766       0.969783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4144                 NaN  0.575889       0.971151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4146                 NaN  0.575734       0.967140E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4108                 NaN  0.579465       0.969275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4085                 NaN  0.581844       0.967439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4056                 NaN  0.584779       0.965252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4026                 NaN  0.587776       0.963691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4023                 NaN  0.588130       0.960626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3952                 NaN  0.595137       0.964992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3960                 NaN  0.594446       0.959487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3914                 NaN  0.598953       0.961612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3880                 NaN  0.602429       0.959572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3846                 NaN  0.605829       0.959550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3796                 NaN  0.610813       0.960884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3756                 NaN  0.614794       0.960521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3775                 NaN  0.612982       0.950832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3706                 NaN  0.619820       0.955219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3661                 NaN  0.624273       0.958437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3639                 NaN  0.626537       0.952530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3624                 NaN  0.628121       0.949405E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3472                 NaN  0.643162       0.964238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3529                 NaN  0.637635       0.950674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        98.8134                 NaN   1.16950       0.170926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.9102                 NaN  0.884835E-001  0.135368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3006                 NaN  0.689352       0.100762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2688                 NaN  0.721375       0.982257E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3869                 NaN  0.603731       0.934976E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3208                 NaN  0.669559       0.962184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3333                 NaN  0.657410       0.932985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3172                 NaN  0.673247       0.952399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2884                 NaN  0.701645       0.995605E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3341                 NaN  0.656806       0.911999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3046                 NaN  0.685838       0.953225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.4928                 NaN   1.48657       0.206137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000       100.0000                 NaN  0.628097E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4074                 NaN  0.584589       0.797777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2903                 NaN  0.700195       0.953807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2871                 NaN  0.703422       0.952496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2829                 NaN  0.707574       0.955455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3102                 NaN  0.680591       0.919435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2447                 NaN  0.745387       0.994017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2750                 NaN  0.715481       0.952232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2722                 NaN  0.718265       0.953056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2696                 NaN  0.720907       0.952638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2674                 NaN  0.723103       0.953009E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2658                 NaN  0.724648       0.950813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2630                 NaN  0.727459       0.953759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2622                 NaN  0.728247       0.951386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2591                 NaN  0.731357       0.953699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2594                 NaN  0.731102       0.950277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.9316                 NaN   1.05462       0.137607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.5865                 NaN  0.408238       0.528910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2583                 NaN  0.732222       0.948510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.6202                 NaN  0.375104       0.472199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.8874                 NaN   1.09830       0.142572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2594                 NaN  0.731142       0.946124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2564                 NaN  0.734061       0.949356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2639                 NaN  0.726741       0.939685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2617                 NaN  0.728913       0.943678E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2616                 NaN  0.729004       0.944014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2672                 NaN  0.723406       0.938273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2676                 NaN  0.722975       0.939221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2702                 NaN  0.720484       0.936453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2726                 NaN  0.718078       0.934693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2756                 NaN  0.715083       0.932757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2758                 NaN  0.714795       0.935526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2849                 NaN  0.705874       0.925263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2848                 NaN  0.705884       0.927125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2909                 NaN  0.699917       0.922553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2937                 NaN  0.697047       0.921491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2976                 NaN  0.693259       0.918168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1527                 NaN  0.835963       0.113436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4699                 NaN  0.523408       0.664436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2986                 NaN  0.692182       0.926637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1740                 NaN  0.588626       0.639948E-002  0.230946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5444                 NaN  0.118765       0.155954E-002   1.33525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5385                 NaN  0.101552                 NaN   1.35991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5667                 NaN  0.977280E-001            NaN   1.33552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5898                 NaN  0.929698E-001            NaN   1.31723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6167                 NaN  0.903007E-001            NaN   1.29304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6393                 NaN  0.879590E-001            NaN   1.27277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6602                 NaN  0.833435E-001            NaN   1.25649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6961                 NaN  0.818054E-001            NaN   1.22206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7135                 NaN  0.813584E-001            NaN   1.20511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7332                 NaN  0.751302E-001            NaN   1.19165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7540                 NaN  0.724914E-001            NaN   1.17349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7752                 NaN  0.709559E-001            NaN   1.15383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7966                 NaN  0.677500E-001            NaN   1.13562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8153                 NaN  0.652889E-001            NaN   1.11943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8352                 NaN  0.645388E-001            NaN   1.10021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8536                 NaN  0.613488E-001            NaN   1.08504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8700                 NaN  0.580024E-001            NaN   1.07204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8862                 NaN  0.541088E-001            NaN   1.05968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9057                 NaN  0.535455E-001            NaN   1.04078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9202                 NaN  0.508153E-001            NaN   1.02903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9376                 NaN  0.483323E-001            NaN   1.01407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9528                 NaN  0.462914E-001            NaN   1.00094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9680                 NaN  0.478384E-001            NaN  0.984156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9800                 NaN  0.334809E-001            NaN  0.986520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9976                 NaN  0.386333E-001            NaN  0.963731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0103                 NaN  0.378636E-001            NaN  0.951822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0273                 NaN  0.371089E-001            NaN  0.935562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0405                 NaN  0.371935E-001            NaN  0.922308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0507                 NaN  0.314764E-001            NaN  0.917829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0633                 NaN  0.305221E-001            NaN  0.906192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0737                 NaN  0.271233E-001            NaN  0.899144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0869                 NaN  0.252329E-001            NaN  0.887915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1001                 NaN  0.242596E-001            NaN  0.875658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1093                 NaN  0.211781E-001            NaN  0.869550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1227                 NaN  0.216335E-001            NaN  0.855698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1318                 NaN  0.185508E-001            NaN  0.849639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1418                 NaN  0.167513E-001            NaN  0.841440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1518                 NaN  0.140143E-001            NaN  0.834142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1602                 NaN  0.120247E-001            NaN  0.827789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1717                 NaN  0.165162E-001            NaN  0.811821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1778                 NaN            NaN            NaN  0.822157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1889                 NaN  0.150475E-001            NaN  0.796034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1958                 NaN  0.577918E-002            NaN  0.798416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2115                 NaN  0.180908E-001            NaN  0.770405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2147                 NaN  0.663345E-002            NaN  0.778643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1527                 NaN  0.128306E-002            NaN  0.410336       0.435636                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0857                 NaN  0.972538E-005            NaN  0.205740E-001  0.893732                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0899                 NaN            NaN            NaN            NaN  0.910086                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0946                 NaN            NaN            NaN            NaN  0.905412                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1065                 NaN            NaN            NaN  0.124264       0.769212                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1060                 NaN            NaN            NaN  0.884620E-004  0.893952                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1116                 NaN            NaN            NaN            NaN  0.888360                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1159                 NaN            NaN            NaN            NaN  0.884138                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1198                 NaN            NaN            NaN            NaN  0.880236                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1231                 NaN            NaN            NaN  0.283103E-002  0.874074                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1224                 NaN            NaN            NaN            NaN  0.877552                 NaN            NaN            NaN            NaN            NaN            NaN
