|6.6.6
Archiving\03_Data\frac/QFM_m4/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1749.37        2500.00        99.0123       0.964059       0.236627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.0123       0.964059       0.236627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.0123       0.964058       0.236626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0123       0.964057       0.236626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0123       0.964057       0.236626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.0123       0.964056       0.236626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.0123       0.964056       0.236626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0123       0.964055       0.236626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0123       0.964054       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.0123       0.964054       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.0123       0.964053       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.0123       0.964052       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0123       0.964052       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.0123       0.964051       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.0123       0.964050       0.236624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0123       0.964050       0.236624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.0123       0.964049       0.236624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.0123       0.964048       0.236624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.0123       0.964047       0.236624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.0123       0.964047       0.236624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.0032       0.964046       0.236623E-001  0.913125E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        98.9979       0.964133       0.236645E-001  0.142556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        98.9979       0.964270       0.236678E-001  0.141399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.9979       0.964405       0.236712E-001  0.140100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.9979       0.964540       0.236745E-001  0.139154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        98.9979       0.964673       0.236777E-001  0.137989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        98.9978       0.964805       0.236810E-001  0.137006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        98.9978       0.964937       0.236842E-001  0.135887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.9977       0.965067       0.236874E-001  0.135049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.9977       0.965197       0.236906E-001  0.133710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        98.9977       0.965325       0.236937E-001  0.132378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.9849       0.965451       0.236968E-001  0.259849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.0103       0.965702       0.237030E-001  0.264429E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.9976       0.965703       0.237030E-001  0.129445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.9976       0.965828       0.237061E-001  0.128420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.9976       0.965951       0.237091E-001  0.127661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.9970       0.966073       0.237103E-001  0.126378E-001  0.547509E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9873                 NaN            NaN  0.126512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3809                 NaN            NaN  0.313856E-002  0.615913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3911                 NaN            NaN  0.235428E-001  0.585324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3117                 NaN            NaN  0.133826E-001  0.674892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2955                 NaN            NaN  0.136403E-001  0.690872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3292                 NaN            NaN  0.129808E-001  0.657803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3140                 NaN            NaN  0.132836E-001  0.672746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3143                 NaN            NaN  0.132506E-001  0.672411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3155                 NaN            NaN  0.132172E-001  0.671287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3166                 NaN            NaN  0.131979E-001  0.670170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3178                 NaN            NaN  0.131637E-001  0.669079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3185                 NaN            NaN  0.131405E-001  0.668345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2773                 NaN            NaN  0.139735E-001  0.708762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3660                 NaN            NaN  0.122181E-001  0.621816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5007                 NaN            NaN            NaN  0.260003                 NaN   1.23933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4095                 NaN            NaN            NaN  0.198188                 NaN   1.39231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3519                 NaN            NaN            NaN  0.206565                 NaN   1.44156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5439                 NaN            NaN            NaN  0.181181                 NaN   1.27489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4829                 NaN            NaN            NaN  0.185343                 NaN   1.33177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5037                 NaN            NaN            NaN  0.182379                 NaN   1.31394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5336                 NaN            NaN            NaN  0.178104                 NaN   1.28831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5508                 NaN            NaN            NaN  0.175181                 NaN   1.27400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5780                 NaN            NaN            NaN  0.172000                 NaN   1.24998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5963                 NaN            NaN            NaN  0.168743                 NaN   1.23495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6182                 NaN            NaN            NaN  0.164570                 NaN   1.21722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6388                 NaN            NaN            NaN  0.160691                 NaN   1.20053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6578                 NaN            NaN            NaN  0.156357                 NaN   1.18589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6743                 NaN            NaN            NaN  0.151672                 NaN   1.17401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6869                 NaN            NaN            NaN  0.152920                 NaN   1.16021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.5236                 NaN            NaN            NaN  0.572670E-001            NaN  0.419143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        97.9375                 NaN            NaN            NaN  0.237732                 NaN   1.82476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7505                 NaN            NaN            NaN  0.138230                 NaN   1.11128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7657                 NaN            NaN            NaN  0.138178                 NaN   1.09612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7844                 NaN            NaN            NaN  0.107626                 NaN   1.10798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7945                 NaN            NaN            NaN  0.155324                 NaN   1.05022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8154                 NaN            NaN            NaN  0.129163                 NaN   1.05539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7627                 NaN            NaN            NaN  0.132804                 NaN   1.10454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9108                 NaN            NaN            NaN  0.116254                 NaN  0.972972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8584                 NaN            NaN            NaN  0.120912                 NaN   1.02070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8720                 NaN            NaN            NaN  0.119110                 NaN   1.00885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8888                 NaN            NaN            NaN  0.114090                 NaN  0.997149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8947                 NaN            NaN            NaN  0.109521                 NaN  0.995781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.4108                 NaN            NaN            NaN  0.249824                 NaN   1.33938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.3012                 NaN            NaN            NaN  0.847543E-002            NaN   1.69031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.7889                 NaN            NaN            NaN  0.744974E-001            NaN  0.136621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2299                 NaN            NaN            NaN  0.761369E-001            NaN  0.693977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9611                 NaN            NaN            NaN  0.101370                 NaN  0.937542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9750                 NaN            NaN            NaN  0.993047E-001            NaN  0.925677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
