|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.75/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1899.75        2500.00        99.3141       0.685752       0.107228E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.5183       0.475563       0.613656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4137       0.576405       0.991276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4175       0.572608       0.984993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3489       0.639996       0.111219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4945       0.496933       0.854858E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4277       0.562529       0.973412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4287       0.561595       0.974331E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4317       0.558592       0.969728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4332       0.557100       0.969887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4380       0.552439       0.959363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4384       0.551944       0.961454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3681       0.621095       0.108383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.5152       0.476527       0.830082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4421       0.548285       0.956788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4481       0.542417       0.944994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4478       0.542773       0.946897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4491       0.541428       0.945390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4484       0.542119       0.946872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4536       0.537066       0.934390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2975       0.690475       0.120611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.6110       0.382388       0.660384E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4545       0.536200       0.931716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4547       0.536010       0.930011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4553       0.535415       0.927907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4617       0.529124       0.917265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4502       0.540446       0.932896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4561       0.534650       0.921624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3045       0.683694       0.118328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6105       0.382958       0.652601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4561       0.534753       0.915154E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4557       0.535136       0.912943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4556       0.535283       0.910928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4543       0.536627       0.909580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4538       0.537126       0.907264E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4534       0.537540       0.905175E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4520       0.538943       0.904895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4505       0.540416       0.904019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4480       0.543010       0.902531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4487       0.542311       0.897933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4464       0.544613       0.897797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4809       0.510680       0.837866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4072       0.583297       0.953379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4401       0.550974       0.895779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4408       0.550308       0.889711E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4346       0.556426       0.897292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4241       0.566792       0.909107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4453       0.546098       0.864470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4289       0.562205       0.888958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4888       0.503305       0.792562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5262       0.466558       0.721674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.2580       0.730620       0.113844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4186       0.572581       0.884107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4816       0.510559       0.782065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3458       0.644373       0.983336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4085       0.582651       0.881840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4051       0.586056       0.880580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4035       0.587715       0.877898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3983       0.592885       0.880718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3967       0.594510       0.875545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.1653       0.822663       0.120275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.6523       0.342753       0.496227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3461       0.644615       0.929668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3805       0.610720       0.873846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0549       0.931881       0.131877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.7087       0.286741       0.451718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3519       0.639636       0.847357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3649       0.626367       0.873883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3462       0.644854       0.889888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4283       0.563981       0.776837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3332       0.657809       0.897484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3084       0.682376       0.925899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3476       0.643749       0.867401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3437       0.647641       0.866521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.9280       0.709252E-001  0.108181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        98.7407        1.24298       0.163497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3281       0.663143       0.870771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3270       0.664349       0.867330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3245       0.666823       0.866382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3195       0.671874       0.866735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3153       0.676001       0.867178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3107       0.680619       0.870067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3125       0.678887       0.862709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3070       0.684342       0.865980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3026       0.688730       0.866045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3128       0.678683       0.849660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2860       0.705226       0.877853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2963       0.695083       0.863659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2938       0.697561       0.862093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2916       0.699767       0.861929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.6620       0.333949       0.408916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.9152        1.07166       0.130951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2853       0.706072       0.861085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2282       0.762472       0.930406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3433       0.648878       0.779046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2840       0.707479       0.856235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2809       0.710556       0.855730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2858       0.705668       0.850979E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2830       0.708473       0.852557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.3545       0.370907                 NaN   1.27461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1806       0.296212       0.190992E-002   1.52128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.2110       0.282592                 NaN   1.50643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.2377       0.278808                 NaN   1.48347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2808       0.272017                 NaN   1.44714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.3113       0.268384                 NaN   1.42032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3401       0.263260                 NaN   1.39666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3729       0.258435                 NaN   1.36865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3883       0.254237                 NaN   1.35751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4376       0.245462                 NaN   1.31689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4624       0.241936                 NaN   1.29563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4813       0.238359                 NaN   1.28030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5126       0.233453                 NaN   1.25394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5362       0.228906                 NaN   1.23492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5598       0.224988                 NaN   1.21517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5837       0.219592                 NaN   1.19667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6011       0.214175                 NaN   1.18473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6331       0.211392                 NaN   1.15548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6513       0.207848                 NaN   1.14087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6707       0.202306                 NaN   1.12698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6958       0.198816                 NaN   1.10542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7130       0.195991                 NaN   1.09099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7350       0.193536                 NaN   1.07145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7533       0.188543                 NaN   1.05819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7717       0.184890                 NaN   1.04337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7892       0.180433                 NaN   1.03038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8050       0.176633                 NaN   1.01839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8254       0.173346                 NaN   1.00126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8390       0.169365                 NaN  0.991675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.0750       0.304454                 NaN   1.62051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.6844       0.497929E-001            NaN  0.265828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8880       0.160824                 NaN  0.951180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9054       0.157150                 NaN  0.937433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9194       0.154162                 NaN  0.926390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9302       0.148222                 NaN  0.921586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9465       0.146550                 NaN  0.906909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9593       0.147564                 NaN  0.893111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9757       0.140694                 NaN  0.883623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9859       0.136472                 NaN  0.877619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9993       0.136091                 NaN  0.864585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9649       0.224121                 NaN  0.810986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0660       0.359089E-001            NaN  0.898141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0409       0.128314                 NaN  0.830799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0480       0.126526                 NaN  0.825426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0585       0.123317                 NaN  0.818173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0658       0.121844                 NaN  0.812339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0835       0.135167                 NaN  0.781347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0871       0.954753E-001            NaN  0.817449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0968       0.109166                 NaN  0.794073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1084       0.108089                 NaN  0.783478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1193       0.108835                 NaN  0.771819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1280       0.106035                 NaN  0.765950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1354       0.101425                 NaN  0.763206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1406       0.978991E-001            NaN  0.761523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1531       0.973906E-001            NaN  0.749556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1625       0.950175E-001            NaN  0.742500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1681       0.918440E-001            NaN  0.740097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1765       0.898858E-001            NaN  0.733633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1822       0.855789E-001            NaN  0.732268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1885       0.824699E-001            NaN  0.729066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1998       0.846172E-001            NaN  0.715628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2040       0.800799E-001            NaN  0.715879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2115       0.778644E-001            NaN  0.710597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2185       0.785455E-001            NaN  0.702969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2237       0.713631E-001            NaN  0.704955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2256       0.667085E-001            NaN  0.707684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2325       0.657205E-001            NaN  0.701743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2375       0.634492E-001            NaN  0.699075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2412       0.599629E-001            NaN  0.698861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2173       0.505927E-001            NaN  0.595451       0.136612                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0090       0.153084E-001            NaN            NaN  0.975693                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.8425       0.454216E-001            NaN            NaN   1.11204                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9920                 NaN            NaN            NaN   1.00803                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7788       0.165839                 NaN            NaN  0.747520       0.307888                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4328                 NaN            NaN            NaN   1.21463       0.352558                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4200                 NaN            NaN            NaN   1.22840       0.351565                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4373       0.169751E-004            NaN            NaN   1.21262       0.350089                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4633       0.908448E-001            NaN            NaN   1.26375       0.182104                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4850       0.132608                 NaN            NaN   1.27842       0.103942                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5006       0.128439                 NaN            NaN   1.26199       0.109018                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5150       0.124768                 NaN            NaN  0.114505        1.24576                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5260       0.122170                 NaN            NaN   1.22727       0.124535                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5420       0.117087                 NaN            NaN  0.128054        1.21287                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5521       0.114357                 NaN            NaN   1.20011       0.133445                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5620       0.111247                 NaN            NaN   1.18282       0.143888                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5792       0.107027                 NaN            NaN   1.17150       0.142297                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5845       0.103908                 NaN            NaN  0.146791        1.16482                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5944       0.100382                 NaN            NaN  0.153089        1.15216                 NaN            NaN            NaN            NaN            NaN
