|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1884.71        500.000        99.4094                 NaN  0.590556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4122                 NaN  0.587804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3239                 NaN  0.676096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.6077                 NaN  0.392270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3286                 NaN  0.671360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4248                 NaN  0.575197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3348                 NaN  0.665194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5218                 NaN  0.478192       0.101711E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4217                 NaN  0.568051       0.102203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4230                 NaN  0.566787       0.102290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4254                 NaN  0.564421       0.101650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4261                 NaN  0.563779       0.101537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4229                 NaN  0.566925       0.101540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4336                 NaN  0.556337       0.100560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4306                 NaN  0.559356       0.100687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4317                 NaN  0.558272       0.100403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4328                 NaN  0.557226       0.100150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4335                 NaN  0.556541       0.999030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4328                 NaN  0.557193       0.100093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4362                 NaN  0.553922       0.991760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4349                 NaN  0.555136       0.991930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4361                 NaN  0.554012       0.987554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4357                 NaN  0.554426       0.986670E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4361                 NaN  0.554018       0.984620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4357                 NaN  0.554445       0.984205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4352                 NaN  0.554972       0.981020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4349                 NaN  0.555294       0.979652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4548                 NaN  0.535749       0.942176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4144                 NaN  0.575534       0.100554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4312                 NaN  0.559054       0.975752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4347                 NaN  0.555599       0.965512E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4399                 NaN  0.550618       0.952286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4188                 NaN  0.571376       0.984888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4301                 NaN  0.560272       0.962962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4277                 NaN  0.562646       0.960908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5268                 NaN  0.465294       0.792186E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3201                 NaN  0.668560       0.113083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4217                 NaN  0.568630       0.962153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4207                 NaN  0.569733       0.954839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4186                 NaN  0.571842       0.951151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4168                 NaN  0.573705       0.952732E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4127                 NaN  0.577768       0.952489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3119                 NaN  0.676928       0.111224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5536                 NaN  0.439237       0.715140E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3556                 NaN  0.634124       0.102711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4017                 NaN  0.588849       0.947968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3978                 NaN  0.592694       0.947298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3959                 NaN  0.594624       0.945961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3923                 NaN  0.598243       0.945527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3878                 NaN  0.602702       0.945834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3853                 NaN  0.605278       0.943528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3812                 NaN  0.609342       0.944189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3783                 NaN  0.612240       0.941947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3739                 NaN  0.616666       0.942637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3702                 NaN  0.620430       0.941511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3661                 NaN  0.624530       0.941624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3614                 NaN  0.629140       0.942146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3586                 NaN  0.632048       0.940037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3538                 NaN  0.636769       0.940166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3855                 NaN  0.605601       0.888890E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3093                 NaN  0.680740       0.993163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3430                 NaN  0.647580       0.937287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3373                 NaN  0.653330       0.939594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3323                 NaN  0.658266       0.940193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4786                 NaN  0.512017       0.935721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1748                 NaN  0.815742       0.942940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3146                 NaN  0.675860       0.951032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3231                 NaN  0.667583       0.928024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3123                 NaN  0.678303       0.938888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3082                 NaN  0.682400       0.938781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3049                 NaN  0.685760       0.938262E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3002                 NaN  0.690421       0.939887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2970                 NaN  0.693590       0.939460E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2935                 NaN  0.697098       0.938229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2895                 NaN  0.701125       0.938684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2848                 NaN  0.705777       0.941580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2837                 NaN  0.706950       0.938159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2814                 NaN  0.709196       0.936116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2771                 NaN  0.713505       0.939333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2745                 NaN  0.716087       0.938058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2728                 NaN  0.717807       0.937189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2653                 NaN  0.725198       0.945560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2720                 NaN  0.718708       0.931742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2661                 NaN  0.724564       0.938014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2644                 NaN  0.726241       0.937013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2614                 NaN  0.729185       0.937316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2625                 NaN  0.728174       0.935561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2615                 NaN  0.729191       0.935891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2607                 NaN  0.729976       0.933547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2591                 NaN  0.731519       0.934527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2595                 NaN  0.731154       0.932446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2606                 NaN  0.730075       0.930481E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2602                 NaN  0.730465       0.932027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2609                 NaN  0.729782       0.930578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2624                 NaN  0.728324       0.928403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2624                 NaN  0.728344       0.927945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2660                 NaN  0.724757       0.923595E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2663                 NaN  0.724431       0.925221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2692                 NaN  0.721534       0.922048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2705                 NaN  0.720315       0.921802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2731                 NaN  0.717741       0.919356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2764                 NaN  0.714428       0.916657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2799                 NaN  0.710944       0.914325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2823                 NaN  0.708610       0.913472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2867                 NaN  0.704207       0.909825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2892                 NaN  0.701705       0.909091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2944                 NaN  0.696573       0.904793E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2891                 NaN  0.701731       0.914375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3084                 NaN  0.682643       0.894071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3108                 NaN  0.680262       0.892069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        97.7201                 NaN  0.747787                 NaN   1.53212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.9978                 NaN            NaN  0.215159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5508                 NaN  0.956971E-001            NaN   1.35354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5456                 NaN  0.102763                 NaN   1.35167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5716                 NaN  0.793402E-001            NaN   1.34902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6003                 NaN  0.117421                 NaN   1.28227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6236                 NaN  0.962153E-001            NaN   1.28021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6502                 NaN  0.924660E-001            NaN   1.25732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6734                 NaN  0.873999E-001            NaN   1.23918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6855                 NaN  0.872285E-001            NaN   1.22724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7292                 NaN  0.834004E-001            NaN   1.18741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7368                 NaN  0.759723E-001            NaN   1.18721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7604                 NaN  0.759647E-001            NaN   1.16360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7789                 NaN  0.741355E-001            NaN   1.14697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.0098                 NaN  0.560396E-001            NaN  0.934139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6027                 NaN  0.781341E-001            NaN   1.31913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8406                 NaN  0.667075E-001            NaN   1.09265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8581                 NaN  0.645991E-001            NaN   1.07729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8740                 NaN  0.613153E-001            NaN   1.06469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8899                 NaN  0.580889E-001            NaN   1.05206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8951                 NaN  0.463647E-001            NaN   1.05851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9299                 NaN  0.528890E-001            NaN   1.01719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9363                 NaN  0.469633E-001            NaN   1.01677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9558                 NaN  0.491779E-001            NaN  0.994993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9698                 NaN  0.464719E-001            NaN  0.983682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9828                 NaN  0.439243E-001            NaN  0.973236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1523                 NaN  0.246317E-001            NaN  0.823053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8431                 NaN  0.442617E-001            NaN   1.11259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0238                 NaN  0.341413E-001            NaN  0.942062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0377                 NaN  0.353580E-001            NaN  0.926990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0529                 NaN  0.378420E-001            NaN  0.909246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0667                 NaN  0.302169E-001            NaN  0.903113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0751                 NaN  0.303869E-001            NaN  0.894503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0857                 NaN  0.307314E-001            NaN  0.883581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0990                 NaN  0.210010E-001            NaN  0.880020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0896                 NaN  0.112328E-001            NaN  0.899126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1327                 NaN  0.242216E-001            NaN  0.843075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1279                 NaN  0.177148E-001            NaN  0.854368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1425                 NaN  0.191413E-001            NaN  0.838364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1473                 NaN  0.144969E-001            NaN  0.838239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1603                 NaN  0.149112E-001            NaN  0.824754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1700                 NaN  0.117223E-001            NaN  0.818247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1770                 NaN  0.816596E-002            NaN  0.814883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1867                 NaN  0.824671E-002            NaN  0.805041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1956                 NaN  0.996155E-002            NaN  0.794406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2036                 NaN  0.107562E-001            NaN  0.785660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2158                 NaN  0.299149E-001            NaN  0.754291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2188                 NaN            NaN            NaN  0.781235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2259                 NaN            NaN            NaN  0.774057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1840                 NaN            NaN            NaN  0.487834       0.328147                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0935                 NaN            NaN            NaN  0.938023E-001  0.812727                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0944                 NaN            NaN            NaN            NaN  0.905612                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1050                 NaN            NaN            NaN  0.613866E-001  0.833592                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1077                 NaN            NaN            NaN            NaN  0.892340                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1071                 NaN            NaN            NaN            NaN  0.892854                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1121                 NaN            NaN            NaN            NaN  0.887914                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1139                 NaN            NaN            NaN            NaN  0.886080                 NaN            NaN            NaN            NaN            NaN            NaN
