|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5442       0.455785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4037       0.596258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4076       0.592435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4117       0.588311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4144       0.585623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4184       0.581607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4222       0.577763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.2862       0.713825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5664       0.433596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4225       0.566107                 NaN  0.113694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4198       0.564473                 NaN  0.157221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4236       0.560745                 NaN  0.156837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4262       0.558169                 NaN  0.156395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4275       0.556892                 NaN  0.156188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.2130       0.765388                 NaN  0.216063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.5092       0.477413                 NaN  0.134074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5815       0.407154                 NaN  0.113547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4343       0.550247                 NaN  0.154532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4449       0.539950                 NaN  0.151721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4423       0.542391                 NaN  0.152684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4437       0.541062                 NaN  0.152710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4459       0.538883                 NaN  0.152170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        98.8092        1.15825                 NaN  0.325591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5460       0.441482                 NaN  0.125102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4537       0.531276                 NaN  0.149950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4547       0.530318                 NaN  0.149558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4560       0.529123                 NaN  0.149132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4547       0.530373                 NaN  0.149483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4564       0.528734                 NaN  0.149086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4638       0.521558                 NaN  0.146162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4582       0.526999                 NaN  0.147782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4619       0.523428                 NaN  0.146744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4625       0.522895                 NaN  0.146370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4606       0.524677                 NaN  0.147017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4642       0.521238                 NaN  0.145541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4654       0.520137                 NaN  0.144908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4624       0.523058                 NaN  0.145531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4653       0.520300                 NaN  0.144388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3517       0.630797                 NaN  0.174638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5775       0.411176                 NaN  0.113328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4644       0.521241                 NaN  0.143643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4650       0.520701                 NaN  0.143076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4640       0.521743                 NaN  0.143040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4647       0.521067                 NaN  0.142332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4646       0.521207                 NaN  0.141893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.7055        1.26056                 NaN  0.339500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6798       0.311927                 NaN  0.829239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4596       0.526298                 NaN  0.141422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4623       0.523685                 NaN  0.140005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4617       0.524374                 NaN  0.139532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4599       0.526165                 NaN  0.139494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4580       0.528071                 NaN  0.139470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4556       0.530416                 NaN  0.139999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4582       0.528038                 NaN  0.138072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5006       0.486757                 NaN  0.126915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4074       0.577574                 NaN  0.149919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4508       0.535428                 NaN  0.138210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4528       0.533468                 NaN  0.137051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4527       0.533713                 NaN  0.136174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4412       0.544958                 NaN  0.138373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4476       0.538792                 NaN  0.136012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4010       0.584270                 NaN  0.146909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5367       0.452006                 NaN  0.112833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3876       0.597511                 NaN  0.148392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4382       0.548290                 NaN  0.135523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4378       0.548755                 NaN  0.134692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4646       0.522633                 NaN  0.127624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4021       0.583709                 NaN  0.141734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4269       0.559620                 NaN  0.135043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4297       0.556881                 NaN  0.133698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4262       0.560454                 NaN  0.133644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4233       0.563372                 NaN  0.133641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4203       0.566400                 NaN  0.133482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4178       0.568905                 NaN  0.133178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4163       0.570391                 NaN  0.132801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4135       0.573245                 NaN  0.132767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4096       0.577135                 NaN  0.132725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4098       0.577008                 NaN  0.132010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4070       0.579801                 NaN  0.131821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4032       0.583569                 NaN  0.131900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4020       0.584838                 NaN  0.131398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0141       0.964354                 NaN  0.215201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.7851       0.210255                 NaN  0.464717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3942       0.592714                 NaN  0.130868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3920       0.594934                 NaN  0.130640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3894       0.597599                 NaN  0.130351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3876       0.599399                 NaN  0.130156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3850       0.601956                 NaN  0.129952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3826       0.604370                 NaN  0.129803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3807       0.606367                 NaN  0.129622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3785       0.608585                 NaN  0.129238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3763       0.610823                 NaN  0.129090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3730       0.614068                 NaN  0.129192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3741       0.613073                 NaN  0.128233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3712       0.615964                 NaN  0.128186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3697       0.617478                 NaN  0.128190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3675       0.619716                 NaN  0.127928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.9431        1.03574                 NaN  0.211794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.7877       0.208052                 NaN  0.426032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3639       0.623358                 NaN  0.127111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3608       0.626461                 NaN  0.127196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3615       0.625837                 NaN  0.126615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3555       0.631788                 NaN  0.127541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3624       0.625041                 NaN  0.125447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3607       0.626762                 NaN  0.125485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3575       0.629939                 NaN  0.125730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3565       0.630952                 NaN  0.125463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3574       0.630128                 NaN  0.124969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3553       0.632154                 NaN  0.125199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3611       0.626504                 NaN  0.123921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3253       0.661723                 NaN  0.130127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3903       0.597935                 NaN  0.117810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3576       0.630011                 NaN  0.123763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3598       0.627913                 NaN  0.123203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3600       0.627693                 NaN  0.122886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3613       0.626480                 NaN  0.122583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3616       0.626211                 NaN  0.122391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3633       0.624544                 NaN  0.121982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.1269       0.855845                 NaN  0.172669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6020       0.391111                 NaN  0.684004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2878       0.572266                 NaN  0.976688E-002  0.130151                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6074       0.156659                 NaN            NaN   1.23594                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5209       0.840167E-001            NaN            NaN   1.39513                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5403       0.827427E-001            NaN            NaN   1.37700                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5687       0.792514E-001            NaN            NaN   1.35201                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5945       0.764931E-001            NaN            NaN   1.32904                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6160       0.714710E-001            NaN            NaN   1.31258                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6153       0.691712E-001            NaN            NaN   1.31549                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6830       0.653747E-001            NaN            NaN   1.25165                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6820       0.638612E-001            NaN            NaN   1.25419                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6954       0.621987E-001            NaN            NaN   1.24238                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7367       0.596118E-001            NaN            NaN   1.20366                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7435       0.537814E-001            NaN            NaN   1.20276                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7617       0.513903E-001            NaN            NaN   1.18686                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7803       0.485726E-001            NaN            NaN   1.17112                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7994       0.472118E-001            NaN            NaN   1.15339                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8177       0.438111E-001            NaN            NaN   1.13845                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8365       0.433246E-001            NaN            NaN   1.12019                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8531       0.379690E-001            NaN            NaN   1.10892                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8671       0.350251E-001            NaN            NaN   1.09787                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8791       0.325222E-001            NaN            NaN   1.08842                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9023       0.298644E-001            NaN            NaN   1.06779                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9141       0.289775E-001            NaN            NaN   1.05691                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9278       0.305318E-001            NaN            NaN   1.04164                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9487       0.209028E-001            NaN            NaN   1.03035                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9437       0.148462E-001            NaN            NaN   1.04144                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9790       0.175343E-001            NaN            NaN   1.00342                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9805       0.113721E-001            NaN            NaN   1.00812                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9902       0.102815E-001            NaN            NaN  0.999522                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0092       0.572544E-002            NaN            NaN  0.985100                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0189       0.318544E-002            NaN            NaN  0.977886                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0308       0.545715E-002            NaN            NaN  0.963781                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0486       0.551737E-001            NaN            NaN  0.896230                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0522       0.132045E-002            NaN            NaN  0.946455                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0667                 NaN            NaN            NaN  0.933349                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0772       0.386004E-001            NaN            NaN  0.884237                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0869                 NaN            NaN            NaN  0.913139                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0956                 NaN            NaN            NaN  0.904354                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1042       0.796900E-003            NaN            NaN  0.895023                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1150                 NaN            NaN            NaN  0.884957                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1270       0.244849E-001            NaN            NaN  0.848561                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1357                 NaN            NaN            NaN  0.864328                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1438                 NaN            NaN            NaN  0.856214                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1533                 NaN            NaN            NaN  0.846672                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1635                 NaN            NaN            NaN  0.836513                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1698                 NaN            NaN            NaN  0.830214                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1779                 NaN            NaN            NaN  0.822111                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1844                 NaN            NaN            NaN  0.815636                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1904                 NaN            NaN            NaN  0.809598                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2043                 NaN            NaN            NaN  0.795709                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2099                 NaN            NaN            NaN  0.790107                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2201                 NaN            NaN            NaN  0.779914                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2243                 NaN            NaN            NaN  0.775672                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2302       0.232342E-005            NaN            NaN  0.769818                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2344                 NaN            NaN            NaN  0.765625                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2435                 NaN            NaN            NaN  0.756530                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2500                 NaN            NaN            NaN  0.750048                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2561                 NaN            NaN            NaN  0.743947                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2617                 NaN            NaN            NaN  0.738265                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1301                 NaN            NaN            NaN  0.308072E-001  0.839139                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.1040                 NaN            NaN            NaN  0.105291       0.790687                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0938                 NaN            NaN            NaN            NaN  0.906188                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.3672                 NaN            NaN            NaN  0.632773                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7479                 NaN            NaN            NaN            NaN  0.186992        1.06507                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6198                 NaN            NaN            NaN            NaN  0.820250       0.559987                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6375                 NaN            NaN            NaN            NaN  0.552514       0.809950                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6585       0.240484E-005            NaN            NaN            NaN  0.797991       0.543543                 NaN            NaN            NaN            NaN
