|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5801       0.419940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4508       0.549241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4545       0.545525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4584       0.541554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4611       0.538903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4650       0.534975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4688       0.531231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3439       0.656113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.6017       0.398337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4724       0.519917                 NaN  0.764675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4712       0.518206                 NaN  0.105680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4749       0.514593                 NaN  0.105434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4774       0.512070                 NaN  0.105090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4788       0.510684                 NaN  0.104895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.2838       0.701669                 NaN  0.145098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.5538       0.437160                 NaN  0.899083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.6195       0.372838                 NaN  0.761687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4860       0.503671                 NaN  0.103512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4959       0.493954                 NaN  0.101666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4938       0.495974                 NaN  0.102266E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4952       0.494593                 NaN  0.102279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4975       0.492300                 NaN  0.101864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        98.9203        1.05787                 NaN  0.217823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5889       0.402759                 NaN  0.836301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5055       0.484489                 NaN  0.100199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5066       0.483406                 NaN  0.998777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5080       0.482078                 NaN  0.995531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5071       0.482952                 NaN  0.997384E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5088       0.481233                 NaN  0.994510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5158       0.474420                 NaN  0.974340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5110       0.479124                 NaN  0.984413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5146       0.475633                 NaN  0.977223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5153       0.474944                 NaN  0.974267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5138       0.476422                 NaN  0.978102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5173       0.473002                 NaN  0.968001E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5186       0.471766                 NaN  0.963263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5163       0.474054                 NaN  0.966851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5191       0.471322                 NaN  0.958815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4173       0.571081                 NaN  0.115873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6204       0.372041                 NaN  0.751747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5190       0.471435                 NaN  0.952674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5198       0.470689                 NaN  0.948150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5192       0.471328                 NaN  0.947574E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5200       0.470540                 NaN  0.942416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5203       0.470354                 NaN  0.938833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.8418        1.13579                 NaN  0.224401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.7136       0.280895                 NaN  0.547686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5168       0.473812                 NaN  0.934028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5196       0.471206                 NaN  0.924053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5193       0.471519                 NaN  0.920318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5179       0.472922                 NaN  0.919722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5166       0.474257                 NaN  0.918879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5146       0.476127                 NaN  0.922478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5173       0.473626                 NaN  0.908829E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5553       0.436305                 NaN  0.834830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4727       0.517458                 NaN  0.986320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5115       0.479405                 NaN  0.908377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.5136       0.477380                 NaN  0.900168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5139       0.477156                 NaN  0.893689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.5041       0.486868                 NaN  0.907544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5100       0.481106                 NaN  0.891774E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4690       0.521327                 NaN  0.962990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5897       0.402953                 NaN  0.738689E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4579       0.532353                 NaN  0.971022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.5029       0.488263                 NaN  0.886653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.5029       0.488313                 NaN  0.880507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5270       0.464705                 NaN  0.833779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4720       0.518699                 NaN  0.925517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4943       0.496870                 NaN  0.881145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4972       0.494097                 NaN  0.872121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4944       0.496911                 NaN  0.871186E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4922       0.499137                 NaN  0.870615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4899       0.501416                 NaN  0.869027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4881       0.503206                 NaN  0.866483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4872       0.504156                 NaN  0.863537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4850       0.506340                 NaN  0.862870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4821       0.509289                 NaN  0.862031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4826       0.508844                 NaN  0.856925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4805       0.510926                 NaN  0.855227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4776       0.513877                 NaN  0.855141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4769       0.514547                 NaN  0.851343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1379       0.848177                 NaN  0.139344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.8124       0.184578                 NaN  0.300558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4713       0.520206                 NaN  0.846325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4698       0.521764                 NaN  0.844359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4680       0.523594                 NaN  0.841895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4668       0.524797                 NaN  0.840145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4651       0.526566                 NaN  0.838285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4634       0.528213                 NaN  0.836800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4621       0.529551                 NaN  0.835216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4608       0.530927                 NaN  0.831834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4593       0.532397                 NaN  0.830495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4568       0.534851                 NaN  0.830628E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4583       0.533478                 NaN  0.823922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4563       0.535445                 NaN  0.822828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4553       0.536456                 NaN  0.822660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4540       0.537789                 NaN  0.820390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0888       0.897664                 NaN  0.135678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.8172       0.180080                 NaN  0.272661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4524       0.539448                 NaN  0.813527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4504       0.541467                 NaN  0.813370E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4514       0.540484                 NaN  0.809105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4467       0.545201                 NaN  0.814609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4532       0.538822                 NaN  0.800379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4523       0.539671                 NaN  0.800206E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4500       0.541942                 NaN  0.801217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4498       0.542213                 NaN  0.798833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4511       0.540952                 NaN  0.795099E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4498       0.542232                 NaN  0.796128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4551       0.537041                 NaN  0.787563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4254       0.566374                 NaN  0.825949E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4812       0.511361                 NaN  0.747851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4540       0.538162                 NaN  0.784851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4562       0.535966                 NaN  0.780846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4571       0.535141                 NaN  0.778144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4587       0.533559                 NaN  0.775922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4595       0.532801                 NaN  0.774095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4614       0.530856                 NaN  0.771058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2634       0.725724                 NaN  0.108760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.6642       0.331534                 NaN  0.431429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3957       0.484899                 NaN  0.616258E-002  0.113189                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7923       0.132729                 NaN            NaN   1.07496                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7161       0.711415E-001            NaN            NaN   1.21281                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7338       0.700027E-001            NaN            NaN   1.19616                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7593       0.669835E-001            NaN            NaN   1.17367                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7824       0.646174E-001            NaN            NaN   1.15297                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8016       0.603073E-001            NaN            NaN   1.13810                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8017       0.583102E-001            NaN            NaN   1.14003                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8611       0.550715E-001            NaN            NaN   1.08382                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8609       0.537517E-001            NaN            NaN   1.08534                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8732       0.523017E-001            NaN            NaN   1.07451                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9096       0.500888E-001            NaN            NaN   1.04027                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9160       0.451468E-001            NaN            NaN   1.03889                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9324       0.431085E-001            NaN            NaN   1.02450                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9490       0.406960E-001            NaN            NaN   1.01028                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9661       0.395258E-001            NaN            NaN  0.994347                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9826       0.366450E-001            NaN            NaN  0.980740                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9992       0.362175E-001            NaN            NaN  0.964536                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0140       0.317107E-001            NaN            NaN  0.954307                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0264       0.292267E-001            NaN            NaN  0.944333                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0374       0.271120E-001            NaN            NaN  0.935454                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0580       0.248746E-001            NaN            NaN  0.917122                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0686       0.241093E-001            NaN            NaN  0.907269                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0811       0.253845E-001            NaN            NaN  0.893510                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0992       0.173667E-001            NaN            NaN  0.883420                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0952       0.123242E-001            NaN            NaN  0.892453                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1262       0.145424E-001            NaN            NaN  0.859294                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1278       0.942414E-002            NaN            NaN  0.862759                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1365       0.851443E-002            NaN            NaN  0.854989                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1532       0.473645E-002            NaN            NaN  0.842095                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1619       0.263278E-002            NaN            NaN  0.835452                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1726       0.450676E-002            NaN            NaN  0.822868                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1898       0.455244E-001            NaN            NaN  0.764664                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1919       0.108876E-002            NaN            NaN  0.807060                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2047                 NaN            NaN            NaN  0.795344                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2152       0.317508E-001            NaN            NaN  0.753063                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2228                 NaN            NaN            NaN  0.777193                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2306                 NaN            NaN            NaN  0.769382                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2384       0.654086E-003            NaN            NaN  0.760980                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2481                 NaN            NaN            NaN  0.751868                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2595       0.200554E-001            NaN            NaN  0.720405                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2666                 NaN            NaN            NaN  0.733420                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2739                 NaN            NaN            NaN  0.726083                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2824                 NaN            NaN            NaN  0.717573                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2916                 NaN            NaN            NaN  0.708393                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2973                 NaN            NaN            NaN  0.702726                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.3045                 NaN            NaN            NaN  0.695538                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.3105                 NaN            NaN            NaN  0.689537                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.3159                 NaN            NaN            NaN  0.684055                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.3281                 NaN            NaN            NaN  0.671925                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.3334                 NaN            NaN            NaN  0.666582                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.3423                 NaN            NaN            NaN  0.657658                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.3464                 NaN            NaN            NaN  0.653610                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3517       0.187805E-005            NaN            NaN  0.648343                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.3556                 NaN            NaN            NaN  0.644403                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.3636                 NaN            NaN            NaN  0.636425                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.3695                 NaN            NaN            NaN  0.630493                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.3750                 NaN            NaN            NaN  0.624995                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.3802                 NaN            NaN            NaN  0.619828                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2664                 NaN            NaN            NaN  0.258505E-001  0.707768                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2454                 NaN            NaN            NaN  0.882792E-001  0.666353                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2369                 NaN            NaN            NaN            NaN  0.763089                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.4704                 NaN            NaN            NaN  0.529555                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.9455                 NaN            NaN            NaN            NaN  0.158634       0.895863                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.8341                 NaN            NaN            NaN            NaN  0.695322       0.470553                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.8504                 NaN            NaN            NaN            NaN  0.463729       0.685908                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.8692       0.191204E-005            NaN            NaN            NaN  0.675129       0.455644                 NaN            NaN            NaN            NaN
