|6.6.6
Archiving\03_Data\frac/QFM_m0.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1917.29        2500.00        99.1686       0.831423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.1686       0.831421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.1686       0.831419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.1686       0.831417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.1686       0.831415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.1686       0.831413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.1686       0.831411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.1686       0.831409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.1686       0.831407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.1686       0.831405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.1686       0.831403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.1686       0.831401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.1686       0.831399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.1686       0.831396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1686       0.831394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.1686       0.831392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.1686       0.831390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.1686       0.831388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.1686       0.831385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.1686       0.831383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.1686       0.831381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.1686       0.831378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1686       0.831376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.1686       0.831372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.1686       0.831371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1686       0.831369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1686       0.831366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1686       0.831368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1686       0.831362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1686       0.831359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1686       0.831357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1686       0.831354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1686       0.831351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1687       0.831349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1671       0.831346       0.153197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1512       0.831356       0.174498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1513       0.831498       0.172005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1512       0.831638       0.171642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1511       0.831777       0.171105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1513       0.831916       0.168180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1512       0.832053       0.167834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1511       0.832189       0.166650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1511       0.832325       0.165386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1511       0.832459       0.164197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1511       0.832592       0.163055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1511       0.832725       0.161947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1511       0.832856       0.160758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1511       0.832987       0.159492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1510       0.833116       0.158448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1510       0.833244       0.157343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1036       0.833361       0.630417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1661       0.833893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1661       0.833890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1661       0.833887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1527       0.833884       0.134545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1510       0.833992       0.150545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1510       0.834114       0.149175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1509       0.834235       0.148621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1510       0.834355       0.146823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.1510       0.834474       0.145638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.1509       0.834592       0.144969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.1509       0.834709       0.143797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.1506       0.834825       0.145467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0746       0.834945       0.137914E-001  0.766781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3524                 NaN  0.136335E-001  0.633998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3482                 NaN  0.136138E-001  0.638171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4788                 NaN  0.115486E-001  0.509617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        98.9244                 NaN  0.213986E-001   1.05418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.6629                 NaN  0.685405E-002  0.330282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2851                 NaN  0.144525E-001  0.700431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3240                 NaN  0.135576E-001  0.662419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3162                 NaN  0.136400E-001  0.670152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3172                 NaN  0.134704E-001  0.669283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3073                 NaN  0.135644E-001  0.679111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3041                 NaN  0.135121E-001  0.682379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        98.9849                 NaN  0.194994E-001  0.995578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.6049                 NaN  0.753020E-002  0.387547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2873                 NaN  0.135173E-001  0.699183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2819                 NaN  0.134952E-001  0.704590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2768                 NaN  0.134888E-001  0.709710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2714                 NaN  0.134967E-001  0.715130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2659                 NaN  0.134893E-001  0.720604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2608                 NaN  0.134845E-001  0.725761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.8151                 NaN  0.214153E-001   1.16350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.6912                 NaN  0.551847E-002  0.303327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2456                 NaN  0.134642E-001  0.740977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2401                 NaN  0.134610E-001  0.746391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.7686                 NaN  0.216302E-001   1.20974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.7145                 NaN  0.497172E-002  0.280508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.8479                 NaN  0.261103E-002  0.149461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.5883                 NaN  0.244573E-001   1.38721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2169                 NaN  0.134418E-001  0.769684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2125                 NaN  0.134326E-001  0.774113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2043                 NaN  0.134974E-001  0.782171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2104                 NaN  0.133163E-001  0.776321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2007                 NaN  0.134114E-001  0.785851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.1985                 NaN  0.133873E-001  0.788086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1931                 NaN  0.134175E-001  0.793507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1932                 NaN  0.133563E-001  0.793412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.1862                 NaN  0.134392E-001  0.800338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.0988                 NaN  0.131657E-001  0.771792       0.116279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.5985                 NaN  0.995040E-002  0.279679        2.11184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.6393                 NaN  0.970561E-002  0.272725        2.07825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.6795                 NaN  0.945466E-002  0.265097        2.04594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.7264                 NaN  0.901063E-002  0.258075        2.00651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.5092                 NaN  0.184757E-002  0.541623E-001  0.434749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        96.0899                 NaN  0.146858E-001  0.438922        3.45652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.8438                 NaN  0.790077E-002  0.237057        1.91122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.8028                 NaN  0.783703E-002  0.239009        1.95034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.9922                 NaN  0.711279E-002  0.216037        1.78461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        97.9484                 NaN  0.698653E-002  0.217264        1.82736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        97.9875                 NaN  0.666649E-002  0.210678        1.79512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0174                 NaN  0.638801E-002  0.204373        1.77186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.0470                 NaN  0.609639E-002  0.198330        1.74862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.0793                 NaN  0.583167E-002  0.192064        1.72285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1070                 NaN  0.554796E-002  0.186178        1.70132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1356                 NaN  0.526252E-002  0.180234        1.67891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.1621                 NaN  0.496448E-002  0.174464        1.65851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.1890                 NaN  0.478132E-002  0.168689        1.63750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2159                 NaN  0.442608E-002  0.162910        1.61675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2399                 NaN  0.419309E-002  0.157372        1.59853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.2631                 NaN  0.393320E-002  0.152018        1.58094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.2862                 NaN  0.365120E-002  0.146569        1.56358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3108                 NaN  0.339569E-002  0.141154        1.54465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3317                 NaN  0.308290E-002  0.136052        1.52916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3522                 NaN  0.281733E-002  0.130919        1.51404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.3678                 NaN  0.258071E-002  0.125761        1.50382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.3968                 NaN  0.229072E-002  0.120841        1.48005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4100                 NaN  0.208996E-002  0.115845        1.47203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.4293                 NaN  0.175495E-002  0.110811        1.45817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4456                 NaN  0.150664E-002  0.105965        1.44695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4639                 NaN  0.123843E-002  0.101538        1.43334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.4816                 NaN  0.957411E-003  0.966713E-001   1.42073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.4956                 NaN  0.673460E-003  0.918598E-001   1.41191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.5100                 NaN  0.291288E-003  0.870067E-001   1.40271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5261                 NaN  0.790120E-003  0.839480E-001   1.38921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.4083                 NaN  0.433641E-003  0.857879E-001   1.50546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.6823                 NaN  0.202118E-003  0.686494E-001   1.24886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.3420                 NaN            NaN  0.344372        1.31363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8048                 NaN            NaN            NaN   1.19515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.5828                 NaN  0.428534E-004  0.167192E-001   1.40042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.5976                 NaN            NaN            NaN   1.40239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        96.4465                 NaN  0.905868E-002  0.155097        3.38933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.9977                 NaN  0.228780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.3122                 NaN            NaN  0.230649E-001            NaN  0.664701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.2048                 NaN  0.468524E-002            NaN            NaN   1.79051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.1114                 NaN  0.177444E-001            NaN            NaN   1.87085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.0190                 NaN  0.175999E-001            NaN            NaN   1.96342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.8769                 NaN  0.175575E-001            NaN            NaN   2.10551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.2056                 NaN  0.166376E-001  0.125092E-001            NaN  0.778066        1.98715                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.0609                 NaN  0.147672E-001  0.316228                 NaN   2.60814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.1192                 NaN  0.140762E-001  0.350002                 NaN   2.51673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.1848                 NaN  0.135138E-001  0.340710                 NaN   2.46093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.2460                 NaN  0.129650E-001  0.337025                 NaN   2.40401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.3096                 NaN  0.123218E-001  0.339681                 NaN   2.33839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.3685                 NaN  0.118094E-001  0.339381                 NaN   2.28030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.4204                 NaN  0.113454E-001  0.331055                 NaN   2.23716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.4746                 NaN  0.108114E-001  0.327961                 NaN   2.18664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.5291                 NaN  0.102726E-001  0.329678                 NaN   2.13091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.5771                 NaN  0.983018E-002  0.320589                 NaN   2.09251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.6208                 NaN  0.938442E-002  0.312176       0.156457E-002   2.05612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.6616                 NaN  0.850335E-002  0.300965       0.253331E-001   2.00357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.6998                 NaN  0.663054E-002  0.273420       0.971575E-001   1.92304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
