|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1935.90        500.000        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.9996       0.968662       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.9995       0.968662       0.317009E-001  0.180409E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.9694       0.968746       0.317036E-001  0.301463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.9393       0.968829       0.317063E-001  0.601173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.9054       0.968923       0.317094E-001  0.939987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.8714       0.969018       0.317125E-001  0.127887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.8374       0.969112       0.317156E-001  0.161781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.8034       0.969206       0.317187E-001  0.195682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.7694       0.969300       0.317217E-001  0.229590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.7354       0.969395       0.317248E-001  0.263505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.7014       0.969489       0.317279E-001  0.297426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.6673       0.969583       0.317310E-001  0.331353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.6347       0.969674       0.317340E-001  0.363892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.6021       0.969764       0.317369E-001  0.396437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.5694       0.969855       0.317399E-001  0.428989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        98.5368       0.969945       0.317428E-001  0.461546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        98.5041       0.970036       0.317458E-001  0.494109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        98.4714       0.970126       0.317488E-001  0.526679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        98.4388       0.970217       0.317517E-001  0.559254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        98.4061       0.970307       0.317547E-001  0.591836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        98.3748       0.970394       0.317575E-001  0.623050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        98.3435       0.970481       0.317604E-001  0.654270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        98.3122       0.970568       0.317632E-001  0.685495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        98.2809       0.970654       0.317661E-001  0.716726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        98.2495       0.970741       0.317689E-001  0.747962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        98.2182       0.970828       0.317717E-001  0.779204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        98.1869       0.970915       0.317746E-001  0.810452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        98.1555       0.971002       0.317774E-001  0.841705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        98.1256       0.971085       0.317801E-001  0.871582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        98.0956       0.971168       0.317829E-001  0.901463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        98.0656       0.971251       0.317856E-001  0.931350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        98.0356       0.971334       0.317883E-001  0.961242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        98.0057       0.971417       0.317910E-001  0.991140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        97.9757       0.971500       0.317937E-001   1.02104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        97.9457       0.971583       0.317964E-001   1.05095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        97.9157       0.971666       0.317992E-001   1.08086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        97.8870       0.971745       0.318018E-001   1.10943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        97.8584       0.971825       0.318044E-001   1.13800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        97.8297       0.971904       0.318070E-001   1.16658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        97.8010       0.971983       0.318095E-001   1.19516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        97.7724       0.972063       0.318121E-001   1.22375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        97.7437       0.972142       0.318147E-001   1.25234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        97.7150       0.972222       0.318173E-001   1.28093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        97.6863       0.972301       0.318199E-001   1.30953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        97.6590       0.972377       0.318224E-001   1.33681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        97.6316       0.972452       0.318249E-001   1.36409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        97.6043       0.972528       0.318274E-001   1.39137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        97.5769       0.972604       0.318298E-001   1.41865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        97.5495       0.972679       0.318323E-001   1.44594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        97.5222       0.972755       0.318348E-001   1.47324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        97.4948       0.972831       0.318373E-001   1.50054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        97.4674       0.972907       0.318398E-001   1.52784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        97.4414       0.972979       0.318421E-001   1.55381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        97.4153       0.973051       0.318445E-001   1.57979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        97.3893       0.973123       0.318468E-001   1.60577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        97.3632       0.973195       0.318492E-001   1.63175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        97.3371       0.973267       0.318516E-001   1.65773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        97.3111       0.973339       0.318539E-001   1.68373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        97.2850       0.973411       0.318563E-001   1.70972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        97.2589       0.973483       0.318586E-001   1.73572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        97.2342       0.973552       0.318609E-001   1.76040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        97.2094       0.973620       0.318631E-001   1.78509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        97.1847       0.973688       0.318653E-001   1.80978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        97.1599       0.973757       0.318676E-001   1.83448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        97.1351       0.973825       0.318698E-001   1.85918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        97.1104       0.973894       0.318721E-001   1.88388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        97.0856       0.973962       0.318743E-001   1.90859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        97.0608       0.974031       0.318765E-001   1.93330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        97.0373       0.974095       0.318787E-001   1.95669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        97.0139       0.974160       0.318808E-001   1.98009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        96.9904       0.974225       0.318829E-001   2.00349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        96.9669       0.974290       0.318850E-001   2.02690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        96.9435       0.974355       0.318872E-001   2.05031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        96.9200       0.974419       0.318893E-001   2.07372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        96.8965       0.974484       0.318914E-001   2.09713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        96.8730       0.974549       0.318935E-001   2.12055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        96.8508       0.974610       0.318955E-001   2.14266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        96.8287       0.974671       0.318975E-001   2.16478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        96.8065       0.974733       0.318995E-001   2.18689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        96.7843       0.974794       0.319015E-001   2.20901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        96.7621       0.974855       0.319035E-001   2.23114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        96.7399       0.974916       0.319055E-001   2.25326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        96.7177       0.974977       0.319075E-001   2.27539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        96.6955       0.975039       0.319095E-001   2.29752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        96.6746       0.975096       0.319114E-001   2.31834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        96.6538       0.975154       0.319133E-001   2.33917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        96.6329       0.975211       0.319152E-001   2.35999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        96.6120       0.975269       0.319171E-001   2.38082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        96.5911       0.975326       0.319190E-001   2.40166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        96.5702       0.975384       0.319208E-001   2.42249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        96.5493       0.975441       0.319227E-001   2.44333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        96.5284       0.975499       0.319246E-001   2.46416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        96.5083       0.975554       0.319264E-001   2.48423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        96.4882       0.975610       0.319282E-001   2.50430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        96.4856       0.975617       0.319285E-001   2.50684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        96.4459       0.975717       0.319317E-001   2.54300       0.350111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        96.4137       0.975762       0.319332E-001   2.55948       0.190839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        96.3816       0.975807       0.319347E-001   2.57597       0.346681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        96.3495       0.975853       0.319362E-001   2.59246       0.502537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        96.3174       0.975898       0.319377E-001   2.60895       0.658408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        96.2861       0.975942       0.319391E-001   2.62499       0.810339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        96.2548       0.975986       0.319405E-001   2.64103       0.962284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        96.2241       0.976029       0.319420E-001   2.65685       0.111094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        95.5597       0.975857       0.310038E-001   2.59547       0.128701       0.709270                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        94.7541       0.975620       0.298388E-001   2.51051       0.146427        1.58353                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        93.9488       0.975382       0.286743E-001   2.42558       0.164144        2.45737                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        93.1440       0.975145       0.275104E-001   2.34070       0.181853        3.33078                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        92.3396       0.974907       0.263471E-001   2.25585       0.199553        4.20377                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        91.5808       0.974634       0.252022E-001   2.15812       0.216432        5.04483                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        90.8224       0.974361       0.240580E-001   2.06044       0.233301        5.88542                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        90.0645       0.974088       0.229144E-001   1.96281       0.250162        6.72554                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        89.3070       0.973816       0.217714E-001   1.86524       0.267012        7.56518                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        88.5499       0.973543       0.206291E-001   1.76773       0.283853        8.40436                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        87.7932       0.973271       0.194874E-001   1.67026       0.300685        9.24307                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        87.0370       0.972999       0.183464E-001   1.57286       0.317508        10.0813                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        86.2812       0.972727       0.172059E-001   1.47550       0.334321        10.9191                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        85.5744       0.972420       0.160997E-001   1.36558       0.349998        11.7215                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        84.8682       0.972113       0.149942E-001   1.25572       0.365665        12.5234                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        84.1623       0.971807       0.138894E-001   1.14592       0.381323        13.3247                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        83.4569       0.971500       0.127852E-001   1.03620       0.396970        14.1256                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        82.7751       0.971173       0.116950E-001  0.919043       0.412171        14.9108                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        82.0937       0.970847       0.106055E-001  0.801962       0.427361        15.6955                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        81.4258       0.970513       0.953269E-002  0.682370       0.442300        16.4695                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        80.1307       0.970475       0.961214E-002  0.668266       0.427924        16.4327        1.36031                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        78.9344       0.970426       0.970809E-002  0.650003       0.410727        16.3848        2.63995                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        77.7383       0.970377       0.980403E-002  0.631741       0.393532        16.3368        3.91945                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        76.5422       0.970328       0.989996E-002  0.613482       0.376339        16.2889        5.19883                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        75.3463       0.970279       0.999588E-002  0.595224       0.359148        16.2410        6.47807                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        74.1505       0.970231       0.100918E-001  0.576968       0.341958        16.1930        7.75719                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        72.9549       0.970182       0.101877E-001  0.558714       0.324770        16.1451        9.03618                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        71.7593       0.970133       0.102836E-001  0.540461       0.307584        16.0972        10.3150                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        70.5639       0.970084       0.103795E-001  0.522211       0.290399        16.0493        11.5938                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        69.5224       0.969996       0.104195E-001  0.490338       0.269079        16.0435        12.6943                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        68.4811       0.969909       0.104594E-001  0.458470       0.247763        16.0377        13.7946                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        67.4400       0.969822       0.104994E-001  0.426608       0.226450        16.0319        14.8948                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        66.3991       0.969735       0.105394E-001  0.394751       0.205141        16.0261        15.9947                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        65.3583       0.969647       0.105794E-001  0.362901       0.183836        16.0203        17.0944                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        64.3178       0.969560       0.106193E-001  0.331056       0.162535        16.0145        18.1940                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        63.2774       0.969473       0.106593E-001  0.299217       0.141238        16.0087        19.2933                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        62.2372       0.969386       0.106992E-001  0.267384       0.119944        16.0029        20.3925                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        61.2495       0.969279       0.107054E-001  0.228696       0.948908E-001   16.0235        21.4235                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        59.5898       0.969170       0.109723E-001  0.187396       0.186686        15.8470        18.4418        4.76717                 NaN            NaN            NaN            NaN
  1477.56        500.000        57.8915       0.969054       0.111958E-001  0.144148       0.279643        15.7015        15.5728        9.43025                 NaN            NaN            NaN            NaN
  1474.36        500.000        56.1935       0.968939       0.114193E-001  0.100911       0.372578        15.5560        12.7045        14.0922                 NaN            NaN            NaN            NaN
  1471.15        500.000        54.5181       0.968807       0.115540E-001  0.516567E-001  0.457994        15.4737        10.2715        18.2467                 NaN            NaN            NaN            NaN
  1467.95        500.000        52.8432       0.968675       0.116886E-001  0.241606E-002  0.543386        15.3914        7.83915        22.4001                 NaN            NaN            NaN            NaN
  1464.74        500.000        51.1401       0.968673       0.119743E-001            NaN  0.613265        15.1949        5.99926        26.0718                 NaN            NaN            NaN            NaN
  1461.54        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1458.33        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1455.13        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1451.92        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1448.72        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1445.51        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1442.31        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1439.10        500.000        49.3630       0.968677       0.121444E-001            NaN  0.645960        15.0848        5.28224        27.5961        1.04705                 NaN            NaN            NaN
  1435.90        500.000        37.4585       0.968701       0.132858E-001            NaN  0.799869        14.3336        3.28638        33.9786        9.16118                 NaN            NaN            NaN
  1432.69        500.000        37.4585       0.968701       0.132858E-001            NaN  0.799869        14.3336        3.28638        33.9786        9.16118                 NaN            NaN            NaN
  1429.49        500.000        37.4585       0.968701       0.132858E-001            NaN  0.799869        14.3336        3.28638        33.9786        9.16118                 NaN            NaN            NaN
  1426.28        500.000        37.4585       0.968701       0.132858E-001            NaN  0.799869        14.3336        3.28638        33.9786        9.16118                 NaN            NaN            NaN
  1423.08        500.000        32.7776       0.968708       0.137848E-001            NaN  0.834955        13.9849        3.76751        35.0757        12.5768                 NaN            NaN            NaN
  1419.87        500.000        31.7077       0.968710       0.139101E-001            NaN  0.841150        13.8969        3.98688        13.3727        35.2121                 NaN            NaN            NaN
  1416.67        500.000        29.4558       0.968714       0.138266E-001            NaN  0.871000        13.9635        3.32355        14.0333        36.7675       0.602808                 NaN            NaN
  1413.46        500.000        29.4558       0.968714       0.138266E-001            NaN  0.871000        13.9635        3.32355        14.0333        36.7675       0.602808                 NaN            NaN
  1410.26        500.000        24.9772       0.968724       0.135722E-001            NaN  0.932002        14.1537        1.76769        40.1601        15.0399        1.98712                 NaN            NaN
  1407.05        500.000        24.9772       0.968724       0.135722E-001            NaN  0.932002        14.1537        1.76769        40.1601        15.0399        1.98712                 NaN            NaN
  1403.85        500.000        21.4114       0.968731       0.133818E-001            NaN  0.978256        14.2919       0.595696        15.7832        42.8251        3.13226                 NaN            NaN
  1400.64        500.000        19.8980       0.968734       0.133046E-001            NaN  0.997110        14.3463       0.121507        16.0787        43.9421        3.63430                 NaN            NaN
  1397.44        500.000        18.5445       0.968737       0.132436E-001            NaN   1.00222        14.3916                 NaN   44.6058        16.3873        4.08663                 NaN            NaN
  1394.23        500.000        18.5445       0.968737       0.132436E-001            NaN   1.00222        14.3916                 NaN   44.6058        16.3873        4.08663                 NaN            NaN
  1391.03        500.000        18.5445       0.968737       0.132436E-001            NaN   1.00222        14.3916                 NaN   44.6058        16.3873        4.08663                 NaN            NaN
  1387.82        500.000        18.5445       0.968737       0.132436E-001            NaN   1.00222        14.3916                 NaN   44.6058        16.3873        4.08663                 NaN            NaN
  1384.62        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1381.41        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1378.21        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1375.00        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1371.79        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1368.59        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1365.38        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1362.18        500.000        14.2308       0.968745       0.130454E-001            NaN   1.00404        14.5205                 NaN   17.3587        46.3065        5.59763                 NaN            NaN
  1358.97        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1355.77        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
