|6.6.6
Archiving\03_Data\frac/QFM/TAY13/TAY13_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1902.26        2500.00        99.3704       0.629592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3774       0.622585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3790       0.620992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3806       0.617338                 NaN  0.204839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3778       0.611826                 NaN  0.103739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3775       0.608096                 NaN  0.144340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3802       0.605404                 NaN  0.143996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.8054       0.190024                 NaN  0.456126E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        98.9646        1.01138                 NaN  0.240618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3906       0.595130                 NaN  0.142408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3908       0.594955                 NaN  0.142466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3914       0.594300                 NaN  0.142807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        98.7860        1.18516                 NaN  0.288625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.9388       0.598784E-001            NaN  0.133105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4813       0.506573                 NaN  0.121643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4046       0.581453                 NaN  0.139954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4060       0.580020                 NaN  0.139803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4078       0.578297                 NaN  0.139285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4097       0.576337                 NaN  0.139135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4097       0.576398                 NaN  0.139086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4141       0.572066                 NaN  0.137949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4144       0.571839                 NaN  0.137820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4162       0.570090                 NaN  0.137494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4173       0.568979                 NaN  0.137152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4186       0.567750                 NaN  0.136962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4187       0.567648                 NaN  0.136612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4225       0.563951                 NaN  0.135755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.7966       0.198257                 NaN  0.513761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.6852        1.28435                 NaN  0.304546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5767       0.413291                 NaN  0.996722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6355       0.356003                 NaN  0.849120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4236       0.562934                 NaN  0.134662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4222       0.564365                 NaN  0.134794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3019       0.681795                 NaN  0.162650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5511       0.438478                 NaN  0.104089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4202       0.566312                 NaN  0.134413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4287       0.558122                 NaN  0.131962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4244       0.562313                 NaN  0.133021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4249       0.561909                 NaN  0.132314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4243       0.562445                 NaN  0.132159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4240       0.562835                 NaN  0.131806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4229       0.563944                 NaN  0.131777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4716       0.516333                 NaN  0.120459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3714       0.614376                 NaN  0.142408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4225       0.564432                 NaN  0.130632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4191       0.567813                 NaN  0.130783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4205       0.566528                 NaN  0.129995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5049       0.483885                 NaN  0.111770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3313       0.653887                 NaN  0.147652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4126       0.574410                 NaN  0.130272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4164       0.570705                 NaN  0.128590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4104       0.576669                 NaN  0.129543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4116       0.575584                 NaN  0.128633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3738       0.612551                 NaN  0.136347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4429       0.545073                 NaN  0.120480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4049       0.582293                 NaN  0.128151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4032       0.584024                 NaN  0.127916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4009       0.586299                 NaN  0.127772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3989       0.588382                 NaN  0.127464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3954       0.591832                 NaN  0.127449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3949       0.592335                 NaN  0.127158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3921       0.595269                 NaN  0.126773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3811       0.606046                 NaN  0.128435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3943       0.593215                 NaN  0.124779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3790       0.608308                 NaN  0.127306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3860       0.601454                 NaN  0.125045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3792       0.608191                 NaN  0.125811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3748       0.612610                 NaN  0.125849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3721       0.615307                 NaN  0.125756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3712       0.616302                 NaN  0.125006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4062       0.582032                 NaN  0.117387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3251       0.661669                 NaN  0.132497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3619       0.625633                 NaN  0.124635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3590       0.628539                 NaN  0.124413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3557       0.631823                 NaN  0.124295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3524       0.635210                 NaN  0.124202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3490       0.638580                 NaN  0.124105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3470       0.640634                 NaN  0.123790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3407       0.646926                 NaN  0.124230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.9615       0.377830E-001            NaN  0.741016E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.7198        1.25635                 NaN  0.238359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3349       0.652799                 NaN  0.122957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3287       0.658922                 NaN  0.123336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3287       0.659043                 NaN  0.122666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3268       0.660979                 NaN  0.122355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3223       0.665464                 NaN  0.122409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3393       0.648865                 NaN  0.118789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2964       0.691049                 NaN  0.125677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3127       0.675112                 NaN  0.122202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3111       0.676770                 NaN  0.121757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3093       0.678601                 NaN  0.121432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3087       0.679159                 NaN  0.120994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3027       0.685163                 NaN  0.121448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3033       0.684674                 NaN  0.120740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3011       0.686876                 NaN  0.120605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2992       0.688813                 NaN  0.120242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2966       0.691319                 NaN  0.120487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2961       0.691946                 NaN  0.119758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2942       0.693887                 NaN  0.119605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2920       0.696045                 NaN  0.119609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2928       0.695327                 NaN  0.118839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2906       0.697526                 NaN  0.118928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2860       0.702072                 NaN  0.119375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2921       0.696129                 NaN  0.117708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2864       0.701808                 NaN  0.118222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2904       0.697905                 NaN  0.117270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2642       0.723677                 NaN  0.121261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3054       0.683221                 NaN  0.113614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2889       0.699397                 NaN  0.116573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2890       0.699326                 NaN  0.116298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2887       0.699677                 NaN  0.115944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2859       0.702460                 NaN  0.116142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2937       0.694829                 NaN  0.114684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.2912       0.697265                 NaN  0.114869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5797       0.328252                 NaN            NaN   1.09209                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4572       0.249240                 NaN            NaN   1.29358                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4831       0.244695                 NaN            NaN   1.27222                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5079       0.241216                 NaN            NaN   1.25086                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5324       0.235806                 NaN            NaN   1.23183                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5560       0.232718                 NaN            NaN   1.21124                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5783       0.227560                 NaN            NaN   1.19418                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6013       0.222326                 NaN            NaN   1.17636                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4584       0.245148                 NaN            NaN   1.29648                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8066       0.191387                 NaN            NaN   1.00206                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6664       0.211730                 NaN            NaN   1.12189                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6834       0.208062                 NaN            NaN   1.10850                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7053       0.202795                 NaN            NaN   1.09194                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7213       0.198777                 NaN            NaN   1.07994                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        96.8641       0.502370                 NaN            NaN   2.63352                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4428       0.871013E-001            NaN            NaN  0.470140                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7985       0.184722                 NaN            NaN   1.01681                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8104       0.180097                 NaN            NaN   1.00954                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8258       0.178037                 NaN            NaN  0.996165                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8418       0.173607                 NaN            NaN  0.984546                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8571       0.170941                 NaN            NaN  0.971992                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8712       0.170204                 NaN            NaN  0.958624                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8876       0.163774                 NaN            NaN  0.948604                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8988       0.159843                 NaN            NaN  0.941341                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9159       0.158969                 NaN            NaN  0.925164                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9243       0.155628                 NaN            NaN  0.920059                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9448       0.152151                 NaN            NaN  0.903021                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9526       0.148198                 NaN            NaN  0.899185                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9666       0.145687                 NaN            NaN  0.887749                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9713       0.149899                 NaN            NaN  0.878767                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0014       0.134762                 NaN            NaN  0.863801                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0022       0.138053                 NaN            NaN  0.859770                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0137       0.135616                 NaN            NaN  0.850716                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0251       0.130812                 NaN            NaN  0.844121                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0376       0.130910                 NaN            NaN  0.831509                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0472       0.126116                 NaN            NaN  0.826678                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0569       0.126250                 NaN            NaN  0.816832                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0678       0.122450                 NaN            NaN  0.809799                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0763       0.118765                 NaN            NaN  0.804974                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0860       0.115894                 NaN            NaN  0.798142                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0956       0.114345                 NaN            NaN  0.790087                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1041       0.110345                 NaN            NaN  0.785532                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1102       0.109180                 NaN            NaN  0.780589                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1247       0.104690                 NaN            NaN  0.770652                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2223       0.931925E-001            NaN            NaN  0.684462                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0355       0.103397                 NaN            NaN  0.861142                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1478       0.984483E-001            NaN            NaN  0.753756                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1525       0.984427E-001            NaN            NaN  0.749062                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1630       0.908485E-001            NaN            NaN  0.746157                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1665       0.882255E-001            NaN            NaN  0.745313                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1757       0.865240E-001            NaN            NaN  0.737810                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1800       0.827338E-001            NaN            NaN  0.737221                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1872       0.807508E-001            NaN            NaN  0.731999                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1937       0.784876E-001            NaN            NaN  0.727851                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2008       0.770582E-001            NaN            NaN  0.722100                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2041       0.704832E-001            NaN            NaN  0.725373                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2111       0.685195E-001            NaN            NaN  0.720385                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2183       0.786040E-001            NaN            NaN  0.703139                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2222       0.543734E-001            NaN            NaN  0.723380                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.2271       0.621759E-001            NaN            NaN  0.710748                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.2304       0.578772E-001            NaN            NaN  0.711770                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.2364       0.581477E-001            NaN            NaN  0.705461                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.2393       0.505767E-001            NaN            NaN  0.710084                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.2449       0.504627E-001            NaN            NaN  0.704626                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.2460       0.470815E-001            NaN            NaN  0.706874                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.2522       0.501417E-001            NaN            NaN  0.697664                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.2557       0.358148E-001            NaN            NaN  0.708532                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        99.0079       0.762586E-001            NaN            NaN  0.529468       0.386347                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5608       0.145518                 NaN            NaN  0.208024        1.08565                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5767       0.144076                 NaN            NaN  0.204621        1.07460                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5916       0.141239                 NaN            NaN  0.205427        1.06171                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6028       0.146445                 NaN            NaN  0.198751        1.05201                 NaN            NaN            NaN            NaN            NaN
