|6.6.6
Archiving\03_Data\DfracLP/QFM/WD94/WD94_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.7147       0.285330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4277       0.572340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4252       0.565517       0.925662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.6164       0.376927       0.668141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.2413       0.745637       0.131090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4347       0.555490       0.984543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4373       0.552842       0.982755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4415       0.548767       0.975314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4431       0.547126       0.977403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4466       0.543713       0.970412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4459       0.544377       0.973719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4541       0.536295       0.961560E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4547       0.535657       0.960278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4552       0.535158       0.962232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4600       0.530509       0.953915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4610       0.529435       0.952565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4620       0.528511       0.950613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4656       0.524923       0.945515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4348       0.555231       0.100120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4993       0.491878       0.886133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4699       0.520700       0.938449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4701       0.520511       0.937654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4616       0.528890       0.955210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4841       0.506740       0.911776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4735       0.517146       0.931388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4740       0.516771       0.927562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4767       0.514066       0.922791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4759       0.514814       0.924458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4766       0.514194       0.921279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4780       0.512871       0.916517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4757       0.515136       0.920451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4784       0.512437       0.912226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4750       0.515836       0.916802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4794       0.511504       0.905591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4766       0.514332       0.907761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4758       0.515105       0.909818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4765       0.514507       0.903391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4761       0.514875       0.901071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4750       0.516009       0.902658E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6078       0.385502       0.671144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3374       0.651345       0.112578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4726       0.518460       0.894783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4697       0.521382       0.895559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4690       0.522051       0.893479E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4670       0.524027       0.892455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4646       0.526495       0.893346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4638       0.527331       0.888794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5481       0.444440       0.747462E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3714       0.618355       0.102910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4588       0.532419       0.882318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4543       0.536785       0.886545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4602       0.531112       0.870946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4423       0.548766       0.895193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4494       0.541772       0.877955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4430       0.548154       0.881456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4722       0.519510       0.831299E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4081       0.582609       0.925492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4380       0.553221       0.873270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4317       0.559546       0.878959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4292       0.562073       0.875792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4247       0.566501       0.879413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4226       0.568647       0.873345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2380       0.750588       0.114615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5977       0.396292       0.598712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4080       0.583231       0.877786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4114       0.579988       0.865364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0336       0.951619       0.147694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.7693       0.228091       0.263895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3948       0.596444       0.870941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3898       0.601501       0.871356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3860       0.605315       0.870205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4472       0.545034       0.776535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3090       0.681326       0.963771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3733       0.618060       0.868105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3688       0.622472       0.870278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3501       0.640988       0.893162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3794       0.612149       0.840694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3562       0.635113       0.868270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3520       0.639321       0.867488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3467       0.644613       0.868399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3428       0.648532       0.867426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3410       0.650331       0.864984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0983       0.889939       0.117255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.5686       0.425849       0.557420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        97.4163        2.55009       0.335960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.9998                 NaN  0.220728E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.8568       0.142309       0.934724E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.5313       0.462833       0.588397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0919       0.896729       0.113843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3068       0.684576       0.861737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3028       0.688540       0.863282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2886       0.702653       0.877094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3106       0.680933       0.845064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2954       0.696051       0.859132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2935       0.697947       0.859203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2903       0.701122       0.859527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2893       0.702120       0.856229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2848       0.706600       0.859589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2872       0.704248       0.853158E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2827       0.708698       0.856761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2844       0.707110       0.851868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2816       0.709876       0.853868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2837       0.707809       0.848866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2792       0.712268       0.852902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2836       0.707994       0.844457E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2803       0.711186       0.848642E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2841       0.707496       0.842372E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2826       0.708973       0.845045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2842       0.707441       0.840247E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2857       0.705882       0.838404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2870       0.704637       0.836417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        97.7943        2.17967       0.260581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.9902       0.978516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3252       0.538265       0.572742E-002  0.130784                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3608       0.143526                 NaN   1.49566                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3912       0.141394                 NaN   1.46742                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4266       0.136719                 NaN   1.43672                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.2232       0.148222                 NaN   1.62855                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6958       0.106130                 NaN   1.19807                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5063       0.122507                 NaN   1.37117                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5328       0.121325                 NaN   1.34587                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5566       0.117418                 NaN   1.32594                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5808       0.114845                 NaN   1.30440                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6056       0.111352                 NaN   1.28307                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6277       0.109943                 NaN   1.26233                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6539       0.104849                 NaN   1.24124                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6656       0.986368E-001            NaN   1.23572                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6961       0.978450E-001            NaN   1.20610                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7161       0.972967E-001            NaN   1.18665                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7337       0.916262E-001            NaN   1.17467                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7539       0.875533E-001            NaN   1.15858                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        97.0253       0.168860                 NaN   2.80580                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3558       0.562727E-001            NaN  0.587931                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8240       0.768321E-001            NaN   1.09916                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8416       0.733012E-001            NaN   1.08509                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8593       0.704792E-001            NaN   1.07019                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8697       0.669292E-001            NaN   1.06333                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8919       0.660552E-001            NaN   1.04207                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9051       0.647443E-001            NaN   1.03013                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9184       0.617189E-001            NaN   1.01984                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9316       0.572378E-001            NaN   1.01113                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9451       0.545223E-001            NaN   1.00039                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9599       0.556058E-001            NaN  0.984458                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9744       0.499710E-001            NaN  0.975642                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9866       0.477488E-001            NaN  0.965661                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0431       0.444708E-001            NaN  0.912435                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9641       0.435746E-001            NaN  0.992350                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0215       0.409168E-001            NaN  0.937579                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0317       0.372167E-001            NaN  0.931106                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0424       0.346017E-001            NaN  0.922960                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0538       0.328984E-001            NaN  0.913313                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0634       0.290374E-001            NaN  0.907594                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0760       0.290699E-001            NaN  0.894973                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0830       0.248345E-001            NaN  0.892170                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0910       0.205474E-001            NaN  0.888492                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1041       0.222589E-001            NaN  0.873602                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1120       0.195054E-001            NaN  0.868472                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1186       0.150467E-001            NaN  0.866346                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1264       0.124995E-001            NaN  0.861089                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1393       0.155467E-001            NaN  0.845173                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1452       0.940990E-002            NaN  0.845357                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1566       0.454694E-001            NaN  0.797923                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1594                 NaN            NaN  0.840595                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1650                 NaN            NaN  0.835047                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1742       0.234484E-002            NaN  0.823453                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1802       0.207180E-001            NaN  0.799077                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1890                 NaN            NaN  0.810969                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2188       0.112564                 NaN  0.668598                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2014                 NaN            NaN  0.798580                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2043                 NaN            NaN  0.795673                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2132                 NaN            NaN  0.786814                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2170                 NaN            NaN  0.782984                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2202                 NaN            NaN  0.779757                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2254                 NaN            NaN  0.774583                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2324                 NaN            NaN  0.767565                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2386                 NaN            NaN  0.761436                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2414                 NaN            NaN  0.758565                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2481                 NaN            NaN  0.751863                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2493                 NaN            NaN  0.750736                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2565                 NaN            NaN  0.743520                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2571                 NaN            NaN  0.742915                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.9534                 NaN            NaN  0.604645       0.441927                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4900                 NaN            NaN  0.387729        1.12226                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5074                 NaN            NaN  0.380220        1.11236                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.5274                 NaN            NaN  0.375687        1.09694                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.5432                 NaN            NaN  0.368778        1.08801                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.5604                 NaN            NaN  0.362940        1.07668                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.5762                 NaN            NaN  0.356872        1.06695                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.5896                 NaN            NaN  0.351383        1.05902                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.6053                 NaN            NaN  0.346587        1.04806                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.6190       0.350762E-005            NaN  0.342191        1.03883                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.6323                 NaN            NaN  0.337622        1.03010                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.6446                 NaN            NaN  0.332434        1.02300                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.6297                 NaN            NaN  0.176888E-001  0.415269       0.937298                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6373                 NaN            NaN            NaN  0.920715       0.442025                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.6487                 NaN            NaN            NaN  0.439293       0.912031                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.4618                 NaN            NaN            NaN  0.958471       0.975689       0.604024                 NaN            NaN            NaN
  1393.48        500.000        96.5998       0.456005                 NaN            NaN  0.673520        1.14355        1.12712                 NaN            NaN            NaN
  1390.98        500.000        96.6816       0.477985                 NaN            NaN  0.604267        1.13147        1.10470                 NaN            NaN            NaN
  1388.47        500.000        96.7606       0.489262                 NaN            NaN  0.552420        1.11642        1.08125                 NaN            NaN            NaN
  1385.96        500.000        96.8392       0.500536                 NaN            NaN   1.10182       0.500426        1.05807                 NaN            NaN            NaN
  1383.46        500.000        96.9109       0.511584                 NaN            NaN   1.08994       0.450938        1.03669                 NaN            NaN            NaN
  1380.95        500.000        96.9624       0.527262                 NaN            NaN  0.401521        1.08568        1.02316                 NaN            NaN            NaN
