|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000       100.0000                 NaN  0.956925E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.5874                 NaN  0.412629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3876                 NaN  0.612407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3915                 NaN  0.608512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.2210                 NaN  0.779003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5693                 NaN  0.430709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4034                 NaN  0.596551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4055                 NaN  0.594454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4099                 NaN  0.590133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4123                 NaN  0.587672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4177                 NaN  0.582347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4197                 NaN  0.580288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.2592                 NaN  0.729128       0.117208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5802                 NaN  0.419779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4285                 NaN  0.571473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4280                 NaN  0.571983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3673                 NaN  0.632740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4944                 NaN  0.496883       0.873517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4258                 NaN  0.564131       0.101095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4278                 NaN  0.562172       0.100714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3429                 NaN  0.645566       0.115417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5254                 NaN  0.466225       0.835190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4386                 NaN  0.551493       0.987598E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4350                 NaN  0.555023       0.996544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4408                 NaN  0.549354       0.982874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4386                 NaN  0.551539       0.987212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4419                 NaN  0.548307       0.981200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4418                 NaN  0.548367       0.978380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4422                 NaN  0.548031       0.977693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4432                 NaN  0.547077       0.976515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4433                 NaN  0.546925       0.975330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4439                 NaN  0.546405       0.970107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4405                 NaN  0.549742       0.974569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6140                 NaN  0.379275       0.675209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.9443                 NaN  0.546000E-001  0.105432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.7764                 NaN   1.20248       0.210797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4502                 NaN  0.540371       0.946636E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4446                 NaN  0.545859       0.957718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4424                 NaN  0.548045       0.960394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4435                 NaN  0.546917       0.953921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4419                 NaN  0.548577       0.952056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4411                 NaN  0.549390       0.948902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4401                 NaN  0.550440       0.948887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4371                 NaN  0.553445       0.950495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4399                 NaN  0.550656       0.940358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4363                 NaN  0.554219       0.943091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4340                 NaN  0.556608       0.943156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4329                 NaN  0.557702       0.939377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4310                 NaN  0.559601       0.938440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4835                 NaN  0.507986       0.847536E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3702                 NaN  0.619486       0.103002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4236                 NaN  0.567030       0.936807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4242                 NaN  0.566503       0.929342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4197                 NaN  0.570988       0.931403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4144                 NaN  0.576250       0.935450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4145                 NaN  0.576192       0.928133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4078                 NaN  0.582816       0.933899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4108                 NaN  0.579992       0.923109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4028                 NaN  0.587861       0.931268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4022                 NaN  0.588558       0.924336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3969                 NaN  0.593816       0.927518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3923                 NaN  0.598374       0.931492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3949                 NaN  0.595891       0.916671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3865                 NaN  0.604206       0.924809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3854                 NaN  0.605411       0.919496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3796                 NaN  0.611173       0.922751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3750                 NaN  0.615721       0.924246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3725                 NaN  0.618266       0.920637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3673                 NaN  0.623457       0.921981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3644                 NaN  0.626443       0.918207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3583                 NaN  0.632530       0.921840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3557                 NaN  0.635163       0.918333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3515                 NaN  0.639324       0.918248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3464                 NaN  0.644443       0.920615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3411                 NaN  0.649656       0.920995E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3399                 NaN  0.650888       0.916669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.9117                 NaN   1.07335       0.149502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.7523                 NaN  0.244384       0.336437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3256                 NaN  0.665182       0.917956E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3210                 NaN  0.669855       0.918869E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3181                 NaN  0.672770       0.917773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3139                 NaN  0.676917       0.917583E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3085                 NaN  0.682311       0.919160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3057                 NaN  0.685143       0.917625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3021                 NaN  0.688715       0.916889E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2966                 NaN  0.694235       0.919156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2953                 NaN  0.695518       0.916439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2905                 NaN  0.700276       0.919075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2883                 NaN  0.702494       0.915816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2861                 NaN  0.704771       0.915915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2821                 NaN  0.708744       0.916732E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2718                 NaN  0.718906       0.927169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2840                 NaN  0.706945       0.905952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2738                 NaN  0.717005       0.915800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2726                 NaN  0.718280       0.915192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2693                 NaN  0.721576       0.915171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2694                 NaN  0.721431       0.914389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2648                 NaN  0.726055       0.916953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2645                 NaN  0.726313       0.914224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2691                 NaN  0.721876       0.907007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2642                 NaN  0.726678       0.912216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2636                 NaN  0.727265       0.910986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2634                 NaN  0.727437       0.911470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2643                 NaN  0.726663       0.908177E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2633                 NaN  0.727625       0.909204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2647                 NaN  0.726249       0.906947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2656                 NaN  0.725397       0.904765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2658                 NaN  0.725096       0.906187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2675                 NaN  0.723450       0.902766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2210                 NaN  0.769345       0.960791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3202                 NaN  0.671387       0.839495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2755                 NaN  0.715580       0.895048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2745                 NaN  0.716503       0.898017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2809                 NaN  0.710205       0.890919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2819                 NaN  0.709170       0.890476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2821                 NaN  0.708993       0.892426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2848                 NaN  0.706270       0.891982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3000                 NaN  0.691292       0.873932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2917                 NaN  0.699385       0.887279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3053                 NaN  0.686009       0.871940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3024                 NaN  0.688858       0.878265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5665                 NaN  0.187336                 NaN   1.24613                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4621                 NaN  0.100053                 NaN   1.43782                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5213                 NaN  0.110000                 NaN   1.36868                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5463                 NaN  0.108661                 NaN   1.34502                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5666                 NaN  0.103803                 NaN   1.32963                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5932                 NaN  0.102118                 NaN   1.30470                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6178                 NaN  0.992720E-001            NaN   1.28290                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6437                 NaN  0.956308E-001            NaN   1.26070                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6412                 NaN  0.889939E-001            NaN   1.26985                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7111                 NaN  0.877771E-001            NaN   1.20115                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7045                 NaN  0.890132E-001            NaN   1.20651                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7377                 NaN  0.840008E-001            NaN   1.17826                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7512                 NaN  0.783969E-001            NaN   1.17042                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7713                 NaN  0.759615E-001            NaN   1.15271                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7866                 NaN  0.694449E-001            NaN   1.14392                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8156                 NaN  0.748811E-001            NaN   1.10952                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8279                 NaN  0.664866E-001            NaN   1.10562                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8447                 NaN  0.646136E-001            NaN   1.09068                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8681                 NaN  0.653234E-001            NaN   1.06654                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8808                 NaN  0.611432E-001            NaN   1.05805                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8980                 NaN  0.573512E-001            NaN   1.04463                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9083                 NaN  0.509052E-001            NaN   1.04083                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9170                 NaN  0.530056E-001            NaN   1.03003                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9587                 NaN  0.521621E-001            NaN  0.989149                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9564                 NaN  0.461727E-001            NaN  0.997472                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9762                 NaN  0.460910E-001            NaN  0.977751                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9906                 NaN  0.452520E-001            NaN  0.964166                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0021                 NaN  0.424361E-001            NaN  0.955485                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0160                 NaN  0.416782E-001            NaN  0.942327                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0283                 NaN  0.395470E-001            NaN  0.932130                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0412                 NaN  0.368550E-001            NaN  0.921983                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0514                 NaN  0.306766E-001            NaN  0.917898                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0657                 NaN  0.325727E-001            NaN  0.901763                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0773                 NaN  0.312273E-001            NaN  0.891428                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0863                 NaN  0.249016E-001            NaN  0.888758                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0972                 NaN  0.237619E-001            NaN  0.879078                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.8476                 NaN  0.269386E-001            NaN   1.12544                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.3804                 NaN  0.168740E-001            NaN  0.602740                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1276                 NaN  0.117007E-001            NaN  0.860691                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1391                 NaN  0.222275E-001            NaN  0.838675                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1453                 NaN  0.108248E-001            NaN  0.843902                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1563                 NaN  0.119243E-001            NaN  0.831735                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1648                 NaN  0.877500E-002            NaN  0.826443                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1720                 NaN  0.546983E-002            NaN  0.822512                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1819                 NaN  0.120000E-002            NaN  0.816873                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1904                 NaN  0.680415E-002            NaN  0.802804                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1973                 NaN  0.870418E-002            NaN  0.793950                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2063                 NaN  0.268932E-005            NaN  0.793713                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2158                 NaN  0.359197E-002            NaN  0.780628                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2216                 NaN            NaN            NaN  0.778406                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2353                 NaN  0.277551E-001            NaN  0.736992                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2369                 NaN  0.202139E-002            NaN  0.761085                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2429                 NaN            NaN            NaN  0.757137                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2066                 NaN            NaN            NaN  0.511476       0.281957                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0930                 NaN            NaN            NaN            NaN  0.907018                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1006                 NaN            NaN            NaN            NaN  0.899381                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1005                 NaN            NaN            NaN            NaN  0.899542                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1034                 NaN            NaN            NaN            NaN  0.896550                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1004                 NaN            NaN            NaN            NaN  0.899571                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1036                 NaN            NaN            NaN            NaN  0.896383                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1011                 NaN            NaN            NaN            NaN  0.898888                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1019                 NaN            NaN            NaN            NaN  0.898099                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0945                 NaN            NaN            NaN            NaN  0.905507                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0899                 NaN            NaN            NaN            NaN  0.910064                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0833                 NaN            NaN            NaN            NaN  0.916680                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0719                 NaN            NaN            NaN            NaN  0.928061                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0541                 NaN            NaN            NaN            NaN  0.945918                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0276                 NaN            NaN            NaN            NaN  0.972354                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8709                 NaN            NaN            NaN            NaN  0.329505       0.799582                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5908                 NaN            NaN            NaN            NaN   1.06180       0.347419                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6081                 NaN            NaN            NaN            NaN  0.344028        1.04786                 NaN            NaN            NaN            NaN
