|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1907.27        500.000        99.5655                 NaN  0.434542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.1139                 NaN  0.886132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3479                 NaN  0.652100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3412                 NaN  0.658758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4052                 NaN  0.594760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3171                 NaN  0.682893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3665                 NaN  0.633528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3544                 NaN  0.631361       0.142592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3567                 NaN  0.628597       0.146913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3608                 NaN  0.624542       0.146262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3629                 NaN  0.622483       0.146392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3682                 NaN  0.617226       0.145409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3662                 NaN  0.619210       0.146262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3793                 NaN  0.606418       0.142877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        98.9751                 NaN   1.00102       0.238681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.7813                 NaN  0.213709       0.497724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3833                 NaN  0.602380       0.142927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3845                 NaN  0.601251       0.142886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3826                 NaN  0.602990       0.143965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3924                 NaN  0.593465       0.140992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3883                 NaN  0.597458       0.142610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3913                 NaN  0.594499       0.141747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3892                 NaN  0.596537       0.142344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2446                 NaN  0.737820       0.175897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.7533                 NaN  0.240922       0.573143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1943                 NaN  0.786942       0.188016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3978                 NaN  0.588100       0.140869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3987                 NaN  0.587301       0.140298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5482                 NaN  0.441328       0.105182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2616                 NaN  0.721190       0.171614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4024                 NaN  0.583711       0.139039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4015                 NaN  0.584551       0.139020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4039                 NaN  0.582261       0.138308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4028                 NaN  0.583335       0.138293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4043                 NaN  0.581908       0.137645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4035                 NaN  0.582720       0.137824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4036                 NaN  0.582662       0.137405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4030                 NaN  0.583308       0.137271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4025                 NaN  0.583797       0.136920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3974                 NaN  0.588809       0.137768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4044                 NaN  0.581997       0.135691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4006                 NaN  0.585746       0.136225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3983                 NaN  0.588050       0.136387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3979                 NaN  0.588539       0.135931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3968                 NaN  0.589666       0.135703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3928                 NaN  0.593620       0.136254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3938                 NaN  0.592644       0.135509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3924                 NaN  0.594082       0.135045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3323                 NaN  0.652199       0.155275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4423                 NaN  0.546201       0.115354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3863                 NaN  0.600231       0.134723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2227                 NaN  0.756556       0.207034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5424                 NaN  0.451352       0.628824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3767                 NaN  0.609855       0.134720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3743                 NaN  0.612213       0.134421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3713                 NaN  0.615235       0.134507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3704                 NaN  0.616268       0.133654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3632                 NaN  0.623343       0.134590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3629                 NaN  0.623760       0.133893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3584                 NaN  0.628177       0.133824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3554                 NaN  0.631219       0.133851E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3501                 NaN  0.636470       0.134138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3473                 NaN  0.639301       0.133920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3444                 NaN  0.642251       0.133534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3390                 NaN  0.647657       0.133741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        97.8021                 NaN   2.15436       0.435855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.6227                 NaN  0.369884       0.737874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2476                 NaN  0.737767       0.146504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2716                 NaN  0.714198       0.141555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3086                 NaN  0.678069       0.133622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3040                 NaN  0.682680       0.133515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2967                 NaN  0.689866       0.134280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2912                 NaN  0.695364       0.134113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.8698                 NaN   1.10888       0.213063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.7068                 NaN  0.287964       0.526252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2786                 NaN  0.707987       0.133630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2705                 NaN  0.716126       0.134176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2745                 NaN  0.712266       0.132684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2637                 NaN  0.722890       0.133799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2608                 NaN  0.725845       0.133515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2543                 NaN  0.732277       0.133767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3048                 NaN  0.688109       0.710324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1964                 NaN  0.783982       0.196333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2404                 NaN  0.746217       0.133868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2375                 NaN  0.749174       0.133551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2252                 NaN  0.761331       0.135097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2333                 NaN  0.753433       0.132585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2252                 NaN  0.761444       0.133506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2191                 NaN  0.767495       0.134091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2156                 NaN  0.771054       0.133795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2139                 NaN  0.772744       0.133441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1983                 NaN  0.788186       0.135238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2140                 NaN  0.772824       0.132045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1996                 NaN  0.787041       0.133961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2007                 NaN  0.785996       0.133327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1963                 NaN  0.790341       0.133618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1809                 NaN  0.805548       0.135453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2019                 NaN  0.784919       0.131707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1889                 NaN  0.797746       0.133484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1878                 NaN  0.798923       0.133070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1854                 NaN  0.801283       0.133476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1874                 NaN  0.799359       0.132618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1815                 NaN  0.805179       0.133175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1838                 NaN  0.802973       0.132573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1813                 NaN  0.805395       0.132714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.7540                 NaN   1.22560       0.203923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.5853                 NaN  0.408261       0.641699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1938                 NaN  0.793177       0.130135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1789                 NaN  0.807794       0.132770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1916                 NaN  0.795346       0.130374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1463                 NaN  0.839903       0.137583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2218                 NaN  0.765641       0.125345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1888                 NaN  0.798129       0.130753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1897                 NaN  0.797295       0.130466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1911                 NaN  0.795860       0.130408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1954                 NaN  0.791592       0.129767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1933                 NaN  0.793658       0.130343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2024                 NaN  0.784781       0.128653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2010                 NaN  0.786096       0.129190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2033                 NaN  0.783771       0.129175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2131                 NaN  0.774125       0.127406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2131                 NaN  0.774091       0.127593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2168                 NaN  0.770423       0.127320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2200                 NaN  0.767311       0.126920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2231                 NaN  0.764244       0.126678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2325                 NaN  0.754935       0.125408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8318                 NaN  0.423219       0.111784E-003  0.744912                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4794                 NaN  0.127595                 NaN   1.39300                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5021                 NaN  0.125137                 NaN   1.37276                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        97.8202                 NaN  0.201802                 NaN   1.97798                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.2676                 NaN  0.229175E-001            NaN  0.709433                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5650                 NaN  0.111556                 NaN   1.32343                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6123                 NaN  0.112594                 NaN   1.27511                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6194                 NaN  0.106770                 NaN   1.27382                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6405                 NaN  0.104890                 NaN   1.25458                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6603                 NaN  0.102580                 NaN   1.23712                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6810                 NaN  0.970015E-001            NaN   1.22202                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6970                 NaN  0.920501E-001            NaN   1.21098                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7195                 NaN  0.926180E-001            NaN   1.18792                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7370                 NaN  0.904605E-001            NaN   1.17251                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7377                 NaN  0.869534E-001            NaN   1.17540                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7871                 NaN  0.844262E-001            NaN   1.12848                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7876                 NaN  0.802832E-001            NaN   1.13215                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8051                 NaN  0.814057E-001            NaN   1.11345                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8213                 NaN  0.750954E-001            NaN   1.10363                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8333                 NaN  0.683632E-001            NaN   1.09838                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8513                 NaN  0.701275E-001            NaN   1.07856                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8645                 NaN  0.658104E-001            NaN   1.06964                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8798                 NaN  0.648512E-001            NaN   1.05538                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8929                 NaN  0.648350E-001            NaN   1.04223                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9084                 NaN  0.589280E-001            NaN   1.03263                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9169                 NaN  0.550110E-001            NaN   1.02810                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9303                 NaN  0.495373E-001            NaN   1.02014                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9443                 NaN  0.518513E-001            NaN   1.00381                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9571                 NaN  0.509371E-001            NaN  0.991995                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9667                 NaN  0.432519E-001            NaN  0.990098                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9788                 NaN  0.422284E-001            NaN  0.978976                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9891                 NaN  0.396115E-001            NaN  0.971298                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0005                 NaN  0.376849E-001            NaN  0.961771                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0115                 NaN  0.373459E-001            NaN  0.951167                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0214                 NaN  0.322573E-001            NaN  0.946375                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0340                 NaN  0.363752E-001            NaN  0.929629                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0356                 NaN  0.317634E-001            NaN  0.932655                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0572                 NaN  0.265289E-001            NaN  0.916295                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0575                 NaN  0.221298E-001            NaN  0.920333                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0680                 NaN  0.213651E-001            NaN  0.910652                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0739                 NaN  0.145134E-001            NaN  0.911616                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0839                 NaN  0.153789E-001            NaN  0.900728                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0907                 NaN  0.119431E-001            NaN  0.897386                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0934                 NaN  0.635234E-002            NaN  0.900235                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1095                 NaN  0.836592E-002            NaN  0.882142                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1140                 NaN  0.553718E-002            NaN  0.880476                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1184                 NaN  0.172763E-002            NaN  0.879916                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1256                 NaN  0.106698E-005            NaN  0.874393                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1334                 NaN            NaN            NaN  0.866567                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1490                 NaN  0.385962E-001            NaN  0.812405                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1459                 NaN            NaN            NaN  0.854125                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1570                 NaN  0.233727E-001            NaN  0.819639                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1580                 NaN            NaN            NaN  0.842042                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0316                 NaN            NaN            NaN  0.145914       0.822484                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9517                 NaN            NaN            NaN  0.435138E-001   1.00481                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9435                 NaN            NaN            NaN            NaN   1.05646                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9401                 NaN            NaN            NaN            NaN   1.05986                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9282                 NaN            NaN            NaN            NaN   1.07177                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.9139                 NaN            NaN            NaN            NaN   1.08606                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.9012                 NaN            NaN            NaN            NaN   1.09885                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8770                 NaN            NaN            NaN            NaN   1.12304                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8489                 NaN            NaN            NaN            NaN   1.15114                 NaN            NaN            NaN            NaN            NaN
