|6.6.6
Archiving\03_Data\Deq/QFM_m0.5/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1887.82        2500.00        93.9804       0.766457E-001   5.94293                 NaN            NaN            NaN            NaN
  1884.62        2500.00        93.2252       0.936310E-001   6.68120                 NaN            NaN            NaN            NaN
  1881.41        2500.00        92.4699       0.110617        7.41949                 NaN            NaN            NaN            NaN
  1878.21        2500.00        91.7146       0.127603        8.15781                 NaN            NaN            NaN            NaN
  1875.00        2500.00        90.9593       0.144590        8.89615                 NaN            NaN            NaN            NaN
  1871.79        2500.00        90.2039       0.161577        9.63451                 NaN            NaN            NaN            NaN
  1868.59        2500.00        89.4948       0.177234        10.3280                 NaN            NaN            NaN            NaN
  1865.38        2500.00        88.7856       0.192892        11.0215                 NaN            NaN            NaN            NaN
  1862.18        2500.00        88.0765       0.208550        11.7150                 NaN            NaN            NaN            NaN
  1858.97        2500.00        87.3673       0.224209        12.4085                 NaN            NaN            NaN            NaN
  1855.77        2500.00        86.6580       0.239868        13.1021                 NaN            NaN            NaN            NaN
  1852.56        2500.00        85.9488       0.255528        13.7957                 NaN            NaN            NaN            NaN
  1849.36        2500.00        85.2395       0.271188        14.4893                 NaN            NaN            NaN            NaN
  1846.15        2500.00        84.5302       0.286849        15.1829                 NaN            NaN            NaN            NaN
  1842.95        2500.00        83.8512       0.301324        15.8474                 NaN            NaN            NaN            NaN
  1839.74        2500.00        83.1722       0.315800        16.5120                 NaN            NaN            NaN            NaN
  1836.54        2500.00        82.4932       0.330276        17.1765                 NaN            NaN            NaN            NaN
  1833.33        2500.00        81.8142       0.344753        17.8411                 NaN            NaN            NaN            NaN
  1830.13        2500.00        81.1351       0.359230        18.5057                 NaN            NaN            NaN            NaN
  1826.92        2500.00        80.4560       0.373707        19.1703                 NaN            NaN            NaN            NaN
  1823.72        2500.00        79.7769       0.388186        19.8350                 NaN            NaN            NaN            NaN
  1820.51        2500.00        79.0977       0.402664        20.4996                 NaN            NaN            NaN            NaN
  1817.31        2500.00        78.4418       0.416023        21.1422                 NaN            NaN            NaN            NaN
  1814.10        2500.00        77.7858       0.429382        21.7848                 NaN            NaN            NaN            NaN
  1810.90        2500.00        77.1298       0.442742        22.4275                 NaN            NaN            NaN            NaN
  1807.69        2500.00        76.4738       0.456102        23.0701                 NaN            NaN            NaN            NaN
  1804.49        2500.00        75.8177       0.469462        23.7128                 NaN            NaN            NaN            NaN
  1801.28        2500.00        75.1617       0.482823        24.3555                 NaN            NaN            NaN            NaN
  1798.08        2500.00        74.5056       0.496185        24.9982                 NaN            NaN            NaN            NaN
  1794.87        2500.00        73.8495       0.509547        25.6410                 NaN            NaN            NaN            NaN
  1791.67        2500.00        73.2040       0.521862        26.2742                 NaN            NaN            NaN            NaN
  1788.46        2500.00        72.5584       0.534179        26.9074                 NaN            NaN            NaN            NaN
  1785.26        2500.00        71.9129       0.546495        27.5406                 NaN            NaN            NaN            NaN
  1782.05        2500.00        71.2673       0.558812        28.1739                 NaN            NaN            NaN            NaN
  1778.85        2500.00        70.6217       0.571129        28.8072                 NaN            NaN            NaN            NaN
  1775.64        2500.00        69.9761       0.583447        29.4405                 NaN            NaN            NaN            NaN
  1772.44        2500.00        69.3304       0.595766        30.0738                 NaN            NaN            NaN            NaN
  1769.23        2500.00        68.6847       0.608084        30.7072                 NaN            NaN            NaN            NaN
  1766.03        2500.00        68.0566       0.620048        31.3233                 NaN            NaN            NaN            NaN
  1762.82        2500.00        67.4285       0.632012        31.9395                 NaN            NaN            NaN            NaN
  1759.62        2500.00        66.8003       0.643977        32.5557                 NaN            NaN            NaN            NaN
  1756.41        2500.00        66.1722       0.655942        33.1719                 NaN            NaN            NaN            NaN
  1753.21        2500.00        65.5439       0.667908        33.7881                 NaN            NaN            NaN            NaN
  1750.00        2500.00        64.9157       0.679874        34.4044                 NaN            NaN            NaN            NaN
  1746.79        2500.00        64.2875       0.691840        35.0207                 NaN            NaN            NaN            NaN
  1743.59        2500.00        63.6592       0.703807        35.6370                 NaN            NaN            NaN            NaN
  1740.38        2500.00        63.0522       0.714067        36.2337                 NaN            NaN            NaN            NaN
  1737.18        2500.00        62.4453       0.724327        36.8304                 NaN            NaN            NaN            NaN
  1733.97        2500.00        61.8383       0.734588        37.4271                 NaN            NaN            NaN            NaN
  1730.77        2500.00        61.2312       0.744849        38.0239                 NaN            NaN            NaN            NaN
  1727.56        2500.00        60.6242       0.755111        38.6207                 NaN            NaN            NaN            NaN
  1724.36        2500.00        60.0171       0.765373        39.2175                 NaN            NaN            NaN            NaN
  1721.15        2500.00        59.4100       0.775635        39.8143                 NaN            NaN            NaN            NaN
  1717.95        2500.00        58.8029       0.785898        40.4112                 NaN            NaN            NaN            NaN
  1714.74        2500.00        58.2230       0.795665        40.9813                 NaN            NaN            NaN            NaN
  1711.54        2500.00        57.6431       0.805433        41.5515                 NaN            NaN            NaN            NaN
  1708.33        2500.00        57.0631       0.815201        42.1217                 NaN            NaN            NaN            NaN
  1705.13        2500.00        56.4831       0.824969        42.6919                 NaN            NaN            NaN            NaN
  1701.92        2500.00        55.9031       0.834738        43.2621                 NaN            NaN            NaN            NaN
  1698.72        2500.00        55.3231       0.844507        43.8324                 NaN            NaN            NaN            NaN
  1695.51        2500.00        54.7431       0.854277        44.4026                 NaN            NaN            NaN            NaN
  1692.31        2500.00        54.1630       0.864046        44.9729                 NaN            NaN            NaN            NaN
  1689.10        2500.00        53.5551       0.875071        45.5699                 NaN            NaN            NaN            NaN
  1685.90        2500.00        52.9471       0.886097        46.1668                 NaN            NaN            NaN            NaN
  1682.69        2500.00        52.3391       0.897122        46.7638                 NaN            NaN            NaN            NaN
  1679.49        2500.00        51.7311       0.908149        47.3608                 NaN            NaN            NaN            NaN
  1676.28        2500.00        51.1230       0.919175        47.9578                 NaN            NaN            NaN            NaN
  1673.08        2500.00        50.5150       0.930202        48.5548                 NaN            NaN            NaN            NaN
  1669.87        2500.00        49.9069       0.941230        49.1519                 NaN            NaN            NaN            NaN
  1666.67        2500.00        49.2988       0.952257        49.7490                 NaN            NaN            NaN            NaN
  1663.46        2500.00        49.3682       0.948894        49.6829                 NaN            NaN            NaN            NaN
  1660.26        2500.00        49.4376       0.945530        49.6169                 NaN            NaN            NaN            NaN
  1657.05        2500.00        48.0638       0.962234        50.7186       0.255340                 NaN            NaN            NaN
  1653.85        2500.00        46.4634       0.957259        51.0070        1.57236                 NaN            NaN            NaN
  1650.64        2500.00        45.2489       0.952014        51.1873        2.61174                 NaN            NaN            NaN
  1647.44        2500.00        44.0344       0.946770        51.3676        3.65116                 NaN            NaN            NaN
  1644.23        2500.00        42.8199       0.941525        51.5480        4.69062                 NaN            NaN            NaN
  1641.03        2500.00        41.6053       0.936280        51.7283        5.73012                 NaN            NaN            NaN
  1637.82        2500.00        40.6150       0.930211        51.8786        6.57616                 NaN            NaN            NaN
  1634.62        2500.00        39.6246       0.924142        52.0290        7.42224                 NaN            NaN            NaN
  1631.41        2500.00        38.6342       0.918072        52.1794        8.26834                 NaN            NaN            NaN
  1628.21        2500.00        37.6438       0.912002        52.3298        9.11447                 NaN            NaN            NaN
  1625.00        2500.00        36.6533       0.905932        52.4802        9.96062                 NaN            NaN            NaN
  1621.79        2500.00        35.6628       0.899862        52.6305        10.8068                 NaN            NaN            NaN
  1618.59        2500.00        34.6723       0.893792        52.7809        11.6530                 NaN            NaN            NaN
  1615.38        2500.00        33.6817       0.887721        52.9313        12.4993                 NaN            NaN            NaN
  1612.18        2500.00        32.9429       0.880855        53.0332        13.1430                 NaN            NaN            NaN
  1608.97        2500.00        32.2041       0.873988        53.1352        13.7867                 NaN            NaN            NaN
  1605.77        2500.00        31.4653       0.867120        53.2371        14.4305                 NaN            NaN            NaN
  1602.56        2500.00        30.7265       0.860253        53.3390        15.0743                 NaN            NaN            NaN
  1599.36        2500.00        29.9876       0.853386        53.4409        15.7181                 NaN            NaN            NaN
  1596.15        2500.00        29.2487       0.846518        53.5428        16.3619                 NaN            NaN            NaN
  1592.95        2500.00        28.5099       0.839650        53.6447        17.0057                 NaN            NaN            NaN
  1589.74        2500.00        27.7710       0.832782        53.7467        17.6496                 NaN            NaN            NaN
  1586.54        2500.00        27.1783       0.824403        53.8224        18.1749                 NaN            NaN            NaN
  1583.33        2500.00        26.5855       0.816023        53.8982        18.7003                 NaN            NaN            NaN
  1580.13        2500.00        25.9928       0.807643        53.9739        19.2256                 NaN            NaN            NaN
  1576.92        2500.00        25.4001       0.799263        54.0497        19.7510                 NaN            NaN            NaN
  1573.72        2500.00        24.8073       0.790883        54.1254        20.2764                 NaN            NaN            NaN
  1570.51        2500.00        24.2146       0.782502        54.2012        20.8018                 NaN            NaN            NaN
  1567.31        2500.00        23.6218       0.774122        54.2769        21.3271                 NaN            NaN            NaN
  1564.10        2500.00        23.0290       0.765741        54.3527        21.8526                 NaN            NaN            NaN
  1560.90        2500.00        22.5307       0.756038        54.4077        22.3056                 NaN            NaN            NaN
  1557.69        2500.00        22.0323       0.746335        54.4627        22.7587                 NaN            NaN            NaN
  1554.49        2500.00        21.5340       0.736633        54.5177        23.2117                 NaN            NaN            NaN
  1551.28        2500.00        21.0356       0.726930        54.5727        23.6648                 NaN            NaN            NaN
  1548.08        2500.00        20.5372       0.717226        54.6277        24.1179                 NaN            NaN            NaN
  1544.87        2500.00        20.0389       0.707523        54.6827        24.5709                 NaN            NaN            NaN
  1541.67        2500.00        19.5405       0.697820        54.7377        25.0240                 NaN            NaN            NaN
  1538.46        2500.00        19.0421       0.688116        54.7927        25.4771                 NaN            NaN            NaN
  1535.26        2500.00        18.5953       0.676516        54.8354        25.8928                 NaN            NaN            NaN
  1532.05        2500.00        18.1484       0.664916        54.8782        26.3085                 NaN            NaN            NaN
  1528.85        2500.00        17.7016       0.653317        54.9209        26.7242                 NaN            NaN            NaN
  1525.64        2500.00        17.2547       0.641716        54.9636        27.1399                 NaN            NaN            NaN
  1522.44        2500.00        16.8079       0.630116        55.0064        27.5556                 NaN            NaN            NaN
  1519.23        2500.00        16.3610       0.618516        55.0491        27.9713                 NaN            NaN            NaN
  1516.03        2500.00        15.9142       0.606915        55.0919        28.3870                 NaN            NaN            NaN
  1512.82        2500.00        15.4673       0.595315        55.1346        28.8028                 NaN            NaN            NaN
  1509.62        2500.00        15.0496       0.582601        55.1617        29.2061                 NaN            NaN            NaN
  1506.41        2500.00        14.6318       0.569888        55.1888        29.6095                 NaN            NaN            NaN
  1503.21        2500.00        14.2141       0.557174        55.2159        30.0129                 NaN            NaN            NaN
  1500.00        2500.00        13.7964       0.544460        55.2430        30.4162                 NaN            NaN            NaN
  1496.79        2500.00        13.3708       0.529987        55.2823        30.8169                 NaN            NaN            NaN
  1493.59        2500.00        12.9452       0.515513        55.3217        31.2175                 NaN            NaN            NaN
  1490.38        2500.00        12.4605       0.503093        55.3671        31.5386       0.130748                 NaN            NaN
  1487.18        2500.00        11.7613       0.502066        55.4390        31.6237       0.673946                 NaN            NaN
  1483.97        2500.00        11.2440       0.508806        55.4523        31.7008        1.09404                 NaN            NaN
  1480.77        2500.00        10.7268       0.515546        55.4656        31.7779        1.51414                 NaN            NaN
  1477.56        2500.00        10.2095       0.522286        55.4790        31.8550        1.93425                 NaN            NaN
  1474.36        2500.00        9.69223       0.529026        55.4923        31.9321        2.35435                 NaN            NaN
  1471.15        2500.00        9.17495       0.535766        55.5056        32.0092        2.77446                 NaN            NaN
  1467.95        2500.00        8.65768       0.542506        55.5189        32.0863        3.19457                 NaN            NaN
  1464.74        2500.00        8.14040       0.549246        55.5322        32.1635        3.61468                 NaN            NaN
  1461.54        2500.00        7.62311       0.555986        55.5455        32.2406        4.03480                 NaN            NaN
  1458.33        2500.00        7.22652       0.567008        55.5403        32.2888        4.37744                 NaN            NaN
  1455.13        2500.00        6.82993       0.578030        55.5350        32.3370        4.72009                 NaN            NaN
  1451.92        2500.00        6.47377       0.589683        55.5263        32.3731        5.03710                 NaN            NaN
  1448.72        2500.00        6.10166       0.611486        55.4904        32.2082        5.32221       0.266037                 NaN
  1445.51        2500.00        6.10166       0.611486        55.4904        32.2082        5.32221       0.266037                 NaN
  1442.31        2500.00        6.10166       0.611486        55.4904        32.2082        5.32221       0.266037                 NaN
  1439.10        2500.00        6.10166       0.611486        55.4904        32.2082        5.32221       0.266037                 NaN
  1435.90        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1432.69        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1429.49        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1426.28        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1423.08        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1419.87        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1416.67        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1413.46        2500.00        4.81492       0.692049        55.3897        31.6542        6.31241        1.13673                 NaN
  1410.26        2500.00        3.06474       0.842594        55.1193        31.0668        7.74230        2.16429                 NaN
  1407.05        2500.00        3.06474       0.842594        55.1193        31.0668        7.74230        2.16429                 NaN
  1403.85        2500.00        3.06474       0.842594        55.1193        31.0668        7.74230        2.16429                 NaN
  1400.64        2500.00        3.06474       0.842594        55.1193        31.0668        7.74230        2.16429                 NaN
  1397.44        2500.00        2.42978       0.911734        55.0066        30.8722        8.28334        2.49634                 NaN
  1394.23        2500.00        2.42978       0.911734        55.0066        30.8722        8.28334        2.49634                 NaN
  1391.03        2500.00        2.15229       0.946469        54.9407        30.7990        8.52526        2.63628                 NaN
  1387.82        2500.00        2.02120       0.963447        54.9031        30.7658        2.70849        8.62774       0.101945E-001
  1384.62        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1381.41        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1378.21        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1375.00        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1371.79        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1368.59        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1365.38        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1362.18        2500.00        1.87652       0.970041        54.9418        30.6481        8.66556        2.81610       0.818925E-001
  1358.97        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1355.77        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1352.56        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1349.36        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1346.15        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1342.95        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1339.74        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1336.54        2500.00       0.933374        1.04456        54.9840        30.0393        3.49746        8.98256       0.518718     
  1333.33        2500.00       0.194015        1.11339        54.9750        29.6123        9.23266        3.99085       0.881854     
  1330.13        2500.00       0.194015        1.11339        54.9750        29.6123        9.23266        3.99085       0.881854     
  1326.92        2500.00       0.280359E-001   1.12929        54.9690        29.5238        9.29268        4.09312       0.964088     
  1323.72        2500.00                 NaN   1.13561        54.9752        29.4992        9.29294        4.10629       0.990773     
  1320.51        2500.00                 NaN   1.14192        54.9788        29.4892        9.28182        4.10091        1.00727     
  1317.31        2500.00                 NaN   1.14192        54.9788        29.4892        9.28182        4.10091        1.00727     
  1314.10        2500.00                 NaN   1.14192        54.9788        29.4892        9.28182        4.10091        1.00727     
  1310.90        2500.00                 NaN   1.14192        54.9788        29.4892        9.28182        4.10091        1.00727     
  1307.69        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1304.49        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1301.28        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1298.08        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1294.87        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1291.67        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1288.46        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1285.26        2500.00                 NaN   1.16067        55.0420        29.4138        9.21861        4.07695        1.08801     
  1282.05        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1278.85        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1275.64        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1272.44        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1269.23        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1266.03        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1262.82        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1259.62        2500.00                 NaN   1.20338        55.1288        29.2962        9.12812        4.01561        1.22791     
  1256.41        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1253.21        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1250.00        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1246.79        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1243.59        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1240.38        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1237.18        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1233.97        2500.00                 NaN   1.24763        55.2090        29.1824        3.95583        9.04754        1.35756     
  1230.77        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1227.56        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1224.36        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1221.15        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1217.95        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1214.74        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1211.54        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1208.33        2500.00                 NaN   1.29464        55.2713        29.0897        8.97825        3.89092        1.47521     
  1205.13        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1201.92        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1198.72        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1195.51        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1192.31        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1189.10        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1185.90        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1182.69        2500.00                 NaN   1.34242        55.3312        29.0000        3.82736        8.91283        1.58618     
  1179.49        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1176.28        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1173.08        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1169.87        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1166.67        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1163.46        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1160.26        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1157.05        2500.00                 NaN   1.39135        55.3905        28.9171        8.86036        3.75452        1.68617     
  1153.85        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1150.64        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1147.44        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1144.23        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1141.03        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1137.82        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1134.62        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1131.41        2500.00                 NaN   1.44546        55.4309        28.8522        8.81978        3.68195        1.76968     
  1128.21        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1125.00        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1121.79        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1118.59        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1115.38        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1112.18        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1108.97        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1105.77        2500.00                 NaN   1.50465        55.4426        28.8259        8.78075        3.60401        1.84216     
  1102.56        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1099.36        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1096.15        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1092.95        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1089.74        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1086.54        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1083.33        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1080.13        2500.00                 NaN   1.56428        55.4490        28.7920        8.76092        3.52804        1.90567     
  1076.92        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1073.72        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1070.51        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1067.31        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1064.10        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1060.90        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1057.69        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1054.49        2500.00                 NaN   1.62842        55.4598        28.7665        8.73987        3.44889        1.95645     
  1051.28        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1048.08        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1044.87        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1041.67        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1038.46        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1035.26        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1032.05        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1028.85        2500.00                 NaN   1.69892        55.4317        28.7792        8.72940        3.36568        1.99511     
  1025.64        2500.00                 NaN   1.77725        55.3846        28.8113        3.27993        8.73046        2.01642     
