|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1947.37        2500.00        99.8369                 NaN  0.163093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.8068                 NaN  0.193155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.7768                 NaN  0.223236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.7467                 NaN  0.253276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.7167                 NaN  0.283265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.6868                 NaN  0.313179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.6569                 NaN  0.343089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.6271                 NaN  0.372909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.5973                 NaN  0.402711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.3006                 NaN  0.416187       0.283187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.3246                 NaN            NaN  0.675440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.2782                 NaN            NaN  0.721838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3878                 NaN            NaN  0.612245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3363                 NaN            NaN  0.663710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3439                 NaN            NaN  0.656109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.2500                 NaN  0.230529E-001  0.726912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4431                 NaN            NaN  0.556863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3538                 NaN            NaN  0.646167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3552                 NaN            NaN  0.644770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3612                 NaN            NaN  0.638787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3650                 NaN            NaN  0.634977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3611                 NaN            NaN  0.638863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3709                 NaN            NaN  0.629069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3184                 NaN            NaN  0.681622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4313                 NaN            NaN  0.568723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3749                 NaN            NaN  0.625098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3803                 NaN            NaN  0.619715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3450                 NaN            NaN  0.655034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4226                 NaN            NaN  0.577445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3707                 NaN            NaN  0.616698       0.125621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3714                 NaN            NaN  0.613567       0.150761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3739                 NaN            NaN  0.611084       0.150274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3749                 NaN            NaN  0.610049       0.150146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3761                 NaN            NaN  0.608919       0.149471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3758                 NaN            NaN  0.609217       0.149893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3791                 NaN            NaN  0.606024       0.148416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3792                 NaN            NaN  0.605957       0.148782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3813                 NaN            NaN  0.603926       0.147932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3793                 NaN            NaN  0.605918       0.148186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2083                 NaN            NaN  0.772774       0.189023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.6842                 NaN            NaN  0.308329       0.747337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.2553                 NaN            NaN  0.726974       0.177169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3806                 NaN            NaN  0.604701       0.146857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3812                 NaN            NaN  0.604142       0.146135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5538                 NaN            NaN  0.435669       0.105714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.2075                 NaN            NaN  0.773847       0.186303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3806                 NaN            NaN  0.604864       0.145264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3777                 NaN            NaN  0.607761       0.145513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4418                 NaN            NaN  0.545155       0.130125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3117                 NaN            NaN  0.672355       0.159828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3764                 NaN            NaN  0.609213       0.144194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3742                 NaN            NaN  0.611405       0.144164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3719                 NaN            NaN  0.613685       0.144181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3699                 NaN            NaN  0.615712       0.144046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3670                 NaN            NaN  0.618649       0.143916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3679                 NaN            NaN  0.617734       0.143305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3641                 NaN            NaN  0.621564       0.143235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3628                 NaN            NaN  0.622923       0.142982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3596                 NaN            NaN  0.626110       0.143003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3566                 NaN            NaN  0.629122       0.142788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3544                 NaN            NaN  0.631368       0.142409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3512                 NaN            NaN  0.634590       0.142595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3485                 NaN            NaN  0.637226       0.142360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3451                 NaN            NaN  0.640667       0.142250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3423                 NaN            NaN  0.643442       0.142094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3362                 NaN            NaN  0.649484       0.142918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3006                 NaN            NaN  0.684422       0.149461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1178                 NaN            NaN  0.863562       0.186238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5754                 NaN            NaN  0.415640       0.891535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3218                 NaN            NaN  0.664013       0.142115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3150                 NaN            NaN  0.670738       0.143109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3222                 NaN            NaN  0.663817       0.139610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3105                 NaN            NaN  0.675329       0.141663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3053                 NaN            NaN  0.680511       0.141771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3024                 NaN            NaN  0.683489       0.141207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.2975                 NaN            NaN  0.688362       0.141409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2934                 NaN            NaN  0.692457       0.141362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2876                 NaN            NaN  0.698227       0.141736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2849                 NaN            NaN  0.700967       0.141187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2789                 NaN            NaN  0.706996       0.141479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2733                 NaN            NaN  0.712568       0.141588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2681                 NaN            NaN  0.717681       0.141794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2661                 NaN            NaN  0.719750       0.141017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.6720                 NaN            NaN   1.30216       0.258900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.8374                 NaN            NaN  0.159747       0.284037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2488                 NaN            NaN  0.737022       0.141822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2456                 NaN            NaN  0.740232       0.141556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2397                 NaN            NaN  0.746124       0.141721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2697                 NaN            NaN  0.716721       0.135383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.8492                 NaN            NaN  0.148042       0.277357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.5777                 NaN            NaN   1.39619       0.261253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2221                 NaN            NaN  0.763697       0.142106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2583                 NaN            NaN  0.728266       0.134680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.1736                 NaN            NaN  0.811414       0.149427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.1976                 NaN            NaN  0.788006       0.144383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2179                 NaN            NaN  0.768187       0.139429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2018                 NaN            NaN  0.783982       0.142009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1999                 NaN            NaN  0.785950       0.141997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.1954                 NaN            NaN  0.790447       0.141942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1924                 NaN            NaN  0.793414       0.142115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.1890                 NaN            NaN  0.796833       0.142033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1850                 NaN            NaN  0.800791       0.142335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1837                 NaN            NaN  0.802070       0.142023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1803                 NaN            NaN  0.805442       0.142229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.1916                 NaN            NaN  0.794426       0.139724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1633                 NaN            NaN  0.822233       0.144469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1746                 NaN            NaN  0.811164       0.142175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1717                 NaN            NaN  0.814045       0.142454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.7718       0.126430       0.168932E-001  0.947535       0.146510E-001  0.122648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2762                 NaN            NaN  0.711379       0.124141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1755                 NaN            NaN  0.810392       0.141312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.1735                 NaN            NaN  0.812330       0.141632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1455                 NaN            NaN  0.839716       0.148050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.1978                 NaN            NaN  0.788630       0.135526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.1728                 NaN            NaN  0.813014       0.141457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        96.6322                 NaN            NaN  0.750540                 NaN   2.61726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.7391                 NaN            NaN  0.406305E-001            NaN  0.220260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.0473                 NaN            NaN  0.297441                 NaN   1.65530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0452                 NaN            NaN  0.296504                 NaN   1.65831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1027                 NaN            NaN  0.287566                 NaN   1.60974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1295                 NaN            NaN  0.283231                 NaN   1.58730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1621                 NaN            NaN  0.276739                 NaN   1.56119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1776                 NaN            NaN  0.274247                 NaN   1.54814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2504                 NaN            NaN  0.264685                 NaN   1.48492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2619                 NaN            NaN  0.262724                 NaN   1.47533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2848                 NaN            NaN  0.253440                 NaN   1.46181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3306                 NaN            NaN  0.248906                 NaN   1.42051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3531                 NaN            NaN  0.246232                 NaN   1.40071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3805                 NaN            NaN  0.240090                 NaN   1.37944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4082                 NaN            NaN  0.235823                 NaN   1.35600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4333                 NaN            NaN  0.229673                 NaN   1.33700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4614                 NaN            NaN  0.226353                 NaN   1.31226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4851                 NaN            NaN  0.222046                 NaN   1.29288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5087                 NaN            NaN  0.220287                 NaN   1.27098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5375                 NaN            NaN  0.213793                 NaN   1.24875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        97.2819                 NaN            NaN  0.377743                 NaN   2.34040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.7036                 NaN            NaN  0.455612E-001            NaN  0.250837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7684                 NaN            NaN  0.177515                 NaN   1.05410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6208                 NaN            NaN  0.195683                 NaN   1.18353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6455                 NaN            NaN  0.192384                 NaN   1.16208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6645                 NaN            NaN  0.188892                 NaN   1.14662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6784                 NaN            NaN  0.184894                 NaN   1.13667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7064                 NaN            NaN  0.181529                 NaN   1.11205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7227                 NaN            NaN  0.177794                 NaN   1.09955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6530                 NaN            NaN  0.185761                 NaN   1.16123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8432                 NaN            NaN  0.159516                 NaN  0.997294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7596                 NaN            NaN  0.164343                 NaN   1.07610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8029                 NaN            NaN  0.163615                 NaN   1.03353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8060                 NaN            NaN  0.158971                 NaN   1.03503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8237                 NaN            NaN  0.157308                 NaN   1.01903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8387                 NaN            NaN  0.158735                 NaN   1.00255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8569                 NaN            NaN  0.142038                 NaN   1.00105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8676                 NaN            NaN  0.154455                 NaN  0.977904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8831                 NaN            NaN  0.142671                 NaN  0.974217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8973                 NaN            NaN  0.140635                 NaN  0.962062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9117                 NaN            NaN  0.138819                 NaN  0.949484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8830                 NaN            NaN  0.139371                 NaN  0.977616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9786                 NaN            NaN  0.127636                 NaN  0.893739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9497                 NaN            NaN  0.128711                 NaN  0.921597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9616                 NaN            NaN  0.125693                 NaN  0.912735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8853                 NaN            NaN  0.140696                 NaN  0.974040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0806                 NaN            NaN  0.111668                 NaN  0.807780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9969                 NaN            NaN  0.119311                 NaN  0.883778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0088                 NaN            NaN  0.112821                 NaN  0.878400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0169                 NaN            NaN  0.111608                 NaN  0.871519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0319                 NaN            NaN  0.110284                 NaN  0.857801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0370                 NaN            NaN  0.111787                 NaN  0.851184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0551                 NaN            NaN  0.102686                 NaN  0.842262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0590                 NaN            NaN  0.101668                 NaN  0.839370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0469                 NaN            NaN  0.853851E-001            NaN  0.740780       0.126914                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8824                 NaN            NaN            NaN            NaN  0.647044E-002   1.11114                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8755                 NaN            NaN            NaN            NaN  0.101017        1.02351                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8725                 NaN            NaN            NaN            NaN            NaN   1.12752                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8784                 NaN            NaN            NaN            NaN            NaN   1.12157                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8717                 NaN            NaN  0.103480E-002            NaN  0.384518E-002   1.12338                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8838                 NaN            NaN            NaN            NaN            NaN   1.11618                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8892                 NaN            NaN  0.169508E-003            NaN            NaN   1.11064                 NaN            NaN            NaN            NaN            NaN            NaN
