|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1947.37        2500.00        99.9335                 NaN  0.665271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.9212                 NaN  0.787962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.9089                 NaN  0.910757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.8967                 NaN  0.103340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.8844                 NaN  0.115586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.8722                 NaN  0.127804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.8600                 NaN  0.140022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.8478                 NaN  0.152205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.8356                 NaN  0.164383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.5634                 NaN  0.169923       0.266724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.3655                 NaN            NaN  0.634525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3220                 NaN            NaN  0.677993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.4253                 NaN            NaN  0.574733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3773                 NaN            NaN  0.622705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3846                 NaN            NaN  0.615405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3091                 NaN  0.939297E-002  0.681469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4781                 NaN            NaN  0.521889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3948                 NaN            NaN  0.605243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3962                 NaN            NaN  0.603762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4021                 NaN            NaN  0.597948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4059                 NaN            NaN  0.594101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4025                 NaN            NaN  0.597511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4119                 NaN            NaN  0.588080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3630                 NaN            NaN  0.636994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4688                 NaN            NaN  0.531150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4165                 NaN            NaN  0.583544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4217                 NaN            NaN  0.578304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3890                 NaN            NaN  0.610952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4618                 NaN            NaN  0.538249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4167                 NaN            NaN  0.574723       0.857308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4183                 NaN            NaN  0.571444       0.102813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4209                 NaN            NaN  0.568902       0.102475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4221                 NaN            NaN  0.567708       0.102332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4236                 NaN            NaN  0.566227       0.101830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4236                 NaN            NaN  0.566214       0.102098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4269                 NaN            NaN  0.562983       0.101025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4272                 NaN            NaN  0.562691       0.101273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4294                 NaN            NaN  0.560517       0.100631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4279                 NaN            NaN  0.562035       0.100736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2704                 NaN            NaN  0.716786       0.128475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.7094                 NaN            NaN  0.285561       0.507712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3147                 NaN            NaN  0.673298       0.120339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4305                 NaN            NaN  0.559563       0.997111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4313                 NaN            NaN  0.558805       0.991563E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5900                 NaN            NaN  0.402789       0.717158E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.2723                 NaN            NaN  0.715085       0.126386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4317                 NaN            NaN  0.558496       0.984610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4294                 NaN            NaN  0.560741       0.985828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4885                 NaN            NaN  0.502638       0.881241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3695                 NaN            NaN  0.619698       0.108206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4291                 NaN            NaN  0.561145       0.975653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4275                 NaN            NaN  0.562775       0.974914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4258                 NaN            NaN  0.564462       0.974836E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4242                 NaN            NaN  0.566023       0.973359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4221                 NaN            NaN  0.568193       0.971983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4231                 NaN            NaN  0.567201       0.967860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4201                 NaN            NaN  0.570224       0.966515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4191                 NaN            NaN  0.571205       0.964514E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4167                 NaN            NaN  0.573706       0.964249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4144                 NaN            NaN  0.576009       0.962229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4128                 NaN            NaN  0.577648       0.959291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4101                 NaN            NaN  0.580255       0.960298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4082                 NaN            NaN  0.582244       0.958304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4054                 NaN            NaN  0.585002       0.957064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4033                 NaN            NaN  0.587163       0.955641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3981                 NaN            NaN  0.592263       0.961058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3665                 NaN            NaN  0.623495       0.100391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2015                 NaN            NaN  0.785956       0.125054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.6160                 NaN            NaN  0.378009       0.598275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3867                 NaN            NaN  0.603765       0.953362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3810                 NaN            NaN  0.609373       0.960097E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3881                 NaN            NaN  0.602511       0.935843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3780                 NaN            NaN  0.612498       0.949172E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3738                 NaN            NaN  0.616699       0.949445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3717                 NaN            NaN  0.618853       0.944978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3677                 NaN            NaN  0.622815       0.946097E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3645                 NaN            NaN  0.626046       0.945373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3597                 NaN            NaN  0.630811       0.947386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3579                 NaN            NaN  0.632695       0.943281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3530                 NaN            NaN  0.637590       0.944794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3484                 NaN            NaN  0.642140       0.944737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3445                 NaN            NaN  0.646069       0.946045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3432                 NaN            NaN  0.647359       0.940101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.8140                 NaN            NaN   1.16872       0.173099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.8547                 NaN            NaN  0.143361       0.189063E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3295                 NaN            NaN  0.661087       0.944071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3271                 NaN            NaN  0.663451       0.941768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3225                 NaN            NaN  0.668044       0.942115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3499                 NaN            NaN  0.641094       0.899791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.8659                 NaN            NaN  0.132271       0.184190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.7351                 NaN            NaN   1.24759       0.173532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3091                 NaN            NaN  0.681427       0.942963E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3420                 NaN            NaN  0.649038       0.893096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2675                 NaN            NaN  0.722620       0.990515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2897                 NaN            NaN  0.700689       0.956343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3081                 NaN            NaN  0.682685       0.922825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2946                 NaN            NaN  0.695979       0.939321E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2935                 NaN            NaN  0.697137       0.939149E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2903                 NaN            NaN  0.700358       0.937728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2883                 NaN            NaN  0.702345       0.938562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2861                 NaN            NaN  0.704564       0.937292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2833                 NaN            NaN  0.707283       0.938771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2829                 NaN            NaN  0.707762       0.936030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2807                 NaN            NaN  0.709892       0.936881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2913                 NaN            NaN  0.699476       0.919621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2672                 NaN            NaN  0.723282       0.950561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2779                 NaN            NaN  0.712724       0.934738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2761                 NaN            NaN  0.714530       0.936070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.9362       0.127510       0.671771E-002  0.810035       0.953122E-002  0.109966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3691                 NaN            NaN  0.622804       0.813962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2818                 NaN            NaN  0.708945       0.926348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2808                 NaN            NaN  0.709887       0.927952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2575                 NaN            NaN  0.732849       0.969985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3036                 NaN            NaN  0.687543       0.886685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2827                 NaN            NaN  0.708010       0.924939E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        96.9763                 NaN            NaN  0.655062                 NaN   2.36863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.7662                 NaN            NaN  0.352923E-001            NaN  0.198518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.2476                 NaN            NaN  0.258632                 NaN   1.49374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.2468                 NaN            NaN  0.257673                 NaN   1.49554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.2990                 NaN            NaN  0.249658                 NaN   1.45137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.3238                 NaN            NaN  0.245714                 NaN   1.43047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.3539                 NaN            NaN  0.239913                 NaN   1.40617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.3689                 NaN            NaN  0.237567                 NaN   1.39357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4348                 NaN            NaN  0.229099                 NaN   1.33614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.4461                 NaN            NaN  0.227186                 NaN   1.32675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4670                 NaN            NaN  0.218928                 NaN   1.31403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5086                 NaN            NaN  0.214908                 NaN   1.27644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.5298                 NaN            NaN  0.212405                 NaN   1.25782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.5549                 NaN            NaN  0.206949                 NaN   1.23819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5803                 NaN            NaN  0.203130                 NaN   1.21652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6034                 NaN            NaN  0.197683                 NaN   1.19890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6293                 NaN            NaN  0.194626                 NaN   1.17604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6511                 NaN            NaN  0.190763                 NaN   1.15813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6729                 NaN            NaN  0.189143                 NaN   1.13798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6993                 NaN            NaN  0.183366                 NaN   1.11730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        97.5797                 NaN            NaN  0.324257                 NaN   2.09607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.7371                 NaN            NaN  0.389517E-001            NaN  0.223916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.9068                 NaN            NaN  0.151790                 NaN  0.941459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7760                 NaN            NaN  0.167259                 NaN   1.05678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7984                 NaN            NaN  0.164312                 NaN   1.03726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8162                 NaN            NaN  0.161146                 NaN   1.02269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8291                 NaN            NaN  0.157661                 NaN   1.01327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8547                 NaN            NaN  0.154593                 NaN  0.990722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8696                 NaN            NaN  0.151274                 NaN  0.979171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8087                 NaN            NaN  0.157882                 NaN   1.03347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9775                 NaN            NaN  0.135458                 NaN  0.887070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9040                 NaN            NaN  0.139381                 NaN  0.956573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9430                 NaN            NaN  0.138688                 NaN  0.918303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9462                 NaN            NaN  0.134631                 NaN  0.919166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9624                 NaN            NaN  0.133102                 NaN  0.904486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9767                 NaN            NaN  0.134120                 NaN  0.889207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9925                 NaN            NaN  0.119955                 NaN  0.887545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0032                 NaN            NaN  0.130306                 NaN  0.866451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0169                 NaN            NaN  0.120298                 NaN  0.862842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0301                 NaN            NaN  0.118444                 NaN  0.851494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0433                 NaN            NaN  0.116806                 NaN  0.839901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0183                 NaN            NaN  0.117182                 NaN  0.864509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1030                 NaN            NaN  0.107189                 NaN  0.789764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0781                 NaN            NaN  0.107978                 NaN  0.813926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0890                 NaN            NaN  0.105355                 NaN  0.805688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0229                 NaN            NaN  0.117814                 NaN  0.859299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1944                 NaN            NaN  0.934285E-001            NaN  0.712166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1217                 NaN            NaN  0.996879E-001            NaN  0.778580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1322                 NaN            NaN  0.941834E-001            NaN  0.773646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1398                 NaN            NaN  0.931032E-001            NaN  0.767085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1535                 NaN            NaN  0.918930E-001            NaN  0.754564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1587                 NaN            NaN  0.930487E-001            NaN  0.748237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1745                 NaN            NaN  0.853920E-001            NaN  0.740106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1784                 NaN            NaN  0.844559E-001            NaN  0.737167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1672                 NaN            NaN  0.708557E-001            NaN  0.650182       0.111781                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0161                 NaN            NaN            NaN            NaN  0.567676E-002  0.978238                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0108                 NaN            NaN            NaN            NaN  0.885785E-001  0.900602                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0086                 NaN            NaN            NaN            NaN            NaN  0.991366                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0144                 NaN            NaN            NaN            NaN            NaN  0.985607                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0096                 NaN            NaN  0.854265E-003            NaN  0.336343E-002  0.986161                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0203                 NaN            NaN            NaN            NaN            NaN  0.979698                 NaN            NaN            NaN            NaN            NaN            NaN
