|6.6.6
Archiving\03_Data\frac/QFM_m4.75/Y98/Y98_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1929.82        2500.00        99.0121       0.964185       0.236658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.0121       0.964185       0.236658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.0121       0.964185       0.236658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.0121       0.964185       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.0121       0.964185       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.0121       0.964184       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.0122       0.964184       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.0122       0.964184       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.0122       0.964184       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.0122       0.964183       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.0122       0.964183       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.0122       0.964183       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.0122       0.964183       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.0122       0.964182       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.0122       0.964182       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.0122       0.964182       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.0122       0.964181       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.0122       0.964181       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.0122       0.964181       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.0122       0.964181       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.0122       0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.0122       0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.0122       0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.0122       0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.0122       0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.0122       0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0122       0.964177       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.0122       0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.0122       0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.0122       0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0122       0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.0122       0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.0122       0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.0122       0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.0122       0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.0122       0.964173       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.0122       0.964168       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.0122       0.964168       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.0122       0.964168       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.0122       0.964167       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.0122       0.964167       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.0122       0.964167       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.0122       0.964166       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.0122       0.964166       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.0122       0.964165       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.0122       0.964165       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.0122       0.964165       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.0122       0.964164       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.0122       0.964164       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.0122       0.964163       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.0122       0.964163       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0122       0.964163       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0122       0.964162       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.0122       0.964162       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.0122       0.964161       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0122       0.964161       0.236652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0122       0.964160       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.0122       0.964160       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.0122       0.964160       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.0122       0.964159       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0122       0.964159       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.0122       0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.0122       0.964158       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0122       0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.0122       0.964157       0.236651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.0030       0.964182       0.236657E-001  0.914654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        98.9856       0.964230       0.236668E-001  0.264642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.9683       0.964277       0.236680E-001  0.437078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.9482       0.964322       0.236691E-001  0.601603E-001  0.369487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        98.9233       0.964398       0.236710E-001  0.747456E-001  0.138693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        98.9088       0.964571       0.236752E-001  0.892390E-001  0.137632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.8942       0.964744       0.236795E-001  0.103667       0.136708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.8798       0.964915       0.236837E-001  0.118016       0.135711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        98.8655       0.965085       0.236878E-001  0.132252       0.134661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        98.8512       0.965254       0.236920E-001  0.146433       0.133720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        98.8371       0.965421       0.236961E-001  0.160507       0.132594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.8230       0.965588       0.237002E-001  0.174502       0.131719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.8091       0.965753       0.237042E-001  0.188401       0.130665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        98.7952       0.965917       0.237083E-001  0.202221       0.129678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.7814       0.966080       0.237123E-001  0.215957       0.128777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.7676       0.966242       0.237162E-001  0.229652       0.127966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.7541       0.966402       0.237202E-001  0.243150       0.126551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.7405       0.966561       0.237241E-001  0.256612       0.125789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.7270       0.966720       0.237280E-001  0.270027       0.124940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.7136       0.966877       0.237318E-001  0.283367       0.124222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.6342       0.967011       0.236302E-001  0.288666       0.125282E-001  0.739579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.6319                 NaN            NaN            NaN  0.131269E-001  0.354983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3150                 NaN            NaN            NaN  0.134761E-001  0.671546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3140                 NaN            NaN            NaN  0.134452E-001  0.672567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2923                 NaN            NaN            NaN  0.138989E-001  0.693837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3385                 NaN            NaN            NaN  0.129368E-001  0.648573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3157                 NaN            NaN            NaN  0.133966E-001  0.670889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.8057                 NaN            NaN            NaN  0.233314E-001   1.17101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.8334                 NaN            NaN            NaN  0.327264E-002  0.163323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3190                 NaN            NaN            NaN  0.132876E-001  0.667665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3199                 NaN            NaN            NaN  0.132548E-001  0.666833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3199                 NaN            NaN            NaN  0.132539E-001  0.666796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3253                 NaN            NaN            NaN  0.131456E-001  0.661584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.7925                 NaN            NaN            NaN  0.166968E-003  0.404784       0.802536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3868                 NaN            NaN            NaN            NaN  0.199955        1.41324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4121                 NaN            NaN            NaN            NaN  0.194740        1.39316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4010                 NaN            NaN            NaN            NaN  0.195545        1.40347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4991                 NaN            NaN            NaN            NaN  0.182176        1.31871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4875                 NaN            NaN            NaN            NaN  0.181935        1.33057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5112                 NaN            NaN            NaN            NaN  0.178763        1.31009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5347                 NaN            NaN            NaN            NaN  0.176135        1.28914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.2260                 NaN            NaN            NaN            NaN  0.880987E-001  0.685940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        97.9086                 NaN            NaN            NaN            NaN  0.245806        1.84557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5982                 NaN            NaN            NaN            NaN  0.162561        1.23926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6217                 NaN            NaN            NaN            NaN  0.160976        1.21729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6425                 NaN            NaN            NaN            NaN  0.157342        1.20020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6598                 NaN            NaN            NaN            NaN  0.152358        1.18787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6788                 NaN            NaN            NaN            NaN  0.150869        1.17038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7024                 NaN            NaN            NaN            NaN  0.146695        1.15086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7165                 NaN            NaN            NaN            NaN  0.142265        1.14120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7342                 NaN            NaN            NaN            NaN  0.140180        1.12559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7533                 NaN            NaN            NaN            NaN  0.139041        1.10763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7697                 NaN            NaN            NaN            NaN  0.135653        1.09463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7877                 NaN            NaN            NaN            NaN  0.135585        1.07674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8044                 NaN            NaN            NaN            NaN  0.128786        1.06682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8180                 NaN            NaN            NaN            NaN  0.126610        1.05541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8330                 NaN            NaN            NaN            NaN  0.123859        1.04318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8368                 NaN            NaN            NaN            NaN  0.122687        1.04055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8720                 NaN            NaN            NaN            NaN  0.116100        1.01185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8757                 NaN            NaN            NaN            NaN  0.114293        1.01000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.4904                 NaN            NaN            NaN            NaN  0.170679        1.33897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.3000                 NaN            NaN            NaN            NaN  0.530045E-001  0.647014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9162                 NaN            NaN            NaN            NaN  0.107941       0.975840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9232                 NaN            NaN            NaN            NaN  0.103347       0.973456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8569                 NaN            NaN            NaN            NaN  0.120103        1.02296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0460                 NaN            NaN            NaN            NaN  0.864017E-001  0.867610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9651                 NaN            NaN            NaN            NaN  0.973694E-001  0.937509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9644                 NaN            NaN            NaN            NaN  0.910591E-001  0.887012       0.574848E-001            NaN            NaN            NaN            NaN            NaN            NaN
