|6.6.6
Archiving\03_Data\frac/QFM_m3.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1857.14        2500.00        99.1674       0.832604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.1674       0.832603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.1674       0.832602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.1674       0.832602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.1674       0.832601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.1674       0.832601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.1674       0.832600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1674       0.832600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1674       0.832599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1674       0.832599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1674       0.832598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1674       0.832597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1674       0.832597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1674       0.832596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1674       0.832596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1674       0.832595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1632       0.832594       0.417308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1515       0.832628       0.158660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1514       0.832760       0.158137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1515       0.832891       0.156175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1514       0.833020       0.155560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1514       0.833149       0.154291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1266       0.833275       0.401288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1664       0.833610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1610       0.833609       0.537580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1514       0.833653       0.149540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1514       0.833777       0.148670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1513       0.833900       0.147503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1513       0.834022       0.147024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1513       0.834144       0.145096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1514       0.834264       0.143756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1513       0.834383       0.143517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1513       0.834502       0.141816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1513       0.834620       0.140661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        98.5687       0.834739       0.143017E-001  0.582289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3225                 NaN  0.143786E-001  0.663121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3992                 NaN  0.126956E-001  0.588123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2298                 NaN  0.160849E-001  0.754092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3070                 NaN  0.143834E-001  0.678569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3034                 NaN  0.143332E-001  0.682293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3087                 NaN  0.141400E-001  0.677183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2812                 NaN  0.145517E-001  0.704244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2865                 NaN  0.143570E-001  0.699147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2835                 NaN  0.142997E-001  0.702168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3675                 NaN  0.125090E-001  0.620002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.1833                 NaN  0.160792E-001  0.800600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2670                 NaN  0.142657E-001  0.718782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2619                 NaN  0.142750E-001  0.723813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2575                 NaN  0.142472E-001  0.728211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2500                 NaN  0.142821E-001  0.735701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2473                 NaN  0.142261E-001  0.738512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2403                 NaN  0.142573E-001  0.745480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2623                 NaN  0.137553E-001  0.723979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.7565                 NaN  0.450060E-002  0.238961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.6751                 NaN  0.243927E-001   1.30055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2210                 NaN  0.142172E-001  0.764777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2173                 NaN  0.141988E-001  0.768490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.1010                 NaN  0.168970E-001  0.882101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.1492                 NaN  0.157437E-001  0.835018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.9800                 NaN  0.167587E-001   1.00323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.5850                 NaN  0.731370E-002  0.407671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1942                 NaN  0.141869E-001  0.791629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.1887                 NaN  0.142071E-001  0.797117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1846                 NaN  0.142238E-001  0.801130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2291                 NaN  0.133676E-001  0.757548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1351                 NaN  0.149232E-001  0.850009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.2959                 NaN  0.291865E-001   1.67496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00       100.0000                 NaN            NaN  0.385059E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2380                 NaN  0.128403E-001  0.749200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1543                 NaN  0.143874E-001  0.831325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1631                 NaN  0.140862E-001  0.822788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.4746                 NaN  0.258770E-001   1.49950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.8785                 NaN  0.203174E-002  0.119480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1436                 NaN  0.143703E-001  0.842042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1409                 NaN  0.140338E-001  0.819370       0.256505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.6135                 NaN  0.943207E-002  0.253573        2.12353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6572                 NaN  0.904755E-002  0.245443        2.08830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.6995                 NaN  0.863533E-002  0.237600        2.05429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.7369                 NaN  0.824271E-002  0.229742        2.02508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.7794                 NaN  0.799882E-002  0.222236        1.99035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.8228                 NaN  0.746305E-002  0.215156        1.95459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.8564                 NaN  0.719288E-002  0.207703        1.92870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.8945                 NaN  0.674439E-002  0.175011        1.92379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9251                 NaN  0.661182E-002  0.219617        1.84871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9601                 NaN  0.622135E-002  0.186624        1.84701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.9934                 NaN  0.592698E-002  0.179702        1.82096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0244                 NaN  0.553477E-002  0.173353        1.79667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0555                 NaN  0.519975E-002  0.166706        1.77263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0147                 NaN  0.509603E-002  0.165703        1.81449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1777                 NaN  0.440408E-002  0.147923        1.66998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1433                 NaN  0.431617E-002  0.148032        1.70433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1699                 NaN  0.404357E-002  0.142105        1.68395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1937                 NaN  0.371114E-002  0.135707        1.66691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2188                 NaN  0.337446E-002  0.129855        1.64797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2422                 NaN  0.308185E-002  0.124127        1.63060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2663                 NaN  0.279589E-002  0.118509        1.61237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2884                 NaN  0.249273E-002  0.112945        1.59615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3103                 NaN  0.225984E-002  0.107359        1.58004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3327                 NaN  0.191139E-002  0.102105        1.56333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3527                 NaN  0.160036E-002  0.967781E-001   1.54889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3728                 NaN  0.132760E-002  0.915160E-001   1.53439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3908                 NaN  0.103268E-002  0.863469E-001   1.52187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.2331                 NaN  0.534533E-002  0.758535E-002   1.75392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6138                 NaN            NaN  0.159193        1.22706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4444                 NaN            NaN  0.715367E-001   1.48411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.4620                 NaN            NaN  0.730950E-001   1.46493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4773                 NaN            NaN  0.563016E-001   1.46638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4933                 NaN            NaN  0.590648E-001   1.44761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.5077                 NaN            NaN  0.538449E-001   1.43844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.5208                 NaN            NaN  0.534080E-001   1.42582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.5392                 NaN            NaN  0.442584E-001   1.41657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5486                 NaN            NaN  0.431131E-001   1.40833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.5598                 NaN            NaN  0.391844E-001   1.39782       0.319250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.3221                 NaN  0.562614E-002  0.253820E-005            NaN   1.67227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.2677                 NaN  0.190582E-001            NaN            NaN   1.71321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.2528                 NaN  0.188936E-001            NaN            NaN   1.72835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.2325                 NaN  0.187341E-001            NaN            NaN   1.74875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.2061                 NaN  0.185632E-001            NaN            NaN   1.77537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.1693                 NaN  0.184134E-001            NaN            NaN   1.81226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.1226                 NaN  0.183171E-001            NaN            NaN   1.85912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.0470                 NaN  0.181562E-001            NaN            NaN   1.93483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        97.9318                 NaN  0.180210E-001            NaN            NaN   2.05018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.6817                 NaN  0.178060E-001            NaN            NaN   2.30049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.0439                 NaN  0.154320E-001            NaN            NaN   2.79704       0.143657                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.0820                 NaN  0.147391E-001            NaN            NaN  0.675511E-002   2.89653                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.1201                 NaN  0.140283E-001  0.107189                 NaN   2.75864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.1582                 NaN  0.129068E-001  0.241782                 NaN   2.58715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.2338                 NaN  0.121682E-001  0.259225                 NaN   2.49483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.3041                 NaN  0.112003E-001  0.292697                 NaN   2.39205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.3618                 NaN  0.110399E-001  0.257205                 NaN   2.36994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.3809                 NaN  0.107989E-001  0.239005                 NaN   2.36926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.5116                 NaN  0.978385E-002  0.263118                 NaN   2.21548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.5328                 NaN  0.944602E-002  0.256329                 NaN   2.20145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.5849                 NaN  0.891889E-002  0.257866                 NaN   2.14832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.6173                 NaN  0.856563E-002  0.285757                 NaN   2.08833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        96.3461                 NaN  0.137448E-001  0.296427                 NaN  0.130995        3.21277                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0709                 NaN  0.309547E-002  0.112295                 NaN  0.813742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.7869                 NaN  0.718122E-002  0.241061                 NaN   1.96487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8217                 NaN  0.671888E-002  0.245937                 NaN   1.92564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
