|6.6.6
Archiving\03_Data\frac/QFM/NWA1068/NWA1068_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1832.08        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.9471                 NaN            NaN            NaN  0.529091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.9880                 NaN            NaN            NaN  0.120476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.9926                 NaN            NaN            NaN  0.742680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9799                 NaN            NaN            NaN  0.200899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9864                 NaN            NaN            NaN  0.136038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9865                 NaN            NaN            NaN  0.134924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.9866                 NaN            NaN            NaN  0.133874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9867                 NaN            NaN            NaN  0.132948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9868                 NaN            NaN            NaN  0.131803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9869                 NaN            NaN            NaN  0.130637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9869                 NaN            NaN            NaN  0.130671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9872                 NaN            NaN            NaN  0.127631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9872                 NaN            NaN            NaN  0.127641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9873                 NaN            NaN            NaN  0.126609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9874                 NaN            NaN            NaN  0.125542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.9875                 NaN            NaN            NaN  0.124695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9876                 NaN            NaN            NaN  0.123756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9878                 NaN            NaN            NaN  0.122335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9878                 NaN            NaN            NaN  0.121628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9879                 NaN            NaN            NaN  0.120858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9881                 NaN            NaN            NaN  0.119293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9881                 NaN            NaN            NaN  0.118567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9882                 NaN            NaN            NaN  0.117860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9883                 NaN            NaN            NaN  0.116565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9949                 NaN            NaN            NaN  0.514811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9820                 NaN            NaN  0.209071E-005  0.179587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.9886                 NaN            NaN            NaN  0.114323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9887                 NaN            NaN  0.102848E-005  0.112745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9025                 NaN            NaN  0.862974E-001  0.111640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.6048                 NaN            NaN  0.384301       0.108920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4379                 NaN            NaN  0.551364       0.107508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4388                 NaN            NaN  0.550516       0.107019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4400                 NaN            NaN  0.549361       0.106537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4344                 NaN            NaN  0.554950       0.106866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4438                 NaN            NaN  0.545679       0.105010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4405                 NaN            NaN  0.548965       0.105262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4398                 NaN            NaN  0.549650       0.105126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3988                 NaN            NaN  0.590003       0.112354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4857                 NaN            NaN  0.504708       0.958549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4413                 NaN            NaN  0.548295       0.103563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4377                 NaN            NaN  0.551914       0.103980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4468                 NaN            NaN  0.542960       0.101903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4452                 NaN            NaN  0.544638       0.102086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4449                 NaN            NaN  0.544896       0.101745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4471                 NaN            NaN  0.542778       0.101041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4482                 NaN            NaN  0.541710       0.100580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4481                 NaN            NaN  0.541916       0.100256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4512                 NaN            NaN  0.538811       0.994015E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4526                 NaN            NaN  0.537480       0.989028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4536                 NaN            NaN  0.536540       0.985458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4551                 NaN            NaN  0.535143       0.979963E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4547                 NaN            NaN  0.535551       0.977396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4595                 NaN            NaN  0.530876       0.967061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.4597                 NaN            NaN  0.530694       0.963693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.4620                 NaN            NaN  0.528399       0.956930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.4615                 NaN            NaN  0.528992       0.954997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.4632                 NaN            NaN  0.527304       0.950960E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.3382                 NaN            NaN  0.650153       0.116268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5999                 NaN            NaN  0.393005       0.704780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.4719                 NaN            NaN  0.518806       0.928839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.4679                 NaN            NaN  0.522791       0.931906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.4807                 NaN            NaN  0.510199       0.911236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.4770                 NaN            NaN  0.513836       0.913072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.4801                 NaN            NaN  0.510783       0.907114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.4841                 NaN            NaN  0.506945       0.897445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.4852                 NaN            NaN  0.505911       0.893327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.4873                 NaN            NaN  0.503781       0.887049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.4884                 NaN            NaN  0.502762       0.882766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.4934                 NaN            NaN  0.497879       0.873213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.4952                 NaN            NaN  0.496130       0.868385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.4967                 NaN            NaN  0.494710       0.863159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.4389                 NaN            NaN  0.441313       0.650300E-002  0.113236                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1256                 NaN            NaN  0.187207       0.118914E-002  0.686041                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0285                 NaN            NaN  0.960768E-001            NaN  0.875378                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0358                 NaN            NaN  0.944030E-001            NaN  0.869840                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.9672                 NaN            NaN            NaN            NaN  0.328223E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.1274                 NaN            NaN  0.180628                 NaN   1.69198                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0634                 NaN            NaN  0.893262E-001            NaN  0.847273                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0684                 NaN            NaN  0.856705E-001            NaN  0.845897                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0764                 NaN            NaN  0.830864E-001            NaN  0.840550                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0767                 NaN            NaN  0.813984E-001            NaN  0.841951                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0926                 NaN            NaN  0.791032E-001            NaN  0.828254                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0822                 NaN            NaN  0.111441                 NaN  0.806352                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1110                 NaN            NaN  0.345684E-001            NaN  0.854451                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.9053                 NaN            NaN  0.890700E-002            NaN  0.214583       0.871189                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.7468                 NaN            NaN            NaN            NaN            NaN   1.25321                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4818                 NaN            NaN  0.196659E-001            NaN            NaN  0.932072       0.566446                 NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1844                 NaN            NaN  0.120698                 NaN  0.979940E-001   1.22587       0.370997                 NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2828                 NaN            NaN  0.252923                 NaN            NaN  0.132205        1.33208                 NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2638                 NaN            NaN  0.195448                 NaN  0.704781E-001  0.209221        1.26105                 NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2884                 NaN            NaN  0.201357                 NaN  0.125014       0.131749        1.25345                 NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3100                 NaN            NaN  0.168142                 NaN  0.110431       0.195812        1.21563                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3289                 NaN            NaN  0.178289                 NaN  0.831270E-001  0.210660        1.19900                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3483                 NaN            NaN  0.173772                 NaN  0.615300E-001   1.17564       0.240783                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3651                 NaN            NaN  0.169798                 NaN  0.449034E-001  0.262292        1.15786                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3836                 NaN            NaN  0.165471                 NaN  0.255898E-001  0.288956        1.13638                 NaN            NaN            NaN            NaN
