|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1899.75        2500.00        99.3771       0.608688       0.141952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3782       0.607506       0.142524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3817       0.604142       0.141801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3854       0.600513       0.141295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3890       0.596886       0.140653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3906       0.595309       0.140663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3950       0.591070       0.139697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3970       0.588990       0.139612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3995       0.586623       0.139207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4016       0.584528       0.139113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4045       0.581695       0.138422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4067       0.579464       0.138286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4057       0.580438       0.138489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4132       0.573143       0.136411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4112       0.575103       0.137457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4152       0.571157       0.136212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4162       0.570210       0.136271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4171       0.569332       0.135887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4146       0.571733       0.136777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4223       0.564225       0.134363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4194       0.567033       0.135413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.6108       0.380164       0.908329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.2318       0.750341       0.178334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4215       0.565079       0.134359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4241       0.562540       0.133717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4232       0.563474       0.133652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4236       0.563034       0.133390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4226       0.564007       0.133618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4238       0.562956       0.132838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4242       0.562589       0.132393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4229       0.563822       0.132342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4224       0.564432       0.132162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4211       0.565681       0.132114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4200       0.566744       0.132139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4173       0.569466       0.132015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4214       0.565571       0.130792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4179       0.568975       0.131122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4169       0.570046       0.130922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4135       0.573448       0.131017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4138       0.573131       0.130496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4116       0.575372       0.130445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4094       0.577512       0.130383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4077       0.579264       0.130143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4047       0.582267       0.130060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4022       0.584806       0.130124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3993       0.587700       0.129932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3956       0.591398       0.130419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3909       0.596092       0.130331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3988       0.588466       0.127620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4733       0.515514       0.111677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3007       0.684563       0.146982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3775       0.609417       0.130424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3823       0.604935       0.128060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3754       0.611660       0.128999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3715       0.615587       0.128872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3650       0.622004       0.129518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3666       0.620533       0.128349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4688       0.520519       0.107056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2450       0.739987       0.150486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3471       0.639926       0.129780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3519       0.635398       0.127508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3431       0.644026       0.128448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3377       0.649463       0.128675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3340       0.653181       0.128504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3281       0.659088       0.128614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3246       0.662525       0.128409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3127       0.674296       0.129879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3190       0.668214       0.127404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3084       0.678790       0.128449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3052       0.681987       0.128588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2889       0.698076       0.130494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3046       0.682777       0.126352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2906       0.696561       0.128303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2952       0.692121       0.126570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2673       0.719614       0.130592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2744       0.712778       0.128449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2697       0.717490       0.128551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2654       0.721740       0.128186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2588       0.728373       0.128682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2539       0.733283       0.128584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2517       0.735485       0.128145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2459       0.741243       0.128431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2390       0.748134       0.128750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2360       0.751154       0.128646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.8937        1.08772       0.185498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.5734       0.419541       0.708549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2198       0.767279       0.128826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2218       0.765389       0.128203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2172       0.769953       0.128198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2092       0.777943       0.128688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2117       0.775490       0.127830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2051       0.782019       0.128317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2029       0.784238       0.128301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1904       0.796677       0.128990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2284       0.759304       0.123086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.1706       0.816166       0.131921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.1881       0.799047       0.128518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.1960       0.791296       0.126964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.1885       0.798720       0.127810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.7948       0.657090       0.677341E-002            NaN  0.541370                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9355       0.339742                 NaN            NaN   1.72472                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9766       0.333989                 NaN            NaN   1.68937                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0119       0.326149                 NaN            NaN   1.66195                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0525       0.320914                 NaN            NaN   1.62656                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0890       0.316443                 NaN            NaN   1.59457                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1233       0.310297                 NaN            NaN   1.56642                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1566       0.304234                 NaN            NaN   1.53912                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1887       0.298924                 NaN            NaN   1.51237                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2201       0.294320                 NaN            NaN   1.48555                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2516       0.286995                 NaN            NaN   1.46137                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2827       0.282878                 NaN            NaN   1.43445                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3118       0.277261                 NaN            NaN   1.41097                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3347       0.273208                 NaN            NaN   1.39207                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3684       0.268100                 NaN            NaN   1.36346                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3930       0.263090                 NaN            NaN   1.34394                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4193       0.259478                 NaN            NaN   1.32124                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4437       0.251828                 NaN            NaN   1.30451                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4661       0.247790                 NaN            NaN   1.28612                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4902       0.242997                 NaN            NaN   1.26682                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5134       0.237677                 NaN            NaN   1.24890                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5386       0.234865                 NaN            NaN   1.22649                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5177       0.234104                 NaN            NaN   1.24819                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6163       0.220028                 NaN            NaN   1.16372                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6012       0.222353                 NaN            NaN   1.17649                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6181       0.218048                 NaN            NaN   1.16381                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.2696       0.245861                 NaN            NaN   1.48455                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0132       0.168067                 NaN            NaN  0.818719                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6793       0.207978                 NaN            NaN   1.11274                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6959       0.203198                 NaN            NaN   1.10086                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7049       0.202158                 NaN            NaN   1.09297                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7365       0.194374                 NaN            NaN   1.06912                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7471       0.190687                 NaN            NaN   1.06219                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        97.5304       0.384194                 NaN            NaN   2.08538                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.9979                 NaN            NaN            NaN  0.214046E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8158       0.180165                 NaN            NaN   1.00402                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8085       0.177810                 NaN            NaN   1.01368                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8231       0.173022                 NaN            NaN   1.00385                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8364       0.171932                 NaN            NaN  0.991701                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8525       0.168067                 NaN            NaN  0.979440                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8633       0.162954                 NaN            NaN  0.973724                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8780       0.162314                 NaN            NaN  0.959659                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8903       0.157836                 NaN            NaN  0.951814                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9030       0.155344                 NaN            NaN  0.941698                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9143       0.151047                 NaN            NaN  0.934610                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9266       0.149151                 NaN            NaN  0.924244                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9385       0.147516                 NaN            NaN  0.913950                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9489       0.140309                 NaN            NaN  0.910806                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9589       0.136610                 NaN            NaN  0.904514                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9698       0.137014                 NaN            NaN  0.893193                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9796       0.135805                 NaN            NaN  0.884565                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9941       0.131075                 NaN            NaN  0.874796                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0021       0.129102                 NaN            NaN  0.868823                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0038       0.121941                 NaN            NaN  0.874268                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0246       0.123001                 NaN            NaN  0.852388                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0284       0.119940                 NaN            NaN  0.851661                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0369       0.118388                 NaN            NaN  0.844748                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0460       0.114332                 NaN            NaN  0.839626                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.5921       0.205678                 NaN            NaN   1.20218                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.5330       0.142849E-001            NaN            NaN  0.452713                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0668       0.106101                 NaN            NaN  0.827074                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0709       0.978824E-001            NaN            NaN  0.831266                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0842       0.997374E-001            NaN            NaN  0.816090                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0897       0.972217E-001            NaN            NaN  0.813057                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0449       0.111186                 NaN            NaN  0.843926                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1562       0.762550E-001            NaN            NaN  0.767569                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1063       0.852803E-001            NaN            NaN  0.808435                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1126       0.821500E-001            NaN            NaN  0.805264                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1166       0.790803E-001            NaN            NaN  0.804348                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1225       0.783332E-001            NaN            NaN  0.799179                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1232       0.709438E-001            NaN            NaN  0.805888                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1299       0.698434E-001            NaN            NaN  0.800252                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1373       0.736057E-001            NaN            NaN  0.789097                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1349       0.615605E-001            NaN            NaN  0.797579       0.597952E-002            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.1894       0.201262                 NaN            NaN  0.121906        1.48748                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2100       0.199003                 NaN            NaN  0.121070        1.46994                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2268       0.195806                 NaN            NaN  0.119105        1.45825                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2485       0.194405                 NaN            NaN  0.115145        1.44197                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2623       0.193887                 NaN            NaN  0.112728        1.43112                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2859       0.191947                 NaN            NaN  0.110590        1.41152                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2983       0.188763                 NaN            NaN  0.109977        1.40295                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3153       0.186000                 NaN            NaN  0.108460        1.39026                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3300       0.185289                 NaN            NaN  0.105263        1.37948                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5643       0.145462                 NaN            NaN  0.110892        1.17936                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.1262       0.216215                 NaN            NaN  0.869025E-001   1.57066                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.3674       0.176934                 NaN            NaN  0.990214E-001   1.35661                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.3777       0.174439                 NaN            NaN  0.994036E-001   1.34847                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.3901       0.172930                 NaN            NaN  0.975270E-001   1.33942                 NaN            NaN            NaN            NaN            NaN
