|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.25/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000       100.0000       0.151896E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.5731       0.426933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3284       0.671570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3316       0.668432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3375       0.662501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        98.7306        1.26941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.9614       0.385896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3495       0.650509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3519       0.648065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3550       0.645048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3603       0.639736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3600       0.640024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3669       0.633145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3684       0.631561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3709       0.629101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3756       0.624394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3755       0.624532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3774       0.622618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3293       0.670717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4275       0.565417       0.705374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3842       0.614313       0.149650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3764       0.612501       0.110759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3740       0.610854       0.151469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5442       0.444749       0.110575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2066       0.774303       0.190491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3785       0.606594       0.149565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3772       0.607835       0.149854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3517       0.632423       0.158370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4072       0.578822       0.139381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3791       0.605997       0.149045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3762       0.608846       0.149181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4003       0.585372       0.143684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3658       0.619018       0.151607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3823       0.603014       0.147175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.0823       0.895871       0.217801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6794       0.313086       0.754631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3754       0.609768       0.147955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3823       0.603113       0.145414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3523       0.632382       0.152698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4061       0.579990       0.138808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3778       0.607694       0.145377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3744       0.611012       0.145765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3759       0.609668       0.144628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5003       0.488139       0.115509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2411       0.741426       0.174577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3685       0.617113       0.144248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3661       0.619385       0.144670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3789       0.607022       0.140944E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3458       0.639409       0.147569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3605       0.625147       0.143632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1822       0.799505       0.182999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5171       0.472527       0.103906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.6053       0.385637       0.906876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1040       0.876327       0.196427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3464       0.639352       0.142532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3402       0.645524       0.143175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3370       0.648690       0.143061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3327       0.652950       0.143241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        98.8752        1.10111       0.237334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.8026       0.193193       0.416564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000       100.0000       0.169832E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.6153        1.35576       0.289331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        98.9913       0.987704       0.210189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.6688       0.324512       0.666085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2671       0.717951       0.149844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2988       0.686978       0.142476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2932       0.692485       0.142740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2885       0.697266       0.142682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2830       0.702747       0.142572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2732       0.712415       0.143727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2772       0.708687       0.141599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2683       0.717485       0.142639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2608       0.724881       0.143094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2583       0.727406       0.142556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2504       0.735250       0.143449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2493       0.736460       0.142408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3284       0.658980       0.126584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1477       0.836321       0.159465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2296       0.756059       0.143244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2308       0.755030       0.142061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2149       0.770686       0.144380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2114       0.774177       0.144341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2143       0.771466       0.142641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2050       0.780668       0.143664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1992       0.786408       0.143976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1968       0.788908       0.143331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1906       0.795073       0.143699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1855       0.800089       0.143892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1812       0.804444       0.143942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1766       0.808955       0.144156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1732       0.812378       0.144050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1700       0.815597       0.144006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.6645       0.329737       0.576848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.6676        1.30943       0.230015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1589       0.826682       0.144532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1580       0.827562       0.144178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1553       0.830287       0.144317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1444       0.841073       0.145729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.7167        1.26124       0.220662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.5798       0.413358       0.683831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1512       0.834403       0.143803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1499       0.835746       0.143648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1418       0.843754       0.144739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1467       0.838902       0.143923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1419       0.843664       0.144646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0343       0.950871       0.148118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2552       0.730825       0.139530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1459       0.839729       0.143857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1460       0.839546       0.144059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1485       0.838069       0.134778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1473       0.837339       0.153338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1522       0.833524       0.143145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1535       0.832186       0.143242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1547       0.831011       0.143172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1576       0.828107       0.142670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1615       0.824289       0.142566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1796       0.806150       0.142281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1541       0.831567       0.142960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.7632        1.21554       0.212830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.5845       0.408496       0.698686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1781       0.807748       0.141352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1859       0.800106       0.140369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0962       0.731198       0.114471E-001  0.161203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3141       0.127496                 NaN   1.55838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3244       0.119263                 NaN   1.55632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3710       0.117601                 NaN   1.51142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3911       0.114823                 NaN   1.49406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4184       0.110706                 NaN   1.47085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.7161       0.858663E-001            NaN   1.19807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        96.7165       0.216014                 NaN   3.06746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5251       0.958297E-001            NaN   1.37906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5483       0.955453E-001            NaN   1.35615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5663       0.877208E-001            NaN   1.34595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6001       0.870142E-001            NaN   1.31287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6172       0.845891E-001            NaN   1.29819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6396       0.799378E-001            NaN   1.28046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6589       0.770100E-001            NaN   1.26408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6801       0.726460E-001            NaN   1.24722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6970       0.706617E-001            NaN   1.23238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7223       0.723370E-001            NaN   1.20533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7410       0.681318E-001            NaN   1.19083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7557       0.618648E-001            NaN   1.18246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7779       0.612190E-001            NaN   1.16087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7921       0.566479E-001            NaN   1.15124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8101       0.570397E-001            NaN   1.13287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.3559       0.663306E-001            NaN   1.57773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3168       0.318478E-001            NaN  0.651353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8561       0.468186E-001            NaN   1.09708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8624       0.361440E-001            NaN   1.10146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8924       0.447315E-001            NaN   1.06289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9015       0.429684E-001            NaN   1.05549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9067       0.297335E-001            NaN   1.06357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9318       0.372908E-001            NaN   1.03090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9419       0.331868E-001            NaN   1.02491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9533       0.321731E-001            NaN   1.01456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9653       0.266788E-001            NaN   1.00803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9788       0.264101E-001            NaN  0.994753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9889       0.211963E-001            NaN  0.989953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0016       0.217563E-001            NaN  0.976637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0120       0.196377E-001            NaN  0.968387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0169       0.186914E-001            NaN  0.964364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0445       0.230893E-001            NaN  0.932409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0461       0.147794E-001            NaN  0.939134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0512       0.656071E-002            NaN  0.942235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0626                 NaN            NaN  0.937444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0687       0.140568E-001            NaN  0.917285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0898       0.630229E-002            NaN  0.903912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0905                 NaN            NaN  0.909515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0453                 NaN            NaN  0.592324       0.362332                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9418       0.152680E-001            NaN            NaN   1.04295                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9473                 NaN            NaN  0.122533E-001   1.04042                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9638                 NaN            NaN  0.309340       0.726864                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9568                 NaN            NaN            NaN   1.04318                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9635                 NaN            NaN  0.128284E-001   1.02363                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9652                 NaN            NaN            NaN   1.03482                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9680                 NaN            NaN            NaN   1.03198                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9744                 NaN            NaN            NaN   1.02560                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9725                 NaN            NaN            NaN   1.02753                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9798                 NaN            NaN            NaN   1.02024                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9778                 NaN            NaN            NaN   1.02218                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9773                 NaN            NaN            NaN   1.02269                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9699                 NaN            NaN            NaN   1.03007                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9753                 NaN            NaN            NaN   1.02470                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9668                 NaN            NaN            NaN   1.03321                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9580                 NaN            NaN            NaN   1.04205                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9480                 NaN            NaN            NaN   1.05197                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9383                 NaN            NaN            NaN   1.06167                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9169                 NaN            NaN            NaN   1.08310                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8911                 NaN            NaN            NaN   1.10894                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8599                 NaN            NaN            NaN   1.14006                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4310                 NaN            NaN            NaN  0.394152        1.17487                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4234                 NaN            NaN            NaN   1.23988       0.336685                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4434                 NaN            NaN            NaN   1.22524       0.331359                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.4637                 NaN            NaN            NaN   1.21064       0.325693                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.4824                 NaN            NaN            NaN   1.19493       0.322642                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.4995                 NaN            NaN            NaN   1.18599       0.314520                 NaN            NaN            NaN            NaN            NaN
