|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1909.77        500.000        99.4358       0.564244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3326       0.667424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3364       0.663586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3520       0.648025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3480       0.652042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3525       0.647528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3555       0.644502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        98.6388        1.36123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4526       0.547406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3693       0.630677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3713       0.628720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3755       0.624503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3772       0.622806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3804       0.619648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3813       0.618688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3850       0.614972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3813       0.612463       0.619478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3732       0.611697       0.150649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3770       0.608024       0.149551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3748       0.610165       0.150338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3796       0.605521       0.149047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3842       0.601064       0.147796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3805       0.604568       0.149230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3860       0.599228       0.147302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3838       0.601418       0.147759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.8966       0.897836E-001  0.135808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        98.8756        1.10866       0.157877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3883       0.597090       0.145959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3867       0.598646       0.146408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3872       0.598170       0.145914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3871       0.598335       0.145788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3872       0.598242       0.145380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3863       0.599192       0.145274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3852       0.600260       0.145222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3858       0.599730       0.144634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3847       0.600853       0.144338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3831       0.602410       0.144421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3847       0.600926       0.143482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3805       0.605105       0.143938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.2447       0.737642       0.176277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5163       0.472640       0.110986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3780       0.607759       0.142895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3758       0.609954       0.142724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3726       0.613140       0.142922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3723       0.613488       0.142146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3689       0.616876       0.142269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3660       0.619768       0.142431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3643       0.621519       0.141911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3607       0.625150       0.141875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3574       0.628380       0.141838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3552       0.630652       0.141563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3520       0.633820       0.141460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4198       0.567641       0.126083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2717       0.712567       0.156943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3349       0.650756       0.143306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3431       0.643050       0.138864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3300       0.655807       0.141979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3322       0.653754       0.140328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3260       0.659932       0.140791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3188       0.667070       0.141407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3166       0.669343       0.140609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3123       0.673653       0.140744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3051       0.680742       0.141443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3031       0.682875       0.140460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2975       0.688465       0.140799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2924       0.693515       0.140787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2869       0.699036       0.140948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2818       0.704088       0.140932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2764       0.709504       0.141027E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2706       0.715260       0.140929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2654       0.720511       0.141318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        98.8285        1.14920       0.222912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.6855       0.308560       0.592509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2496       0.736316       0.141114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2451       0.740838       0.141049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2373       0.748551       0.141747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2430       0.743054       0.139771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2165       0.769063       0.143950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.3373        1.63253       0.301228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3339       0.654135       0.119189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2083       0.777518       0.141848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2028       0.783058       0.141783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1960       0.789806       0.142334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1973       0.788542       0.141289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1893       0.796517       0.142091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1769       0.808690       0.143838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1886       0.797345       0.140466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1757       0.810047       0.142317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1745       0.811340       0.142080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1688       0.816949       0.142152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1629       0.822751       0.143129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1659       0.819914       0.141840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1609       0.824875       0.142216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1561       0.829671       0.142672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.9524        1.02959       0.179642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3572       0.632292       0.104641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1459       0.839697       0.143578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1556       0.830244       0.141357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1488       0.836966       0.142376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1470       0.838729       0.142491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1465       0.839219       0.142370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1467       0.839039       0.142268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1451       0.840661       0.142461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1010       0.884044       0.149413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1864       0.800084       0.135383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.0983       0.886341       0.154005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2070       0.780119       0.128867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1511       0.834784       0.141605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1532       0.832694       0.141332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1544       0.831447       0.141275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1573       0.828586       0.140969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.9900       0.992449       0.175402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3249       0.664417       0.106686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1658       0.820145       0.140136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1711       0.814890       0.139846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.0068       0.975778       0.174681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3387       0.650885       0.104393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1831       0.803005       0.138810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1862       0.799990       0.138564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2826       0.133664                 NaN   1.58375                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3159       0.125224                 NaN   1.55890                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3444       0.121495                 NaN   1.53406                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3720       0.117724                 NaN   1.51032                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4037       0.115638                 NaN   1.48062                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4208       0.107110                 NaN   1.47212                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4656       0.107246                 NaN   1.42720                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4831       0.105050                 NaN   1.41184                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5099       0.101513                 NaN   1.38855                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5331       0.968414E-001            NaN   1.37004                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5566       0.963739E-001            NaN   1.34702                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5817       0.969758E-001            NaN   1.32134                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6060       0.874419E-001            NaN   1.30653                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6241       0.852052E-001            NaN   1.29071                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6461       0.844212E-001            NaN   1.26948                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6685       0.767523E-001            NaN   1.25472                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6873       0.750955E-001            NaN   1.23763                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7053       0.734977E-001            NaN   1.22116                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7257       0.687754E-001            NaN   1.20551                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7428       0.666171E-001            NaN   1.19055                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7627       0.660100E-001            NaN   1.17124                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7765       0.602654E-001            NaN   1.16325                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7957       0.587595E-001            NaN   1.14553                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8001       0.589433E-001            NaN   1.14091                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8471       0.616539E-001            NaN   1.09126                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8449       0.511962E-001            NaN   1.10394                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8566       0.451166E-001            NaN   1.09832                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8244       0.330960E-001            NaN   1.14250                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9279       0.365234E-001            NaN   1.03557                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9027       0.395948E-001            NaN   1.05767                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9096       0.313513E-001            NaN   1.05907                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9303       0.345722E-001            NaN   1.03512                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9402       0.304190E-001            NaN   1.02941                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9507       0.225254E-001            NaN   1.02675                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9684       0.296413E-001            NaN   1.00195                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9747       0.191214E-001            NaN   1.00619                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9897       0.222897E-001            NaN  0.988040                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9943       0.200808E-001            NaN  0.985608                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0158       0.136787E-001            NaN  0.970547                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0253       0.187018E-001            NaN  0.956016                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0315       0.118717E-001            NaN  0.956587                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0427       0.115742E-001            NaN  0.945766                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0531       0.103240E-001            NaN  0.936594                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0625       0.272839E-001            NaN  0.910210                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0719       0.411868E-002            NaN  0.924016                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0806       0.743416E-002            NaN  0.911963                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0947       0.454626E-001            NaN  0.859841                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0977                 NaN            NaN  0.902267                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1114       0.257507E-001            NaN  0.862890                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0414                 NaN            NaN  0.477921       0.480700                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9506                 NaN            NaN  0.892356E-001  0.960148                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9522                 NaN            NaN            NaN   1.04777                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9562                 NaN            NaN            NaN   1.04375                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9605                 NaN            NaN            NaN   1.03947                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9648                 NaN            NaN            NaN   1.03519                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9657                 NaN            NaN            NaN   1.03427                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9674                 NaN            NaN            NaN   1.03259                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9686                 NaN            NaN            NaN   1.03139                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9663                 NaN            NaN            NaN   1.03369                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9657                 NaN            NaN            NaN   1.03430                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9651                 NaN            NaN            NaN   1.03488                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9610                 NaN            NaN            NaN   1.03905                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9541                 NaN            NaN            NaN   1.04589                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9473                 NaN            NaN            NaN   1.05274                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9352                 NaN            NaN            NaN   1.06484                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9126                 NaN            NaN            NaN   1.08744                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8949                 NaN            NaN            NaN   1.10510                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8595                 NaN            NaN            NaN   1.14046                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5385                 NaN            NaN            NaN  0.644810       0.816652                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3959                 NaN            NaN            NaN  0.366228        1.23784                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4241                 NaN            NaN            NaN   1.21913       0.356815                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4398                 NaN            NaN            NaN  0.353534        1.20670                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4587                 NaN            NaN            NaN   1.19335       0.347912                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4795                 NaN            NaN            NaN  0.349112        1.17143                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4957                 NaN            NaN            NaN   1.16184       0.342418                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4071                 NaN            NaN            NaN  0.388687        1.15972       0.444558E-001            NaN            NaN            NaN
  1416.04        500.000        95.5721                 NaN            NaN            NaN   1.37499        1.79638        1.25653                 NaN            NaN            NaN
  1413.53        500.000        95.7112                 NaN            NaN            NaN   1.73910        1.33418        1.21556                 NaN            NaN            NaN
  1411.03        500.000        95.8422                 NaN            NaN            NaN   1.29641        1.68437        1.17701                 NaN            NaN            NaN
  1408.52        500.000        95.9591                 NaN            NaN            NaN   1.26321        1.63567        1.14203                 NaN            NaN            NaN
  1406.02        500.000        96.0796                 NaN            NaN            NaN   1.58826        1.22556        1.10658                 NaN            NaN            NaN
  1403.51        500.000        96.1863                 NaN            NaN            NaN   1.19277        1.54609        1.07483                 NaN            NaN            NaN
  1401.00        500.000        96.2827                 NaN            NaN            NaN   1.16455        1.50704        1.04568                 NaN            NaN            NaN
  1398.50        500.000        96.3906                 NaN            NaN            NaN   1.46438        1.13091        1.01410                 NaN            NaN            NaN
  1395.99        500.000        96.4756                 NaN            NaN            NaN   1.10501        1.43180       0.987643                 NaN            NaN            NaN
  1393.48        500.000        96.5619                 NaN            NaN            NaN   1.39691        1.07957       0.961629                 NaN            NaN            NaN
  1390.98        500.000        96.6445                 NaN            NaN            NaN   1.36999        1.04915       0.936380                 NaN            NaN            NaN
  1388.47        500.000        96.7216                 NaN            NaN            NaN   1.02650        1.33915       0.912743                 NaN            NaN            NaN
  1385.96        500.000        96.7944                 NaN            NaN            NaN   1.00403        1.31144       0.890146                 NaN            NaN            NaN
  1383.46        500.000        96.8619                 NaN            NaN            NaN  0.980491        1.28865       0.868992                 NaN            NaN            NaN
  1380.95        500.000        96.9265                 NaN            NaN            NaN   1.26477       0.960041       0.848735                 NaN            NaN            NaN
