|6.6.6
Archiving\03_Data\fracLP/QFM/YM20/YM20_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1897.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.9873                 NaN            NaN  0.127483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.9824                 NaN            NaN  0.176330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.9825                 NaN            NaN  0.174731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.6778       0.306011                 NaN  0.161566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4146       0.569957                 NaN  0.154797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4479       0.537470                 NaN  0.146416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4354       0.549665                 NaN  0.149690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4393       0.545765                 NaN  0.149074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4411       0.543978                 NaN  0.148725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4436       0.541594                 NaN  0.148379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4460       0.539186                 NaN  0.148034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4460       0.539233                 NaN  0.148140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.2507       0.729258                 NaN  0.200070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.6890       0.302684                 NaN  0.829301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4147       0.569547                 NaN  0.157069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4599       0.525650                 NaN  0.144232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4554       0.529985                 NaN  0.146200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4636       0.521995                 NaN  0.143790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4581       0.527358                 NaN  0.145576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4651       0.520609                 NaN  0.143321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4642       0.521450                 NaN  0.143753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4654       0.520292                 NaN  0.143346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4666       0.519053                 NaN  0.142994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4681       0.517668                 NaN  0.142283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4691       0.516717                 NaN  0.142161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4702       0.515652                 NaN  0.141641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4682       0.517631                 NaN  0.142165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4729       0.513066                 NaN  0.140541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4720       0.513892                 NaN  0.140808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4731       0.512818                 NaN  0.140340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4706       0.515320                 NaN  0.140912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4757       0.510388                 NaN  0.139088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4719       0.514124                 NaN  0.139663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4755       0.510610                 NaN  0.138419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4743       0.511871                 NaN  0.138575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4746       0.511606                 NaN  0.138299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4742       0.511991                 NaN  0.138101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4744       0.511851                 NaN  0.137462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4720       0.514273                 NaN  0.137601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4743       0.512062                 NaN  0.136772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4728       0.513508                 NaN  0.136776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4721       0.514269                 NaN  0.136378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4716       0.514745                 NaN  0.136146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4694       0.516983                 NaN  0.136444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4697       0.516730                 NaN  0.135611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4942       0.492916                 NaN  0.128941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4753       0.511309                 NaN  0.133819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4360       0.549774                 NaN  0.142583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4670       0.519596                 NaN  0.134360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4646       0.522005                 NaN  0.134202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4605       0.526031                 NaN  0.134656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4620       0.524665                 NaN  0.133462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4614       0.525319                 NaN  0.133072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4588       0.527907                 NaN  0.133078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4555       0.531193                 NaN  0.133388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4557       0.531056                 NaN  0.132536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4522       0.534528                 NaN  0.132599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5053       0.482440                 NaN  0.122471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3919       0.593826                 NaN  0.142272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4467       0.540068                 NaN  0.131973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4449       0.541946                 NaN  0.131308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4944       0.493713                 NaN  0.118995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3874       0.598257                 NaN  0.143576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4182       0.568671                 NaN  0.131053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4572       0.529749                 NaN  0.130606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4335       0.553467                 NaN  0.130529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4314       0.555618                 NaN  0.130165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4285       0.558414                 NaN  0.130382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4272       0.559830                 NaN  0.129683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4231       0.563918                 NaN  0.129841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4201       0.566976                 NaN  0.129694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4193       0.567751                 NaN  0.129107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4156       0.571491                 NaN  0.129278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4131       0.573961                 NaN  0.128931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4095       0.577549                 NaN  0.129093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3481       0.637822                 NaN  0.140862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4639       0.524581                 NaN  0.115669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4008       0.586362                 NaN  0.128466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        97.6840        2.26698                 NaN  0.490564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.9264       0.722230E-001            NaN  0.135121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3891       0.598210                 NaN  0.127266E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3868       0.600483                 NaN  0.127108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3832       0.604055                 NaN  0.127094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3773       0.609974                 NaN  0.127619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3836       0.603796                 NaN  0.126014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3694       0.617858                 NaN  0.127782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3795       0.607953                 NaN  0.125209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3731       0.614350                 NaN  0.125843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3692       0.618224                 NaN  0.125888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3683       0.619104                 NaN  0.125605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3656       0.621878                 NaN  0.125504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3579       0.629456                 NaN  0.126593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3690       0.618634                 NaN  0.123916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3609       0.626657                 NaN  0.124790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3593       0.628259                 NaN  0.124600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3577       0.629863                 NaN  0.124251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3550       0.632560                 NaN  0.124398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3565       0.631120                 NaN  0.123684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3498       0.637705                 NaN  0.124476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3575       0.630200                 NaN  0.122653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.5333       0.457801                 NaN  0.888656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1706       0.813629                 NaN  0.157394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3520       0.635802                 NaN  0.122465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3527       0.635077                 NaN  0.122110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3506       0.637168                 NaN  0.122174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3491       0.638644                 NaN  0.122280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3525       0.635364                 NaN  0.121343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3520       0.635884                 NaN  0.120999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3521       0.635815                 NaN  0.120816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3523       0.635636                 NaN  0.120501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3533       0.634650                 NaN  0.120258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3544       0.633610                 NaN  0.119896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3555       0.632503                 NaN  0.119595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3569       0.631230                 NaN  0.118983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3576       0.630476                 NaN  0.118799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3596       0.628583                 NaN  0.118321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5107       0.123006                 NaN            NaN   1.36634                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5137       0.104052                 NaN            NaN   1.38225                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5372       0.980621E-001            NaN            NaN   1.36475                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5590       0.935726E-001            NaN            NaN   1.34742                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5781       0.904451E-001            NaN            NaN   1.33150                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6082       0.883468E-001            NaN            NaN   1.30348                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6324       0.880770E-001            NaN            NaN   1.27957                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6516       0.812365E-001            NaN            NaN   1.26716                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7040       0.787720E-001            NaN            NaN   1.21724                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6585       0.777585E-001            NaN            NaN   1.26373                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7145       0.726924E-001            NaN            NaN   1.21282                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7289       0.679371E-001            NaN            NaN   1.20312                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.1928       0.453171E-001            NaN            NaN  0.761882                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.3226       0.833381E-001            NaN            NaN   1.59411                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7841       0.587549E-001            NaN            NaN   1.15712                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8009       0.546565E-001            NaN            NaN   1.14449                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8173       0.516281E-001            NaN            NaN   1.13109                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8338       0.501156E-001            NaN            NaN   1.11608                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8436       0.427291E-001            NaN            NaN   1.11370                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8666       0.428734E-001            NaN            NaN   1.09056                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8820       0.438817E-001            NaN            NaN   1.07408                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8956       0.378082E-001            NaN            NaN   1.06657                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9114       0.360944E-001            NaN            NaN   1.05248                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9139       0.453095E-001            NaN            NaN   1.04080                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9587       0.296965E-001            NaN            NaN   1.01160                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9467       0.242177E-001            NaN            NaN   1.02908                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9614       0.236847E-001            NaN            NaN   1.01487                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9747       0.213081E-001            NaN            NaN   1.00403                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9855       0.173078E-001            NaN            NaN  0.997237                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9954       0.130035E-001            NaN            NaN  0.991629                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0097       0.177286E-001            NaN            NaN  0.972604                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0282       0.540585E-001            NaN            NaN  0.917697                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0266                 NaN            NaN            NaN  0.973434                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0395       0.774056E-002            NaN            NaN  0.952787                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0556       0.261006E-001            NaN            NaN  0.918281                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0581                 NaN            NaN            NaN  0.941903                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0729                 NaN            NaN            NaN  0.927107                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0843                 NaN            NaN            NaN  0.915749                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0920                 NaN            NaN            NaN  0.908045                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0990       0.821054E-005            NaN            NaN  0.900982                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1076                 NaN            NaN            NaN  0.892361                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1120                 NaN            NaN            NaN  0.888014                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1263                 NaN            NaN            NaN  0.873678                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1293                 NaN            NaN            NaN  0.870669                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1408       0.148958E-005            NaN            NaN  0.859225                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1427                 NaN            NaN            NaN  0.857319                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1561                 NaN            NaN            NaN  0.843886                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1649                 NaN            NaN            NaN  0.835076                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1721                 NaN            NaN            NaN  0.827899                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1771                 NaN            NaN            NaN  0.822871                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1813                 NaN            NaN            NaN  0.818724                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1891                 NaN            NaN            NaN  0.810922                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1976                 NaN            NaN            NaN  0.802429                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2020                 NaN            NaN            NaN  0.798015                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2083                 NaN            NaN            NaN  0.791749                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2152                 NaN            NaN            NaN  0.784778                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2204                 NaN            NaN            NaN  0.779587                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2258                 NaN            NaN            NaN  0.774181                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2296                 NaN            NaN            NaN  0.770356                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2346                 NaN            NaN            NaN  0.765407                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.9181                 NaN            NaN            NaN  0.652271       0.429675                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5297                 NaN            NaN            NaN  0.510967       0.959338                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5479                 NaN            NaN            NaN  0.503031       0.949020                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.2495                 NaN            NaN            NaN  0.605543        1.14491                 NaN            NaN            NaN            NaN            NaN
