|6.6.6
Archiving\03_Data\fracLP/QFM/TAY13/TAY13_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1959.90        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.9971       0.292806E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.5454       0.454584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4171       0.582865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4245       0.575459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4246       0.575361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4252       0.574835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4347       0.565314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5520       0.439420                 NaN  0.858083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.2956       0.686480                 NaN  0.179559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4484       0.551558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4433       0.555515                 NaN  0.120719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4911       0.499843                 NaN  0.905880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3893       0.599915                 NaN  0.107774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4446       0.545503                 NaN  0.986328E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4360       0.553951                 NaN  0.100705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4601       0.530344                 NaN  0.959493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4504       0.539790                 NaN  0.979013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4507       0.539469                 NaN  0.980357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4593       0.531099                 NaN  0.962173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.6170       0.376036                 NaN  0.696833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2982       0.689427                 NaN  0.124001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4618       0.528615                 NaN  0.960522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4625       0.527942                 NaN  0.959812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4645       0.525917                 NaN  0.956469E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4649       0.525520                 NaN  0.956184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4676       0.522861                 NaN  0.948984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4677       0.522831                 NaN  0.949164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4700       0.520597                 NaN  0.943465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4715       0.519074                 NaN  0.941307E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4716       0.519045                 NaN  0.940007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4724       0.518185                 NaN  0.937197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4731       0.517597                 NaN  0.934743E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.9435       0.560509E-001            NaN  0.453358E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0045       0.977304                 NaN  0.181500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4749       0.515845                 NaN  0.925980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4757       0.515084                 NaN  0.922439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4748       0.515923                 NaN  0.923508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4759       0.514921                 NaN  0.918734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4763       0.514521                 NaN  0.917070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4765       0.514358                 NaN  0.913622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4969       0.494328                 NaN  0.878428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4531       0.537434                 NaN  0.944996E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4778       0.513130                 NaN  0.903672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4747       0.516277                 NaN  0.907144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4740       0.516968                 NaN  0.904886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4745       0.516522                 NaN  0.899664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3391       0.649629                 NaN  0.112717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6381       0.355755                 NaN  0.614454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.8679       0.129887                 NaN  0.224201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.2053       0.781244                 NaN  0.134701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3078       0.680502                 NaN  0.116483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4701       0.521049                 NaN  0.885955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4668       0.524368                 NaN  0.887144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4680       0.523144                 NaN  0.881287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4640       0.527143                 NaN  0.883415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4653       0.525983                 NaN  0.876657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4619       0.529279                 NaN  0.877778E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4581       0.533126                 NaN  0.880810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3255       0.663539                 NaN  0.109782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5967       0.396915                 NaN  0.641959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4559       0.535371                 NaN  0.870159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4519       0.539348                 NaN  0.870623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4494       0.541883                 NaN  0.870301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4549       0.536558                 NaN  0.856112E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4462       0.545180                 NaN  0.865942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4462       0.545149                 NaN  0.860374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4448       0.546622                 NaN  0.858735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4425       0.548978                 NaN  0.856339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4396       0.551850                 NaN  0.854499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4349       0.556484                 NaN  0.857482E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4356       0.555888                 NaN  0.851701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4328       0.558669                 NaN  0.850171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4290       0.562476                 NaN  0.851055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4256       0.565893                 NaN  0.852320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4282       0.563419                 NaN  0.840250E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4237       0.567816                 NaN  0.843863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4182       0.573306                 NaN  0.845183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4178       0.573759                 NaN  0.840677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4149       0.576714                 NaN  0.840364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4157       0.575947                 NaN  0.834270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4066       0.585031                 NaN  0.841883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4074       0.584244                 NaN  0.835880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.9707        1.01496                 NaN  0.143671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.8396       0.158130                 NaN  0.222040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4003       0.591368                 NaN  0.830268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4695       0.525063                 NaN  0.543385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3247       0.664185                 NaN  0.111092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3911       0.600586                 NaN  0.829983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3972       0.594640                 NaN  0.817322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3882       0.603572                 NaN  0.824387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3872       0.604526                 NaN  0.822667E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3896       0.602266                 NaN  0.813852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3854       0.606471                 NaN  0.816471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3829       0.608941                 NaN  0.814981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3819       0.609995                 NaN  0.812709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3797       0.612181                 NaN  0.811297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3792       0.612668                 NaN  0.809843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3763       0.615631                 NaN  0.809292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3774       0.614577                 NaN  0.805498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3784       0.613583                 NaN  0.800790E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3577       0.634023                 NaN  0.825762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3927       0.599568                 NaN  0.776477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3737       0.618281                 NaN  0.797600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3742       0.617887                 NaN  0.796128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3722       0.619868                 NaN  0.795367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3775       0.614594                 NaN  0.785701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3753       0.616816                 NaN  0.787342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3671       0.624974                 NaN  0.795027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3833       0.609005                 NaN  0.772318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3713       0.620813                 NaN  0.787736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3826       0.609674                 NaN  0.769297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3804       0.611912                 NaN  0.771533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3800       0.612242                 NaN  0.771108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3818       0.610480                 NaN  0.767352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3819       0.610467                 NaN  0.766022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3130       0.678520                 NaN  0.849430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4580       0.535334                 NaN  0.669855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3868       0.605587                 NaN  0.758554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3927       0.599822                 NaN  0.750541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3940       0.598480                 NaN  0.747908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3973       0.595242                 NaN  0.743978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3951       0.597399                 NaN  0.747084E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4053       0.587362                 NaN  0.734130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3749       0.617347                 NaN  0.771559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.6585       0.337334                 NaN  0.417821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.1898       0.800202                 NaN  0.100233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4122       0.580496                 NaN  0.726406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4202       0.572580                 NaN  0.717087E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4198       0.573000                 NaN  0.717867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4215       0.571373                 NaN  0.716179E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4329       0.560070                 NaN  0.703005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3167       0.469650                 NaN  0.440931E-002  0.209207                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8423       0.937716E-001            NaN            NaN   1.06396                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8722       0.921696E-001            NaN            NaN   1.03558                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8751       0.883433E-001            NaN            NaN   1.03651                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9066       0.857086E-001            NaN            NaN   1.00772                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9190       0.838534E-001            NaN            NaN  0.997149                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9320       0.795859E-001            NaN            NaN  0.988456                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9507       0.807684E-001            NaN            NaN  0.968532                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9654       0.749101E-001            NaN            NaN  0.959739                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9813       0.753916E-001            NaN            NaN  0.943341                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9875       0.702011E-001            NaN            NaN  0.942260                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0140       0.676784E-001            NaN            NaN  0.918353                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8192       0.825953E-001            NaN            NaN   1.09818                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.6664       0.235008E-001            NaN            NaN  0.310083                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.6186       0.814469E-001            NaN            NaN   1.29992                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0668       0.595194E-001            NaN            NaN  0.873729                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8605       0.587579E-001            NaN            NaN   1.08076                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.2974       0.443311E-001            NaN            NaN  0.658254                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1005       0.525975E-001            NaN            NaN  0.846853                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.3981       0.883109E-001            NaN            NaN   1.51363                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.8464       0.812830E-002            NaN            NaN  0.145445                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1364       0.677867E-001            NaN            NaN  0.795854                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1544       0.442302E-001            NaN            NaN  0.801389                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1114       0.372842E-001            NaN            NaN  0.851327                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2050       0.379907E-001            NaN            NaN  0.757023                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.3329       0.330391E-001            NaN            NaN  0.634043                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0290       0.459233E-001            NaN            NaN  0.925049                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1929       0.320187E-001            NaN            NaN  0.775130                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2028       0.302539E-001            NaN            NaN  0.766956                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2115       0.275866E-001            NaN            NaN  0.760948                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2205       0.288305E-001            NaN            NaN  0.750625                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2319       0.287308E-001            NaN            NaN  0.739373                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2366       0.223889E-001            NaN            NaN  0.741056                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2432       0.182334E-001            NaN            NaN  0.738528                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2445       0.227724E-001            NaN            NaN  0.732687                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2696       0.160786E-001            NaN            NaN  0.714310                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2691       0.183207E-001            NaN            NaN  0.712573                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.3526       0.136948E-001            NaN            NaN  0.633706                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1998       0.787596E-002            NaN            NaN  0.792318                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2855       0.672577E-002            NaN            NaN  0.707730                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2918       0.150985E-002            NaN            NaN  0.706674                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2984       0.152615E-002            NaN            NaN  0.700055                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.3101       0.303213E-001            NaN            NaN  0.659576                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3148       0.277606E-001            NaN            NaN  0.657413                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.3176                 NaN            NaN            NaN  0.682369                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.3228       0.525042E-002            NaN            NaN  0.671919                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.3415       0.606518E-001            NaN            NaN  0.597861                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.3369                 NaN            NaN            NaN  0.663093                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.3418                 NaN            NaN            NaN  0.658241                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.3501       0.177879E-001            NaN            NaN  0.632143                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.3537                 NaN            NaN            NaN  0.646344                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.3571                 NaN            NaN            NaN  0.642926                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.3607                 NaN            NaN            NaN  0.639254                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.3651                 NaN            NaN            NaN  0.634892                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.3682                 NaN            NaN            NaN  0.631770                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.3763                 NaN            NaN            NaN  0.623655                 NaN            NaN            NaN            NaN            NaN            NaN
