|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.25/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1909.77        2500.00        99.3520                 NaN  0.647960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3648                 NaN  0.635243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3647                 NaN  0.635338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3694                 NaN  0.630559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3030                 NaN  0.696951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4424                 NaN  0.557560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        98.7391                 NaN   1.25205       0.879847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3758                 NaN  0.610217       0.140028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.9012                 NaN  0.965821E-001  0.223738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4874                 NaN  0.500794       0.118352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3769                 NaN  0.608690       0.144382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3795                 NaN  0.606130       0.143773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.2187                 NaN  0.763182       0.181639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.5783                 NaN  0.411912       0.978094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3573                 NaN  0.627787       0.149342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3859                 NaN  0.599754       0.143095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3910                 NaN  0.594869       0.141659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3914                 NaN  0.594410       0.141499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3919                 NaN  0.593919       0.141854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3978                 NaN  0.588188       0.139993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3984                 NaN  0.587583       0.139985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3971                 NaN  0.588893       0.140145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3972                 NaN  0.588831       0.140189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3997                 NaN  0.586351       0.139389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3992                 NaN  0.586799       0.139545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4014                 NaN  0.584726       0.138751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4011                 NaN  0.585056       0.138683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4019                 NaN  0.584271       0.138364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3506                 NaN  0.634458       0.149899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4520                 NaN  0.535415       0.126247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4004                 NaN  0.585777       0.138021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4018                 NaN  0.584483       0.137576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2784                 NaN  0.705064       0.165512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5227                 NaN  0.466448       0.108683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3987                 NaN  0.587627       0.136612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3964                 NaN  0.589866       0.137353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4011                 NaN  0.585422       0.135051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3860                 NaN  0.600132       0.138762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4069                 NaN  0.579866       0.132399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3926                 NaN  0.593775       0.135992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3921                 NaN  0.594358       0.135462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3912                 NaN  0.595275       0.134873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3871                 NaN  0.599341       0.135301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3864                 NaN  0.600132       0.134764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3837                 NaN  0.602826       0.134980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.3798                 NaN  0.606678       0.134842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3792                 NaN  0.607329       0.134492E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3780                 NaN  0.608630       0.134015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3700                 NaN  0.616498       0.134877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.3722                 NaN  0.614384       0.133720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3684                 NaN  0.618231       0.133663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3643                 NaN  0.622307       0.133989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3609                 NaN  0.625731       0.133972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3685                 NaN  0.618383       0.131461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3441                 NaN  0.642317       0.135678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3503                 NaN  0.636318       0.133661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3457                 NaN  0.640882       0.133764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3439                 NaN  0.642819       0.133191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.8699                 NaN  0.127413       0.264086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        98.8041                 NaN   1.17189       0.240177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.2890                 NaN  0.696771       0.141895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4694                 NaN  0.520158       0.104719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2203                 NaN  0.764291       0.153708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3044                 NaN  0.682149       0.134292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3253                 NaN  0.661548       0.131747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3093                 NaN  0.677439       0.132857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2993                 NaN  0.687350       0.133880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3026                 NaN  0.684169       0.132165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.8808                 NaN   1.09820       0.210088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.7063                 NaN  0.288249       0.546977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3887                 NaN  0.599897       0.113717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.1666                 NaN  0.818008       0.153576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2721                 NaN  0.714612       0.133267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2686                 NaN  0.718131       0.132960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2642                 NaN  0.722496       0.133041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2569                 NaN  0.729784       0.133444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2527                 NaN  0.733924       0.133293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2511                 NaN  0.735666       0.132802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2450                 NaN  0.741640       0.133194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2365                 NaN  0.750129       0.133893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2385                 NaN  0.748261       0.132471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2290                 NaN  0.757663       0.133627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2260                 NaN  0.760734       0.133057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2215                 NaN  0.765153       0.133279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2149                 NaN  0.771727       0.133549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2148                 NaN  0.771919       0.133212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2076                 NaN  0.779075       0.133540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2069                 NaN  0.779761       0.132954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2018                 NaN  0.784854       0.133244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.1967                 NaN  0.789987       0.133482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1954                 NaN  0.791278       0.133090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1914                 NaN  0.795278       0.133123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1576                 NaN  0.828551       0.138874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2163                 NaN  0.770859       0.128367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1870                 NaN  0.799755       0.132544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.7925                 NaN   1.18785       0.196524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.5711                 NaN  0.421984       0.692685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1789                 NaN  0.807772       0.132805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.1764                 NaN  0.810349       0.132809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.1707                 NaN  0.815895       0.133820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.1772                 NaN  0.809585       0.132176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.1718                 NaN  0.814879       0.132754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.9590                 NaN  0.722420       0.944500E-002  0.309160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.9693                 NaN  0.327367                 NaN   1.70336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0102                 NaN  0.321889                 NaN   1.66789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.0485                 NaN  0.316197                 NaN   1.63530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0770                 NaN  0.312673                 NaN   1.61035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1238                 NaN  0.302843                 NaN   1.57332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1552                 NaN  0.299005                 NaN   1.54579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1393                 NaN  0.301417                 NaN   1.55928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2703                 NaN  0.282838                 NaN   1.44688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2526                 NaN  0.280830                 NaN   1.46653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2823                 NaN  0.277652                 NaN   1.44002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3124                 NaN  0.271263                 NaN   1.41632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3391                 NaN  0.265966                 NaN   1.39494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3665                 NaN  0.260882                 NaN   1.37258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3953                 NaN  0.255047                 NaN   1.34967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3662                 NaN  0.262035                 NaN   1.37178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4888                 NaN  0.242606                 NaN   1.26862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4732                 NaN  0.241165                 NaN   1.28563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4932                 NaN  0.238321                 NaN   1.26852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5204                 NaN  0.231847                 NaN   1.24777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5428                 NaN  0.229547                 NaN   1.22763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5206                 NaN  0.230023                 NaN   1.24933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6245                 NaN  0.215336                 NaN   1.16016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6059                 NaN  0.215312                 NaN   1.17879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6235                 NaN  0.212129                 NaN   1.16440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6444                 NaN  0.206635                 NaN   1.14894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6661                 NaN  0.202217                 NaN   1.13165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6840                 NaN  0.198516                 NaN   1.11753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7041                 NaN  0.196537                 NaN   1.09937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7200                 NaN  0.192152                 NaN   1.08784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7363                 NaN  0.185661                 NaN   1.07808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7560                 NaN  0.184719                 NaN   1.05929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7712                 NaN  0.181388                 NaN   1.04737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7884                 NaN  0.178142                 NaN   1.03342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8026                 NaN  0.174428                 NaN   1.02297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8203                 NaN  0.171821                 NaN   1.00784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8328                 NaN  0.167031                 NaN   1.00013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8467                 NaN  0.162454                 NaN  0.990796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8607                 NaN  0.159016                 NaN  0.980282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8768                 NaN  0.157875                 NaN  0.965337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8905                 NaN  0.157567                 NaN  0.951983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8903                 NaN  0.151016                 NaN  0.958661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9244                 NaN  0.146854                 NaN  0.928709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9288                 NaN  0.145823                 NaN  0.925333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9402                 NaN  0.140601                 NaN  0.919224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9496                 NaN  0.136304                 NaN  0.914095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9636                 NaN  0.137445                 NaN  0.898992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.4589                 NaN  0.185041                 NaN   1.35608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.4588                 NaN  0.334850E-001            NaN  0.507669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9958                 NaN  0.126278                 NaN  0.877944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0029                 NaN  0.125534                 NaN  0.871573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0198                 NaN  0.122107                 NaN  0.858102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0266                 NaN  0.121408                 NaN  0.852037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0350                 NaN  0.115644                 NaN  0.849315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0466                 NaN  0.117314                 NaN  0.836130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0527                 NaN  0.110321                 NaN  0.836944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0617                 NaN  0.108314                 NaN  0.829945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0701                 NaN  0.107151                 NaN  0.822766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0754                 NaN  0.107392                 NaN  0.817235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0913                 NaN  0.991464E-001            NaN  0.809504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0932                 NaN  0.960995E-001            NaN  0.810723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1005                 NaN  0.956420E-001            NaN  0.803825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1088                 NaN  0.859754E-001            NaN  0.805255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1153                 NaN  0.956560E-001            NaN  0.789006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1206                 NaN  0.839352E-001            NaN  0.795440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1274                 NaN  0.835191E-001            NaN  0.789122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1003                 NaN  0.678221E-001            NaN  0.686924       0.144939                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8789                 NaN  0.121096E-001            NaN  0.583816E-001   1.05059                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8577                 NaN            NaN            NaN            NaN   1.14231                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8463                 NaN  0.650530E-005            NaN            NaN   1.15372                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8282                 NaN            NaN            NaN            NaN   1.17177                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8090                 NaN            NaN            NaN            NaN   1.19101                 NaN            NaN            NaN            NaN            NaN            NaN
