|6.6.6
Archiving\03_Data\frac/QFM/Y98/Y98_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1759.40        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.9934                 NaN            NaN  0.655628E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.9898                 NaN            NaN  0.102380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.9899                 NaN            NaN  0.100910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.9899                 NaN            NaN  0.100580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.9878                 NaN            NaN  0.122421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.9924                 NaN            NaN  0.762818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.9902                 NaN            NaN  0.984795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.9903                 NaN            NaN  0.972416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9903                 NaN            NaN  0.967580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9904                 NaN            NaN  0.960072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9905                 NaN            NaN  0.954752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.9906                 NaN            NaN  0.941368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9906                 NaN            NaN  0.937455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9907                 NaN            NaN  0.931041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9908                 NaN            NaN  0.922105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9908                 NaN            NaN  0.917378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9909                 NaN            NaN  0.905339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9910                 NaN            NaN  0.899768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9911                 NaN            NaN  0.893365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9912                 NaN            NaN  0.884921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9825                 NaN            NaN  0.175087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9911                 NaN            NaN  0.889809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9917                 NaN            NaN  0.831871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9915                 NaN            NaN  0.848620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9916                 NaN            NaN  0.844712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9916                 NaN            NaN  0.835180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9917                 NaN            NaN  0.832878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9918                 NaN            NaN  0.819185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9918                 NaN            NaN  0.816990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9919                 NaN            NaN  0.807735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.9920                 NaN            NaN  0.801111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9957                 NaN            NaN  0.426911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9884                 NaN            NaN  0.115802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.7987       0.193430                 NaN  0.782488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4304       0.561817                 NaN  0.780517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3980       0.551451                 NaN  0.736793E-002  0.431313E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6685       0.275353                 NaN            NaN   1.05617                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4770       0.193955                 NaN            NaN   1.32907                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5008       0.189982                 NaN            NaN   1.30917                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5266       0.185456                 NaN            NaN   1.28798                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5462       0.181332                 NaN            NaN   1.27248                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5758       0.177877                 NaN            NaN   1.24634                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5954       0.174797                 NaN            NaN   1.22978                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6179       0.171416                 NaN            NaN   1.21069                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6381       0.167843                 NaN            NaN   1.19408                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6616       0.163550                 NaN            NaN   1.17482                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6782       0.159164                 NaN            NaN   1.16263                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6931       0.156211                 NaN            NaN   1.15071                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7234       0.153524                 NaN            NaN   1.12313                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7370       0.150490                 NaN            NaN   1.11247                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0430       0.113434                 NaN            NaN  0.843588                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.4838       0.177282                 NaN            NaN   1.33892                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7847       0.139714                 NaN            NaN   1.07559                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8102       0.138601                 NaN            NaN   1.05125                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8234       0.134885                 NaN            NaN   1.04176                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8390       0.129965                 NaN            NaN   1.03107                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8539       0.128464                 NaN            NaN   1.01761                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8691       0.125998                 NaN            NaN   1.00492                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8825       0.122256                 NaN            NaN  0.995253                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8996       0.121848                 NaN            NaN  0.978515                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9113       0.116080                 NaN            NaN  0.972631                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9248       0.115010                 NaN            NaN  0.960187                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9382       0.113055                 NaN            NaN  0.948722                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9445       0.107929                 NaN            NaN  0.947529                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9714       0.106781                 NaN            NaN  0.921785                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.6718       0.150946                 NaN            NaN   1.17730                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2901       0.500603E-001            NaN            NaN  0.659872                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9974       0.978060E-001            NaN            NaN  0.904813                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0060       0.942893E-001            NaN            NaN  0.899670                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0184       0.916352E-001            NaN            NaN  0.890013                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0284       0.919678E-001            NaN            NaN  0.879606                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0381       0.881571E-001            NaN            NaN  0.873737                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0433       0.833469E-001            NaN            NaN  0.873354                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0599       0.836145E-001            NaN            NaN  0.856481                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0646       0.804856E-001            NaN            NaN  0.854870                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0750       0.785783E-001            NaN            NaN  0.846397                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0812       0.745285E-001            NaN            NaN  0.844275                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0904       0.741996E-001            NaN            NaN  0.835445                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0945       0.717493E-001            NaN            NaN  0.833794                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1072       0.668613E-001            NaN            NaN  0.825968                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1069       0.653206E-001            NaN            NaN  0.827758                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1192       0.621734E-001            NaN            NaN  0.818669                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1217       0.594076E-001            NaN            NaN  0.818932                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1256       0.565944E-001            NaN            NaN  0.817853                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1277       0.526618E-001            NaN            NaN  0.819627                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7787       0.923173E-001            NaN            NaN  0.644279       0.484666                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1190       0.169162                 NaN            NaN  0.326221        1.38563                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1478       0.165126                 NaN            NaN  0.319479        1.36756                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1784       0.162467                 NaN            NaN  0.309332        1.34980                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1982       0.156029                 NaN            NaN  0.307430        1.33835                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2345       0.154952                 NaN            NaN  0.295251        1.31526                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2588       0.153857                 NaN            NaN  0.285576        1.30180                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2782       0.151611                 NaN            NaN  0.275623        1.29460                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2776       0.131504                 NaN            NaN  0.789614E-001   1.22320       0.288723                 NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2602       0.100970                 NaN            NaN            NaN   1.16914       0.469660                 NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2804       0.971891E-001            NaN            NaN            NaN   1.15314       0.469280                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2986       0.934399E-001            NaN            NaN            NaN   1.14020       0.467787                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3148       0.899574E-001            NaN            NaN            NaN  0.464930        1.13034                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3350       0.857770E-001            NaN            NaN            NaN   1.11198       0.467202                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3493       0.825853E-001            NaN            NaN            NaN  0.465689        1.10239                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3657       0.789834E-001            NaN            NaN            NaN  0.465863        1.08942                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3773       0.756765E-001            NaN            NaN            NaN   1.08053       0.466455                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3947       0.720503E-001            NaN            NaN            NaN   1.06799       0.465255                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4060       0.691855E-001            NaN            NaN            NaN  0.466373        1.05843                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4201       0.656083E-001            NaN            NaN            NaN  0.466521        1.04776                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4318       0.623690E-001            NaN            NaN            NaN   1.04005       0.465768                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4425       0.592881E-001            NaN            NaN            NaN   1.03198       0.466236                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4531       0.561822E-001            NaN            NaN            NaN   1.02359       0.467087                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4591       0.536817E-001            NaN            NaN            NaN   1.01485       0.472372                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4727       0.497451E-001            NaN            NaN            NaN   1.01045       0.467067                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4793       0.467330E-001            NaN            NaN            NaN   1.00492       0.469054                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4596       0.490161E-001            NaN            NaN            NaN  0.469817        1.02152                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5129       0.356886E-001            NaN            NaN            NaN  0.975875       0.475494                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.5577       0.258713                 NaN            NaN            NaN  0.572370        1.07759       0.533628                 NaN            NaN            NaN
  1423.56        2500.00        96.4297       0.540638                 NaN            NaN            NaN   1.16689       0.670364        1.19237                 NaN            NaN            NaN
  1421.05        2500.00        96.5174       0.542390                 NaN            NaN            NaN  0.631445        1.14393        1.16482                 NaN            NaN            NaN
  1418.55        2500.00        96.5989       0.544783                 NaN            NaN            NaN   1.12437       0.592594        1.13938                 NaN            NaN            NaN
