|6.6.6
Archiving\03_Data\frac/QFM/Y98/Y98_1.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1939.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.9900                 NaN            NaN  0.100477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.9843                 NaN            NaN  0.156866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.9845                 NaN            NaN  0.154643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.9846                 NaN            NaN  0.154108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.9812                 NaN            NaN  0.187656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.9883                 NaN            NaN  0.116884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.9849                 NaN            NaN  0.150870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.9851                 NaN            NaN  0.149001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9852                 NaN            NaN  0.148230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.9853                 NaN            NaN  0.147073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9854                 NaN            NaN  0.146286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.9856                 NaN            NaN  0.144220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.9856                 NaN            NaN  0.143574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.9857                 NaN            NaN  0.142600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9859                 NaN            NaN  0.141209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.9860                 NaN            NaN  0.140459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.9861                 NaN            NaN  0.138666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9862                 NaN            NaN  0.137800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9863                 NaN            NaN  0.136793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.9865                 NaN            NaN  0.135496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.9732                 NaN            NaN  0.268068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9864                 NaN            NaN  0.136277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.9873                 NaN            NaN  0.127381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.9870                 NaN            NaN  0.129922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.9871                 NaN            NaN  0.129297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.9872                 NaN            NaN  0.127825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.9873                 NaN            NaN  0.127443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.9875                 NaN            NaN  0.125392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.9875                 NaN            NaN  0.125035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9876                 NaN            NaN  0.123611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.9877                 NaN            NaN  0.122604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9935                 NaN            NaN  0.653234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9823                 NaN            NaN  0.177189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.7682       0.219809                 NaN  0.119744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3494       0.638701                 NaN  0.119451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3135       0.627465                 NaN  0.112862E-001  0.477009E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5191       0.313236                 NaN            NaN   1.16763                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3098       0.220716                 NaN            NaN   1.46945                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3357       0.216333                 NaN            NaN   1.44797                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3638       0.211273                 NaN            NaN   1.42489                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3852       0.206657                 NaN            NaN   1.40819                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4175       0.202878                 NaN            NaN   1.37966                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4389       0.199428                 NaN            NaN   1.36171                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.4632       0.195709                 NaN            NaN   1.34111                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.4851       0.191752                 NaN            NaN   1.32311                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5108       0.186965                 NaN            NaN   1.30225                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5291       0.182051                 NaN            NaN   1.28885                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5447       0.178852                 NaN            NaN   1.27643                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.5781       0.175833                 NaN            NaN   1.24607                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.5930       0.172398                 NaN            NaN   1.23458                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9332       0.130113                 NaN            NaN  0.936719                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.3103       0.203332                 NaN            NaN   1.48635                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6446       0.160383                 NaN            NaN   1.19506                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6726       0.159181                 NaN            NaN   1.16826                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.6871       0.155016                 NaN            NaN   1.15792                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7040       0.149460                 NaN            NaN   1.14650                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7204       0.147809                 NaN            NaN   1.13182                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7367       0.145088                 NaN            NaN   1.11823                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7514       0.140849                 NaN            NaN   1.10773                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.7699       0.140480                 NaN            NaN   1.08958                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.7827       0.133925                 NaN            NaN   1.08334                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.7973       0.132787                 NaN            NaN   1.06988                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8121       0.130597                 NaN            NaN   1.05729                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8189       0.124758                 NaN            NaN   1.05630                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8485       0.123476                 NaN            NaN   1.02804                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.5128       0.174535                 NaN            NaN   1.31268                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2053       0.580059E-001            NaN            NaN  0.736689                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.8765       0.113355                 NaN            NaN   1.01016                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.8860       0.109349                 NaN            NaN   1.00467                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8993       0.106336                 NaN            NaN  0.994319                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9102       0.106815                 NaN            NaN  0.983034                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9209       0.102419                 NaN            NaN  0.976719                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9265       0.969291E-001            NaN            NaN  0.976528                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9445       0.972972E-001            NaN            NaN  0.958159                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9495       0.937338E-001            NaN            NaN  0.956719                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9610       0.915697E-001            NaN            NaN  0.947467                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9678       0.869097E-001            NaN            NaN  0.945336                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9776       0.865777E-001            NaN            NaN  0.935826                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9817       0.838052E-001            NaN            NaN  0.934450                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9961       0.781232E-001            NaN            NaN  0.925765                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9957       0.763577E-001            NaN            NaN  0.927925                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0091       0.727563E-001            NaN            NaN  0.918191                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0116       0.695676E-001            NaN            NaN  0.918797                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0158       0.663216E-001            NaN            NaN  0.917913                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0180       0.617757E-001            NaN            NaN  0.920240                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.6312       0.108314                 NaN            NaN  0.723310       0.537223                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.8997       0.198562                 NaN            NaN  0.366240        1.53545                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9310       0.194063                 NaN            NaN  0.358899        1.51607                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9640       0.191172                 NaN            NaN  0.347722        1.49708                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        97.9853       0.183946                 NaN            NaN  0.345812        1.48491                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0246       0.182803                 NaN            NaN  0.332359        1.46021                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0506       0.181721                 NaN            NaN  0.321716        1.44592                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.0716       0.179208                 NaN            NaN  0.310680        1.43854                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.0711       0.155734                 NaN            NaN  0.890893E-001   1.36004       0.324025                 NaN            NaN            NaN            NaN
  1473.68        2500.00        98.0526       0.119704                 NaN            NaN            NaN   1.30032       0.527364                 NaN            NaN            NaN            NaN
  1471.18        2500.00        98.0740       0.115383                 NaN            NaN            NaN   1.28323       0.527378                 NaN            NaN            NaN            NaN
  1468.67        2500.00        98.0933       0.111079                 NaN            NaN            NaN   1.26951       0.526082                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.1105       0.107089                 NaN            NaN            NaN  0.523277        1.25916                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.1322       0.102237                 NaN            NaN            NaN   1.23932       0.526201                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.1471       0.985639E-001            NaN            NaN            NaN  0.524927        1.22938                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.1646       0.944091E-001            NaN            NaN            NaN  0.525525        1.21549                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.1766       0.905581E-001            NaN            NaN            NaN   1.20620       0.526597                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.1951       0.863487E-001            NaN            NaN            NaN   1.19292       0.525670                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2066       0.830480E-001            NaN            NaN            NaN  0.527376        1.18300                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.2216       0.788553E-001            NaN            NaN            NaN  0.527961        1.17163                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.2337       0.750691E-001            NaN            NaN            NaN   1.16374       0.527532                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.2446       0.714619E-001            NaN            NaN            NaN   1.15543       0.528517                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.2555       0.678210E-001            NaN            NaN            NaN   1.14671       0.529923                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.2610       0.648988E-001            NaN            NaN            NaN   1.13773       0.536418                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.2754       0.602337E-001            NaN            NaN            NaN   1.13349       0.530828                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.2817       0.566728E-001            NaN            NaN            NaN   1.12807       0.533591                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.2582       0.595620E-001            NaN            NaN            NaN  0.535021        1.14720                 NaN            NaN            NaN            NaN
  1428.57        2500.00        98.3176       0.434146E-001            NaN            NaN            NaN   1.09706       0.541936                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.3306       0.315238                 NaN            NaN            NaN  0.652786        1.21190       0.489473                 NaN            NaN            NaN
  1423.56        2500.00        96.1686       0.660460                 NaN            NaN            NaN   1.31285       0.765145        1.09299                 NaN            NaN            NaN
  1421.05        2500.00        96.2583       0.664522                 NaN            NaN            NaN  0.721546        1.28811        1.06752                 NaN            NaN            NaN
  1418.55        2500.00        96.3410       0.669582                 NaN            NaN            NaN   1.26727       0.678090        1.04404                 NaN            NaN            NaN
