|6.6.6
Archiving\03_Data\frac/QFM_m0.25/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.9953                 NaN            NaN  0.465746E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.9883                 NaN            NaN  0.116576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.9884                 NaN            NaN  0.115589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.9884       0.297139E-004            NaN  0.115224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.5249       0.464843                 NaN  0.102797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4687       0.521191                 NaN  0.101166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4720       0.517878                 NaN  0.100790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4747       0.515267                 NaN  0.100465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4778       0.512192                 NaN  0.999816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4793       0.510682                 NaN  0.998981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4834       0.506735                 NaN  0.991443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4834       0.506637                 NaN  0.995081E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4847       0.505358                 NaN  0.993461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4939       0.496341                 NaN  0.972418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4911       0.499097                 NaN  0.983597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4952       0.495035                 NaN  0.974395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4948       0.495403                 NaN  0.977241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4992       0.491111                 NaN  0.968362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4978       0.492442                 NaN  0.974187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5039       0.486482                 NaN  0.957483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5032       0.487143                 NaN  0.962244E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5043       0.486137                 NaN  0.959590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5071       0.483383                 NaN  0.953810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5078       0.482701                 NaN  0.952518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5095       0.481041                 NaN  0.949070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5103       0.480273                 NaN  0.947286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5120       0.478587                 NaN  0.943144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5119       0.478671                 NaN  0.943185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5131       0.477501                 NaN  0.938423E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5157       0.474963                 NaN  0.932335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5154       0.475305                 NaN  0.933043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5165       0.474230                 NaN  0.928805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5154       0.475308                 NaN  0.929827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5181       0.472685                 NaN  0.922221E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5182       0.472628                 NaN  0.920499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5284       0.462578                 NaN  0.899260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5078       0.482825                 NaN  0.934917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5196       0.471276                 NaN  0.912034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5194       0.471456                 NaN  0.910712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5187       0.472231                 NaN  0.909160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5185       0.472417                 NaN  0.907537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5201       0.470828                 NaN  0.902589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5188       0.472170                 NaN  0.902765E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5198       0.471272                 NaN  0.896146E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5182       0.472840                 NaN  0.897816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5195       0.471615                 NaN  0.889478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5183       0.472792                 NaN  0.889493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5163       0.474805                 NaN  0.891768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5176       0.473531                 NaN  0.885413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5169       0.474235                 NaN  0.882151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5147       0.476479                 NaN  0.882013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5281       0.463334                 NaN  0.853030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4990       0.491969                 NaN  0.903278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.5132       0.478027                 NaN  0.875070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.5118       0.479487                 NaN  0.871322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5156       0.475476                 NaN  0.896037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.8919       0.106476                 NaN  0.157741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.1213       0.863175                 NaN  0.155362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.5075       0.483831                 NaN  0.864380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5061       0.485264                 NaN  0.862977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.5046       0.486761                 NaN  0.860100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.5031       0.488299                 NaN  0.859303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3406       0.647972                 NaN  0.113780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.7092       0.285812                 NaN  0.496590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.7929       0.203604                 NaN  0.350495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.1552       0.830441                 NaN  0.143452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4983       0.493294                 NaN  0.843832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4942       0.497366                 NaN  0.846532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4914       0.500125                 NaN  0.847263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4923       0.499260                 NaN  0.840676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4891       0.502475                 NaN  0.840917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4870       0.504601                 NaN  0.840398E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4862       0.505426                 NaN  0.837183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4841       0.507524                 NaN  0.834664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4820       0.509623                 NaN  0.833659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4794       0.512257                 NaN  0.832701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4790       0.512760                 NaN  0.828685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4772       0.514553                 NaN  0.828011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4743       0.517415                 NaN  0.827915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4738       0.517949                 NaN  0.824873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4718       0.520031                 NaN  0.821757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4706       0.521198                 NaN  0.820562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4680       0.523805                 NaN  0.819878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4668       0.525010                 NaN  0.819301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4652       0.526633                 NaN  0.815128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4635       0.528362                 NaN  0.814016E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4623       0.529605                 NaN  0.811490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4599       0.532031                 NaN  0.811166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4604       0.531522                 NaN  0.806138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4574       0.534502                 NaN  0.807358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4575       0.534488                 NaN  0.802445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4554       0.536582                 NaN  0.803992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4549       0.537091                 NaN  0.800196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4538       0.538248                 NaN  0.799234E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4524       0.539609                 NaN  0.797036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4519       0.540148                 NaN  0.795283E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.6929       0.302654                 NaN  0.442872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2094       0.779225                 NaN  0.113931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4501       0.541971                 NaN  0.788413E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4492       0.542913                 NaN  0.787129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4494       0.542719                 NaN  0.784235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4434       0.548652                 NaN  0.791551E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.4550       0.537244                 NaN  0.773870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.4490       0.543225                 NaN  0.777368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.4485       0.543754                 NaN  0.777590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.8684       0.335797                 NaN  0.786104E-003            NaN  0.794969                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4935       0.194218                 NaN            NaN            NaN   1.31230                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.5146       0.190295                 NaN            NaN            NaN   1.29506                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5568       0.186418                 NaN            NaN            NaN   1.25678                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5767       0.183383                 NaN            NaN            NaN   1.23990                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6002       0.178147                 NaN            NaN            NaN   1.22166                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6265       0.174530                 NaN            NaN            NaN   1.19902                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6490       0.171243                 NaN            NaN            NaN   1.17974                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6690       0.167681                 NaN            NaN            NaN   1.16335                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7012       0.163598                 NaN            NaN            NaN   1.13517                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7182       0.160464                 NaN            NaN            NaN   1.12136                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7382       0.155937                 NaN            NaN            NaN   1.10587                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7614       0.152682                 NaN            NaN            NaN   1.08589                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7790       0.149887                 NaN            NaN            NaN   1.07112                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6582       0.164252                 NaN            NaN            NaN   1.17757                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9623       0.124909                 NaN            NaN            NaN  0.912762                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8369       0.140787                 NaN            NaN            NaN   1.02227                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8565       0.135525                 NaN            NaN            NaN   1.00800                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8728       0.133262                 NaN            NaN            NaN  0.993890                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8877       0.130283                 NaN            NaN            NaN  0.981985                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9104       0.127556                 NaN            NaN            NaN  0.962076                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9235       0.126433                 NaN            NaN            NaN  0.950111                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9416       0.122570                 NaN            NaN            NaN  0.935796                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9549       0.119195                 NaN            NaN            NaN  0.925929                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9480       0.115840                 NaN            NaN            NaN  0.936148                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0071       0.115426                 NaN            NaN            NaN  0.877443                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9981       0.109340                 NaN            NaN            NaN  0.892524                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0122       0.107532                 NaN            NaN            NaN  0.880248                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0258       0.104017                 NaN            NaN            NaN  0.870229                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0293       0.986475E-001            NaN            NaN            NaN  0.872023                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0548       0.975646E-001            NaN            NaN            NaN  0.847611                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0637       0.958601E-001            NaN            NaN            NaN  0.840438                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0760       0.943324E-001            NaN            NaN            NaN  0.829679                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0884       0.912067E-001            NaN            NaN            NaN  0.820420                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1002       0.889088E-001            NaN            NaN            NaN  0.810935                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1105       0.860541E-001            NaN            NaN            NaN  0.803436                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1218       0.833412E-001            NaN            NaN            NaN  0.794903                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1299       0.839874E-001            NaN            NaN            NaN  0.786084                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1433       0.755898E-001            NaN            NaN            NaN  0.781071                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1511       0.770562E-001            NaN            NaN            NaN  0.771890                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1616       0.737278E-001            NaN            NaN            NaN  0.764716                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1727       0.309664E-001            NaN            NaN            NaN  0.796301                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1813       0.107419                 NaN            NaN            NaN  0.711231                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1902       0.659730E-001            NaN            NaN            NaN  0.743817                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1992       0.634623E-001            NaN            NaN            NaN  0.737333                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8649       0.973130E-001            NaN            NaN            NaN   1.03780                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.5690       0.321387E-001            NaN            NaN            NaN  0.398909                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2239       0.576029E-001            NaN            NaN            NaN  0.718457                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2291       0.544060E-001            NaN            NaN            NaN  0.716539                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2412       0.520222E-001            NaN            NaN            NaN  0.706743                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2456       0.504215E-001            NaN            NaN            NaN  0.703950                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2518       0.446834E-001            NaN            NaN            NaN  0.703561                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2607       0.434912E-001            NaN            NaN            NaN  0.695770                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2674       0.426590E-001            NaN            NaN            NaN  0.689977                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2734       0.404755E-001            NaN            NaN            NaN  0.686169                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2776       0.352939E-001            NaN            NaN            NaN  0.687140                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2868       0.359021E-001            NaN            NaN            NaN  0.677290                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2903       0.307319E-001            NaN            NaN            NaN  0.678968                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2975       0.306563E-001            NaN            NaN            NaN  0.671887                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.3022       0.280730E-001            NaN            NaN            NaN  0.669684                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.3061       0.239647E-001            NaN            NaN            NaN  0.669942                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.3126       0.236315E-001            NaN            NaN            NaN  0.663764                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.3162       0.202030E-001            NaN            NaN            NaN  0.663590                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.3212       0.176264E-001            NaN            NaN            NaN  0.661134                 NaN            NaN            NaN            NaN            NaN            NaN
