|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1937.34        500.000        99.3249       0.675051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.3249       0.675109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.3248       0.675166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.3248       0.675224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.3247       0.675281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3247       0.675338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3246       0.675396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3245       0.675453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3245       0.675510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3244       0.675568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3244       0.675625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3243       0.675683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3243       0.675740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3242       0.675797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3241       0.675855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3241       0.675912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3240       0.675970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3240       0.676027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3239       0.676085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3239       0.676142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3238       0.676200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3237       0.676257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3237       0.676314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3236       0.676372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3236       0.676429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3235       0.676487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3235       0.676544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3234       0.676602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3233       0.676659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3233       0.676717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3232       0.676774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3232       0.676832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3231       0.676889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3231       0.676947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3230       0.677004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3229       0.677062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3229       0.677119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3228       0.677177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3228       0.677234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3227       0.677291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3227       0.677349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3226       0.677406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3225       0.677464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3225       0.677521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3224       0.677579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3224       0.677636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3223       0.677694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3222       0.677751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3116       0.677823       0.105642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3102       0.677968       0.118691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3101       0.678122       0.117906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3100       0.678276       0.117042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3099       0.678428       0.116382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3099       0.678581       0.115234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3098       0.678732       0.114463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3097       0.678882       0.113736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3096       0.679032       0.113548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3097       0.679182       0.111527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3095       0.679330       0.111589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3093       0.679479       0.111714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3095       0.679627       0.108890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3056       0.679777       0.146071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3130       0.679943       0.704982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3092       0.680063       0.107244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3091       0.680208       0.106770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3091       0.680352       0.105538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3090       0.680495       0.104975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3089       0.680638       0.104323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3089       0.680780       0.103341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3088       0.680921       0.102763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3087       0.681062       0.101883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3087       0.681202       0.101158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3086       0.681342       0.100339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3085       0.681480       0.998615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3085       0.681619       0.990409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3084       0.681756       0.980521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3083       0.681893       0.975900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3083       0.682030       0.967529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.9461       0.682312       0.918823E-002            NaN            NaN  0.362370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4211                 NaN  0.904287E-002            NaN            NaN  0.569860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4176                 NaN  0.902290E-002            NaN            NaN  0.573388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4129                 NaN  0.900654E-002            NaN            NaN  0.578065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3811                 NaN  0.956748E-002            NaN            NaN  0.609298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4327                 NaN  0.842364E-002            NaN            NaN  0.558895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3974                 NaN  0.903024E-002            NaN            NaN  0.593596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3982                 NaN  0.893463E-002            NaN            NaN  0.592825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3913                 NaN  0.896079E-002            NaN            NaN  0.599766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3867                 NaN  0.895729E-002            NaN            NaN  0.604335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3821                 NaN  0.894692E-002            NaN            NaN  0.608964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3767                 NaN  0.895859E-002            NaN            NaN  0.614341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3742                 NaN  0.890763E-002            NaN            NaN  0.616941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3677                 NaN  0.893329E-002            NaN            NaN  0.623370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3634                 NaN  0.892198E-002            NaN            NaN  0.627651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3587                 NaN  0.891068E-002            NaN            NaN  0.632413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3544                 NaN  0.890681E-002            NaN            NaN  0.636685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3485                 NaN  0.892122E-002            NaN            NaN  0.642574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3458                 NaN  0.888031E-002            NaN            NaN  0.645347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3403                 NaN  0.887473E-002            NaN            NaN  0.650842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3359                 NaN  0.887702E-002            NaN            NaN  0.655188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3304                 NaN  0.888165E-002            NaN            NaN  0.660737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3295                 NaN  0.883045E-002            NaN            NaN  0.661670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3233                 NaN  0.885195E-002            NaN            NaN  0.667866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3178                 NaN  0.886011E-002            NaN            NaN  0.673309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3164                 NaN  0.882968E-002            NaN            NaN  0.674752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3100                 NaN  0.884108E-002            NaN            NaN  0.681129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3061                 NaN  0.883589E-002            NaN            NaN  0.685103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3043                 NaN  0.881135E-002            NaN            NaN  0.686849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3025                 NaN  0.879437E-002            NaN            NaN  0.688679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2936                 NaN  0.885045E-002            NaN            NaN  0.697573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2945                 NaN  0.878376E-002            NaN            NaN  0.696722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2911                 NaN  0.877781E-002            NaN            NaN  0.700095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2888                 NaN  0.878209E-002            NaN            NaN  0.702384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        96.7287                 NaN  0.391732E-001            NaN            NaN   3.23214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.7061                 NaN  0.418145E-002            NaN            NaN  0.289763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2796                 NaN  0.868743E-002            NaN            NaN  0.711737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2762                 NaN  0.870326E-002            NaN            NaN  0.715114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2756                 NaN  0.869440E-002            NaN            NaN  0.715730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2748                 NaN  0.867909E-002            NaN            NaN  0.716486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2741                 NaN  0.867745E-002            NaN            NaN  0.717232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        98.8801                 NaN  0.134027E-001            NaN            NaN   1.10653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.9784                 NaN  0.121627E-001            NaN            NaN   1.00946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9697                 NaN  0.371341E-003            NaN            NaN  0.299274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2780                 NaN  0.859310E-002            NaN            NaN  0.713376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2777                 NaN  0.859557E-002            NaN            NaN  0.713752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.1946                 NaN  0.475811E-002            NaN            NaN  0.123392        1.67724                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.0740                 NaN  0.405987E-002            NaN            NaN  0.355262E-001   1.88642                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.5716                 NaN  0.747513E-003            NaN            NaN  0.528830E-002  0.422407                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        96.6850                 NaN  0.654703E-002            NaN            NaN  0.507606E-001   3.25770                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.1703                 NaN  0.350133E-002            NaN            NaN  0.203680E-001   1.80582                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1992                 NaN  0.324808E-002            NaN            NaN  0.154477E-001   1.78215                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2297                 NaN  0.309428E-002            NaN            NaN  0.108539E-001   1.75631                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2563                 NaN  0.285974E-002            NaN            NaN  0.586184E-002   1.73499                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2825                 NaN  0.265247E-002            NaN            NaN  0.105944E-002   1.71380                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3110                 NaN  0.260233E-002            NaN            NaN  0.508793E-002   1.68131                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3384                 NaN  0.233241E-002            NaN            NaN  0.600235E-002   1.65326                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3590                 NaN  0.220462E-002            NaN            NaN            NaN   1.63876                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3871                 NaN  0.203293E-002            NaN            NaN            NaN   1.61089                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4087                 NaN  0.185672E-002            NaN            NaN  0.238740E-003   1.58925                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4316                 NaN  0.172101E-002            NaN            NaN            NaN   1.56664                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4558                 NaN  0.151102E-002            NaN            NaN            NaN   1.54271                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4756                 NaN  0.137028E-002            NaN            NaN            NaN   1.52301                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4962                 NaN  0.127125E-002            NaN            NaN            NaN   1.50248                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5146                 NaN  0.101966E-002            NaN            NaN            NaN   1.48440                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5349                 NaN  0.953737E-003            NaN            NaN            NaN   1.46418                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5587                 NaN  0.823385E-003            NaN            NaN            NaN   1.44044                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.2750                 NaN  0.986884E-003            NaN            NaN            NaN   1.72396                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8876                 NaN  0.455039E-003            NaN            NaN            NaN   1.11191                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6068                 NaN  0.466108E-003            NaN            NaN            NaN   1.39270                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6239                 NaN  0.226367E-003            NaN            NaN            NaN   1.37586                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6395                 NaN  0.393299E-004            NaN            NaN            NaN   1.36050                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.6572                 NaN  0.261680E-003            NaN            NaN            NaN   1.34251                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.6716                 NaN  0.669278E-003            NaN            NaN            NaN   1.32778                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.6838                 NaN            NaN            NaN            NaN            NaN   1.31617                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.6977                 NaN            NaN            NaN            NaN            NaN   1.30232                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7139                 NaN  0.935520E-003            NaN            NaN            NaN   1.28519                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7207                 NaN            NaN            NaN            NaN            NaN   1.27929                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7363                 NaN            NaN            NaN            NaN            NaN   1.26372                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.7465                 NaN            NaN            NaN            NaN            NaN   1.25346                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.7579                 NaN            NaN            NaN            NaN            NaN   1.24209                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.7676                 NaN            NaN            NaN            NaN            NaN   1.23244                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.7777                 NaN            NaN            NaN            NaN            NaN   1.22225                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.7854                 NaN            NaN            NaN            NaN            NaN   1.21465                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.7926                 NaN            NaN            NaN            NaN            NaN   1.20742                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8001                 NaN            NaN            NaN            NaN            NaN   1.19992                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.8056                 NaN            NaN            NaN            NaN            NaN   1.19443                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.4125                 NaN            NaN            NaN            NaN            NaN  0.292651E-001   1.55819                 NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        97.6602                 NaN            NaN            NaN            NaN            NaN  0.513684       0.472811        1.35327                 NaN            NaN            NaN            NaN
  1511.28        500.000        97.3165                 NaN  0.158444E-004            NaN            NaN            NaN  0.724635        1.95884                 NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.3898                 NaN  0.272698E-002            NaN            NaN            NaN  0.694986        1.91244                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.4568                 NaN  0.239461E-002            NaN            NaN            NaN  0.680950        1.85985                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.5217                 NaN  0.193966E-002            NaN            NaN            NaN  0.668378        1.80801                 NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.5834                 NaN  0.152457E-002            NaN            NaN            NaN  0.654081        1.76098                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.6408                 NaN  0.107457E-002            NaN            NaN            NaN  0.642845        1.71529                 NaN            NaN            NaN            NaN            NaN
