|6.6.6
Archiving\03_Data\fracLP/QFM_m3.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1917.29        500.000        99.5969       0.364435       0.386989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.5969       0.364435       0.386989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.5891       0.364435       0.386700E-001  0.780076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.4592                 NaN            NaN  0.540796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3763                 NaN            NaN  0.623728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3720                 NaN            NaN  0.627998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3766                 NaN            NaN  0.623401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3799                 NaN            NaN  0.620104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3833                 NaN            NaN  0.616655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3878                 NaN            NaN  0.612201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3909                 NaN            NaN  0.609089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3935                 NaN            NaN  0.606525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3977                 NaN            NaN  0.602269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4006                 NaN            NaN  0.599371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3810                 NaN            NaN  0.619043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4315                 NaN            NaN  0.568490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4096                 NaN            NaN  0.590352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4119                 NaN            NaN  0.588063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4149                 NaN            NaN  0.585075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4168                 NaN            NaN  0.583201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4209                 NaN            NaN  0.579123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4221                 NaN            NaN  0.577891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4249                 NaN            NaN  0.575070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4143                 NaN            NaN  0.573001       0.126894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4130                 NaN            NaN  0.570668       0.163608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4146                 NaN            NaN  0.569111       0.163374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4170                 NaN            NaN  0.566774       0.162620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4180                 NaN            NaN  0.565772       0.162315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4207                 NaN            NaN  0.563151       0.161381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4217                 NaN            NaN  0.562159       0.161195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4234                 NaN            NaN  0.560495       0.160898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4254                 NaN            NaN  0.558582       0.159913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4247                 NaN            NaN  0.559236       0.160155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4277                 NaN            NaN  0.556406       0.159126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3226                 NaN            NaN  0.658554       0.188177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5347                 NaN            NaN  0.452456       0.128933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4293                 NaN            NaN  0.554886       0.158173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4290                 NaN            NaN  0.555220       0.158299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4342                 NaN            NaN  0.550151       0.156065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4326                 NaN            NaN  0.551693       0.156682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4192                 NaN            NaN  0.564534       0.162310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4461                 NaN            NaN  0.538827       0.150776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4342                 NaN            NaN  0.550264       0.155230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5651                 NaN            NaN  0.422901       0.119539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3028                 NaN            NaN  0.678222       0.189437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4342                 NaN            NaN  0.550378       0.154086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4329                 NaN            NaN  0.551659       0.154069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4349                 NaN            NaN  0.549780       0.152941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4314                 NaN            NaN  0.553251       0.153273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4352                 NaN            NaN  0.549596       0.151890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4335                 NaN            NaN  0.551277       0.152028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4267                 NaN            NaN  0.557933       0.153427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4382                 NaN            NaN  0.546900       0.149092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4304                 NaN            NaN  0.554487       0.151432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4305                 NaN            NaN  0.554474       0.150679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5409                 NaN            NaN  0.447001       0.120850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3169                 NaN            NaN  0.665151       0.179102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4291                 NaN            NaN  0.555993       0.149031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4269                 NaN            NaN  0.558142       0.149177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4563                 NaN            NaN  0.529665       0.140815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3927                 NaN            NaN  0.591647       0.156517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4246                 NaN            NaN  0.560637       0.147726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4196                 NaN            NaN  0.565588       0.148508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4215                 NaN            NaN  0.563812       0.147201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.8486                 NaN            NaN  0.147504       0.389178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.9893                 NaN            NaN  0.985293       0.254256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4141                 NaN            NaN  0.571171       0.146799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4150                 NaN            NaN  0.570404       0.145780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.5327                 NaN            NaN  0.455690       0.115702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2892                 NaN            NaN  0.693206       0.175524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4045                 NaN            NaN  0.580836       0.146194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4101                 NaN            NaN  0.575525       0.143973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4041                 NaN            NaN  0.581423       0.144902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4019                 NaN            NaN  0.583684       0.144490E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4015                 NaN            NaN  0.584049       0.144019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4160                 NaN            NaN  0.569998       0.139546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3756                 NaN            NaN  0.609557       0.148331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3964                 NaN            NaN  0.589301       0.142623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3891                 NaN            NaN  0.596568       0.143500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3908                 NaN            NaN  0.594963       0.142595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3868                 NaN            NaN  0.598985       0.142564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3852                 NaN            NaN  0.600595       0.142201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3832                 NaN            NaN  0.602559       0.142093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3857                 NaN            NaN  0.600231       0.140494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3727                 NaN            NaN  0.612972       0.142904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.6843                 NaN            NaN   1.28607       0.296184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4380                 NaN            NaN  0.549407       0.125766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3696                 NaN            NaN  0.616372       0.140731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3689                 NaN            NaN  0.617102       0.140119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.9654                 NaN            NaN   1.01168       0.228770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.7674                 NaN            NaN  0.227524       0.509386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3594                 NaN            NaN  0.626574       0.140063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3601                 NaN            NaN  0.625933       0.139562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3587                 NaN            NaN  0.627385       0.139152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3565                 NaN            NaN  0.629574       0.139153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3557                 NaN            NaN  0.630426       0.138411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3526                 NaN            NaN  0.633576       0.138574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3543                 NaN            NaN  0.631887       0.137759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3502                 NaN            NaN  0.635958       0.138138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3488                 NaN            NaN  0.637468       0.137478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3516                 NaN            NaN  0.634645       0.137565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3481                 NaN            NaN  0.638122       0.137281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3474                 NaN            NaN  0.638878       0.137020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3468                 NaN            NaN  0.639536       0.136645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3435                 NaN            NaN  0.642816       0.137076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1474                 NaN            NaN  0.834828       0.177973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5469                 NaN            NaN  0.443728       0.941024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3463                 NaN            NaN  0.640164       0.135489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3451                 NaN            NaN  0.641313       0.135397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3454                 NaN            NaN  0.641106       0.135044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3462                 NaN            NaN  0.640373       0.134756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3463                 NaN            NaN  0.640274       0.134472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3463                 NaN            NaN  0.640247       0.134397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3468                 NaN            NaN  0.639780       0.133898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3491                 NaN            NaN  0.637542       0.133467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3495                 NaN            NaN  0.637150       0.133245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3509                 NaN            NaN  0.635771       0.132916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3513                 NaN            NaN  0.635459       0.132754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3539                 NaN            NaN  0.632944       0.132041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.6664                 NaN            NaN  0.326778       0.684390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.0473                 NaN            NaN  0.933192       0.195032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3589                 NaN            NaN  0.628043       0.131049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3609                 NaN            NaN  0.626082       0.130656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3597                 NaN            NaN  0.627234       0.130575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3688                 NaN            NaN  0.618232       0.129296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3668                 NaN            NaN  0.620215       0.129472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3722                 NaN            NaN  0.614922       0.128820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3740                 NaN            NaN  0.613170       0.128416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7068                 NaN            NaN  0.165972                 NaN   1.12722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5860                 NaN            NaN  0.685566E-001            NaN   1.34542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4864                 NaN            NaN  0.692593E-001            NaN   1.44433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7507                 NaN            NaN  0.563502E-001            NaN   1.19292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6601                 NaN            NaN  0.631165E-001            NaN   1.27680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6773                 NaN            NaN  0.577931E-001            NaN   1.26492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7086                 NaN            NaN  0.546973E-001            NaN   1.23668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7240                 NaN            NaN  0.529870E-001            NaN   1.22305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7439                 NaN            NaN  0.503711E-001            NaN   1.20569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7643                 NaN            NaN  0.475536E-001            NaN   1.18813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7824                 NaN            NaN  0.427805E-001            NaN   1.17486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8029                 NaN            NaN  0.424816E-001            NaN   1.15459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8226                 NaN            NaN  0.423007E-001            NaN   1.13509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8264                 NaN            NaN  0.377249E-001            NaN   1.13584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8648                 NaN            NaN  0.361364E-001            NaN   1.09903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8660                 NaN            NaN  0.311612E-001            NaN   1.10281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9005                 NaN            NaN  0.315763E-001            NaN   1.06789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9007                 NaN            NaN  0.255876E-001            NaN   1.07369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9257                 NaN            NaN  0.260554E-001            NaN   1.04827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9367                 NaN            NaN  0.237303E-001            NaN   1.03953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9487                 NaN            NaN  0.200770E-001            NaN   1.03119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9671                 NaN            NaN  0.187457E-001            NaN   1.01411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.7089                 NaN            NaN  0.225391E-001            NaN   1.26855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.2657                 NaN            NaN  0.650699E-002            NaN  0.727755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0018                 NaN            NaN  0.734954E-002            NaN  0.990855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0216                 NaN            NaN  0.938155E-002            NaN  0.969068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0274                 NaN            NaN  0.367414E-002            NaN  0.968952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0444                 NaN            NaN  0.459784E-002            NaN  0.951047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0559                 NaN            NaN  0.342149E-002            NaN  0.940680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0684                 NaN            NaN  0.135360E-002            NaN  0.930276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0803                 NaN            NaN  0.331392E-002            NaN  0.916371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0896                 NaN            NaN            NaN            NaN  0.910378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1018                 NaN            NaN  0.302227E-002            NaN  0.895186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1127                 NaN            NaN  0.354027E-001            NaN  0.851885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1229                 NaN            NaN            NaN            NaN  0.877101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
