|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.25/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1917.29        2500.00        99.9824                 NaN  0.175926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.9827                 NaN  0.173132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.9827                 NaN  0.172764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.7702       0.213455       0.163098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3981       0.587140       0.147662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4037       0.581626       0.146613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4079       0.577509       0.145804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4080       0.577308       0.147036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4174       0.568173       0.144274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4194       0.566136       0.144503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4215       0.564057       0.144483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4258       0.559854       0.143584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4289       0.556784       0.143291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4303       0.555311       0.143433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4361       0.549750       0.141934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4379       0.547883       0.142081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4405       0.545337       0.141621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4430       0.542857       0.141343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4434       0.542474       0.141635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4506       0.535461       0.139626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4502       0.535803       0.140127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4532       0.532872       0.139639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4553       0.530828       0.139179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4563       0.529781       0.139036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4565       0.529538       0.139582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4628       0.523432       0.137401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4620       0.524179       0.138079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4637       0.522529       0.137378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4649       0.521337       0.137221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4666       0.519723       0.136832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4679       0.518395       0.136724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4693       0.517102       0.136125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4692       0.517185       0.136006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4708       0.515643       0.135694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4719       0.514561       0.135088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3055       0.676674       0.178105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6398       0.351054       0.911037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4723       0.514207       0.134697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4720       0.514575       0.134500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4726       0.513993       0.134042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4737       0.512942       0.133518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4714       0.515237       0.133813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4725       0.514132       0.133402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4731       0.513583       0.132907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4701       0.516522       0.133362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4721       0.514672       0.132252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4706       0.516186       0.132450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4655       0.521112       0.133682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4750       0.511958       0.130322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4691       0.517754       0.131483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4395       0.546603       0.138683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4948       0.492828       0.123959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4652       0.521661       0.131061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4626       0.524275       0.131075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4630       0.523983       0.130467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4602       0.526756       0.130670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4584       0.528514       0.130460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4565       0.530434       0.130371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4546       0.532415       0.130180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4526       0.534421       0.130094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4497       0.537285       0.130287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4491       0.537941       0.129429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4393       0.547595       0.131205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3997       0.586357       0.139132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4892       0.499028       0.118069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4370       0.550034       0.129500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3810       0.559751       0.592916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4574       0.542631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4278       0.572216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4461       0.552350       0.157040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4327       0.564452       0.283587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.9510        1.02474       0.242546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.9527       0.467062E-001  0.563946E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.7817       0.213489       0.480019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.9966       0.981465       0.218875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4086       0.578601       0.127972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4053       0.581893       0.127868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3990       0.588186       0.128361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3957       0.591496       0.128181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3933       0.593858       0.127996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3896       0.597648       0.127830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3857       0.601497       0.127879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3733       0.613697       0.129679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3850       0.602340       0.126105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3740       0.613231       0.127876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3691       0.618062       0.128223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3691       0.618224       0.127111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3638       0.623496       0.127493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3713       0.616203       0.125208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3448       0.642199       0.129565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3533       0.634002       0.127175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2727       0.713071       0.141933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4304       0.558462       0.111145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3350       0.652101       0.128707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3391       0.648235       0.127057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3330       0.654256       0.127219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3367       0.650665       0.126196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3281       0.659224       0.127166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3250       0.662272       0.127116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3255       0.661901       0.126414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3204       0.666883       0.126812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3172       0.670126       0.126773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.1998       0.787164       0.129868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4295       0.558124       0.123639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3047       0.682571       0.127071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2991       0.688104       0.128395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3199       0.667704       0.123703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.7432       0.516866       0.262020E-002  0.737308                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9650       0.282149                 NaN   1.75280                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0036       0.278376                 NaN   1.71804                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0453       0.272007                 NaN   1.68267                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0767       0.266565                 NaN   1.65677                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0507       0.271945                 NaN   1.67734                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2160       0.247207                 NaN   1.53677                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1836       0.251621                 NaN   1.56477                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2115       0.246011                 NaN   1.54249                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2485       0.239606                 NaN   1.51189                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2757       0.238731                 NaN   1.48556                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3046       0.232847                 NaN   1.46252                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3357       0.226525                 NaN   1.43773                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3625       0.223230                 NaN   1.41431                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3879       0.219741                 NaN   1.39236                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3999       0.211988                 NaN   1.38813                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4501       0.207792                 NaN   1.34210                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4650       0.205365                 NaN   1.32963                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.4889       0.200263                 NaN   1.31085                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5130       0.197652                 NaN   1.28938                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5350       0.192399                 NaN   1.27265                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5547       0.187663                 NaN   1.25763                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5760       0.182675                 NaN   1.24136                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.5966       0.179056                 NaN   1.22437                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6130       0.176428                 NaN   1.21056                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6418       0.172215                 NaN   1.18595                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6519       0.166369                 NaN   1.18169                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6762       0.167992                 NaN   1.15579                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6990       0.161244                 NaN   1.13972                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7136       0.157636                 NaN   1.12876                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7300       0.155131                 NaN   1.11491                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7464       0.151585                 NaN   1.10202                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7623       0.148009                 NaN   1.08973                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7769       0.143960                 NaN   1.07911                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.7932       0.141586                 NaN   1.06522                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8075       0.135010                 NaN   1.05748                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8227       0.134350                 NaN   1.04297                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8364       0.129931                 NaN   1.03367                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8471       0.125659                 NaN   1.02729                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8643       0.126137                 NaN   1.00959                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8789       0.119882                 NaN   1.00121                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8690       0.122180                 NaN   1.00886                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9242       0.112159                 NaN  0.963681                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9160       0.109850                 NaN  0.974158                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9272       0.111490                 NaN  0.961301                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9393       0.105294                 NaN  0.955374                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9477       0.101994                 NaN  0.950344                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9609       0.101518                 NaN  0.937536                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9701       0.970716E-001            NaN  0.932868                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9803       0.931497E-001            NaN  0.926565                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9886       0.904313E-001            NaN  0.920979                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9937       0.851022E-001            NaN  0.921239                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0109       0.845090E-001            NaN  0.904593                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0166       0.789536E-001            NaN  0.904397                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0240       0.765482E-001            NaN  0.899421                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0330       0.743195E-001            NaN  0.892717                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0392       0.722502E-001            NaN  0.888565                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0452       0.667735E-001            NaN  0.888024                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8576       0.100395                 NaN   1.04199                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2606       0.228735E-001            NaN  0.716490                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0680       0.514371E-001            NaN  0.880557                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0766       0.646336E-001            NaN  0.858794                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0800       0.534268E-001            NaN  0.866596                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0877       0.507300E-001            NaN  0.861526                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0883       0.440504E-001            NaN  0.867603                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0912       0.400479E-001            NaN  0.868752                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2995       0.120676                 NaN  0.480023        1.09982                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0936       0.145992                 NaN  0.360032        1.40034                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1131       0.139576                 NaN  0.359918        1.38743                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1403       0.137998                 NaN  0.353905        1.36780                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1645       0.133519                 NaN  0.348515        1.35348                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.1841       0.132084                 NaN  0.343058        1.34075                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2050       0.125929                 NaN  0.339465        1.32965                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2243       0.121907                 NaN  0.336924        1.31690                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2430       0.119530                 NaN  0.332657        1.30480                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2606       0.115714                 NaN  0.329704        1.29397                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2759       0.109977                 NaN  0.329040        1.28508                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2912       0.106834                 NaN  0.326983        1.27498                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3052       0.100901                 NaN  0.327173        1.26670                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3074       0.912828E-001            NaN  0.240843        1.23739       0.123045                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.2870       0.695850E-001            NaN  0.280823E-003   1.16381       0.479319                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.2997       0.630573E-001            NaN  0.320838E-001   1.15917       0.445966                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3100       0.619257E-001            NaN            NaN  0.481213        1.14690                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3234       0.721362E-001            NaN  0.152548E-002   1.14174       0.461228                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.3308       0.394762E-001            NaN            NaN   1.12806       0.501679                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.7880       0.394977                 NaN            NaN  0.777755        1.29924       0.740049                 NaN            NaN            NaN
  1433.58        2500.00        95.8004       0.636501                 NaN            NaN   1.38963       0.942616        1.23090                 NaN            NaN            NaN
  1431.08        2500.00        95.9084       0.639198                 NaN            NaN  0.891503        1.36133        1.19952                 NaN            NaN            NaN
  1428.57        2500.00        96.0176       0.640894                 NaN            NaN  0.840287        1.33396        1.16723                 NaN            NaN            NaN
  1426.07        2500.00        96.1179       0.642827                 NaN            NaN   1.30908       0.791826        1.13840                 NaN            NaN            NaN
  1423.56        2500.00        96.2176       0.644563                 NaN            NaN   1.28207       0.746440        1.10928                 NaN            NaN            NaN
  1421.05        2500.00        96.3098       0.647306                 NaN            NaN   1.25845       0.701983        1.08250                 NaN            NaN            NaN
  1418.55        2500.00        96.3966       0.650407                 NaN            NaN   1.23638       0.658903        1.05774                 NaN            NaN            NaN
  1416.04        2500.00        96.4814       0.653156                 NaN            NaN  0.617469        1.21576        1.03219                 NaN            NaN            NaN
  1413.53        2500.00        96.5568       0.658513                 NaN            NaN  0.575868        1.19796        1.01086                 NaN            NaN            NaN
  1411.03        2500.00        96.6398       0.658051                 NaN            NaN   1.17529       0.541470       0.985357                 NaN            NaN            NaN
  1408.52        2500.00        96.7077       0.663880                 NaN            NaN   1.15952       0.503160       0.965789                 NaN            NaN            NaN
  1406.02        2500.00        96.7694       0.669270                 NaN            NaN   1.14860       0.464975       0.947751                 NaN            NaN            NaN
  1403.51        2500.00        96.8435       0.671013                 NaN            NaN   1.12642       0.433467       0.925616                 NaN            NaN            NaN
  1401.00        2500.00        96.9043       0.675709                 NaN            NaN  0.399971        1.11223       0.907742                 NaN            NaN            NaN
  1398.50        2500.00        96.9636       0.680031                 NaN            NaN  0.367522        1.09864       0.890243                 NaN            NaN            NaN
  1395.99        2500.00        97.0229       0.683395                 NaN            NaN   1.08494       0.336222       0.872517                 NaN            NaN            NaN
