|6.6.6
Archiving\03_Data\frac/QFM_m4/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1751.88        2500.00        99.0990       0.900993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.0990       0.900992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.0990       0.900992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.0990       0.900991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.0990       0.900990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.0990       0.900989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.0990       0.900989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.0990       0.900988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.0990       0.900987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0990       0.900986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.0990       0.900985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.0990       0.900985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.0990       0.900984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0990       0.900983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.0990       0.900982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.0990       0.900981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0990       0.900981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.0990       0.900980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.0990       0.900979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.0990       0.900978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.0990       0.900977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.0990       0.900976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.0990       0.900975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.0990       0.900975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.0990       0.900974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.0990       0.900973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.0990       0.900972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.0990       0.900971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.0990       0.900970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.0990       0.900969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.0969       0.900968       0.214070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.0868       0.900987       0.122397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.0868       0.901096       0.120643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.0868       0.901203       0.120108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.0868       0.901311       0.119086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.0868       0.901417       0.118131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.0868       0.901522       0.117160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.0826       0.901630       0.157356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.0907       0.901768       0.749027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.0868       0.901834       0.113447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.0867       0.901935       0.113264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.0867       0.902037       0.112422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.0867       0.902137       0.111387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.0867       0.902236       0.110455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.0867       0.902335       0.109552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4937       0.902436       0.118904E-001  0.591968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3354                 NaN  0.120923E-001  0.652473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3358                 NaN  0.121021E-001  0.652064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3418                 NaN  0.119310E-001  0.646229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3415                 NaN  0.119365E-001  0.646610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3433                 NaN  0.118946E-001  0.644762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3441                 NaN  0.118529E-001  0.644015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3485                 NaN  0.117722E-001  0.639698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.3501                 NaN  0.117450E-001  0.638140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.3524                 NaN  0.116858E-001  0.635928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3553                 NaN  0.116310E-001  0.633028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.3559                 NaN  0.116453E-001  0.632435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.8022                 NaN  0.221061E-001   1.17568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.9255                 NaN  0.853552E-003  0.736029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3665                 NaN  0.114150E-001  0.622073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.3685                 NaN  0.113701E-001  0.620114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.3690                 NaN  0.113874E-001  0.619577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.3799                 NaN  0.111746E-001  0.608952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        97.9774                 NaN  0.364734E-001   1.98616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.6563                 NaN  0.633228E-002  0.337351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.9994                 NaN  0.597872E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.8413                 NaN  0.219115E-002  0.156529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.7850                 NaN  0.412623E-002  0.210914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0982                 NaN  0.160207E-001  0.885809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4009                 NaN  0.108262E-001  0.588299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.3994                 NaN  0.108687E-001  0.589775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4364                 NaN  0.101871E-001  0.553365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.3872                 NaN  0.111126E-001  0.601660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.4181                 NaN  0.105286E-001  0.571343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.4196                 NaN  0.104975E-001  0.569893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.4228                 NaN  0.104602E-001  0.566749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.4288                 NaN  0.103413E-001  0.560864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.4316                 NaN  0.102990E-001  0.558113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.4320                 NaN  0.102880E-001  0.557755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.4436                 NaN  0.100807E-001  0.546334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.4435                 NaN  0.101147E-001  0.546340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0313                 NaN            NaN  0.222235E-001  0.946482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0353                 NaN            NaN  0.300792       0.663863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0054                 NaN            NaN  0.117985       0.876645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0188                 NaN            NaN  0.115445       0.865763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0304                 NaN            NaN  0.115767       0.853852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0421                 NaN            NaN  0.112020       0.845861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0535                 NaN            NaN  0.111081       0.835389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0635                 NaN            NaN  0.108119       0.828361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0732                 NaN            NaN  0.108496       0.818313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9502                 NaN            NaN  0.538033E-004  0.351984       0.697764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8909                 NaN            NaN  0.518051E-002  0.766845E-001   1.02724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8948                 NaN            NaN            NaN  0.680989E-001   1.03713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8993                 NaN            NaN  0.799403E-002  0.575890E-001   1.03513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9035                 NaN            NaN            NaN  0.496183E-001   1.04687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9032                 NaN            NaN            NaN  0.411263E-001   1.05569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9075                 NaN            NaN            NaN  0.326463E-001   1.05985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8937                 NaN  0.780940E-002            NaN            NaN   1.09853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8894                 NaN  0.107668E-001            NaN            NaN   1.09988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8903                 NaN  0.105889E-001            NaN            NaN   1.09906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8906                 NaN  0.103924E-001            NaN            NaN   1.09900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8899                 NaN  0.102029E-001            NaN            NaN   1.09994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8883                 NaN  0.100171E-001            NaN            NaN   1.10166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
