|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1962.41        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.9996                 NaN            NaN  0.412430E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.4366                 NaN            NaN  0.563393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3281                 NaN            NaN  0.671942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3317                 NaN            NaN  0.668299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3363                 NaN            NaN  0.663740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3248                 NaN            NaN  0.675150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3590                 NaN            NaN  0.640989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3477                 NaN            NaN  0.652282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3491                 NaN            NaN  0.650876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3561                 NaN            NaN  0.643937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.1940                 NaN            NaN  0.805990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.5245                 NaN            NaN  0.475456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3649                 NaN            NaN  0.635053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3674                 NaN            NaN  0.632567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3676                 NaN            NaN  0.632356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3737                 NaN            NaN  0.626293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3761                 NaN            NaN  0.623882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3771                 NaN            NaN  0.622907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3683                 NaN            NaN  0.631728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3906                 NaN            NaN  0.609394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3852                 NaN            NaN  0.614580                 NaN  0.209843E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3704                 NaN            NaN  0.614414                 NaN  0.151910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3513                 NaN            NaN  0.632961                 NaN  0.157439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3953                 NaN            NaN  0.590119                 NaN  0.145414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3728                 NaN            NaN  0.612086                 NaN  0.151285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3768                 NaN            NaN  0.608108                 NaN  0.150577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3776                 NaN            NaN  0.607399                 NaN  0.149884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5081                 NaN            NaN  0.480062                 NaN  0.118755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2504                 NaN            NaN  0.731625                 NaN  0.180094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3794                 NaN            NaN  0.605663                 NaN  0.149128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3802                 NaN            NaN  0.604946                 NaN  0.148686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5414                 NaN            NaN  0.447588                 NaN  0.110517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2171                 NaN            NaN  0.764168                 NaN  0.186964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3813                 NaN            NaN  0.603923                 NaN  0.147361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1809                 NaN            NaN  0.799562                 NaN  0.195802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.7647                 NaN            NaN  0.229121                 NaN  0.622192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1936                 NaN            NaN  0.788010                 NaN  0.184355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3783                 NaN            NaN  0.606974                 NaN  0.146770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3170                 NaN            NaN  0.666934                 NaN  0.160747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.6659                 NaN            NaN  0.326191                 NaN  0.793388E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1457                 NaN            NaN  0.834386                 NaN  0.198955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3694                 NaN            NaN  0.615931                 NaN  0.147154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3760                 NaN            NaN  0.609479                 NaN  0.144762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3701                 NaN            NaN  0.615320                 NaN  0.145570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3705                 NaN            NaN  0.615003                 NaN  0.144794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.0720                 NaN            NaN  0.902996                 NaN  0.250376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.6597                 NaN            NaN  0.336913                 NaN  0.337650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        97.5524                 NaN            NaN   2.39149                 NaN  0.560933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.9996                 NaN            NaN            NaN            NaN  0.434198E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.9984                 NaN            NaN            NaN            NaN  0.157285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.9140                 NaN            NaN  0.836839E-001            NaN  0.234160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3564                 NaN            NaN  0.632998                 NaN  0.106437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3497                 NaN            NaN  0.635907                 NaN  0.143790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3458                 NaN            NaN  0.639803                 NaN  0.143884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3362                 NaN            NaN  0.649229                 NaN  0.145543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3437                 NaN            NaN  0.642082                 NaN  0.142015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3370                 NaN            NaN  0.648656                 NaN  0.143083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3268                 NaN            NaN  0.658713                 NaN  0.144410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3307                 NaN            NaN  0.655078                 NaN  0.142421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4327                 NaN            NaN  0.555267                 NaN  0.119845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1964                 NaN            NaN  0.786670                 NaN  0.169549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3252                 NaN            NaN  0.660723                 NaN  0.140416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1643                 NaN            NaN  0.818367                 NaN  0.173395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4767                 NaN            NaN  0.512524                 NaN  0.108003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2804                 NaN            NaN  0.704820                 NaN  0.147433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        95.3497                 NaN            NaN   4.55849                 NaN  0.918590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.9995                 NaN            NaN            NaN            NaN  0.497615E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.9993                 NaN            NaN  0.741983E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.8590                 NaN            NaN  0.138135                 NaN  0.290792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1345                 NaN            NaN  0.848769                 NaN  0.167596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2574                 NaN            NaN  0.728310                 NaN  0.142761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2500                 NaN            NaN  0.735665                 NaN  0.143301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2492                 NaN            NaN  0.736530                 NaN  0.142240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2327                 NaN            NaN  0.752875                 NaN  0.144702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2228                 NaN            NaN  0.762565                 NaN  0.145919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2382                 NaN            NaN  0.747672                 NaN  0.141394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2232                 NaN            NaN  0.762451                 NaN  0.143585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2186                 NaN            NaN  0.767079                 NaN  0.143673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2127                 NaN            NaN  0.772925                 NaN  0.144068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2070                 NaN            NaN  0.778600                 NaN  0.143922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2027                 NaN            NaN  0.782873                 NaN  0.143965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1980                 NaN            NaN  0.787560                 NaN  0.144134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1899                 NaN            NaN  0.795652                 NaN  0.144498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        98.5787                 NaN            NaN   1.39611                 NaN  0.251566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.8207                 NaN            NaN  0.176166                 NaN  0.315330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1530                 NaN            NaN  0.831964                 NaN  0.149964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1785                 NaN            NaN  0.807078                 NaN  0.143795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1717                 NaN            NaN  0.813855                 NaN  0.144614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1677                 NaN            NaN  0.817822                 NaN  0.144625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1630                 NaN            NaN  0.822493                 NaN  0.144924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000       0.134763        97.8516       0.465342E-002   1.60309       0.374238       0.316515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4066                 NaN            NaN  0.583071                 NaN  0.102889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1509                 NaN            NaN  0.834533                 NaN  0.145263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1543                 NaN            NaN  0.831229                 NaN  0.144544E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1505                 NaN            NaN  0.835056                 NaN  0.144777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1416                 NaN            NaN  0.843804                 NaN  0.146401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1547                 NaN            NaN  0.830954                 NaN  0.143653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1420                 NaN            NaN  0.843414                 NaN  0.145644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1455                 NaN            NaN  0.839970                 NaN  0.144940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1348                 NaN            NaN  0.850580                 NaN  0.146348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1533                 NaN            NaN  0.832385                 NaN  0.143453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1470                 NaN            NaN  0.838510                 NaN  0.145092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1426                 NaN            NaN  0.842895                 NaN  0.145040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1516                 NaN            NaN  0.834073                 NaN  0.143469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        98.9798                 NaN            NaN   1.00476                 NaN  0.154776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3096                 NaN            NaN  0.677014                 NaN  0.134215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1507                 NaN            NaN  0.834874                 NaN  0.144056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1512                 NaN            NaN  0.834425                 NaN  0.144113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1519                 NaN            NaN  0.833681                 NaN  0.144319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1582                 NaN            NaN  0.827487                 NaN  0.143378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1590                 NaN            NaN  0.826698                 NaN  0.143381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1650                 NaN            NaN  0.820749                 NaN  0.142781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1671                 NaN            NaN  0.818655                 NaN  0.142635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1691                 NaN            NaN  0.816586                 NaN  0.142834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1732                 NaN            NaN  0.812602                 NaN  0.142450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1791                 NaN            NaN  0.806775                 NaN  0.141464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1825                 NaN            NaN  0.803353                 NaN  0.141432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1830                 NaN            NaN  0.802792                 NaN  0.141773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0556                 NaN            NaN  0.683319                 NaN  0.983265E-002  0.251294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2965                 NaN            NaN  0.120474                 NaN            NaN   1.58305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3409                 NaN            NaN  0.120249                 NaN            NaN   1.53884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3349                 NaN            NaN  0.105634                 NaN            NaN   1.55949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4243                 NaN            NaN  0.119744                 NaN            NaN   1.45591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4232                 NaN            NaN  0.111465                 NaN            NaN   1.46539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4476                 NaN            NaN  0.103949                 NaN            NaN   1.44849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4799                 NaN            NaN  0.103807                 NaN            NaN   1.41625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5029                 NaN            NaN  0.971074E-001            NaN            NaN   1.40002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.2795                 NaN            NaN  0.111344                 NaN            NaN   1.60917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7970                 NaN            NaN  0.758389E-001            NaN            NaN   1.12720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5756                 NaN            NaN  0.892938E-001            NaN            NaN   1.33516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6021                 NaN            NaN  0.869625E-001            NaN            NaN   1.31096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.3681                 NaN            NaN  0.101840                 NaN            NaN   1.53004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8970                 NaN            NaN  0.651962E-001            NaN            NaN   1.03780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6606                 NaN            NaN  0.746964E-001            NaN            NaN   1.26470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6861                 NaN            NaN  0.737518E-001            NaN            NaN   1.24012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7048                 NaN            NaN  0.710774E-001            NaN            NaN   1.22415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7231                 NaN            NaN  0.671075E-001            NaN            NaN   1.20982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7413                 NaN            NaN  0.654928E-001            NaN            NaN   1.19320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7617                 NaN            NaN  0.605411E-001            NaN            NaN   1.17780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7779                 NaN            NaN  0.584967E-001            NaN            NaN   1.16361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7681                 NaN            NaN  0.437348E-001            NaN            NaN   1.18814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8308                 NaN            NaN  0.598155E-001            NaN            NaN   1.10942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8294                 NaN            NaN  0.521224E-001            NaN            NaN   1.11843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8431                 NaN            NaN  0.474275E-001            NaN            NaN   1.10951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8602                 NaN            NaN  0.471425E-001            NaN            NaN   1.09261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8735                 NaN            NaN  0.425447E-001            NaN            NaN   1.08393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8906                 NaN            NaN  0.443049E-001            NaN            NaN   1.06509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9015                 NaN            NaN  0.347315E-001            NaN            NaN   1.06375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9164                 NaN            NaN  0.342774E-001            NaN            NaN   1.04937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9303                 NaN            NaN  0.366566E-001            NaN            NaN   1.03307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9295                 NaN            NaN  0.335943E-001            NaN            NaN   1.03691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
