|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.25/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1892.23        500.000        99.4519       0.537836       0.102204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4552       0.534591       0.101989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4582       0.531668       0.101742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4633       0.526582       0.101037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4666       0.523337       0.100656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4694       0.520588       0.100487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4724       0.517587       0.100196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4757       0.514329       0.998453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4787       0.511320       0.995687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4824       0.507696       0.991366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4841       0.505990       0.989621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4875       0.502706       0.983564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4894       0.500795       0.982459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3484       0.639021       0.125790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.7183       0.276255       0.543300E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4174       0.571318       0.112377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4978       0.492486       0.971846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4089       0.579652       0.114386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5954       0.396770       0.782508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4045       0.586157       0.934562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.6071       0.383057       0.985059E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5072       0.483199       0.956523E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5100       0.480498       0.949507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.8147       0.182033       0.323425E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.2064       0.777856       0.157534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4926       0.497550       0.983933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6561       0.337204       0.668036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3916       0.596620       0.117919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5167       0.473944       0.937880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3183       0.668542       0.131475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.8122       0.184153       0.361444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.7529       0.242342       0.479997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5106       0.480067       0.937874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1943       0.790114       0.155672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5269       0.464047       0.908120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5112       0.479396       0.935402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5175       0.473229       0.925881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5197       0.471122       0.915570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        98.1997        1.76522       0.350396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.9570       0.429644E-001  0.465549E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.9332       0.654475E-001  0.137151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5191       0.471889       0.901618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5152       0.475763       0.908394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5150       0.475945       0.904107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4578       0.532119       0.101013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5693       0.422760       0.796568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5110       0.480021       0.902054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5106       0.480387       0.899191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5088       0.482234       0.897337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5077       0.483417       0.893278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5060       0.485097       0.894409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5044       0.486699       0.892785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5024       0.488695       0.890659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5008       0.490309       0.890904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4987       0.492444       0.889961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4974       0.493703       0.886980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3628       0.626001       0.111774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.6527       0.341246       0.606377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4604       0.530219       0.935227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4890       0.502184       0.881124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4850       0.506221       0.882433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4826       0.508604       0.882545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4804       0.510764       0.879849E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4752       0.515945       0.882980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4766       0.514698       0.874562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4718       0.519379       0.877924E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4683       0.522908       0.877184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4644       0.526831       0.877784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4647       0.526537       0.873019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4595       0.531770       0.875714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4583       0.533006       0.871216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4529       0.538324       0.873263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4533       0.537990       0.867637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4480       0.543300       0.870925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.6163       0.377629       0.610624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2703       0.718459       0.112909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4356       0.555689       0.872740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4379       0.553475       0.863332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.7108       0.284820       0.440611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1504       0.836735       0.129128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4247       0.566652       0.867781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4238       0.567587       0.864660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4191       0.572304       0.864379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4106       0.580690       0.871763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4196       0.571828       0.855158E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4115       0.579866       0.860533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4076       0.583832       0.861768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4027       0.588650       0.863750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4034       0.587964       0.860028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4017       0.589758       0.857045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3976       0.593804       0.858066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3946       0.596818       0.858105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.7540        1.22854       0.174413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9935       0.598359E-002  0.503416E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4132       0.579132       0.771335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3867       0.604745       0.854070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3848       0.606613       0.854042E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3841       0.607348       0.850567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3814       0.610088       0.852263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3780       0.613492       0.852705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3800       0.611540       0.847306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3809       0.610662       0.844148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3778       0.613748       0.846417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3768       0.614715       0.845514E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3757       0.615881       0.845355E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3766       0.614981       0.841357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3754       0.616228       0.841280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3712       0.620322       0.845241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3807       0.611015       0.831584E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3079       0.682827       0.924770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4442       0.548330       0.743734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3708       0.620758       0.841290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3860       0.605842       0.820730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.0822       0.467297       0.309426E-002            NaN            NaN  0.447418                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3813       0.119001                 NaN            NaN            NaN   1.49970                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4055       0.113573                 NaN            NaN            NaN   1.48089                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4373       0.108637                 NaN            NaN            NaN   1.45411                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4702       0.105583                 NaN            NaN            NaN   1.42422                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4888       0.100363                 NaN            NaN            NaN   1.41087                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5245       0.100279                 NaN            NaN            NaN   1.37521                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5455       0.952028E-001            NaN            NaN            NaN   1.35934                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5732       0.942432E-001            NaN            NaN            NaN   1.33257                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5953       0.897488E-001            NaN            NaN            NaN   1.31500                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6206       0.860637E-001            NaN            NaN            NaN   1.29329                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6436       0.831794E-001            NaN            NaN            NaN   1.27319                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6604       0.773592E-001            NaN            NaN            NaN   1.26227                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6866       0.762947E-001            NaN            NaN            NaN   1.23710                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7069       0.745133E-001            NaN            NaN            NaN   1.21858                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7266       0.695666E-001            NaN            NaN            NaN   1.20386                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7309       0.691096E-001            NaN            NaN            NaN   1.20002                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7818       0.641591E-001            NaN            NaN            NaN   1.15408                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7811       0.601973E-001            NaN            NaN            NaN   1.15867                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8027       0.581147E-001            NaN            NaN            NaN   1.13923                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8173       0.552044E-001            NaN            NaN            NaN   1.12745                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0080       0.418382E-001            NaN            NaN            NaN  0.950117                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.6794       0.558534E-001            NaN            NaN            NaN   1.26470                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8695       0.466644E-001            NaN            NaN            NaN   1.08380                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8473       0.492544E-001            NaN            NaN            NaN   1.10344                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9367       0.373299E-001            NaN            NaN            NaN   1.02598                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9124       0.359402E-001            NaN            NaN            NaN   1.05166                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9258       0.323516E-001            NaN            NaN            NaN   1.04187                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9392       0.296722E-001            NaN            NaN            NaN   1.03109                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9533       0.281707E-001            NaN            NaN            NaN   1.01857                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9632       0.273277E-001            NaN            NaN            NaN   1.00944                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9873       0.256044E-001            NaN            NaN            NaN  0.987130                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9912       0.197157E-001            NaN            NaN            NaN  0.989059                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0032       0.171170E-001            NaN            NaN            NaN  0.979712                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0147       0.146449E-001            NaN            NaN            NaN  0.970654                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0272       0.138597E-001            NaN            NaN            NaN  0.958923                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0405       0.138447E-001            NaN            NaN            NaN  0.945613                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0492       0.831212E-002            NaN            NaN            NaN  0.942445                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0587       0.431355E-002            NaN            NaN            NaN  0.937028                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0626                 NaN            NaN            NaN            NaN  0.937403                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0848       0.339746E-001            NaN            NaN            NaN  0.881192                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1062       0.100457                 NaN            NaN            NaN  0.793368                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0976                 NaN            NaN            NaN            NaN  0.902403                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1067                 NaN            NaN            NaN            NaN  0.893299                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1145                 NaN            NaN            NaN            NaN  0.885500                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1253       0.975912E-006            NaN            NaN            NaN  0.874733                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1741       0.199662                 NaN            NaN            NaN  0.626255                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1486                 NaN            NaN            NaN            NaN  0.851433                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1526                 NaN            NaN            NaN            NaN  0.847360                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1603                 NaN            NaN            NaN            NaN  0.839663                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1653                 NaN            NaN            NaN            NaN  0.834668                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1750                 NaN            NaN            NaN            NaN  0.824983                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1753                 NaN            NaN            NaN            NaN  0.824673                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1877                 NaN            NaN            NaN            NaN  0.812288                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1873                 NaN            NaN            NaN            NaN  0.812733                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2036                 NaN            NaN            NaN            NaN  0.796421                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2046                 NaN            NaN            NaN            NaN  0.795365                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2094                 NaN            NaN            NaN            NaN  0.790592                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2165                 NaN            NaN            NaN            NaN  0.783492                 NaN            NaN            NaN            NaN            NaN            NaN
