|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.25/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1959.90        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.9951                 NaN  0.493244E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.9822                 NaN  0.177870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.9823                 NaN  0.177222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4849       0.499668       0.154639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4025       0.582469       0.150457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4071       0.577896       0.149703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4104       0.574621       0.149450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4134       0.571666       0.149140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4188       0.566373       0.148147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4221       0.563100       0.147641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4249       0.560341       0.147439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4280       0.557298       0.147066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4314       0.553975       0.146607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4345       0.550870       0.146197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4383       0.547167       0.145631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4398       0.545612       0.145439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4432       0.542290       0.144607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4452       0.540373       0.144504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.2918       0.689712       0.185024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.6936       0.298400       0.799657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3663       0.617180       0.165487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4534       0.532270       0.143186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3564       0.626732       0.168633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5592       0.429213       0.115396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3522       0.634034       0.137792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5707       0.414718       0.145376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4626       0.523309       0.141194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4654       0.520617       0.140222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.7978       0.197416       0.478197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1334       0.843327       0.232758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4457       0.539776       0.145493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6241       0.365979       0.987903E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3349       0.647675       0.174474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4713       0.514801       0.138810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.2538       0.726660       0.194912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.7943       0.200301       0.535779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.7294       0.263502       0.710752E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4637       0.522432       0.139175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1171       0.859871       0.230790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4810       0.505506       0.134814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4637       0.522451       0.138918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4703       0.515939       0.137481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4724       0.513993       0.136083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        98.0239        1.92404       0.520282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.9530       0.469562E-001  0.692798E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.9264       0.715794E-001  0.204280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4704       0.516174       0.134291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4658       0.520622       0.135408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4653       0.521186       0.134849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4022       0.582733       0.150685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5247       0.463388       0.118909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4602       0.526346       0.134723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4595       0.527098       0.134324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4572       0.529358       0.134173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4555       0.531122       0.133648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4534       0.533178       0.133842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4513       0.535303       0.133683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4489       0.537788       0.133436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4469       0.539714       0.133500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4442       0.542501       0.133425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4425       0.544239       0.133059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2927       0.690520       0.167787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.6142       0.376681       0.910632E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4004       0.585546       0.140521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4318       0.554931       0.132455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4269       0.559804       0.132735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4239       0.562777       0.132787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4212       0.565506       0.132461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4150       0.571670       0.133036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4161       0.570686       0.131833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4105       0.576222       0.132393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4062       0.580544       0.132387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4014       0.585352       0.132542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4014       0.585408       0.131859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3953       0.591475       0.132313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3934       0.593378       0.131766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3872       0.599580       0.132162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3871       0.599757       0.131350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3807       0.606150       0.131920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.5692       0.421600       0.924857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1803       0.802614       0.171194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3653       0.621471       0.132422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3675       0.619415       0.131084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.6741       0.319208       0.669535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.0429       0.937488       0.196222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3512       0.635649       0.131971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3497       0.637101       0.131556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3437       0.643099       0.131648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3337       0.652989       0.132906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3435       0.643420       0.130348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3337       0.653155       0.131279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3287       0.658101       0.131552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3227       0.664129       0.131960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3228       0.664018       0.131423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3204       0.666541       0.131067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3151       0.671786       0.131327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3113       0.675595       0.131413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.5757        1.39749       0.267918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9924       0.679423E-002  0.772414E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3306       0.657524       0.118319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2996       0.687247       0.131132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2971       0.689822       0.131192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2954       0.691488       0.130774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2916       0.695275       0.131091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2869       0.699928       0.131273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2888       0.698103       0.130553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2892       0.697835       0.130114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2849       0.702011       0.130551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2831       0.703831       0.130486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2811       0.705882       0.130543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2814       0.705580       0.130038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2792       0.707824       0.130127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2736       0.713289       0.130793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2839       0.703203       0.128777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1986       0.787071       0.143421E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3559       0.632549       0.115382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2703       0.716660       0.130574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2870       0.700278       0.127470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.9519       0.540257       0.480550E-002            NaN            NaN  0.503028                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.1766       0.137585                 NaN            NaN            NaN   1.68584                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2036       0.131363                 NaN            NaN            NaN   1.66506                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2386       0.125767                 NaN            NaN            NaN   1.63568                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.2749       0.122329                 NaN            NaN            NaN   1.60279                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.2953       0.116329                 NaN            NaN            NaN   1.58838                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3346       0.116330                 NaN            NaN            NaN   1.54908                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3577       0.110518                 NaN            NaN            NaN   1.53174                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3883       0.109471                 NaN            NaN            NaN   1.50223                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4128       0.104290                 NaN            NaN            NaN   1.48287                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4407       0.100142                 NaN            NaN            NaN   1.45912                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4661       0.968239E-001            NaN            NaN            NaN   1.43709                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4844       0.901498E-001            NaN            NaN            NaN   1.42541                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5135       0.889540E-001            NaN            NaN            NaN   1.39756                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5358       0.869355E-001            NaN            NaN            NaN   1.37730                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5576       0.812184E-001            NaN            NaN            NaN   1.36116                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5619       0.807233E-001            NaN            NaN            NaN   1.35742                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6190       0.750118E-001            NaN            NaN            NaN   1.30597                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6178       0.704249E-001            NaN            NaN            NaN   1.31174                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6415       0.680557E-001            NaN            NaN            NaN   1.29047                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6578       0.646739E-001            NaN            NaN            NaN   1.27748                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8740       0.490591E-001            NaN            NaN            NaN   1.07689                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5007       0.655066E-001            NaN            NaN            NaN   1.43376                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7156       0.547953E-001            NaN            NaN            NaN   1.22960                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.6896       0.578653E-001            NaN            NaN            NaN   1.25254                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7912       0.438923E-001            NaN            NaN            NaN   1.16495                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7630       0.422942E-001            NaN            NaN            NaN   1.19471                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7779       0.380973E-001            NaN            NaN            NaN   1.18397                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.7928       0.349680E-001            NaN            NaN            NaN   1.17226                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8084       0.332243E-001            NaN            NaN            NaN   1.15833                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8190       0.322425E-001            NaN            NaN            NaN   1.14873                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8459       0.302438E-001            NaN            NaN            NaN   1.12385                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8502       0.233064E-001            NaN            NaN            NaN   1.12650                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8635       0.202457E-001            NaN            NaN            NaN   1.11625                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8762       0.173364E-001            NaN            NaN            NaN   1.10644                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.8898       0.164234E-001            NaN            NaN            NaN   1.09380                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9047       0.164163E-001            NaN            NaN            NaN   1.07884                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9144       0.986312E-002            NaN            NaN            NaN   1.07574                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9251       0.512102E-002            NaN            NaN            NaN   1.06978                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9293                 NaN            NaN            NaN            NaN   1.07070                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9526       0.404008E-001            NaN            NaN            NaN   1.00700                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9732       0.119569                 NaN            NaN            NaN  0.907225                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9676                 NaN            NaN            NaN            NaN   1.03241                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9776                 NaN            NaN            NaN            NaN   1.02236                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9860                 NaN            NaN            NaN            NaN   1.01403                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9979       0.116598E-005            NaN            NaN            NaN   1.00214                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0436       0.238608                 NaN            NaN            NaN  0.717784                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0232                 NaN            NaN            NaN            NaN  0.976755                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0277                 NaN            NaN            NaN            NaN  0.972349                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0359                 NaN            NaN            NaN            NaN  0.964072                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0413                 NaN            NaN            NaN            NaN  0.958668                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0520                 NaN            NaN            NaN            NaN  0.947953                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0519                 NaN            NaN            NaN            NaN  0.948141                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0658                 NaN            NaN            NaN            NaN  0.934189                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0650                 NaN            NaN            NaN            NaN  0.935042                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0832                 NaN            NaN            NaN            NaN  0.916780                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0840                 NaN            NaN            NaN            NaN  0.916002                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0890                 NaN            NaN            NaN            NaN  0.910985                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0969                 NaN            NaN            NaN            NaN  0.903124                 NaN            NaN            NaN            NaN            NaN            NaN
