|6.6.6
Archiving\03_Data\frac/QFM_m0.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1934.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.6068       0.393199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4084       0.591586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4114       0.588631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4164       0.583566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4187       0.580987                 NaN  0.282073E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4103       0.575008                 NaN  0.146695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4137       0.570897                 NaN  0.154152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4164       0.568274                 NaN  0.153633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4196       0.565101                 NaN  0.153119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4230       0.561714                 NaN  0.152534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4257       0.559063                 NaN  0.152043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4285       0.556318                 NaN  0.151606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4283       0.556469                 NaN  0.152275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4367       0.548304                 NaN  0.149525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4357       0.549214                 NaN  0.150415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4409       0.544187                 NaN  0.149046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4417       0.543358                 NaN  0.149044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4429       0.542194                 NaN  0.149251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4465       0.538657                 NaN  0.148089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4486       0.536672                 NaN  0.147770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4507       0.534581                 NaN  0.147339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4526       0.532755                 NaN  0.146692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3051       0.676356                 NaN  0.185833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.6035       0.385862                 NaN  0.105941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4912       0.495172                 NaN  0.136477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00       100.0000       0.754492E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        98.8884        1.08181                 NaN  0.297919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3262       0.655735                 NaN  0.180789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.6095       0.380064                 NaN  0.104516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4536       0.531709                 NaN  0.146474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4662       0.519521                 NaN  0.142845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4671       0.518667                 NaN  0.142467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4683       0.517524                 NaN  0.142036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4677       0.518138                 NaN  0.141811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4696       0.516268                 NaN  0.141438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4710       0.514983                 NaN  0.140638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4714       0.514518                 NaN  0.140407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4705       0.515454                 NaN  0.140317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4724       0.513620                 NaN  0.139515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4232       0.561539                 NaN  0.152437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5219       0.465522                 NaN  0.125826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4726       0.513587                 NaN  0.138576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4701       0.516001                 NaN  0.138853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1454       0.832207                 NaN  0.223488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.7853       0.209581                 NaN  0.515522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4737       0.512630                 NaN  0.136756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1926       0.786357                 NaN  0.210046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.7544       0.239311                 NaN  0.626826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4710       0.515370                 NaN  0.136243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4721       0.514375                 NaN  0.135407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4693       0.517091                 NaN  0.135744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1621       0.816449                 NaN  0.214107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.8009       0.194130                 NaN  0.500054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4476       0.538475                 NaN  0.139590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4681       0.518494                 NaN  0.133675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4641       0.522445                 NaN  0.134341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5275       0.460672                 NaN  0.118518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4046       0.580689                 NaN  0.147004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4624       0.524343                 NaN  0.132841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4610       0.525724                 NaN  0.132767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4604       0.526372                 NaN  0.131906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4587       0.528065                 NaN  0.131947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4570       0.529798                 NaN  0.131649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4550       0.531811                 NaN  0.131703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4556       0.531333                 NaN  0.130738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4540       0.532939                 NaN  0.130533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4497       0.537216                 NaN  0.130801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4517       0.535367                 NaN  0.129537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5008       0.487443                 NaN  0.117636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3925       0.593283                 NaN  0.142117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4431       0.543964                 NaN  0.129601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4407       0.546367                 NaN  0.129092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4394       0.547733                 NaN  0.128818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4381       0.549085                 NaN  0.128650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4350       0.552161                 NaN  0.128389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2266       0.756033                 NaN  0.174088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.6403       0.351610                 NaN  0.805766E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4291       0.558136                 NaN  0.127631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4196       0.567513                 NaN  0.128718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4312       0.556252                 NaN  0.125373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4239       0.563407                 NaN  0.126509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4198       0.567555                 NaN  0.126646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4180       0.569354                 NaN  0.126381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4173       0.570147                 NaN  0.125814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4142       0.573229                 NaN  0.125734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4110       0.576400                 NaN  0.125598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4090       0.578447                 NaN  0.125375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.0569       0.923226                 NaN  0.198451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.7713       0.223888                 NaN  0.478332E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.6092       0.382621                 NaN  0.814520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1784       0.804477                 NaN  0.170917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3954       0.592056                 NaN  0.124978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4008       0.586921                 NaN  0.123187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3927       0.594856                 NaN  0.123966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3959       0.591799                 NaN  0.122969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3921       0.595626                 NaN  0.123056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3896       0.598062                 NaN  0.123018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3890       0.598758                 NaN  0.122632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3859       0.601884                 NaN  0.122468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3844       0.603356                 NaN  0.122335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3848       0.603030                 NaN  0.121657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3821       0.605708                 NaN  0.121984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3765       0.611276                 NaN  0.122443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3847       0.603282                 NaN  0.120174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3801       0.607821                 NaN  0.120730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3780       0.609878                 NaN  0.120816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3750       0.612944                 NaN  0.120847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3809       0.607187                 NaN  0.119316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.1649       0.535990                 NaN  0.765053E-002            NaN  0.291441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2625       0.209970                 NaN            NaN            NaN   1.52751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3020       0.208110                 NaN            NaN            NaN   1.48986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3348       0.202253                 NaN            NaN            NaN   1.46290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3467       0.202081                 NaN            NaN            NaN   1.45120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.9945       0.119195                 NaN            NaN            NaN  0.886304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        97.8290       0.261779                 NaN            NaN            NaN   1.90918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4459       0.183951                 NaN            NaN            NaN   1.37019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4765       0.180087                 NaN            NaN            NaN   1.34340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5006       0.178889                 NaN            NaN            NaN   1.32050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5265       0.173787                 NaN            NaN            NaN   1.29975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5513       0.169667                 NaN            NaN            NaN   1.27901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5745       0.165553                 NaN            NaN            NaN   1.25996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5977       0.162527                 NaN            NaN            NaN   1.23978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6205       0.158675                 NaN            NaN            NaN   1.22079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6201       0.151571                 NaN            NaN            NaN   1.22831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6816       0.149729                 NaN            NaN            NaN   1.16863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6839       0.148042                 NaN            NaN            NaN   1.16805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6988       0.143695                 NaN            NaN            NaN   1.15753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7291       0.140819                 NaN            NaN            NaN   1.13007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.5525       0.157561                 NaN            NaN            NaN   1.28993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9481       0.115162                 NaN            NaN            NaN  0.936752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7764       0.128310                 NaN            NaN            NaN   1.09532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7970       0.127921                 NaN            NaN            NaN   1.07511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8217       0.124801                 NaN            NaN            NaN   1.05349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8323       0.121351                 NaN            NaN            NaN   1.04637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8485       0.118332                 NaN            NaN            NaN   1.03318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8649       0.116543                 NaN            NaN            NaN   1.01859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8791       0.112387                 NaN            NaN            NaN   1.00855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8941       0.111334                 NaN            NaN            NaN  0.994548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9138       0.104514                 NaN            NaN            NaN  0.981709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9240       0.103255                 NaN            NaN            NaN  0.972729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9377       0.101765                 NaN            NaN            NaN  0.960547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9513       0.978081E-001            NaN            NaN            NaN  0.950905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9664       0.953314E-001            NaN            NaN            NaN  0.938220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9764       0.914176E-001            NaN            NaN            NaN  0.932194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9886       0.876993E-001            NaN            NaN            NaN  0.923733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0039       0.873705E-001            NaN            NaN            NaN  0.908688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0148       0.844659E-001            NaN            NaN            NaN  0.900687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.4537       0.123618                 NaN            NaN            NaN   1.42268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.6090       0.318815E-001            NaN            NaN            NaN  0.359073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0642       0.508643E-001            NaN            NaN            NaN  0.884945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0464       0.100159                 NaN            NaN            NaN  0.853462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0715       0.696479E-001            NaN            NaN            NaN  0.858868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0771       0.658017E-001            NaN            NaN            NaN  0.857119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0909       0.644816E-001            NaN            NaN            NaN  0.844586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0992       0.622883E-001            NaN            NaN            NaN  0.838536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1102       0.606126E-001            NaN            NaN            NaN  0.829182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1168       0.569227E-001            NaN            NaN            NaN  0.826312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1285       0.550002E-001            NaN            NaN            NaN  0.816480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1359       0.522239E-001            NaN            NaN            NaN  0.811870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1450       0.494052E-001            NaN            NaN            NaN  0.805563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1530       0.476360E-001            NaN            NaN            NaN  0.799332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1606       0.442731E-001            NaN            NaN            NaN  0.795132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
