|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.25/T13/T13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1944.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.6797       0.320315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3705       0.629548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3738       0.626225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3789       0.621087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3834       0.616589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3846       0.615407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3831       0.605691       0.112145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4009       0.599111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.2749       0.725145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.5245       0.467726       0.780191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4029       0.587161       0.997341E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4050       0.585063       0.995374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3997       0.590137       0.101645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4258       0.564683       0.954918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4168       0.573369       0.984071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4202       0.569962       0.981227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4234       0.566820       0.977495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4270       0.563224       0.973660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4300       0.560312       0.970220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4324       0.557877       0.968570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4356       0.554756       0.963495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4378       0.552532       0.963122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4411       0.549310       0.958090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4428       0.547621       0.957663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4450       0.545441       0.953728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4468       0.543640       0.952019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4507       0.539826       0.945493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4513       0.539237       0.945516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4535       0.537034       0.941694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4530       0.537536       0.945767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4580       0.532678       0.935214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4596       0.531048       0.932468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.2745       0.712882       0.125779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.7403       0.255187       0.446446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3706       0.618600       0.108145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4626       0.528191       0.925692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4307       0.559331       0.100187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5005       0.491084       0.842191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4653       0.525454       0.920339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4658       0.525069       0.917547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4671       0.523796       0.913700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4665       0.524399       0.912513E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4673       0.523617       0.910886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4640       0.526906       0.913942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4646       0.526285       0.911965E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4705       0.520536       0.898465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4658       0.525181       0.904071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4663       0.524644       0.901076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4640       0.526937       0.902919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4635       0.527497       0.902620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4655       0.525531       0.892181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4637       0.527350       0.894189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4612       0.529868       0.893122E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4607       0.530336       0.891598E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4596       0.531499       0.890065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4576       0.533473       0.889968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4564       0.534744       0.888213E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4748       0.516645       0.855600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4324       0.558458       0.917568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4484       0.542666       0.889503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4505       0.540681       0.879831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4446       0.546491       0.886227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4462       0.545046       0.876726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4432       0.547990       0.877339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1690       0.817954       0.130204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.7349       0.260991       0.412522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4075       0.583287       0.918723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4312       0.560050       0.875955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4284       0.562823       0.875169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4669       0.524966       0.811301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3799       0.610692       0.937798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4193       0.571991       0.872024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4148       0.576443       0.873455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4136       0.577733       0.869891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4094       0.581917       0.870559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.7057        1.27518       0.190853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.6479       0.346902       0.518220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.8979       0.101050       0.107367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3503       0.640402       0.931555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3917       0.599609       0.867006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3849       0.606416       0.869271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4180       0.573828       0.819760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3428       0.648042       0.917055E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3711       0.620171       0.872134E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3786       0.612847       0.854011E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3682       0.623212       0.863686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3637       0.627653       0.865000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3598       0.631537       0.864366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3552       0.636137       0.865705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3543       0.637109       0.860842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.5019       0.491542       0.660613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1910       0.798375       0.106545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3414       0.649997       0.862222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3501       0.641464       0.846913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3198       0.671456       0.878255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3322       0.659216       0.858727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3274       0.663956       0.860200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3259       0.665558       0.857133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3224       0.669077       0.857291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3185       0.672889       0.858376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3102       0.681169       0.865306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3195       0.672061       0.848461E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.6148       0.380416       0.479340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0058       0.981892       0.123038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3068       0.684678       0.853467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2971       0.694260       0.863224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3089       0.682662       0.842551E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3045       0.687038       0.847030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2996       0.691887       0.848718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2989       0.692629       0.847596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2988       0.692755       0.845626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2884       0.703047       0.854275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3067       0.684995       0.830943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2979       0.693692       0.840382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2959       0.695702       0.841335E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2970       0.694586       0.837847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2976       0.694067       0.837931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3010       0.690645       0.832435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.7174       0.279233       0.337272E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.8863        1.10048       0.132109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3010       0.690714       0.829761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3061       0.685661       0.822691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3069       0.684847       0.822376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.0369        1.93804       0.250111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.6738       0.322340       0.390299E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4466       0.546876       0.650187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3191       0.672760       0.811032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3282       0.663746       0.801092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3263       0.665685       0.803439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3306       0.661393       0.799232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3315       0.660520       0.797296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3399       0.652194       0.792677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8958       0.333735       0.629646E-003            NaN  0.769837                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6051       0.119177                 NaN            NaN   1.27569                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6047       0.109839                 NaN            NaN   1.28546                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6765       0.112841                 NaN            NaN   1.21068                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6761       0.109307                 NaN            NaN   1.21457                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6932       0.106617                 NaN            NaN   1.20014                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7214       0.103746                 NaN            NaN   1.17488                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7412       0.105695                 NaN            NaN   1.15314                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7597       0.966777E-001            NaN            NaN   1.14358                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7776       0.935361E-001            NaN            NaN   1.12884                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7957       0.934586E-001            NaN            NaN   1.11085                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8130       0.873629E-001            NaN            NaN   1.09961                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6134       0.102386                 NaN            NaN   1.28417                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0700       0.677296E-001            NaN            NaN  0.862301                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8645       0.802351E-001            NaN            NaN   1.05523                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8819       0.773171E-001            NaN            NaN   1.04082                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8967       0.735866E-001            NaN            NaN   1.02967                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9120       0.728206E-001            NaN            NaN   1.01519                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9264       0.692911E-001            NaN            NaN   1.00429                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9412       0.672115E-001            NaN            NaN  0.991609                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9555       0.648200E-001            NaN            NaN  0.979637                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9703       0.644870E-001            NaN            NaN  0.965242                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9759       0.616477E-001            NaN            NaN  0.962502                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0008       0.609129E-001            NaN            NaN  0.938249                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0118       0.560884E-001            NaN            NaN  0.932140                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0195       0.526902E-001            NaN            NaN  0.927827                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0306       0.477437E-001            NaN            NaN  0.921621                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0438       0.482976E-001            NaN            NaN  0.907911                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0529       0.444566E-001            NaN            NaN  0.902617                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0660       0.432228E-001            NaN            NaN  0.890746                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0445       0.394693E-001            NaN            NaN  0.916040                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1164       0.399948E-001            NaN            NaN  0.843610                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0951       0.344827E-001            NaN            NaN  0.870452                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1075       0.393948E-001            NaN            NaN  0.853070                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1134       0.282165E-001            NaN            NaN  0.858364                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1257       0.299121E-001            NaN            NaN  0.844354                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1308       0.240273E-001            NaN            NaN  0.845142                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1433       0.266389E-001            NaN            NaN  0.830074                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1427       0.195089E-001            NaN            NaN  0.837751                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1625       0.194281E-001            NaN            NaN  0.818069                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1118       0.227048E-001            NaN            NaN  0.865474                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2300       0.140367E-001            NaN            NaN  0.755940                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1762       0.746836E-002            NaN            NaN  0.816329                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1897       0.120491E-001            NaN            NaN  0.798280                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1971       0.120741E-001            NaN            NaN  0.790851                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1998       0.351912E-002            NaN            NaN  0.796686                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2103       0.955773E-002            NaN            NaN  0.780112                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2091       0.168535E-002            NaN            NaN  0.789208                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2229       0.629145E-002            NaN            NaN  0.770836                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2268       0.714529E-002            NaN            NaN  0.766021                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2297       0.321709E-005            NaN            NaN  0.770269                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2384                 NaN            NaN            NaN  0.761554                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2423                 NaN            NaN            NaN  0.757698                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2555       0.285751E-001            NaN            NaN  0.715876                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2523                 NaN            NaN            NaN  0.747706                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2565                 NaN            NaN            NaN  0.743529                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2657       0.156403E-001            NaN            NaN  0.718639                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2657       0.435976E-005            NaN            NaN  0.734286                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2701                 NaN            NaN            NaN  0.729912                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2748                 NaN            NaN            NaN  0.725191                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2773                 NaN            NaN            NaN  0.722705                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.1306                 NaN            NaN            NaN  0.114541       0.754900                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7674                 NaN            NaN            NaN            NaN  0.774954       0.457693                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5084                 NaN            NaN            NaN            NaN  0.446881        1.04474                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5260                 NaN            NaN            NaN            NaN   1.03194       0.442014                 NaN            NaN            NaN            NaN
