|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1947.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00       100.0000       0.119852E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.3331       0.666886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.3197       0.680257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.3241       0.675882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.9730       0.234468E-001  0.353361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        98.6907        1.30929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3402       0.659808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3438       0.656224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3451       0.650939       0.397833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3401       0.645467       0.144178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3465       0.639213       0.143219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3481       0.637572       0.143531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3530       0.632737       0.142573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3586       0.627196       0.141740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3610       0.624831       0.141751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3649       0.620993       0.141230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3662       0.619664       0.141413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3699       0.616009       0.141310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3776       0.608459       0.139185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3784       0.607655       0.139267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3811       0.605038       0.139058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3823       0.603803       0.139149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3870       0.599187       0.138235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3859       0.600228       0.139198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3950       0.591394       0.136511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        98.6824        1.28759       0.300399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00       100.0000       0.215916E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.5107       0.478230       0.110297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3567       0.629738       0.135627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4451       0.541231       0.136768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4039       0.582580       0.135608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4063       0.580164       0.134906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4059       0.580546       0.135081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4072       0.579337       0.134979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4094       0.577105       0.134566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4105       0.576055       0.134030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4094       0.577148       0.134439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4123       0.574379       0.133286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3854       0.600619       0.139667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4810       0.507219       0.117326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3686       0.617082       0.142761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4164       0.570459       0.131760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1752       0.805709       0.190623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.6574       0.335193       0.741394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4118       0.574928       0.132269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4143       0.572568       0.131137E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.2766       0.707202       0.162390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6409       0.351060       0.800657E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3149       0.669848       0.152417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4130       0.574001       0.130138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4115       0.575446       0.130204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.2496       0.735529       0.149043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5664       0.422405       0.111913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4053       0.581663       0.130385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4047       0.582363       0.129689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4024       0.584624       0.129760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4004       0.586634       0.129672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3986       0.588425       0.129461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3970       0.590064       0.129322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5364       0.454040       0.954147E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2457       0.737851       0.164007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3876       0.599424       0.129529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3886       0.598599       0.128488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3836       0.603548       0.128748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3816       0.605562       0.128649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3778       0.609380       0.128672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3746       0.612497       0.128551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3727       0.614481       0.128148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3694       0.617781       0.128218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3623       0.624860       0.128725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3634       0.623858       0.127756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3576       0.629626       0.128152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3546       0.632625       0.128000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3502       0.636978       0.128112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3454       0.641828       0.128169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3448       0.642502       0.127461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3379       0.649264       0.128013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3345       0.652691       0.127750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3299       0.657289       0.127754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3252       0.662033       0.128021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3201       0.667085       0.127863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3173       0.669918       0.127546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3042       0.682905       0.129017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3114       0.675934       0.126793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3063       0.680980       0.126925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3001       0.687136       0.127484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2670       0.719717       0.132509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3165       0.671203       0.122706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3545       0.633987       0.114682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2066       0.779300       0.140672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2773       0.709923       0.127286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2708       0.716438       0.127600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2682       0.719115       0.127311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2627       0.724554       0.127501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2583       0.728978       0.127609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2558       0.731467       0.127176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3787       0.608684       0.126332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1156       0.871545       0.128558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2422       0.745033       0.127291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2492       0.738235       0.125303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2230       0.764024       0.129352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2327       0.754542       0.127218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2289       0.758410       0.127098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2253       0.761964       0.127061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2237       0.763596       0.126917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2194       0.767940       0.126899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2173       0.770056       0.126686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2139       0.773395       0.127030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2147       0.772696       0.126253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2112       0.776130       0.126446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2028       0.784473       0.127486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2140       0.773532       0.125005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2074       0.780062       0.125850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2057       0.781713       0.125799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2030       0.784372       0.126108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2054       0.782106       0.125232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2027       0.784792       0.125448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2049       0.782581       0.124797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2037       0.783775       0.124882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.1627       0.766457       0.117218E-001            NaN  0.591567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2799       0.361812       0.471303E-002            NaN   1.35358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2146       0.301790                 NaN            NaN   1.48364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2445       0.297371                 NaN            NaN   1.45813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2734       0.292737                 NaN            NaN   1.43383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3028       0.286632                 NaN            NaN   1.41055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3301       0.282603                 NaN            NaN   1.38727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3572       0.276593                 NaN            NaN   1.36623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3667       0.271930                 NaN            NaN   1.36139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4252       0.263719                 NaN            NaN   1.31110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4401       0.260152                 NaN            NaN   1.29970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4579       0.254618                 NaN            NaN   1.28751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4522       0.262558                 NaN            NaN   1.28525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5446       0.239759                 NaN            NaN   1.21564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5339       0.244224                 NaN            NaN   1.22183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5539       0.238824                 NaN            NaN   1.20731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.3786       0.266592                 NaN            NaN   1.35476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7892       0.199658                 NaN            NaN   1.01116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6140       0.225571                 NaN            NaN   1.16047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6352       0.223248                 NaN            NaN   1.14159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6403       0.220957                 NaN            NaN   1.13874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6752       0.218071                 NaN            NaN   1.10673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7082       0.208913                 NaN            NaN   1.08284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7087       0.205932                 NaN            NaN   1.08534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7261       0.203515                 NaN            NaN   1.07034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7353       0.199791                 NaN            NaN   1.06490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7698       0.193334                 NaN            NaN   1.03683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.7762       0.188947                 NaN            NaN   1.03489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7949       0.190029                 NaN            NaN   1.01506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.6936       0.206032                 NaN            NaN   1.10040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9378       0.166480                 NaN            NaN  0.895695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8396       0.178797                 NaN            NaN  0.981637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8516       0.176683                 NaN            NaN  0.971690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8606       0.176883                 NaN            NaN  0.962505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8802       0.167124                 NaN            NaN  0.952668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8917       0.166351                 NaN            NaN  0.941937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9022       0.163099                 NaN            NaN  0.934655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9178       0.163029                 NaN            NaN  0.919143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9275       0.154703                 NaN            NaN  0.917823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9387       0.151109                 NaN            NaN  0.910147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9503       0.149548                 NaN            NaN  0.900176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9622       0.148461                 NaN            NaN  0.889375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9723       0.145424                 NaN            NaN  0.882284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9824       0.141868                 NaN            NaN  0.875700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9992       0.146736                 NaN            NaN  0.854066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0053       0.136134                 NaN            NaN  0.858581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0136       0.133919                 NaN            NaN  0.852463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0229       0.131477                 NaN            NaN  0.845650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0324       0.128577                 NaN            NaN  0.839028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0380       0.124712                 NaN            NaN  0.837281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0519       0.120855                 NaN            NaN  0.827235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0551       0.118711                 NaN            NaN  0.826211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0670       0.116158                 NaN            NaN  0.816891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0750       0.115539                 NaN            NaN  0.809504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9832       0.134715                 NaN            NaN  0.882124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1886       0.816214E-001            NaN            NaN  0.729745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0965       0.107818                 NaN            NaN  0.795699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1048       0.107504                 NaN            NaN  0.787726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1098       0.989664E-001            NaN            NaN  0.791250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1159       0.984509E-001            NaN            NaN  0.785626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1174       0.917460E-001            NaN            NaN  0.790848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1304       0.923711E-001            NaN            NaN  0.777233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1305       0.900171E-001            NaN            NaN  0.779489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1381       0.840824E-001            NaN            NaN  0.777829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1425       0.827080E-001            NaN            NaN  0.774811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1424       0.756881E-001            NaN            NaN  0.781956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1527       0.754120E-001            NaN            NaN  0.771903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
