|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.7287       0.271316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3780       0.621993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3761       0.623908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3800       0.619952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3831       0.616915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3870       0.613014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3899       0.609788       0.276657E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3824       0.605693       0.119269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3858       0.599708       0.145013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3876       0.597918       0.144869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3896       0.595900       0.144667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3932       0.592349       0.144095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3955       0.590120       0.143751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3981       0.587612       0.143301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3995       0.586225       0.143158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4027       0.583077       0.142560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4039       0.581890       0.142270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4415       0.545112       0.134069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3719       0.613166       0.149677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4099       0.575948       0.141269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4120       0.573944       0.140607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4124       0.573546       0.140506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4124       0.573506       0.140532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4107       0.575159       0.141011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4203       0.565848       0.138086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4158       0.570294       0.139276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4151       0.570944       0.139441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4179       0.568235       0.138478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4192       0.567037       0.138037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4183       0.567919       0.138180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4189       0.567296       0.137590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.8910        1.08238       0.266680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.9512       0.479945E-001  0.766126E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4161       0.570176       0.137453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4180       0.568348       0.136659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4154       0.570889       0.136714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4159       0.570519       0.136294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6079       0.382868       0.920660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.2201       0.761893       0.180124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3862       0.599529       0.142692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4339       0.553118       0.129507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4122       0.574373       0.134539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4072       0.579276       0.135277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4050       0.581504       0.135213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4037       0.582826       0.134941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4014       0.585153       0.134799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3993       0.587277       0.134668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3950       0.591489       0.134843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3949       0.591723       0.134225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5216       0.467812       0.105561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2561       0.727533       0.163190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3857       0.600912       0.134020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3825       0.604101       0.133902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3793       0.607286       0.133765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3742       0.612342       0.134099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3724       0.614253       0.133610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3679       0.618724       0.133720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4297       0.558329       0.119742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2915       0.693757       0.147924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3578       0.628845       0.133216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3512       0.635496       0.133518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3462       0.640420       0.133589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3429       0.643742       0.133347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3370       0.649689       0.133571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3342       0.652457       0.133024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3287       0.657936       0.133269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3213       0.665305       0.133813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3195       0.667233       0.132898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3136       0.673006       0.133454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3082       0.678439       0.133437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3032       0.683450       0.133390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2985       0.688126       0.133350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2918       0.694802       0.133701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3665       0.621633       0.119043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2064       0.778885       0.147567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2768       0.709844       0.133370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2692       0.717392       0.133857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2665       0.720137       0.133406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1450       0.840046       0.149747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3742       0.614121       0.117214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2501       0.736575       0.133716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2463       0.740376       0.133534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.8119       0.184539       0.360790E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.6629        1.31398       0.230997E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2289       0.757675       0.133873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2237       0.762927       0.133869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2186       0.768024       0.134007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2148       0.771773       0.133918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.9785        1.00366       0.178820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4346       0.556498       0.892031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2020       0.784560       0.133926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1934       0.793071       0.134904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1976       0.789062       0.133275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1864       0.800120       0.134375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1872       0.799397       0.133844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1827       0.803850       0.134026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0093       0.973452       0.172152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3463       0.644082       0.957597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1744       0.812198       0.133920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1711       0.815516       0.133919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1664       0.820179       0.134182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1682       0.818469       0.133618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1664       0.820212       0.133646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1647       0.821935       0.133530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.3267        1.64644       0.268141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9810       0.189502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1781       0.808842       0.130422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1644       0.822262       0.133005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1636       0.823090       0.133008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1564       0.830203       0.133828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1716       0.815289       0.131435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1657       0.821083       0.132459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1668       0.819978       0.132297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1686       0.818244       0.132045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1714       0.815410       0.131691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1727       0.814172       0.131551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.1760       0.810868       0.131126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.7423       0.520066       0.259003E-002  0.735002                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.2076       0.155017                 NaN   1.63736                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2455       0.151912                 NaN   1.60261                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2551       0.142995                 NaN   1.60191                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3199       0.142806                 NaN   1.53732                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3311       0.138658                 NaN   1.53020                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3666       0.136528                 NaN   1.49686                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3861       0.133006                 NaN   1.48089                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        97.9986       0.147841                 NaN   1.85361                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8413       0.906751E-001            NaN   1.06801                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4631       0.118893                 NaN   1.41804                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4985       0.117480                 NaN   1.38398                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5179       0.114008                 NaN   1.36814                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5353       0.109702                 NaN   1.35501                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5681       0.105315                 NaN   1.32655                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5846       0.101370                 NaN   1.31403                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6034       0.100333                 NaN   1.29626                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6274       0.922478E-001            NaN   1.28033                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6465       0.901911E-001            NaN   1.26333                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6666       0.891772E-001            NaN   1.24420                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6868       0.876563E-001            NaN   1.22557                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7007       0.837832E-001            NaN   1.21553                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7176       0.798735E-001            NaN   1.20253                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5865       0.721780E-001            NaN   1.34131                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9193       0.813876E-001            NaN  0.999357                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7691       0.663999E-001            NaN   1.16450                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7919       0.898980E-001            NaN   1.11824                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8014       0.385842E-001            NaN   1.15998                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8169       0.602546E-001            NaN   1.12282                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8334       0.557587E-001            NaN   1.11085                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8440       0.512971E-001            NaN   1.10469                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8642       0.538921E-001            NaN   1.08194                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8764       0.502247E-001            NaN   1.07337                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8871       0.453810E-001            NaN   1.06755                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9018       0.431014E-001            NaN   1.05514                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9138       0.429351E-001            NaN   1.04327                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9258       0.382415E-001            NaN   1.03593                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9364       0.341445E-001            NaN   1.02949                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9464       0.305995E-001            NaN   1.02299                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9615       0.277163E-001            NaN   1.01074                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9686       0.234342E-001            NaN   1.00796                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9794       0.223949E-001            NaN  0.998222                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9866       0.156458E-001            NaN  0.997748                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0008       0.176953E-001            NaN  0.981505                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0141       0.203228E-001            NaN  0.965548                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0181       0.113485E-001            NaN  0.970576                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0245       0.586667E-002            NaN  0.969594                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0374       0.538955E-002            NaN  0.957230                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0415       0.161974E-003            NaN  0.958292                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0571       0.855855E-002            NaN  0.934297                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0635       0.332956E-001            NaN  0.903205                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0705                 NaN            NaN  0.929522                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0768                 NaN            NaN  0.923225                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0810                 NaN            NaN  0.918997                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0919                 NaN            NaN  0.908114                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1004       0.179792E-001            NaN  0.881635                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1119       0.543709E-001            NaN  0.833688                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1127                 NaN            NaN  0.887271                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1204                 NaN            NaN  0.879567                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1247                 NaN            NaN  0.875279                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1299                 NaN            NaN  0.870088                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1356                 NaN            NaN  0.864448                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1408                 NaN            NaN  0.859235                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1438                 NaN            NaN  0.856225                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1517                 NaN            NaN  0.848348                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0076                 NaN            NaN  0.123778       0.868660                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8793                 NaN            NaN            NaN   1.12068                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8590                 NaN            NaN            NaN   1.14096                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.8247       0.142294E-005            NaN            NaN   1.17533                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3994                 NaN            NaN            NaN  0.673506       0.927057                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.2914                 NaN            NaN            NaN   1.19749       0.511089                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3108                 NaN            NaN            NaN   1.18302       0.506166                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3289                 NaN            NaN            NaN  0.500059        1.17103                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.3464                 NaN            NaN            NaN  0.494896        1.15867                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.3625                 NaN            NaN            NaN   1.14715       0.490339                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.3813                 NaN            NaN            NaN   1.13267       0.485985                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.3978                 NaN            NaN            NaN  0.481622        1.12062                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4127                 NaN            NaN            NaN  0.476152        1.11118                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4272                 NaN            NaN            NaN  0.473745        1.09905                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.4417       0.177652E-004            NaN            NaN   1.08805       0.470209                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.4548                 NaN            NaN            NaN   1.07867       0.466526                 NaN            NaN            NaN            NaN
  1403.51        500.000        97.1630                 NaN            NaN            NaN   1.11631        1.15067       0.570040                 NaN            NaN            NaN
  1401.00        500.000        96.1052                 NaN            NaN            NaN   1.19204        1.65747        1.04526                 NaN            NaN            NaN
  1398.50        500.000        96.2005                 NaN            NaN            NaN   1.16414        1.61859        1.01681                 NaN            NaN            NaN
  1395.99        500.000        96.2909       0.301002E-005            NaN            NaN   1.58107        1.13749       0.990496                 NaN            NaN            NaN
  1393.48        500.000        96.3275       0.490493                 NaN            NaN  0.820028        1.32379        1.03814                 NaN            NaN            NaN
  1390.98        500.000        96.3910       0.622710                 NaN            NaN   1.36518       0.585771        1.03530                 NaN            NaN            NaN
  1388.47        500.000        96.4718       0.639406                 NaN            NaN  0.522375        1.35286        1.01360                 NaN            NaN            NaN
  1385.96        500.000        96.5510       0.655592                 NaN            NaN  0.458760        1.34291       0.991763                 NaN            NaN            NaN
  1383.46        500.000        96.6391       0.666944                 NaN            NaN  0.399415        1.32800       0.966515                 NaN            NaN            NaN
  1380.95        500.000        96.7040       0.685470                 NaN            NaN   1.32249       0.338561       0.949443                 NaN            NaN            NaN
