|6.6.6
Archiving\03_Data\frac/QFM_m0.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1974.94        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.5481                 NaN            NaN            NaN  0.451888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4397                 NaN            NaN            NaN  0.560263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4408                 NaN            NaN            NaN  0.559178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4568                 NaN            NaN            NaN  0.543157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4532                 NaN            NaN            NaN  0.546849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4562                 NaN            NaN            NaN  0.543817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4610                 NaN            NaN            NaN  0.538959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4620                 NaN            NaN            NaN  0.537793                 NaN  0.225850E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4637                 NaN            NaN            NaN  0.529730                 NaN  0.660749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4612                 NaN            NaN            NaN  0.528266                 NaN  0.105146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4636                 NaN            NaN            NaN  0.525877                 NaN  0.104951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4666                 NaN            NaN            NaN  0.522951                 NaN  0.104509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4691                 NaN            NaN            NaN  0.520455                 NaN  0.104207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4730                 NaN            NaN            NaN  0.516616                 NaN  0.103605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4748                 NaN            NaN            NaN  0.514857                 NaN  0.103455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4769                 NaN            NaN            NaN  0.512783                 NaN  0.103262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4812                 NaN            NaN            NaN  0.508588                 NaN  0.102288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4826                 NaN            NaN            NaN  0.507194                 NaN  0.102276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4847                 NaN            NaN            NaN  0.505120                 NaN  0.101906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4877                 NaN            NaN            NaN  0.502196                 NaN  0.101333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4892                 NaN            NaN            NaN  0.500653                 NaN  0.101215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4911                 NaN            NaN            NaN  0.498813                 NaN  0.100890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4932                 NaN            NaN            NaN  0.496762                 NaN  0.100465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4950                 NaN            NaN            NaN  0.495013                 NaN  0.100063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4977                 NaN            NaN            NaN  0.492303                 NaN  0.996281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4984                 NaN            NaN            NaN  0.491688                 NaN  0.994819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5006                 NaN            NaN            NaN  0.489508                 NaN  0.990223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5007                 NaN            NaN            NaN  0.489362                 NaN  0.989825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5043                 NaN            NaN            NaN  0.485902                 NaN  0.982615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5173                 NaN            NaN            NaN  0.473090                 NaN  0.956327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4934                 NaN            NaN            NaN  0.496580                 NaN  0.100229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5079                 NaN            NaN            NaN  0.482374                 NaN  0.973212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5067                 NaN            NaN            NaN  0.483500                 NaN  0.975565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5109                 NaN            NaN            NaN  0.479489                 NaN  0.964516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5101                 NaN            NaN            NaN  0.480218                 NaN  0.965203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5106                 NaN            NaN            NaN  0.479771                 NaN  0.963465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5127                 NaN            NaN            NaN  0.477784                 NaN  0.956478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5129                 NaN            NaN            NaN  0.477511                 NaN  0.954439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5139                 NaN            NaN            NaN  0.476600                 NaN  0.952138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5138                 NaN            NaN            NaN  0.476666                 NaN  0.949043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5144                 NaN            NaN            NaN  0.476187                 NaN  0.946130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5149                 NaN            NaN            NaN  0.475640                 NaN  0.941858E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5159                 NaN            NaN            NaN  0.474680                 NaN  0.938406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5154                 NaN            NaN            NaN  0.475216                 NaN  0.938364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5163                 NaN            NaN            NaN  0.474325                 NaN  0.933288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5160                 NaN            NaN            NaN  0.474723                 NaN  0.931643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.5154                 NaN            NaN            NaN  0.475293                 NaN  0.931098E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.0670                 NaN            NaN            NaN  0.915072                 NaN  0.179252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.9707                 NaN            NaN            NaN  0.287363E-001            NaN  0.518847E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5153                 NaN            NaN            NaN  0.475501                 NaN  0.922120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5162                 NaN            NaN            NaN  0.474619                 NaN  0.914319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5152                 NaN            NaN            NaN  0.475634                 NaN  0.913446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5150                 NaN            NaN            NaN  0.475928                 NaN  0.911540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5145                 NaN            NaN            NaN  0.476387                 NaN  0.908769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5140                 NaN            NaN            NaN  0.476962                 NaN  0.905980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5134                 NaN            NaN            NaN  0.477566                 NaN  0.903803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5119                 NaN            NaN            NaN  0.479069                 NaN  0.901761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5129                 NaN            NaN            NaN  0.478135                 NaN  0.897592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.5112                 NaN            NaN            NaN  0.479838                 NaN  0.894959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.5051                 NaN            NaN            NaN  0.485845                 NaN  0.904426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.5150                 NaN            NaN            NaN  0.476205                 NaN  0.879094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5320                 NaN            NaN            NaN  0.459525                 NaN  0.846269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4847                 NaN            NaN            NaN  0.506019                 NaN  0.926962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.5060                 NaN            NaN            NaN  0.485135                 NaN  0.884262E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.5059                 NaN            NaN            NaN  0.485285                 NaN  0.879977E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5043                 NaN            NaN            NaN  0.486876                 NaN  0.878124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.5030                 NaN            NaN            NaN  0.488203                 NaN  0.876360E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4986                 NaN            NaN            NaN  0.492536                 NaN  0.881516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.5038                 NaN            NaN            NaN  0.487520                 NaN  0.864420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4990                 NaN            NaN            NaN  0.492336                 NaN  0.869907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4977                 NaN            NaN            NaN  0.493659                 NaN  0.866942E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4954                 NaN            NaN            NaN  0.495902                 NaN  0.865625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4961                 NaN            NaN            NaN  0.495324                 NaN  0.860026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4800                 NaN            NaN            NaN  0.510401                 NaN  0.958546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.5048                 NaN            NaN            NaN  0.487596                 NaN  0.763616E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4904                 NaN            NaN            NaN  0.501085                 NaN  0.855999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3107                 NaN            NaN            NaN  0.677712                 NaN  0.115751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.6675                 NaN            NaN            NaN  0.327011                 NaN  0.550663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4868                 NaN            NaN            NaN  0.504734                 NaN  0.848029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4838                 NaN            NaN            NaN  0.507721                 NaN  0.849083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4833                 NaN            NaN            NaN  0.508292                 NaN  0.845312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4834                 NaN            NaN            NaN  0.508199                 NaN  0.840615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4805                 NaN            NaN            NaN  0.511083                 NaN  0.840576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4764                 NaN            NaN            NaN  0.515214                 NaN  0.841516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4790                 NaN            NaN            NaN  0.512663                 NaN  0.832567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4761                 NaN            NaN            NaN  0.515540                 NaN  0.834938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4729                 NaN            NaN            NaN  0.518794                 NaN  0.835517E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4702                 NaN            NaN            NaN  0.521442                 NaN  0.835613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4767                 NaN            NaN            NaN  0.515100                 NaN  0.820585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4704                 NaN            NaN            NaN  0.521365                 NaN  0.826166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4692                 NaN            NaN            NaN  0.522516                 NaN  0.824030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4686                 NaN            NaN            NaN  0.523136                 NaN  0.821364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4669                 NaN            NaN            NaN  0.524949                 NaN  0.820044E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4631                 NaN            NaN            NaN  0.528673                 NaN  0.820911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4676                 NaN            NaN            NaN  0.524315                 NaN  0.812285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.4847                 NaN            NaN            NaN   1.49232                 NaN  0.230213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.9943                 NaN            NaN            NaN            NaN            NaN  0.569919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.9117                 NaN            NaN            NaN  0.883396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4656                 NaN            NaN            NaN  0.530614                 NaN  0.375018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4618                 NaN            NaN            NaN  0.530168                 NaN  0.803596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4590                 NaN            NaN            NaN  0.532958                 NaN  0.805003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4615                 NaN            NaN            NaN  0.530529                 NaN  0.798726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4545                 NaN            NaN            NaN  0.537455                 NaN  0.802627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4607                 NaN            NaN            NaN  0.531320                 NaN  0.795166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4589                 NaN            NaN            NaN  0.533202                 NaN  0.794416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4623                 NaN            NaN            NaN  0.529784                 NaN  0.787212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4593                 NaN            NaN            NaN  0.532854                 NaN  0.789371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4594                 NaN            NaN            NaN  0.532765                 NaN  0.786835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.4592                 NaN            NaN            NaN  0.532922                 NaN  0.785567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.7583                 NaN            NaN            NaN  0.315843                 NaN            NaN  0.925823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.7111        1.12491                 NaN            NaN  0.190150E-001            NaN            NaN  0.145021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        97.2639                 NaN            NaN            NaN  0.320952                 NaN            NaN   2.41513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.5480                 NaN            NaN            NaN  0.171047                 NaN            NaN   1.28094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.5255                 NaN            NaN            NaN  0.171470                 NaN            NaN   1.30306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6759                 NaN            NaN            NaN  0.155234                 NaN            NaN   1.16888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6362                 NaN            NaN            NaN  0.160032                 NaN            NaN   1.20375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6607                 NaN            NaN            NaN  0.154895                 NaN            NaN   1.18441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.6843                 NaN            NaN            NaN  0.152395                 NaN            NaN   1.16328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7021                 NaN            NaN            NaN  0.148090                 NaN            NaN   1.14977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7335                 NaN            NaN            NaN  0.144671                 NaN            NaN   1.12181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7516                 NaN            NaN            NaN  0.142227                 NaN            NaN   1.10615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7731                 NaN            NaN            NaN  0.139008                 NaN            NaN   1.08794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7950                 NaN            NaN            NaN  0.135093                 NaN            NaN   1.06993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8136                 NaN            NaN            NaN  0.131685                 NaN            NaN   1.05476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8317                 NaN            NaN            NaN  0.128129                 NaN            NaN   1.04021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8515                 NaN            NaN            NaN  0.124454                 NaN            NaN   1.02409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8720                 NaN            NaN            NaN  0.122608                 NaN            NaN   1.00541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8875                 NaN            NaN            NaN  0.119922                 NaN            NaN  0.992533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8960                 NaN            NaN            NaN  0.115776                 NaN            NaN  0.988230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9330                 NaN            NaN            NaN  0.113334                 NaN            NaN  0.953634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9406                 NaN            NaN            NaN  0.110797                 NaN            NaN  0.948594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
