|6.6.6
Archiving\03_Data\frac/QFM/KHA22/KHA22_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1882.21        2500.00        99.4306       0.554303                 NaN  0.151029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4334       0.551570                 NaN  0.150470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4361       0.548887                 NaN  0.149921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4385       0.546589                 NaN  0.149592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4412       0.543928                 NaN  0.148929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4441       0.541101                 NaN  0.148413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.6035       0.385808                 NaN  0.106418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.2913       0.689748                 NaN  0.189580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4519       0.533407                 NaN  0.146780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4534       0.531928                 NaN  0.146505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4544       0.530940                 NaN  0.146243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4580       0.527445                 NaN  0.145391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4596       0.525937                 NaN  0.145117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4613       0.524225                 NaN  0.144656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5453       0.442502                 NaN  0.122261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3821       0.601279                 NaN  0.165788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4666       0.519081                 NaN  0.143138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4667       0.519002                 NaN  0.143197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4697       0.516027                 NaN  0.142271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4703       0.515503                 NaN  0.142067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4682       0.517579                 NaN  0.142666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4753       0.510683                 NaN  0.140212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5632       0.425101                 NaN  0.116806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3810       0.602476                 NaN  0.165666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4786       0.507509                 NaN  0.138695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4761       0.509918                 NaN  0.139473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4757       0.510350                 NaN  0.139519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4772       0.508972                 NaN  0.138778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4779       0.508231                 NaN  0.138245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4535       0.532051                 NaN  0.144740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5026       0.484316                 NaN  0.131026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4776       0.508691                 NaN  0.137567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4784       0.507850                 NaN  0.137037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4790       0.507354                 NaN  0.136419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4787       0.507678                 NaN  0.136274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4783       0.508128                 NaN  0.135864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4775       0.508955                 NaN  0.135566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4658       0.520388                 NaN  0.138228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5859       0.402504                 NaN  0.115920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.8309       0.165548                 NaN  0.355970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.0350       0.940336                 NaN  0.246743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4763       0.510332                 NaN  0.133772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4754       0.511211                 NaN  0.133395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4741       0.512566                 NaN  0.133279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4730       0.513647                 NaN  0.133134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4744       0.512433                 NaN  0.132131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4722       0.514585                 NaN  0.132000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4710       0.515843                 NaN  0.131725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4668       0.519912                 NaN  0.132463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4706       0.516341                 NaN  0.130477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4672       0.519692                 NaN  0.130877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4639       0.522986                 NaN  0.131053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4653       0.521666                 NaN  0.130033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4625       0.524518                 NaN  0.130145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4617       0.525337                 NaN  0.129545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4594       0.527633                 NaN  0.129585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4581       0.529016                 NaN  0.128885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4560       0.531075                 NaN  0.128946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4545       0.532618                 NaN  0.128482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4520       0.535196                 NaN  0.128375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.8516        1.12161                 NaN  0.267820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.8226       0.173264                 NaN  0.411925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.7073       0.285943                 NaN  0.675578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.7331       0.260746                 NaN  0.613570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.1246       0.855434                 NaN  0.199463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4408       0.546509                 NaN  0.126632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4382       0.549125                 NaN  0.126590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4347       0.552641                 NaN  0.126673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4356       0.551849                 NaN  0.125622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4296       0.557795                 NaN  0.125708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4766       0.511916                 NaN  0.114990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3777       0.608632                 NaN  0.136347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4138       0.571603                 NaN  0.146346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4356       0.554090                 NaN  0.102857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4197       0.567776                 NaN  0.124790E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4191       0.568511                 NaN  0.124177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4160       0.571620                 NaN  0.124121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4095       0.578061                 NaN  0.124446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4141       0.573560                 NaN  0.122955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4102       0.577454                 NaN  0.123179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4057       0.581945                 NaN  0.123339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4060       0.581722                 NaN  0.122783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4112       0.576710                 NaN  0.120863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3916       0.595921                 NaN  0.124309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3982       0.589553                 NaN  0.121976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3987       0.589149                 NaN  0.121664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3964       0.591409                 NaN  0.121745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3931       0.594707                 NaN  0.121501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3927       0.595168                 NaN  0.121014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3900       0.597918                 NaN  0.121035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3815       0.606303                 NaN  0.122123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3953       0.592773                 NaN  0.118999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3865       0.601466                 NaN  0.120196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3848       0.603229                 NaN  0.119938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3801       0.607821                 NaN  0.120354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3856       0.602503                 NaN  0.118692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3810       0.607105                 NaN  0.119125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3801       0.607974                 NaN  0.118798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3804       0.607794                 NaN  0.118510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3443       0.252350                 NaN            NaN   1.40335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2915       0.208842                 NaN            NaN   1.49965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3125       0.205015                 NaN            NaN   1.48249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2660       0.210719                 NaN            NaN   1.52332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6202       0.164823                 NaN            NaN   1.21498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2264       0.213775                 NaN            NaN   1.55983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        97.4659       0.300295                 NaN            NaN   2.23384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.2364       0.886811E-001            NaN            NaN  0.674931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6634       0.158105                 NaN            NaN   1.17851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5131       0.176144                 NaN            NaN   1.31076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5350       0.177212                 NaN            NaN   1.28781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5570       0.168100                 NaN            NaN   1.27489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5842       0.165848                 NaN            NaN   1.24999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6079       0.161865                 NaN            NaN   1.23025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6264       0.155972                 NaN            NaN   1.21765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6514       0.153838                 NaN            NaN   1.19475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6687       0.149182                 NaN            NaN   1.18216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6232       0.225047                 NaN            NaN   1.15171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7643       0.596853E-001            NaN            NaN   1.17604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7342       0.140515                 NaN            NaN   1.12532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7490       0.136298                 NaN            NaN   1.11467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7604       0.135714                 NaN            NaN   1.10392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7850       0.133836                 NaN            NaN   1.08121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.5225       0.156239                 NaN            NaN   1.32127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.1110       0.987254E-001            NaN            NaN  0.790316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8372       0.120228                 NaN            NaN   1.04258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8484       0.114763                 NaN            NaN   1.03684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8708       0.115024                 NaN            NaN   1.01422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8804       0.109997                 NaN            NaN   1.00964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8933       0.105716                 NaN            NaN   1.00102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9171       0.105347                 NaN            NaN  0.977560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9280       0.102689                 NaN            NaN  0.969270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9381       0.989242E-001            NaN            NaN  0.962990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9538       0.969336E-001            NaN            NaN  0.949287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9675       0.949125E-001            NaN            NaN  0.937553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8462       0.110887                 NaN            NaN   1.04292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1318       0.741893E-001            NaN            NaN  0.794027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0052       0.869066E-001            NaN            NaN  0.907853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0157       0.827639E-001            NaN            NaN  0.901547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0232       0.777430E-001            NaN            NaN  0.899037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0407       0.764374E-001            NaN            NaN  0.882818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0495       0.750553E-001            NaN            NaN  0.875395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0608       0.721691E-001            NaN            NaN  0.867004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0712       0.698824E-001            NaN            NaN  0.858892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2145       0.600478E-001            NaN            NaN  0.725473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9563       0.718631E-001            NaN            NaN  0.971798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1047       0.622340E-001            NaN            NaN  0.833103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1105       0.595197E-001            NaN            NaN  0.829988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1173       0.558480E-001            NaN            NaN  0.826855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1284       0.540389E-001            NaN            NaN  0.817517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1353       0.503786E-001            NaN            NaN  0.814278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1442       0.494339E-001            NaN            NaN  0.806415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1511       0.466209E-001            NaN            NaN  0.802286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1620       0.434696E-001            NaN            NaN  0.794568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1675       0.414858E-001            NaN            NaN  0.791005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7676       0.114954                 NaN            NaN   1.11740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.5972       0.414492E-001            NaN            NaN  0.361382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1861                 NaN            NaN            NaN  0.813946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1933       0.103416E-001            NaN            NaN  0.796313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2027       0.348958E-001            NaN            NaN  0.762405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2184       0.120433                 NaN            NaN  0.661185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2091                 NaN            NaN            NaN  0.790928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2147       0.678755E-002            NaN            NaN  0.778504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2265                 NaN            NaN            NaN  0.773469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2279                 NaN            NaN            NaN  0.772132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
