|6.6.6
Archiving\03_Data\frac/QFM_m3.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        hed            q             
  1824.56        2500.00        99.1674                 NaN  0.832551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1674                 NaN  0.832550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1675                 NaN  0.832550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1590                 NaN  0.832549       0.848913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1515                 NaN  0.832619       0.159128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1514                 NaN  0.832750       0.158098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1513                 NaN  0.832881       0.157779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1515                 NaN  0.833012       0.154857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1514                 NaN  0.833140       0.154570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1514                 NaN  0.833267       0.153249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1514                 NaN  0.833394       0.152116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1514                 NaN  0.833520       0.151236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1615                 NaN  0.833646       0.484974E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1413                 NaN  0.833685       0.250132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1513                 NaN  0.833892       0.148015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1514                 NaN  0.834015       0.146332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1513                 NaN  0.834136       0.145561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1497                 NaN  0.834256       0.160521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1529                 NaN  0.834389       0.127117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1513                 NaN  0.834494       0.142302E-001  0.615858E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.9858                 NaN            NaN  0.142280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5328                 NaN            NaN  0.142953E-001  0.452950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3222                 NaN            NaN  0.144432E-001  0.663330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3281                 NaN            NaN  0.143091E-001  0.657585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3026                 NaN            NaN  0.143576E-001  0.683023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3097                 NaN            NaN  0.144310E-001  0.675887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3084                 NaN            NaN  0.142244E-001  0.677360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.2997                 NaN            NaN  0.143089E-001  0.685965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.2937                 NaN            NaN  0.143143E-001  0.691992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.2897                 NaN            NaN  0.142816E-001  0.696006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2842                 NaN            NaN  0.142795E-001  0.701502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2789                 NaN            NaN  0.142707E-001  0.706801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2745                 NaN            NaN  0.142477E-001  0.711298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2693                 NaN            NaN  0.142585E-001  0.716487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2484                 NaN            NaN  0.145634E-001  0.737027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2737                 NaN            NaN  0.138792E-001  0.712438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2526                 NaN            NaN  0.142330E-001  0.733194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2477                 NaN            NaN  0.142201E-001  0.738126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2370                 NaN            NaN  0.143215E-001  0.748688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2435                 NaN            NaN  0.140863E-001  0.742387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2329                 NaN            NaN  0.141908E-001  0.752898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2278                 NaN            NaN  0.141989E-001  0.757969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2229                 NaN            NaN  0.141804E-001  0.762890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.1664                 NaN            NaN  0.152581E-001  0.818353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2657                 NaN            NaN  0.131385E-001  0.721154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2090                 NaN            NaN  0.141656E-001  0.776797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2041                 NaN            NaN  0.141580E-001  0.781707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.1991                 NaN            NaN  0.141765E-001  0.786712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1791                 NaN            NaN  0.145198E-001  0.806359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2083                 NaN            NaN  0.137883E-001  0.777877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1864                 NaN            NaN  0.141796E-001  0.799381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.1826                 NaN            NaN  0.141584E-001  0.803273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1832                 NaN            NaN  0.140656E-001  0.802703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1757                 NaN            NaN  0.141667E-001  0.810171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1760                 NaN            NaN  0.140795E-001  0.809917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.1715                 NaN            NaN  0.141164E-001  0.814410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1695                 NaN            NaN  0.141016E-001  0.816353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1664                 NaN            NaN  0.140944E-001  0.819490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.6828                 NaN            NaN  0.226402E-001   1.29458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.6495                 NaN            NaN  0.553510E-002  0.345014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1613                 NaN            NaN  0.140677E-001  0.824679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1599                 NaN            NaN  0.140676E-001  0.826001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.6985                 NaN            NaN  0.972871E-002  0.287907        2.00390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6506                 NaN            NaN  0.918866E-002  0.247065        2.09314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.6978                 NaN            NaN  0.874922E-002  0.239205        2.05422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.7388                 NaN            NaN  0.827154E-002  0.231915        2.02097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.6292                 NaN            NaN  0.881267E-002  0.363594        1.99842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.9632                 NaN            NaN  0.674777E-002  0.746068E-001   1.95545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.8510                 NaN            NaN  0.723828E-002  0.209565        1.93223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.8904                 NaN            NaN  0.685407E-002  0.202539        1.90021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9246                 NaN            NaN  0.648044E-002  0.195275        1.87360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9578                 NaN            NaN  0.624507E-002  0.188346        1.84758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.9824                 NaN            NaN  0.592168E-002  0.181883        1.82980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0304                 NaN            NaN  0.558730E-002  0.175176        1.78886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0535                 NaN            NaN  0.528592E-002  0.168434        1.77276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0823                 NaN            NaN  0.495806E-002  0.162138        1.75058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1088                 NaN            NaN  0.458744E-002  0.155702        1.73093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1413                 NaN            NaN  0.434787E-002  0.149672        1.70466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1651                 NaN            NaN  0.404159E-002  0.143524        1.68733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1906                 NaN            NaN  0.358671E-002  0.137549        1.66824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2080                 NaN            NaN  0.333757E-002  0.130615        1.65807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2524                 NaN            NaN  0.317060E-002  0.126789        1.61766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2658                 NaN            NaN  0.285288E-002  0.120375        1.61093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2873                 NaN            NaN  0.256499E-002  0.114678        1.59546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.3091                 NaN            NaN  0.227360E-002  0.109138        1.57945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3321                 NaN            NaN  0.198025E-002  0.103995        1.56191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3495                 NaN            NaN  0.164594E-002  0.982803E-001   1.55058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3730                 NaN            NaN  0.133044E-002  0.934394E-001   1.53224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3910                 NaN            NaN  0.109025E-002  0.883036E-001   1.51962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        82.0597        7.79218                 NaN  0.386139E-001  0.411800        9.69771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.9565                 NaN            NaN            NaN  0.435437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6994                 NaN            NaN            NaN  0.160548        1.14002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.5466                 NaN            NaN            NaN  0.503563E-001   1.40308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5578                 NaN            NaN            NaN  0.477418E-001   1.39444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.4464                 NaN            NaN            NaN  0.987130E-002  0.626157       0.917618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.3594                 NaN            NaN            NaN  0.878641E-002  0.740426E-001   1.55777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.3159                 NaN            NaN  0.707834E-002  0.134221E-002            NaN   1.67570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.2923                 NaN            NaN  0.177592E-001            NaN            NaN   1.68999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.2666                 NaN            NaN  0.184775E-001  0.114377E-005            NaN   1.71490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.2446                 NaN            NaN  0.183002E-001            NaN            NaN   1.73713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.2150                 NaN            NaN  0.181801E-001            NaN            NaN   1.76683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.1770                 NaN            NaN  0.180152E-001            NaN            NaN   1.80503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.1159                 NaN            NaN  0.178623E-001            NaN            NaN   1.86625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.0399                 NaN            NaN  0.176779E-001            NaN            NaN   1.94242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.9115                 NaN            NaN  0.175741E-001            NaN            NaN   2.07095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.5946                 NaN            NaN  0.171446E-001            NaN            NaN   2.10867       0.279637                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.0697                 NaN            NaN  0.146616E-001            NaN            NaN   2.91560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.1411                 NaN            NaN  0.142082E-001            NaN            NaN   2.84469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.1756                 NaN            NaN  0.133290E-001  0.131102                 NaN   2.67994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.2154                 NaN            NaN  0.124263E-001  0.251273                 NaN   2.52085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
