|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1964.91        500.000        99.3231                 NaN            NaN  0.676908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.3230                 NaN            NaN  0.676967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.3230                 NaN            NaN  0.677026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.3229                 NaN            NaN  0.677085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.3229                 NaN            NaN  0.677144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.3228                 NaN            NaN  0.677203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.3227                 NaN            NaN  0.677262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.3227                 NaN            NaN  0.677321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.3226                 NaN            NaN  0.677380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.3226                 NaN            NaN  0.677439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.3225                 NaN            NaN  0.677498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.3224                 NaN            NaN  0.677557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.3224                 NaN            NaN  0.677616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.3223                 NaN            NaN  0.677676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.3223                 NaN            NaN  0.677735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.3222                 NaN            NaN  0.677794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.3221                 NaN            NaN  0.677853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.3221                 NaN            NaN  0.677913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3220                 NaN            NaN  0.677972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3220                 NaN            NaN  0.678031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3219                 NaN            NaN  0.678091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3218                 NaN            NaN  0.678150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3218                 NaN            NaN  0.678210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.3217                 NaN            NaN  0.678269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3217                 NaN            NaN  0.678329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.3216                 NaN            NaN  0.678388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3216                 NaN            NaN  0.678448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3215                 NaN            NaN  0.678522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3214                 NaN            NaN  0.678567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3214                 NaN            NaN  0.678627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3213                 NaN            NaN  0.678686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3213                 NaN            NaN  0.678746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3212                 NaN            NaN  0.678806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3211                 NaN            NaN  0.678865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3211                 NaN            NaN  0.678925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3210                 NaN            NaN  0.678985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3210                 NaN            NaN  0.679045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3209                 NaN            NaN  0.679105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3208                 NaN            NaN  0.679164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3208                 NaN            NaN  0.679224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3207                 NaN            NaN  0.679284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3207                 NaN            NaN  0.679344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3206                 NaN            NaN  0.679404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3205                 NaN            NaN  0.679464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3205                 NaN            NaN  0.679524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3204                 NaN            NaN  0.679584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3204                 NaN            NaN  0.679644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3203                 NaN            NaN  0.679704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3202                 NaN            NaN  0.679764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3202                 NaN            NaN  0.679825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3201                 NaN            NaN  0.679885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3201                 NaN            NaN  0.679945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3200                 NaN            NaN  0.680005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3199                 NaN            NaN  0.680065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3199                 NaN            NaN  0.680126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3198                 NaN            NaN  0.680186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3198                 NaN            NaN  0.680246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3197                 NaN            NaN  0.680307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3196                 NaN            NaN  0.680367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3196                 NaN            NaN  0.680427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3195                 NaN            NaN  0.680488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3195                 NaN            NaN  0.680548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3194                 NaN            NaN  0.680609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3193                 NaN            NaN  0.680669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3129                 NaN            NaN  0.680739       0.637915E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3083                 NaN            NaN  0.680859       0.108122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3083                 NaN            NaN  0.681008       0.107051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3082                 NaN            NaN  0.681157       0.106490E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3081                 NaN            NaN  0.681306       0.105449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3081                 NaN            NaN  0.681453       0.104886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3080                 NaN            NaN  0.681601       0.104039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3079                 NaN            NaN  0.681747       0.103125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3079                 NaN            NaN  0.681893       0.102532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3078                 NaN            NaN  0.682038       0.101658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3077                 NaN            NaN  0.682183       0.101050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3076                 NaN            NaN  0.682327       0.100474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3076                 NaN            NaN  0.682471       0.992396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3075                 NaN            NaN  0.682614       0.987492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3075                 NaN            NaN  0.682756       0.978039E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3074                 NaN            NaN  0.682898       0.971319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3073                 NaN            NaN  0.683039       0.966322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3072                 NaN            NaN  0.683180       0.957948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3072                 NaN            NaN  0.683319       0.943139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        98.8458                 NaN            NaN  0.683637       0.941888E-002  0.461179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3946                 NaN            NaN            NaN  0.947282E-002  0.595968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.5978                 NaN            NaN            NaN  0.217182E-001   1.38049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.9997                 NaN            NaN            NaN  0.347011E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5826                 NaN            NaN            NaN  0.605450E-002  0.411329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3692                 NaN            NaN            NaN  0.953717E-002  0.621273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3683                 NaN            NaN            NaN  0.956677E-002  0.622166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3770                 NaN            NaN            NaN  0.922897E-002  0.613778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3912                 NaN            NaN            NaN  0.900212E-002  0.599813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3344                 NaN            NaN            NaN  0.974804E-002  0.655831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3572                 NaN            NaN            NaN  0.933656E-002  0.633510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3508                 NaN            NaN            NaN  0.935521E-002  0.639886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3652                 NaN            NaN            NaN  0.907242E-002  0.625715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3226                 NaN            NaN            NaN  0.960268E-002  0.667839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3362                 NaN            NaN            NaN  0.933394E-002  0.654426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3327                 NaN            NaN            NaN  0.931474E-002  0.657988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3298                 NaN            NaN            NaN  0.928241E-002  0.660932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3237                 NaN            NaN            NaN  0.929664E-002  0.667051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3144                 NaN            NaN            NaN  0.935747E-002  0.676227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3169                 NaN            NaN            NaN  0.924624E-002  0.673841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3357                 NaN            NaN            NaN  0.893473E-002  0.655364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2834                 NaN            NaN            NaN  0.958298E-002  0.707063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2974                 NaN            NaN            NaN  0.932283E-002  0.693233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3027                 NaN            NaN            NaN  0.917704E-002  0.688120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2942                 NaN            NaN            NaN  0.923660E-002  0.696601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2877                 NaN            NaN            NaN  0.926837E-002  0.703034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2890                 NaN            NaN            NaN  0.919054E-002  0.701767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2821                 NaN            NaN            NaN  0.924386E-002  0.708662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3043                 NaN            NaN            NaN  0.889295E-002  0.686830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2510                 NaN            NaN            NaN  0.954336E-002  0.739461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2744                 NaN            NaN            NaN  0.918830E-002  0.716376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2689                 NaN            NaN            NaN  0.922834E-002  0.721884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2715                 NaN            NaN            NaN  0.914217E-002  0.719385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2663                 NaN            NaN            NaN  0.917092E-002  0.724570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2640                 NaN            NaN            NaN  0.917037E-002  0.726841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2618                 NaN            NaN            NaN  0.915776E-002  0.728997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2606                 NaN            NaN            NaN  0.914473E-002  0.730281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2591                 NaN            NaN            NaN  0.913946E-002  0.731732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2573                 NaN            NaN            NaN  0.913942E-002  0.733531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2558                 NaN            NaN            NaN  0.913921E-002  0.735108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2584                 NaN            NaN            NaN  0.908507E-002  0.732477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2567                 NaN            NaN            NaN  0.909483E-002  0.734189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2561                 NaN            NaN            NaN  0.908316E-002  0.734792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2574                 NaN            NaN            NaN  0.906851E-002  0.733573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2465                 NaN            NaN            NaN  0.918637E-002  0.744271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2694                 NaN            NaN            NaN  0.890871E-002  0.721734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2598                 NaN            NaN            NaN  0.902798E-002  0.731215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.7732                 NaN            NaN            NaN  0.149803E-001   1.21183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.7531                 NaN            NaN            NaN  0.300105E-002  0.243883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2655                 NaN            NaN            NaN  0.897531E-002  0.725484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2680                 NaN            NaN            NaN  0.896179E-002  0.723071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2684                 NaN            NaN            NaN  0.896208E-002  0.722682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.6065                 NaN            NaN            NaN  0.328720E-002  0.199919       0.190290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.1837                 NaN            NaN            NaN  0.111104E-001  0.774257        1.03090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.1095                 NaN            NaN            NaN  0.335854E-002  0.117436E-005   1.88710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.1558                 NaN            NaN            NaN  0.346426E-002  0.717274E-001   1.76904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.1764                 NaN            NaN            NaN  0.296236E-002            NaN   1.82061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.2040                 NaN            NaN            NaN  0.282135E-002  0.899548E-006   1.79322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.2375                 NaN            NaN            NaN  0.265323E-002            NaN   1.75981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.2635                 NaN            NaN            NaN  0.250913E-002            NaN   1.73400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2938                 NaN            NaN            NaN  0.223216E-002            NaN   1.70397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3148                 NaN            NaN            NaN  0.207141E-002            NaN   1.68312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3532                 NaN            NaN            NaN  0.200157E-002            NaN   1.64482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3738                 NaN            NaN            NaN  0.175308E-002            NaN   1.62446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3986                 NaN            NaN            NaN  0.156740E-002            NaN   1.59980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4221                 NaN            NaN            NaN  0.141466E-002  0.306188E-005   1.57645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4458                 NaN            NaN            NaN  0.118832E-002            NaN   1.55305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4686                 NaN            NaN            NaN  0.107808E-002            NaN   1.53034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3622                 NaN            NaN            NaN  0.101874E-002            NaN   1.63675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6335                 NaN            NaN            NaN  0.776854E-003            NaN   1.36577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5387                 NaN            NaN            NaN  0.616228E-003            NaN   1.46071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5547                 NaN            NaN            NaN  0.432777E-003            NaN   1.44486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5723                 NaN            NaN            NaN  0.315019E-003            NaN   1.42736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5905                 NaN            NaN            NaN  0.134014E-003            NaN   1.40934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6060                 NaN            NaN            NaN  0.283016E-004            NaN   1.39402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6278                 NaN            NaN            NaN  0.235081E-003            NaN   1.37192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6452                 NaN            NaN            NaN  0.306083E-003            NaN   1.35452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6616                 NaN            NaN            NaN            NaN            NaN   1.33842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6780                 NaN            NaN            NaN            NaN            NaN   1.32199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6938                 NaN            NaN            NaN            NaN            NaN   1.30617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7091                 NaN            NaN            NaN            NaN            NaN   1.29092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
