|6.6.6
Archiving\03_Data\DfracLP/QFM_m4/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1884.71        500.000        99.3618                 NaN  0.638154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3610                 NaN  0.638992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.2785                 NaN  0.721523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4680                 NaN  0.531965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3746                 NaN  0.625403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3747                 NaN  0.625287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3139                 NaN  0.686099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4454                 NaN  0.554648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3828                 NaN  0.616505       0.728829E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3759                 NaN  0.616678       0.742610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3532                 NaN  0.631102       0.156576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3888                 NaN  0.596393       0.147892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3646                 NaN  0.620013       0.153698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3799                 NaN  0.605168       0.149126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3331                 NaN  0.650793       0.161099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4587                 NaN  0.528244       0.130645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3369                 NaN  0.647088       0.159914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3772                 NaN  0.607829       0.149871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3790                 NaN  0.606121       0.149102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3782                 NaN  0.606857       0.149150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3777                 NaN  0.607406       0.148881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3783                 NaN  0.606843       0.148526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3768                 NaN  0.608310       0.148446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4540                 NaN  0.532989       0.130020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3005                 NaN  0.682964       0.165844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3722                 NaN  0.612944       0.148670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3275                 NaN  0.656678       0.158127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5279                 NaN  0.461017       0.110911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.2681                 NaN  0.714750       0.171736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3724                 NaN  0.612963       0.146359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3696                 NaN  0.615807       0.146183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3684                 NaN  0.617022       0.145796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3607                 NaN  0.624493       0.147896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3720                 NaN  0.613598       0.143648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3620                 NaN  0.623489       0.145561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3658                 NaN  0.619763       0.143978E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3521                 NaN  0.633203       0.146747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3504                 NaN  0.634920       0.146445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3583                 NaN  0.627386       0.142983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3495                 NaN  0.636034       0.144660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3462                 NaN  0.639345       0.144567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3419                 NaN  0.643660       0.144613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3401                 NaN  0.645502       0.144416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3568                 NaN  0.629177       0.139807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3102                 NaN  0.674849       0.149044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3279                 NaN  0.657627       0.144290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        98.9347                 NaN   1.04239       0.228924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.7917                 NaN  0.204184       0.413988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.2308                 NaN  0.752982       0.161857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3120                 NaN  0.673559       0.143929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3060                 NaN  0.679645       0.144011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3364                 NaN  0.649899       0.137067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2626                 NaN  0.722195       0.151682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2969                 NaN  0.688852       0.142782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2871                 NaN  0.698539       0.144026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2833                 NaN  0.702340       0.143999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2766                 NaN  0.709012       0.143608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2718                 NaN  0.713802       0.144085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2665                 NaN  0.719089       0.144224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2808                 NaN  0.705167       0.140321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2385                 NaN  0.746769       0.147731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2433                 NaN  0.742098       0.145833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2489                 NaN  0.736731       0.143539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2421                 NaN  0.743496       0.143688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2356                 NaN  0.750028       0.144174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2313                 NaN  0.754250       0.144008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2202                 NaN  0.765252       0.145423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2212                 NaN  0.764361       0.144084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2150                 NaN  0.770573       0.144551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2090                 NaN  0.776526       0.144858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2042                 NaN  0.781254       0.145003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2479                 NaN  0.738358       0.137386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1391                 NaN  0.845537       0.153543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1944                 NaN  0.791181       0.144191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1840                 NaN  0.801450       0.145768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1844                 NaN  0.801109       0.144583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1773                 NaN  0.808175       0.145346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1703                 NaN  0.815131       0.145879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1701                 NaN  0.815400       0.145224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1626                 NaN  0.822806       0.146126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1626                 NaN  0.822822       0.145405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        97.5122                 NaN   2.44551       0.423326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.9689                 NaN  0.306915E-001  0.362932E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1317                 NaN  0.853336       0.149235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1450                 NaN  0.840353       0.146466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1473                 NaN  0.838132       0.145823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1487                 NaN  0.836742       0.145144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1448                 NaN  0.840587       0.145976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1381                 NaN  0.847199       0.147444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1443                 NaN  0.841185       0.145475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1486                 NaN  0.836890       0.144802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1441                 NaN  0.841311       0.145513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1423                 NaN  0.843092       0.145896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1439                 NaN  0.841535       0.145362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1431                 NaN  0.842333       0.145653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1487                 NaN  0.836784       0.145095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1481                 NaN  0.837398       0.144938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1494                 NaN  0.836115       0.145046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1519                 NaN  0.833625       0.144823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1733                 NaN  0.812328       0.143966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1377                 NaN  0.847853       0.144810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1598                 NaN  0.825736       0.144160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1605                 NaN  0.825085       0.144372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1681                 NaN  0.817545       0.143345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1703                 NaN  0.815344       0.143245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1745                 NaN  0.811228       0.143011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1783                 NaN  0.807441       0.142610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1836                 NaN  0.802157       0.142208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.1880                 NaN  0.797836       0.141953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0467                 NaN  0.681522       0.978610E-002  0.261946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3109                 NaN  0.123752                 NaN   1.56539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3438                 NaN  0.116822                 NaN   1.53940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3721                 NaN  0.114182                 NaN   1.51371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4022                 NaN  0.110984                 NaN   1.48684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4306                 NaN  0.108462                 NaN   1.46096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4556                 NaN  0.103010                 NaN   1.44142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4813                 NaN  0.954668E-001            NaN   1.42328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5077                 NaN  0.954660E-001            NaN   1.39682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.2615                 NaN  0.887917E-001            NaN   1.64973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8223                 NaN  0.751070E-001            NaN   1.10257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5772                 NaN  0.856429E-001            NaN   1.33711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6098                 NaN  0.839116E-001            NaN   1.30628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6292                 NaN  0.832597E-001            NaN   1.28756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6441                 NaN  0.767080E-001            NaN   1.27914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6674                 NaN  0.729389E-001            NaN   1.25970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6946                 NaN  0.719093E-001            NaN   1.23345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4609                 NaN  0.706438E-001            NaN   1.46841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9744                 NaN  0.607356E-001            NaN  0.964825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7456                 NaN  0.602183E-001            NaN   1.19420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7651                 NaN  0.616183E-001            NaN   1.17325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7829                 NaN  0.573779E-001            NaN   1.15969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8674                 NaN  0.553587E-001            NaN   1.07725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7450                 NaN  0.508126E-001            NaN   1.20423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8346                 NaN  0.484640E-001            NaN   1.11696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8480                 NaN  0.457902E-001            NaN   1.10620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.6325                 NaN  0.388656E-001            NaN   1.32868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1034                 NaN  0.364511E-001            NaN  0.860195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9033                 NaN  0.450517E-001            NaN   1.05160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8726                 NaN  0.345188E-001            NaN   1.09289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9604                 NaN  0.386246E-001            NaN   1.00094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9340                 NaN  0.309079E-001            NaN   1.03510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9530                 NaN  0.391177E-001            NaN   1.00789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9280                 NaN  0.152591E-001            NaN   1.05678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0009                 NaN  0.285557E-001            NaN  0.970566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9553                 NaN  0.173913                 NaN  0.870744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0450                 NaN  0.200880E-005            NaN  0.955024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0062                 NaN  0.119984E-001            NaN  0.981762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0217                 NaN            NaN            NaN  0.978313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0284                 NaN            NaN            NaN  0.971633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0385                 NaN            NaN            NaN  0.961456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0535                 NaN  0.153227E-005            NaN  0.946479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0580                 NaN            NaN            NaN  0.942027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0694                 NaN            NaN            NaN  0.930647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0809                 NaN  0.114644E-001            NaN  0.907627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0895                 NaN            NaN            NaN  0.910540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9788                 NaN            NaN            NaN  0.241911       0.779248                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9522                 NaN  0.425249E-001            NaN            NaN   1.00523                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9483                 NaN            NaN            NaN  0.354942E-001   1.01624                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9551                 NaN            NaN            NaN  0.104303       0.940568                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9563                 NaN            NaN            NaN            NaN   1.04370                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9620                 NaN            NaN            NaN  0.259651E-001   1.01203                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9674                 NaN            NaN            NaN            NaN   1.03258                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9736                 NaN            NaN            NaN            NaN   1.02640                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9744                 NaN            NaN            NaN            NaN   1.02560                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9770                 NaN            NaN            NaN            NaN   1.02298                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9785                 NaN            NaN            NaN            NaN   1.02154                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9821                 NaN            NaN            NaN            NaN   1.01788                 NaN            NaN            NaN            NaN            NaN            NaN
