|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1877.19        500.000        99.1673                 NaN  0.832706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1673                 NaN  0.832705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.1673                 NaN  0.832705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.1673                 NaN  0.832705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.1673                 NaN  0.832704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1673                 NaN  0.832704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1673                 NaN  0.832704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1673                 NaN  0.832703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1673                 NaN  0.832703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1673                 NaN  0.832703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1673                 NaN  0.832702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1673                 NaN  0.832702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1673                 NaN  0.832702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1673                 NaN  0.832701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1673                 NaN  0.832701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1673                 NaN  0.832701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1673                 NaN  0.832700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1673                 NaN  0.832700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1673                 NaN  0.832699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1673                 NaN  0.832699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1673                 NaN  0.832699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1673                 NaN  0.832698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1673                 NaN  0.832698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1673                 NaN  0.832697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1673                 NaN  0.832697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1673                 NaN  0.832697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1673                 NaN  0.832696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1673                 NaN  0.832696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1673                 NaN  0.832695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1673                 NaN  0.832695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1673                 NaN  0.832695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1673                 NaN  0.832694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1542                 NaN  0.832694       0.131111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1512                 NaN  0.832802       0.159956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1514                 NaN  0.832935       0.156367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1513                 NaN  0.833065       0.156425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1513                 NaN  0.833194       0.155297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1513                 NaN  0.833323       0.153955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1512                 NaN  0.833451       0.153700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1513                 NaN  0.833578       0.151306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1512                 NaN  0.833704       0.151071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1513                 NaN  0.833829       0.149168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1512                 NaN  0.833953       0.148317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1512                 NaN  0.834076       0.147222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1465                 NaN  0.834198       0.193382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1336                 NaN  0.834359       0.974313E-002  0.223291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.6621                 NaN            NaN  0.291392E-001   1.30874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.6837                 NaN            NaN  0.678876E-002  0.309500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5969                 NaN            NaN  0.861024E-002  0.394496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3010                 NaN            NaN  0.148815E-001  0.684083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2981                 NaN            NaN  0.148189E-001  0.687054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2906                 NaN            NaN  0.148586E-001  0.694499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2874                 NaN            NaN  0.148006E-001  0.697805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.9226                 NaN            NaN  0.148132E-002  0.759578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.6363                 NaN            NaN  0.280681E-001   1.33566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2687                 NaN            NaN  0.148272E-001  0.716435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3867                 NaN            NaN  0.123220E-001  0.601015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.1320                 NaN            NaN  0.173122E-001  0.850652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2541                 NaN            NaN  0.147319E-001  0.731119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2473                 NaN            NaN  0.147676E-001  0.737903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2421                 NaN            NaN  0.147505E-001  0.743114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2341                 NaN            NaN  0.148081E-001  0.751128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2240                 NaN            NaN  0.148852E-001  0.761096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2293                 NaN            NaN  0.146466E-001  0.756093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2439                 NaN            NaN  0.142767E-001  0.741817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.7313                 NaN            NaN  0.504965E-002  0.263650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.6572                 NaN            NaN  0.250028E-001   1.31782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2040                 NaN            NaN  0.146981E-001  0.781341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1973                 NaN            NaN  0.147409E-001  0.787976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1898                 NaN            NaN  0.147697E-001  0.795420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1865                 NaN            NaN  0.147347E-001  0.798763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1810                 NaN            NaN  0.147531E-001  0.804235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1762                 NaN            NaN  0.147670E-001  0.809031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.9251                 NaN            NaN  0.157617E-002  0.733152E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.4172                 NaN            NaN  0.279057E-001   1.55494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1653                 NaN            NaN  0.147075E-001  0.819974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1587                 NaN            NaN  0.147718E-001  0.826528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1555                 NaN            NaN  0.147388E-001  0.829787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1514                 NaN            NaN  0.147671E-001  0.833877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1467                 NaN            NaN  0.147794E-001  0.838483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1655                 NaN            NaN  0.145140E-001  0.819980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1240                 NaN            NaN  0.150347E-001  0.860950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1408                 NaN            NaN  0.147393E-001  0.844487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1334                 NaN            NaN  0.147620E-001  0.851792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1400                 NaN            NaN  0.147482E-001  0.845227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1343                 NaN            NaN  0.147397E-001  0.850984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1328                 NaN            NaN  0.147556E-001  0.852460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.2775                 NaN            NaN  0.294890E-001   1.69302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9872                 NaN            NaN            NaN  0.128148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1372                 NaN            NaN  0.145586E-001  0.848259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1325                 NaN            NaN  0.147050E-001  0.852812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1317                 NaN            NaN  0.147172E-001  0.853568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1328                 NaN            NaN  0.146879E-001  0.852536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.5353                 NaN            NaN  0.805996E-002  0.456615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.7352                 NaN            NaN  0.213018E-001   1.24348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1380                 NaN            NaN  0.146542E-001  0.847332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1399                 NaN            NaN  0.146359E-001  0.845471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1422                 NaN            NaN  0.146318E-001  0.843189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1448                 NaN            NaN  0.146034E-001  0.840610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1457                 NaN            NaN  0.146565E-001  0.839621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.8472                 NaN            NaN  0.124075E-001  0.630954       0.509395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        97.8693                 NaN            NaN  0.534191E-002  0.419916E-002   2.12111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.9109                 NaN            NaN  0.492331E-002            NaN   2.08417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.9436                 NaN            NaN  0.469031E-002            NaN   2.05170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        97.9779                 NaN            NaN  0.435578E-002            NaN   2.01771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.0118                 NaN            NaN  0.405669E-002            NaN   1.98414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.0428                 NaN            NaN  0.376415E-002            NaN   1.95343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.0734                 NaN            NaN  0.364262E-002            NaN   1.92291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1063                 NaN            NaN  0.308562E-002            NaN   1.89060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.1352                 NaN            NaN  0.287801E-002            NaN   1.86195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.1648                 NaN            NaN  0.275176E-002            NaN   1.83240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.1912                 NaN            NaN  0.236379E-002            NaN   1.80640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.1804                 NaN            NaN  0.225551E-002            NaN   1.81738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.2744                 NaN            NaN  0.179929E-002            NaN   1.72378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.2742                 NaN            NaN  0.160456E-002            NaN   1.72421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.2924                 NaN            NaN  0.143564E-002            NaN   1.70617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3194                 NaN            NaN  0.118323E-002            NaN   1.67943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.3401                 NaN            NaN  0.861458E-003            NaN   1.65899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.3627                 NaN            NaN  0.634138E-003            NaN   1.63667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.3838                 NaN            NaN  0.396502E-003            NaN   1.61577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4058                 NaN            NaN  0.159453E-003            NaN   1.59402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.4259                 NaN            NaN  0.697082E-003            NaN   1.57343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.4466                 NaN            NaN  0.977635E-003            NaN   1.55244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.4660                 NaN            NaN  0.123858E-002            NaN   1.53278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4862                 NaN            NaN            NaN            NaN   1.51383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.4997                 NaN            NaN            NaN            NaN   1.50026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.5214                 NaN            NaN  0.688634E-003            NaN   1.47788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.5369                 NaN            NaN            NaN            NaN   1.46309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.5522                 NaN            NaN            NaN            NaN   1.44776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.5641                 NaN            NaN            NaN            NaN   1.43585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5865                 NaN            NaN            NaN            NaN   1.41348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5964                 NaN            NaN            NaN            NaN   1.40362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.6123                 NaN            NaN            NaN            NaN   1.38767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.6227                 NaN            NaN            NaN            NaN   1.37734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.6355                 NaN            NaN            NaN            NaN   1.36447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.5283                 NaN            NaN            NaN            NaN  0.688373       0.783338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.3707                 NaN            NaN            NaN            NaN            NaN   1.62935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.3030                 NaN            NaN  0.152224E-001            NaN            NaN   1.68178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.2643                 NaN            NaN  0.178200E-001            NaN            NaN   1.71785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.2102                 NaN            NaN  0.177406E-001            NaN            NaN   1.77202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
