|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.25/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1884.71        500.000        99.3659                 NaN  0.634084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3644                 NaN  0.635556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3667                 NaN  0.633263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.3715                 NaN  0.628533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3720                 NaN  0.628040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3745                 NaN  0.625548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3713                 NaN  0.628680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3874                 NaN  0.612566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3804                 NaN  0.619576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1306                 NaN  0.858198       0.112049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.6190                 NaN  0.371832       0.916188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3703                 NaN  0.614512       0.152338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3728                 NaN  0.612026       0.151909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3735                 NaN  0.611312       0.151524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3623                 NaN  0.622050       0.156788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3867                 NaN  0.598610       0.146933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3766                 NaN  0.608402       0.149767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3777                 NaN  0.607367       0.149660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3775                 NaN  0.607549       0.149604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3758                 NaN  0.609242       0.149933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3771                 NaN  0.607943       0.149201E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3725                 NaN  0.612496       0.150206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3807                 NaN  0.604598       0.147346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3758                 NaN  0.609336       0.148510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3756                 NaN  0.609611       0.148092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3749                 NaN  0.610278       0.147910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3751                 NaN  0.610146       0.147314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3769                 NaN  0.608456       0.146556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3672                 NaN  0.618015       0.148335E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3712                 NaN  0.614148       0.146711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3681                 NaN  0.617235       0.146783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3682                 NaN  0.617198       0.146039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3656                 NaN  0.619789       0.146328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3629                 NaN  0.622424       0.146269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3616                 NaN  0.623804       0.145770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3592                 NaN  0.626263       0.145579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3546                 NaN  0.630844       0.146055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3515                 NaN  0.633884       0.146112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3530                 NaN  0.632599       0.144504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3477                 NaN  0.637821       0.145075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3436                 NaN  0.641856       0.145202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3372                 NaN  0.648256       0.145834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2012                 NaN  0.781407       0.174384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5752                 NaN  0.415607       0.922867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.2301                 NaN  0.753275       0.166234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3209                 NaN  0.664534       0.146118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3290                 NaN  0.656696       0.142798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3182                 NaN  0.667334       0.144384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3137                 NaN  0.671876       0.144599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3107                 NaN  0.674880       0.144059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3011                 NaN  0.684390       0.145168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.2914                 NaN  0.693964       0.146369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3087                 NaN  0.677229       0.141023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2886                 NaN  0.696875       0.145026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2887                 NaN  0.696931       0.143648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2815                 NaN  0.704111       0.144204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2730                 NaN  0.712559       0.144771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2702                 NaN  0.715323       0.144740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2692                 NaN  0.716481       0.143494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2565                 NaN  0.728955       0.144963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2567                 NaN  0.728915       0.144109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.3411                 NaN   1.62699       0.319536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.8931                 NaN  0.105077       0.184958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5793                 NaN  0.412670       0.801279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.1632                 NaN  0.820960       0.158136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2253                 NaN  0.760163       0.145642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2244                 NaN  0.761087       0.144655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2212                 NaN  0.764402       0.144173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2118                 NaN  0.773662       0.144994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2027                 NaN  0.782647       0.146102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2043                 NaN  0.781210       0.144537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2198                 NaN  0.766094       0.141235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.8248                 NaN  0.171951       0.320675E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.5387                 NaN   1.43514       0.261632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1811                 NaN  0.804291       0.146222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1805                 NaN  0.804986       0.145533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1608                 NaN  0.824622       0.145448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1732                 NaN  0.811892       0.148811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.1828                 NaN  0.802914       0.142707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.1644                 NaN  0.821028       0.145983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1615                 NaN  0.823848       0.146130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1581                 NaN  0.827329       0.145998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1532                 NaN  0.832181       0.146417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1546                 NaN  0.830864       0.145764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4190                 NaN  0.570942       0.100528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.8759                 NaN   1.10486       0.192280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1461                 NaN  0.839241       0.146423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1500                 NaN  0.835505       0.145430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1433                 NaN  0.842123       0.146222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1435                 NaN  0.841902       0.146178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1403                 NaN  0.845045       0.146428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1438                 NaN  0.841654       0.145878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1384                 NaN  0.846887       0.146893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.5792                 NaN  0.413634       0.714462E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.6314                 NaN   1.34522       0.234144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2244                 NaN  0.762389       0.131974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1458                 NaN  0.839609       0.145552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1469                 NaN  0.838508       0.145607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1422                 NaN  0.843210       0.146338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1566                 NaN  0.828950       0.144221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1538                 NaN  0.831728       0.144884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1516                 NaN  0.833802       0.145759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1658                 NaN  0.819907       0.143145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.8123                 NaN   1.16499       0.226670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.5177                 NaN  0.476174       0.613505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1708                 NaN  0.814854       0.143604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1738                 NaN  0.811817       0.143496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1794                 NaN  0.806298       0.142936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4375                 NaN  0.552696       0.979596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.9339                 NaN   1.04742       0.186980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.0593                 NaN  0.688168       0.101090E-001  0.242459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2105                 NaN  0.145039                 NaN   1.64450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4365                 NaN  0.886792E-001            NaN   1.47484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3882                 NaN  0.121171                 NaN   1.49065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4050                 NaN  0.109179                 NaN   1.48583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4330                 NaN  0.106320                 NaN   1.46065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4602                 NaN  0.103321                 NaN   1.43652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.4870                 NaN  0.100963                 NaN   1.41207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5110                 NaN  0.930016E-001            NaN   1.39602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5362                 NaN  0.924359E-001            NaN   1.37135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5618                 NaN  0.883900E-001            NaN   1.34978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5798                 NaN  0.835753E-001            NaN   1.33667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6108                 NaN  0.836512E-001            NaN   1.30558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6272                 NaN  0.821719E-001            NaN   1.29062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6535                 NaN  0.758662E-001            NaN   1.27062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6715                 NaN  0.733902E-001            NaN   1.25507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6918                 NaN  0.700150E-001            NaN   1.23817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7110                 NaN  0.674541E-001            NaN   1.22153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7326                 NaN  0.675323E-001            NaN   1.19986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7498                 NaN  0.477886E-001            NaN   1.20242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7683                 NaN  0.747618E-001            NaN   1.15693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7857                 NaN  0.579181E-001            NaN   1.15633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8038                 NaN  0.552132E-001            NaN   1.14094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8179                 NaN  0.502593E-001            NaN   1.13181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8334                 NaN  0.441755E-001            NaN   1.12239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8542                 NaN  0.519047E-001            NaN   1.09390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8644                 NaN  0.461969E-001            NaN   1.08942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8853                 NaN  0.438153E-001            NaN   1.07092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8948                 NaN  0.361290E-001            NaN   1.06911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9103                 NaN  0.392208E-001            NaN   1.05051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9267                 NaN  0.356562E-001            NaN   1.03762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9378                 NaN  0.339385E-001            NaN   1.02829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9519                 NaN  0.314222E-001            NaN   1.01668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9618                 NaN  0.204937E-001            NaN   1.01775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9768                 NaN  0.317877E-001            NaN  0.991397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9875                 NaN  0.233001E-001            NaN  0.989219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9990                 NaN  0.210661E-001            NaN  0.979916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0112                 NaN  0.194881E-001            NaN  0.969342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0202                 NaN  0.154719E-001            NaN  0.964286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0335                 NaN  0.144820E-001            NaN  0.952017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0399                 NaN  0.818498E-002            NaN  0.951951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0522                 NaN  0.784332E-002            NaN  0.939921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0618                 NaN  0.656056E-002            NaN  0.931663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0729                 NaN  0.621999E-002            NaN  0.920856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0805                 NaN  0.343808E-002            NaN  0.916072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0266                 NaN  0.144503E-003            NaN  0.547956       0.425252                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.9327                 NaN  0.544946E-003            NaN  0.150590E-001   1.05169                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9391                 NaN            NaN            NaN  0.107691E-002   1.05985                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9549                 NaN            NaN            NaN  0.201996       0.843080                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9542                 NaN            NaN            NaN            NaN   1.04576                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9591                 NaN            NaN            NaN            NaN   1.04086                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9624                 NaN            NaN            NaN            NaN   1.03764                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9674                 NaN            NaN            NaN            NaN   1.03257                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9718                 NaN            NaN            NaN            NaN   1.02820                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9744                 NaN            NaN            NaN            NaN   1.02564                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9773                 NaN            NaN            NaN            NaN   1.02274                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9817                 NaN            NaN            NaN            NaN   1.01831                 NaN            NaN            NaN            NaN            NaN            NaN
