|6.6.6
Archiving\03_Data\frac/QFM_m0.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1899.75        2500.00        99.4061       0.593949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4115       0.588525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4126       0.587415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4158       0.584170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4197       0.579251                 NaN  0.107848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4161       0.575436                 NaN  0.842555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4234       0.574532                 NaN  0.208047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4230       0.570401                 NaN  0.664071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4204       0.569663                 NaN  0.994872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4264       0.563730                 NaN  0.983345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4283       0.561889                 NaN  0.982948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4308       0.559392                 NaN  0.980762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4328       0.557428                 NaN  0.978009E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4353       0.554915                 NaN  0.973678E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4371       0.553201                 NaN  0.971939E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4387       0.551629                 NaN  0.969553E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4389       0.551390                 NaN  0.969732E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4450       0.545398                 NaN  0.958897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4437       0.546712                 NaN  0.962653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4468       0.543615                 NaN  0.955592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4489       0.541565                 NaN  0.952981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4493       0.541147                 NaN  0.953185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4524       0.538113                 NaN  0.948690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4523       0.538200                 NaN  0.947419E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3428       0.645839                 NaN  0.113843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5735       0.419169                 NaN  0.735379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4352       0.554971                 NaN  0.981658E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4662       0.524656                 NaN  0.910245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4609       0.529804                 NaN  0.925392E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5004       0.491042                 NaN  0.856706E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4164       0.573647                 NaN  0.999437E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4607       0.530059                 NaN  0.921968E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4594       0.531349                 NaN  0.921921E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4607       0.530162                 NaN  0.917688E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5786       0.414179                 NaN  0.718301E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3408       0.648086                 NaN  0.111614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4616       0.529307                 NaN  0.910054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4594       0.531501                 NaN  0.909986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4605       0.530459                 NaN  0.906701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4608       0.530146                 NaN  0.903644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4599       0.531047                 NaN  0.902735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4596       0.531415                 NaN  0.899706E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4585       0.532502                 NaN  0.899163E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4593       0.531805                 NaN  0.893713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4582       0.532915                 NaN  0.892418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4544       0.536609                 NaN  0.895441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4563       0.534856                 NaN  0.888753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4572       0.533935                 NaN  0.882875E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.2436       0.744169                 NaN  0.122473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.6623       0.332263                 NaN  0.542588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4509       0.540273                 NaN  0.882303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4524       0.538871                 NaN  0.874784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4497       0.541546                 NaN  0.876580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4482       0.543056                 NaN  0.874357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4460       0.545263                 NaN  0.872855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4453       0.545976                 NaN  0.869227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4424       0.548952                 NaN  0.869493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4418       0.549514                 NaN  0.866361E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4396       0.551720                 NaN  0.865249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4376       0.553721                 NaN  0.863713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4369       0.554523                 NaN  0.860505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4326       0.558772                 NaN  0.861626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4344       0.557100                 NaN  0.854722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4304       0.561065                 NaN  0.856143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4264       0.565042                 NaN  0.857107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4283       0.563183                 NaN  0.848607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4245       0.567000                 NaN  0.848998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4219       0.569589                 NaN  0.849220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4198       0.571693                 NaN  0.846192E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4174       0.574130                 NaN  0.845394E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4155       0.576101                 NaN  0.843220E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4117       0.579836                 NaN  0.843571E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4133       0.578346                 NaN  0.836432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4095       0.582179                 NaN  0.835379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4027       0.588908                 NaN  0.843144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4045       0.587167                 NaN  0.834391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4000       0.591615                 NaN  0.836027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4014       0.590276                 NaN  0.828312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3991       0.592577                 NaN  0.828097E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3947       0.597044                 NaN  0.829853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3964       0.595419                 NaN  0.822274E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3835       0.608121                 NaN  0.836530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3964       0.595499                 NaN  0.814730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3911       0.600739                 NaN  0.818570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3870       0.604796                 NaN  0.819543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3857       0.606115                 NaN  0.817104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3824       0.609457                 NaN  0.817044E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3816       0.610252                 NaN  0.814986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3797       0.611934                 NaN  0.839808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3834       0.608767                 NaN  0.778787E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3787       0.613240                 NaN  0.808252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3778       0.614139                 NaN  0.806267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3753       0.616686                 NaN  0.804979E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3769       0.615079                 NaN  0.800268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3743       0.617684                 NaN  0.802072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3754       0.616636                 NaN  0.797830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3738       0.618233                 NaN  0.795431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3669       0.625029                 NaN  0.805707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3827       0.609458                 NaN  0.780682E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3746       0.617554                 NaN  0.788034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3757       0.616456                 NaN  0.785817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3754       0.616756                 NaN  0.784274E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.6760       0.319920                 NaN  0.407842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.0781       0.910382                 NaN  0.115313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3768       0.615457                 NaN  0.777449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3792       0.613090                 NaN  0.773784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3806       0.611663                 NaN  0.770692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3807       0.611585                 NaN  0.770111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3835       0.608820                 NaN  0.765642E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3846       0.607729                 NaN  0.763093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3853       0.607082                 NaN  0.761009E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3889       0.603586                 NaN  0.756274E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.3885       0.599513                 NaN  0.747916E-002  0.451458E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4027       0.265645                 NaN  0.322720E-002   1.32843                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.9103       0.170946                 NaN            NaN  0.918787                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6854       0.203958                 NaN            NaN   1.11061                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7086       0.198506                 NaN            NaN   1.09286                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5683       0.219196                 NaN            NaN   1.21248                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.9072       0.167505                 NaN            NaN  0.925344                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7709       0.189206                 NaN            NaN   1.03991                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7873       0.184968                 NaN            NaN   1.02774                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7177       0.196995                 NaN            NaN   1.08532                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9258       0.159766                 NaN            NaN  0.914424                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8069       0.163420                 NaN            NaN   1.02973                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9101       0.181597                 NaN            NaN  0.908280                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8196       0.182134                 NaN            NaN  0.998288                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9688       0.154442                 NaN            NaN  0.876750                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9178       0.160753                 NaN            NaN  0.921479                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9330       0.156164                 NaN            NaN  0.910804                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9491       0.153929                 NaN            NaN  0.896983                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9645       0.151264                 NaN            NaN  0.884192                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9804       0.149076                 NaN            NaN  0.870516                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9921       0.149952                 NaN            NaN  0.857951                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8916       0.157479                 NaN            NaN  0.950929                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1403       0.123101                 NaN            NaN  0.736598                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0377       0.136712                 NaN            NaN  0.825635                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0505       0.134941                 NaN            NaN  0.814510                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0596       0.128142                 NaN            NaN  0.812263                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0696       0.130492                 NaN            NaN  0.799881                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0910       0.125329                 NaN            NaN  0.783659                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0968       0.121899                 NaN            NaN  0.781329                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1079       0.118994                 NaN            NaN  0.773130                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1202       0.117066                 NaN            NaN  0.762759                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1293       0.112270                 NaN            NaN  0.758420                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1422       0.112113                 NaN            NaN  0.745714                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0721       0.120658                 NaN            NaN  0.807235                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2437       0.984437E-001            NaN            NaN  0.657870                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1584       0.106201                 NaN            NaN  0.735422                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1997       0.105379                 NaN            NaN  0.694873                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1917       0.100779                 NaN            NaN  0.707531                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2195       0.980064E-001            NaN            NaN  0.682539                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1924       0.982604E-001            NaN            NaN  0.709364                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2173       0.925145E-001            NaN            NaN  0.690195                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2278       0.907953E-001            NaN            NaN  0.681407                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2365       0.904570E-001            NaN            NaN  0.673062                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2427       0.865187E-001            NaN            NaN  0.670809                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2514       0.839674E-001            NaN            NaN  0.664666                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2584       0.817159E-001            NaN            NaN  0.659922                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2677       0.824797E-001            NaN            NaN  0.649809                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2743       0.756224E-001            NaN            NaN  0.650093                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2818       0.781356E-001            NaN            NaN  0.640084                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2876       0.734997E-001            NaN            NaN  0.638914                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2947       0.718542E-001            NaN            NaN  0.633478                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3003       0.682796E-001            NaN            NaN  0.631424                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3075       0.691748E-001            NaN            NaN  0.623279                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1707       0.106572                 NaN            NaN  0.722715                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.4754       0.380307E-001            NaN            NaN  0.486588                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.3245       0.599190E-001            NaN            NaN  0.615614                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.3296       0.569992E-001            NaN            NaN  0.613435                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.3353       0.553330E-001            NaN            NaN  0.609373                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.3408       0.535548E-001            NaN            NaN  0.605650                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.3440       0.492675E-001            NaN            NaN  0.606768                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.3506       0.492931E-001            NaN            NaN  0.600129                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.3544       0.456638E-001            NaN            NaN  0.599930                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.3585       0.433755E-001            NaN            NaN  0.598142                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.3584       0.387063E-001            NaN            NaN  0.602891                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.3697       0.391209E-001            NaN            NaN  0.591188                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.2507       0.766839E-002            NaN            NaN  0.131705       0.609897                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1467                 NaN            NaN            NaN            NaN  0.853315                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.1355                 NaN            NaN            NaN            NaN  0.864513                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.1152                 NaN            NaN            NaN            NaN  0.884816                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9503                 NaN            NaN            NaN            NaN  0.658183       0.391536                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7690       0.285496E-005            NaN            NaN            NaN  0.875889       0.355151                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7832       0.185438E-002            NaN            NaN            NaN  0.349788       0.865131                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8117       0.108968                 NaN            NaN            NaN  0.160398       0.918907                 NaN            NaN            NaN            NaN
