|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.5/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1899.75        2500.00        99.3723       0.614694       0.130439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3733       0.612328       0.143362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3766       0.609096       0.142842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3803       0.605437       0.142270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3833       0.602536       0.142135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3865       0.599412       0.141371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3881       0.597723       0.141453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.3921       0.593827       0.140419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3945       0.591478       0.140221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3963       0.589695       0.140150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3988       0.587240       0.139692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4003       0.585785       0.139463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4048       0.581334       0.138273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4049       0.581229       0.138573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4063       0.579940       0.138039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4082       0.577974       0.137928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4098       0.576500       0.137363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4720       0.515686       0.123044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.8675       0.129336       0.316751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.8968        1.07763       0.255382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4156       0.570814       0.135909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4164       0.570076       0.135555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4151       0.571307       0.135710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4164       0.570067       0.135197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.2315       0.750665       0.178074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.6005       0.390364       0.916018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4172       0.569348       0.134437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4175       0.569131       0.134154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4153       0.571242       0.134436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4176       0.569085       0.133498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4461       0.541206       0.127045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3839       0.602086       0.139751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4147       0.571956       0.133245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4140       0.572763       0.132811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4126       0.574165       0.132785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1886       0.793177       0.182224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.6317       0.360101       0.824393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4103       0.576489       0.131705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4071       0.579703       0.131996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4052       0.581657       0.131786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4037       0.583116       0.131542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4009       0.585900       0.131558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3948       0.591948       0.132580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4009       0.586120       0.130177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3947       0.592222       0.130991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5512       0.439173       0.965918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5023       0.487041       0.106228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1088       0.872290       0.189586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3822       0.604687       0.130867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5081       0.481585       0.103338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.7090       0.283128       0.786012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        98.9103        1.06883       0.208937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3676       0.619369       0.130662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3677       0.619346       0.129603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3619       0.625059       0.129986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3520       0.634802       0.131624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3591       0.628031       0.128787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3505       0.636500       0.129776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3457       0.641316       0.129940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3366       0.650283       0.130824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        98.9851       0.995106       0.198246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.7761       0.219489       0.436293E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2366       0.748712       0.147107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3213       0.665574       0.130784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3213       0.665888       0.128202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3166       0.670500       0.129305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3077       0.679306       0.129924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3045       0.682590       0.129499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3002       0.686886       0.129533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3071       0.680131       0.127282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2762       0.710579       0.131876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2850       0.702002       0.129513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2783       0.708699       0.129692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2740       0.712986       0.129656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2671       0.719953       0.129972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2581       0.728847       0.130491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2647       0.722445       0.128563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2572       0.729940       0.129049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2457       0.741270       0.130384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2423       0.744654       0.130367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2437       0.743424       0.129038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2357       0.751346       0.129693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2314       0.755596       0.129718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2270       0.760038       0.129624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2224       0.764633       0.129666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2161       0.770884       0.130041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2136       0.773417       0.129780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2146       0.772498       0.129072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2070       0.780027       0.129666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.1959       0.790958       0.131070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2067       0.780490       0.128453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1993       0.787799       0.129361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.1953       0.791721       0.129539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.1938       0.793220       0.129315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.1893       0.797758       0.129394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.1832       0.803751       0.130217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.1919       0.795279       0.128217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.1862       0.800952       0.128813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.1807       0.806380       0.129639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.4521       0.528242       0.118814E-002            NaN   1.01842                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9571       0.335851                 NaN            NaN   1.70703                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9974       0.328787                 NaN            NaN   1.67382                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.0351       0.323837                 NaN            NaN   1.64110                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0699       0.315799                 NaN            NaN   1.61428                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.1029       0.309589                 NaN            NaN   1.58750                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.1486       0.305008                 NaN            NaN   1.54634                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.1740       0.300723                 NaN            NaN   1.52533                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.2100       0.294414                 NaN            NaN   1.49560                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2385       0.287582                 NaN            NaN   1.47388                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2599       0.282742                 NaN            NaN   1.45732                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3073       0.277547                 NaN            NaN   1.41519                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3272       0.272814                 NaN            NaN   1.39999                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3544       0.268238                 NaN            NaN   1.37739                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2641       0.283416                 NaN            NaN   1.45247                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5243       0.238944                 NaN            NaN   1.23680                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4337       0.252627                 NaN            NaN   1.31367                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4574       0.247937                 NaN            NaN   1.29461                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4805       0.242487                 NaN            NaN   1.27698                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5094       0.237929                 NaN            NaN   1.25267                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5136       0.240678                 NaN            NaN   1.24571                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5639       0.229781                 NaN            NaN   1.20632                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5277       0.233107                 NaN            NaN   1.23922                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6399       0.215072                 NaN            NaN   1.14502                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6139       0.220375                 NaN            NaN   1.16572                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6271       0.214372                 NaN            NaN   1.15852                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6564       0.211825                 NaN            NaN   1.13175                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6747       0.206929                 NaN            NaN   1.11836                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6895       0.202597                 NaN            NaN   1.10793                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7052       0.197359                 NaN            NaN   1.09743                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7252       0.194829                 NaN            NaN   1.07995                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7416       0.190954                 NaN            NaN   1.06744                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.4801       0.211531                 NaN            NaN   1.30838                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0447       0.146029                 NaN            NaN  0.809307                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7889       0.181021                 NaN            NaN   1.03009                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8035       0.176800                 NaN            NaN   1.01966                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8174       0.174195                 NaN            NaN   1.00843                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8354       0.169813                 NaN            NaN  0.994764                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.6145       0.206140                 NaN            NaN   1.17931                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.3144       0.998249E-001            NaN            NaN  0.585734                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.6606       0.190784                 NaN            NaN   1.14864                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8866       0.155648                 NaN            NaN  0.957765                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9014       0.154991                 NaN            NaN  0.943579                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9124       0.149809                 NaN            NaN  0.937807                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9255       0.147592                 NaN            NaN  0.926948                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9368       0.144961                 NaN            NaN  0.918233                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9486       0.143380                 NaN            NaN  0.907997                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9901       0.137570                 NaN            NaN  0.872319                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9290       0.126798                 NaN            NaN  0.944169                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9810       0.134777                 NaN            NaN  0.884223                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9905       0.129679                 NaN            NaN  0.879853                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0009       0.128363                 NaN            NaN  0.870754                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0071       0.120051                 NaN            NaN  0.872899                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0194       0.119484                 NaN            NaN  0.861105                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0300       0.119464                 NaN            NaN  0.850578                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0376       0.116920                 NaN            NaN  0.845445                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0460       0.113098                 NaN            NaN  0.840906                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0560       0.113977                 NaN            NaN  0.830016                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0621       0.107211                 NaN            NaN  0.830702                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0678       0.102571                 NaN            NaN  0.829634                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0793       0.102342                 NaN            NaN  0.818367                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0825       0.976273E-001            NaN            NaN  0.819828                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0913       0.959952E-001            NaN            NaN  0.812711                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0995       0.947312E-001            NaN            NaN  0.805747                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1035       0.891340E-001            NaN            NaN  0.807325                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1105       0.873453E-001            NaN            NaN  0.802138                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1167       0.843852E-001            NaN            NaN  0.798950                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1175       0.802924E-001            NaN            NaN  0.802180                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1315       0.798484E-001            NaN            NaN  0.788634                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1312       0.736699E-001            NaN            NaN  0.795149                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1307       0.708592E-001            NaN            NaN  0.798459                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1445       0.692098E-001            NaN            NaN  0.786289                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9820       0.474772E-001            NaN            NaN  0.252443       0.718062                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5725                 NaN            NaN            NaN            NaN  0.345026        1.08244                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.1949       0.159563                 NaN            NaN            NaN   1.48621       0.159322                 NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2156       0.183687                 NaN            NaN            NaN  0.121581        1.47911                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2338       0.179162                 NaN            NaN            NaN  0.124250        1.46279                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2521       0.174629                 NaN            NaN            NaN   1.43821       0.135011                 NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2674       0.170547                 NaN            NaN            NaN   1.42122       0.140854                 NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2840       0.166134                 NaN            NaN            NaN   1.40376       0.146141                 NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2988       0.161638                 NaN            NaN            NaN   1.38537       0.154212                 NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3121       0.157724                 NaN            NaN            NaN   1.36981       0.160340                 NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3252       0.153559                 NaN            NaN            NaN   1.35521       0.166015                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4514       0.137299                 NaN            NaN  0.126573        1.28475                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.2427       0.149184                 NaN            NaN            NaN  0.201671        1.40643                 NaN            NaN            NaN            NaN
  1438.60        2500.00        98.3615       0.141134                 NaN            NaN            NaN   1.31407       0.183280                 NaN            NaN            NaN            NaN
  1436.09        2500.00        98.3671       0.138215                 NaN            NaN            NaN   1.30737       0.187277                 NaN            NaN            NaN            NaN
  1433.58        2500.00        98.3851       0.132271                 NaN            NaN            NaN  0.197777        1.28481                 NaN            NaN            NaN            NaN
