|6.6.6
Archiving\03_Data\fracLP/QFM_m4.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1919.80        500.000        99.1673                 NaN            NaN  0.832682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.1673                 NaN            NaN  0.832682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.1673                 NaN            NaN  0.832681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.1673                 NaN            NaN  0.832681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.1673                 NaN            NaN  0.832681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.1673                 NaN            NaN  0.832680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.1673                 NaN            NaN  0.832680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.1673                 NaN            NaN  0.832680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.1673                 NaN            NaN  0.832679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.1673                 NaN            NaN  0.832679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.1673                 NaN            NaN  0.832678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.1673                 NaN            NaN  0.832678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.1673                 NaN            NaN  0.832678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.1673                 NaN            NaN  0.832677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.1673                 NaN            NaN  0.832677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.1673                 NaN            NaN  0.832677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.1673                 NaN            NaN  0.832676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.1673                 NaN            NaN  0.832676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1673                 NaN            NaN  0.832676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.1673                 NaN            NaN  0.832675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.1673                 NaN            NaN  0.832675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.1673                 NaN            NaN  0.832674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1673                 NaN            NaN  0.832674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1673                 NaN            NaN  0.832674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1673                 NaN            NaN  0.832673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1673                 NaN            NaN  0.832673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1673                 NaN            NaN  0.832672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1673                 NaN            NaN  0.832672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1673                 NaN            NaN  0.832672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1673                 NaN            NaN  0.832671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1673                 NaN            NaN  0.832671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1673                 NaN            NaN  0.832670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1673                 NaN            NaN  0.832670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1673                 NaN            NaN  0.832669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1673                 NaN            NaN  0.832669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1673                 NaN            NaN  0.832669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1673                 NaN            NaN  0.832668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1673                 NaN            NaN  0.832668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1673                 NaN            NaN  0.832667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1673                 NaN            NaN  0.832667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1673                 NaN            NaN  0.832666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1673                 NaN            NaN  0.832666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1673                 NaN            NaN  0.832665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1673                 NaN            NaN  0.832665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1673                 NaN            NaN  0.832664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1673                 NaN            NaN  0.832664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1673                 NaN            NaN  0.832663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1673                 NaN            NaN  0.832663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1670                 NaN            NaN  0.832662       0.304978E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1513                 NaN            NaN  0.832664       0.160203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1510                 NaN            NaN  0.832797       0.161562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1515                 NaN            NaN  0.832931       0.155346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1513                 NaN            NaN  0.833060       0.156466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1513                 NaN            NaN  0.833190       0.155409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1513                 NaN            NaN  0.833318       0.154264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1428                 NaN            NaN  0.833446       0.237642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1596                 NaN            NaN  0.833644       0.674225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1512                 NaN            NaN  0.833699       0.150602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1512                 NaN            NaN  0.833824       0.149791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1512                 NaN            NaN  0.833948       0.148581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1511                 NaN            NaN  0.834072       0.147826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1512                 NaN            NaN  0.834194       0.146098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1512                 NaN            NaN  0.834315       0.144895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.5560                 NaN            NaN  0.834438       0.147041E-001  0.594845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3146                 NaN            NaN            NaN  0.148360E-001  0.670574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3072                 NaN            NaN            NaN  0.148574E-001  0.677894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3021                 NaN            NaN            NaN  0.148670E-001  0.683018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.2999                 NaN            NaN            NaN  0.147873E-001  0.685330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2935                 NaN            NaN            NaN  0.148078E-001  0.691698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.2873                 NaN            NaN            NaN  0.148285E-001  0.697829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.2821                 NaN            NaN            NaN  0.147955E-001  0.703084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2771                 NaN            NaN            NaN  0.147739E-001  0.708130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2713                 NaN            NaN            NaN  0.147745E-001  0.713960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2719                 NaN            NaN            NaN  0.146559E-001  0.713465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.6934                 NaN            NaN            NaN  0.611089E-002  0.300458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.8131                 NaN            NaN            NaN  0.235343E-001   1.16336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2474                 NaN            NaN            NaN  0.147536E-001  0.737802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2443                 NaN            NaN            NaN  0.146995E-001  0.741037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.5182                 NaN            NaN            NaN  0.932993E-002  0.472449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.9141                 NaN            NaN            NaN  0.209183E-001   1.06502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2622                 NaN            NaN            NaN  0.139452E-001  0.723828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2242                 NaN            NaN            NaN  0.146685E-001  0.761095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2094                 NaN            NaN            NaN  0.148110E-001  0.775835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2058                 NaN            NaN            NaN  0.147801E-001  0.779453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2046                 NaN            NaN            NaN  0.147058E-001  0.780744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.1980                 NaN            NaN            NaN  0.147170E-001  0.787246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1903                 NaN            NaN            NaN  0.147816E-001  0.794898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.1881                 NaN            NaN            NaN  0.147084E-001  0.797231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.1829                 NaN            NaN            NaN  0.147278E-001  0.802404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.1772                 NaN            NaN            NaN  0.147278E-001  0.808120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.1689                 NaN            NaN            NaN  0.147909E-001  0.816273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.1706                 NaN            NaN            NaN  0.146857E-001  0.814717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.6223                 NaN            NaN            NaN  0.242591E-001   1.35343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.7435                 NaN            NaN            NaN  0.449846E-002  0.251964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.9125                 NaN            NaN            NaN  0.166352E-002  0.858340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        98.3629                 NaN            NaN            NaN  0.283424E-001   1.60873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1497                 NaN            NaN            NaN  0.147392E-001  0.835534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1515                 NaN            NaN            NaN  0.146566E-001  0.833875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1394                 NaN            NaN            NaN  0.147902E-001  0.845838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1341                 NaN            NaN            NaN  0.148478E-001  0.851068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1451                 NaN            NaN            NaN  0.146014E-001  0.840328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1368                 NaN            NaN            NaN  0.147206E-001  0.848510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1340                 NaN            NaN            NaN  0.147255E-001  0.851250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1313                 NaN            NaN            NaN  0.147750E-001  0.853885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1359                 NaN            NaN            NaN  0.146460E-001  0.849435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1140                 NaN            NaN            NaN  0.149993E-001  0.870958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1481                 NaN            NaN            NaN  0.144067E-001  0.837453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1281                 NaN            NaN            NaN  0.147455E-001  0.857190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.7881                 NaN            NaN            NaN  0.206258E-001   1.19125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4850                 NaN            NaN            NaN  0.869412E-002  0.506259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1322                 NaN            NaN            NaN  0.147213E-001  0.853113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1359                 NaN            NaN            NaN  0.146273E-001  0.849457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1382                 NaN            NaN            NaN  0.146242E-001  0.847151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1387                 NaN            NaN            NaN  0.146290E-001  0.846671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1420                 NaN            NaN            NaN  0.146088E-001  0.843388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1439                 NaN            NaN            NaN  0.146062E-001  0.841511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1476                 NaN            NaN            NaN  0.145642E-001  0.837843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.8916                 NaN            NaN            NaN  0.127808E-001  0.664640       0.431000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        97.8715                 NaN            NaN            NaN  0.527916E-002  0.284556E-004   2.12322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.9072                 NaN            NaN            NaN  0.499140E-002            NaN   2.08776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.9408                 NaN            NaN            NaN  0.478114E-002            NaN   2.05438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        97.9760                 NaN            NaN            NaN  0.426134E-002            NaN   2.01974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.0074                 NaN            NaN            NaN  0.389998E-002  0.150486E-005   1.98865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.0428                 NaN            NaN            NaN  0.396229E-002            NaN   1.95326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.0717                 NaN            NaN            NaN  0.348774E-002            NaN   1.92478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.1044                 NaN            NaN            NaN  0.323674E-002            NaN   1.89233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.1326                 NaN            NaN            NaN  0.304232E-002            NaN   1.86436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.1611                 NaN            NaN            NaN  0.274014E-002            NaN   1.83615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.1895                 NaN            NaN            NaN  0.239564E-002            NaN   1.80810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        97.9660                 NaN            NaN            NaN  0.270451E-002            NaN   2.03125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.4904                 NaN            NaN            NaN  0.167285E-002            NaN   1.50795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.2696                 NaN            NaN            NaN  0.173842E-002            NaN   1.72867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.2926                 NaN            NaN            NaN  0.144381E-002            NaN   1.70594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.3165                 NaN            NaN            NaN  0.109317E-002            NaN   1.68240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.3400                 NaN            NaN            NaN  0.905716E-003            NaN   1.65909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.3601                 NaN            NaN            NaN  0.606180E-003            NaN   1.63925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.3825                 NaN            NaN            NaN  0.467471E-003            NaN   1.61703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4035                 NaN            NaN            NaN  0.206643E-003            NaN   1.59632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.4251                 NaN            NaN            NaN  0.584321E-003            NaN   1.57436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.4469                 NaN            NaN            NaN  0.856957E-003            NaN   1.55229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.4624                 NaN            NaN            NaN            NaN            NaN   1.53761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4826                 NaN            NaN            NaN  0.269768E-003            NaN   1.51713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.4990                 NaN            NaN            NaN            NaN            NaN   1.50104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.5196                 NaN            NaN            NaN            NaN            NaN   1.48035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.5342                 NaN            NaN            NaN            NaN            NaN   1.46576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.5513                 NaN            NaN            NaN            NaN            NaN   1.44872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.5661                 NaN            NaN            NaN            NaN            NaN   1.43394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5816                 NaN            NaN            NaN            NaN            NaN   1.41842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5948                 NaN            NaN            NaN            NaN            NaN   1.40524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.6092                 NaN            NaN            NaN            NaN            NaN   1.39075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.6222                 NaN            NaN            NaN            NaN            NaN   1.37777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.6330                 NaN            NaN            NaN            NaN            NaN   1.36702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.6022                 NaN            NaN            NaN            NaN            NaN   1.09272       0.305110                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.3691                 NaN            NaN            NaN            NaN            NaN            NaN   1.63091                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.3101                 NaN            NaN            NaN  0.133476E-001            NaN            NaN   1.67657                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.2625                 NaN            NaN            NaN  0.178346E-001            NaN            NaN   1.71968                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.2139                 NaN            NaN            NaN  0.176582E-001            NaN            NaN   1.76848                 NaN            NaN            NaN            NaN            NaN            NaN
