|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1937.34        2500.00        99.9607                 NaN            NaN  0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.9607                 NaN            NaN  0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.9607                 NaN            NaN  0.392809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.9607                 NaN            NaN  0.392808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.9603                 NaN            NaN  0.392804E-001  0.379809E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.7652                 NaN            NaN            NaN  0.234799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.3586                 NaN            NaN            NaN  0.641388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3655                 NaN            NaN            NaN  0.634549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3691                 NaN            NaN            NaN  0.630924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3734                 NaN            NaN            NaN  0.626554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3741                 NaN            NaN            NaN  0.625930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3630                 NaN            NaN            NaN  0.636954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4065                 NaN            NaN            NaN  0.593480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3898                 NaN            NaN            NaN  0.610239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3949                 NaN            NaN            NaN  0.605124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3952                 NaN            NaN            NaN  0.604818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3928                 NaN            NaN            NaN  0.596926       0.103040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3901                 NaN            NaN            NaN  0.594253       0.156627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3921                 NaN            NaN            NaN  0.592234       0.156503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3961                 NaN            NaN            NaN  0.588271       0.155880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4019                 NaN            NaN            NaN  0.582628       0.154979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3936                 NaN            NaN            NaN  0.590696       0.157514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4094                 NaN            NaN            NaN  0.575314       0.152491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.3840                 NaN            NaN            NaN  0.599990       0.160408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4319                 NaN            NaN            NaN  0.553309       0.147755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4108                 NaN            NaN            NaN  0.573805       0.153933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4146                 NaN            NaN            NaN  0.570078       0.152883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4170                 NaN            NaN            NaN  0.567730       0.152233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4180                 NaN            NaN            NaN  0.566773       0.152249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4196                 NaN            NaN            NaN  0.565232       0.151538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4222                 NaN            NaN            NaN  0.562621       0.151645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3198                 NaN            NaN            NaN  0.662356       0.178538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5323                 NaN            NaN            NaN  0.455489       0.122404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4253                 NaN            NaN            NaN  0.559549       0.151153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4292                 NaN            NaN            NaN  0.555842       0.149614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4281                 NaN            NaN            NaN  0.556964       0.149383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4301                 NaN            NaN            NaN  0.554926       0.149305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4315                 NaN            NaN            NaN  0.553632       0.148822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4312                 NaN            NaN            NaN  0.553927       0.148875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4329                 NaN            NaN            NaN  0.552303       0.148065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4334                 NaN            NaN            NaN  0.551867       0.147822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4329                 NaN            NaN            NaN  0.552276       0.147929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4345                 NaN            NaN            NaN  0.550838       0.147004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4335                 NaN            NaN            NaN  0.551800       0.147264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4344                 NaN            NaN            NaN  0.550967       0.146734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4330                 NaN            NaN            NaN  0.552261       0.146931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        98.9290                 NaN            NaN            NaN   1.04345       0.275778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.9408                 NaN            NaN            NaN  0.577025E-001  0.146311E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4322                 NaN            NaN            NaN  0.553183       0.145839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4312                 NaN            NaN            NaN  0.554226       0.145636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4325                 NaN            NaN            NaN  0.553036       0.144900E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4310                 NaN            NaN            NaN  0.554474       0.145049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4295                 NaN            NaN            NaN  0.556009       0.144688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4278                 NaN            NaN            NaN  0.557724       0.144912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4297                 NaN            NaN            NaN  0.555993       0.143566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4264                 NaN            NaN            NaN  0.559193       0.144309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4912                 NaN            NaN            NaN  0.496066       0.127440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3576                 NaN            NaN            NaN  0.626405       0.160217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4225                 NaN            NaN            NaN  0.563117       0.143409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4209                 NaN            NaN            NaN  0.564817       0.143001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4181                 NaN            NaN            NaN  0.567545       0.143290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4162                 NaN            NaN            NaN  0.569500       0.142982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4141                 NaN            NaN            NaN  0.571624       0.142795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4118                 NaN            NaN            NaN  0.573910       0.142779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4095                 NaN            NaN            NaN  0.576211       0.142468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.8917                 NaN            NaN            NaN  0.105739       0.260875E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        98.9200                 NaN            NaN            NaN   1.05419       0.257929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4022                 NaN            NaN            NaN  0.583580       0.142093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4414                 NaN            NaN            NaN  0.545369       0.132210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3564                 NaN            NaN            NaN  0.628454       0.151297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3950                 NaN            NaN            NaN  0.590858       0.141257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3910                 NaN            NaN            NaN  0.594835       0.141691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3889                 NaN            NaN            NaN  0.596987       0.141244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3856                 NaN            NaN            NaN  0.600311       0.141375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3760                 NaN            NaN            NaN  0.609732       0.142845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.0506                 NaN            NaN            NaN  0.927929       0.214831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.7095                 NaN            NaN            NaN  0.284001       0.646832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3720                 NaN            NaN            NaN  0.613868       0.141011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3668                 NaN            NaN            NaN  0.619045       0.141533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.9471                 NaN            NaN            NaN   1.02949       0.234438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.8437                 NaN            NaN            NaN  0.152893       0.340730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.7345                 NaN            NaN            NaN  0.259750       0.577784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.9196                 NaN            NaN            NaN   1.05678       0.236049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3522                 NaN            NaN            NaN  0.633708       0.140471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3453                 NaN            NaN            NaN  0.640593       0.141191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3478                 NaN            NaN            NaN  0.638203       0.139727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3400                 NaN            NaN            NaN  0.645945       0.141038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3397                 NaN            NaN            NaN  0.646304       0.140167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3304                 NaN            NaN            NaN  0.655438       0.141392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3387                 NaN            NaN            NaN  0.647421       0.138858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3287                 NaN            NaN            NaN  0.657239       0.140364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3243                 NaN            NaN            NaN  0.661628       0.140407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3636                 NaN            NaN            NaN  0.623254       0.131522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2762                 NaN            NaN            NaN  0.708861       0.149160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2744                 NaN            NaN            NaN  0.706769       0.188557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3557                 NaN            NaN            NaN  0.635204       0.909031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3058                 NaN            NaN            NaN  0.680054       0.141197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3140                 NaN            NaN            NaN  0.672175       0.138479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3048                 NaN            NaN            NaN  0.681265       0.139709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3009                 NaN            NaN            NaN  0.685035       0.140254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3026                 NaN            NaN            NaN  0.683456       0.139075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2980                 NaN            NaN            NaN  0.688063       0.139717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2948                 NaN            NaN            NaN  0.691245       0.139926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2850                 NaN            NaN            NaN  0.700877       0.140781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2936                 NaN            NaN            NaN  0.692336       0.140888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2958                 NaN            NaN            NaN  0.690563       0.136438E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2882                 NaN            NaN            NaN  0.697809       0.139465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2886                 NaN            NaN            NaN  0.697484       0.138887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2861                 NaN            NaN            NaN  0.699945       0.139083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2851                 NaN            NaN            NaN  0.700973       0.139004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2840                 NaN            NaN            NaN  0.702085       0.138892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2826                 NaN            NaN            NaN  0.703528       0.138897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2835                 NaN            NaN            NaN  0.702634       0.138425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.8014                 NaN            NaN            NaN  0.536166       0.365728E-002  0.658783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0427                 NaN            NaN            NaN  0.263928                 NaN   1.69340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0806                 NaN            NaN            NaN  0.257716                 NaN   1.66164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1155                 NaN            NaN            NaN  0.251916                 NaN   1.63263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1537                 NaN            NaN            NaN  0.248039                 NaN   1.59824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        94.9722                 NaN            NaN            NaN  0.679606                 NaN   4.34818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.7679                 NaN            NaN            NaN  0.362807E-001            NaN  0.195842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2827                 NaN            NaN            NaN  0.226962                 NaN   1.49035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        97.7103                 NaN            NaN            NaN  0.235891                 NaN   2.05383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.9189                 NaN            NaN            NaN  0.179775                 NaN  0.901345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3884                 NaN            NaN            NaN  0.213518                 NaN   1.39812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4025                 NaN            NaN            NaN  0.208884                 NaN   1.38857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4254                 NaN            NaN            NaN  0.204216                 NaN   1.37036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4502                 NaN            NaN            NaN  0.200474                 NaN   1.34936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4799                 NaN            NaN            NaN  0.196292                 NaN   1.32385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4996                 NaN            NaN            NaN  0.192267                 NaN   1.30818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5286                 NaN            NaN            NaN  0.186287                 NaN   1.28510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5510                 NaN            NaN            NaN  0.183823                 NaN   1.26518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5715                 NaN            NaN            NaN  0.179163                 NaN   1.24929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5955                 NaN            NaN            NaN  0.176782                 NaN   1.22772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6142                 NaN            NaN            NaN  0.172590                 NaN   1.21325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6404                 NaN            NaN            NaN  0.170111                 NaN   1.18951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6572                 NaN            NaN            NaN  0.164097                 NaN   1.17869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6755                 NaN            NaN            NaN  0.161153                 NaN   1.16333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        96.3223                 NaN            NaN            NaN  0.475523                 NaN   3.20221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.8874                 NaN            NaN            NaN  0.143907E-002            NaN  0.111178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7506                 NaN            NaN            NaN  0.143975                 NaN   1.10541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7640                 NaN            NaN            NaN  0.142334                 NaN   1.09367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7792                 NaN            NaN            NaN  0.135699                 NaN   1.08508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8042                 NaN            NaN            NaN  0.134293                 NaN   1.06149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8177                 NaN            NaN            NaN  0.132356                 NaN   1.04991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8326                 NaN            NaN            NaN  0.129035                 NaN   1.03841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8494                 NaN            NaN            NaN  0.127637                 NaN   1.02297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8639                 NaN            NaN            NaN  0.123729                 NaN   1.01233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8731                 NaN            NaN            NaN  0.117865                 NaN   1.00905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8969                 NaN            NaN            NaN  0.122499                 NaN  0.980595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9075                 NaN            NaN            NaN  0.115915                 NaN  0.976550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9223                 NaN            NaN            NaN  0.112943                 NaN  0.964789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9309                 NaN            NaN            NaN  0.108251                 NaN  0.960849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9430                 NaN            NaN            NaN  0.104340                 NaN  0.952694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9586                 NaN            NaN            NaN  0.103736                 NaN  0.937698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9668                 NaN            NaN            NaN  0.979781E-001            NaN  0.935214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9772                 NaN            NaN            NaN  0.974814E-001            NaN  0.925274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9935                 NaN            NaN            NaN  0.921002E-001            NaN  0.914359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0011                 NaN            NaN            NaN  0.900273E-001            NaN  0.908916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
