|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.5/T13/T13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1932.33        500.000        99.4944                 NaN            NaN  0.505567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.2803                 NaN            NaN  0.719746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.2846                 NaN            NaN  0.715361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.2917                 NaN            NaN  0.708326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.2959                 NaN            NaN  0.704148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.3011                 NaN            NaN  0.698932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.3035                 NaN            NaN  0.696523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.3171                 NaN            NaN  0.682859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.3159                 NaN            NaN  0.684135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.3204                 NaN            NaN  0.679638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.5800                 NaN            NaN  0.419998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        98.7254                 NaN            NaN   1.27463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.6831                 NaN            NaN  0.316939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.3413                 NaN            NaN  0.658738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.3431                 NaN            NaN  0.656861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.3440                 NaN            NaN  0.655973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.3498                 NaN            NaN  0.650174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3531                 NaN            NaN  0.646937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.3521                 NaN            NaN  0.647873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.3630                 NaN            NaN  0.637007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3594                 NaN            NaN  0.638165       0.246991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3079                 NaN            NaN  0.682818       0.925930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5928                 NaN            NaN  0.397744       0.948964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.3531                 NaN            NaN  0.631822       0.151231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.1737                 NaN            NaN  0.807039       0.192509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3335                 NaN            NaN  0.651492       0.150374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3964                 NaN            NaN  0.588933       0.146714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3697                 NaN            NaN  0.615541       0.147193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3698                 NaN            NaN  0.615436       0.147700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3565                 NaN            NaN  0.628330       0.151899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3873                 NaN            NaN  0.598485       0.142614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3742                 NaN            NaN  0.611125       0.147163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        98.6405                 NaN            NaN   1.32749       0.319659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.9418                 NaN            NaN  0.568351E-001  0.135044E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5777                 NaN            NaN  0.412435       0.990617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3520                 NaN            NaN  0.632867       0.150903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3878                 NaN            NaN  0.597768       0.144395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3780                 NaN            NaN  0.607491       0.145474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.3829                 NaN            NaN  0.602732       0.144124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3847                 NaN            NaN  0.600923       0.143663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3831                 NaN            NaN  0.602523       0.144123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3848                 NaN            NaN  0.600933       0.143006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3822                 NaN            NaN  0.603449       0.143699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3738                 NaN            NaN  0.611654       0.145956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.3919                 NaN            NaN  0.594102       0.139917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3817                 NaN            NaN  0.603983       0.142894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3904                 NaN            NaN  0.595588       0.140545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3737                 NaN            NaN  0.611954       0.143799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3785                 NaN            NaN  0.607250       0.142307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3173                 NaN            NaN  0.667065       0.155904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4450                 NaN            NaN  0.542369       0.126159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3720                 NaN            NaN  0.613708       0.142754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3760                 NaN            NaN  0.609932       0.140802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3748                 NaN            NaN  0.611102       0.140697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4995                 NaN            NaN  0.489297       0.112366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.2404                 NaN            NaN  0.742684       0.169538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3661                 NaN            NaN  0.619766       0.141151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3698                 NaN            NaN  0.616248       0.139095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3635                 NaN            NaN  0.622504       0.140449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3619                 NaN            NaN  0.624088       0.139844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2391                 NaN            NaN  0.744200       0.166830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4793                 NaN            NaN  0.509472       0.112119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3499                 NaN            NaN  0.636088       0.140285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3519                 NaN            NaN  0.634248       0.138856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3468                 NaN            NaN  0.639298       0.139393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3432                 NaN            NaN  0.642857       0.139361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3398                 NaN            NaN  0.646236       0.139184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3358                 NaN            NaN  0.650262       0.139216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3325                 NaN            NaN  0.653600       0.139124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3283                 NaN            NaN  0.657773       0.139233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3255                 NaN            NaN  0.660671       0.138760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3199                 NaN            NaN  0.666147       0.139155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3162                 NaN            NaN  0.669928       0.139078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3117                 NaN            NaN  0.674382       0.139071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3074                 NaN            NaN  0.678641       0.139165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3048                 NaN            NaN  0.681365       0.138487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.2984                 NaN            NaN  0.687738       0.138964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.2938                 NaN            NaN  0.692325       0.139011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.2915                 NaN            NaN  0.694588       0.138617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.2784                 NaN            NaN  0.707599       0.139955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2792                 NaN            NaN  0.706937       0.138942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.2755                 NaN            NaN  0.710618       0.138532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.2729                 NaN            NaN  0.713236       0.138340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.6267                 NaN            NaN  0.366219       0.704796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.8986                 NaN            NaN   1.08061       0.207474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2567                 NaN            NaN  0.729465       0.138833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.2706                 NaN            NaN  0.715871       0.135547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2233                 NaN            NaN  0.762379       0.143167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2423                 NaN            NaN  0.743829       0.139102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        98.7278                 NaN            NaN   1.24906       0.231175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.7716                 NaN            NaN  0.224307       0.412440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        98.2359       0.200963E-001            NaN   1.71342       0.305550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.9489                 NaN            NaN  0.509488E-001  0.191318E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3177                 NaN            NaN  0.669314       0.130209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2177                 NaN            NaN  0.768335       0.139250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2134                 NaN            NaN  0.772655       0.139193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2081                 NaN            NaN  0.777937       0.139722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2029                 NaN            NaN  0.783089       0.139889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2157                 NaN            NaN  0.770619       0.136740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1821                 NaN            NaN  0.803714       0.142353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1954                 NaN            NaN  0.790633       0.139344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1916                 NaN            NaN  0.794441       0.139657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.1876                 NaN            NaN  0.798431       0.139618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1831                 NaN            NaN  0.802898       0.139773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1856                 NaN            NaN  0.800459       0.139051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1803                 NaN            NaN  0.805706       0.139606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1778                 NaN            NaN  0.808203       0.139477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1570                 NaN            NaN  0.828678       0.142898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1927                 NaN            NaN  0.793730       0.136049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1768                 NaN            NaN  0.809281       0.138742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1733                 NaN            NaN  0.812756       0.139114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1724                 NaN            NaN  0.813748       0.138975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1741                 NaN            NaN  0.812064       0.138681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1704                 NaN            NaN  0.815719       0.139241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.1696                 NaN            NaN  0.816486       0.139454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.1744                 NaN            NaN  0.811829       0.138084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.1745                 NaN            NaN  0.811660       0.138106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1748                 NaN            NaN  0.811376       0.138227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1524                 NaN            NaN  0.833446       0.141880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2030                 NaN            NaN  0.783679       0.133532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1811                 NaN            NaN  0.805205       0.137325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1818                 NaN            NaN  0.804451       0.137095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1579                 NaN            NaN  0.827951       0.141081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2123                 NaN            NaN  0.774424       0.132337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1897                 NaN            NaN  0.796699       0.136197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1867                 NaN            NaN  0.799613       0.136769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2015                 NaN            NaN  0.785045       0.134489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.1986                 NaN            NaN  0.787853       0.135306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2032                 NaN            NaN  0.783315       0.134868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2073                 NaN            NaN  0.779239       0.134360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.1944                 NaN            NaN  0.791922       0.136788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2326                 NaN            NaN  0.754322       0.130652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2192                 NaN            NaN  0.767444       0.133355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2256                 NaN            NaN  0.761170       0.132564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2303                 NaN            NaN  0.756506       0.132024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2346                 NaN            NaN  0.752280       0.131491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2393                 NaN            NaN  0.747510       0.131448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2465                 NaN            NaN  0.740442       0.130120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8509                 NaN            NaN  0.388490                 NaN  0.760566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5366                 NaN            NaN  0.110818                 NaN   1.35256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5612                 NaN            NaN  0.107920                 NaN   1.33087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5859                 NaN            NaN  0.106302                 NaN   1.30783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6079                 NaN            NaN  0.991569E-001            NaN   1.29298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6305                 NaN            NaN  0.990658E-001            NaN   1.27045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6334                 NaN            NaN  0.847186E-001            NaN   1.28184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6799                 NaN            NaN  0.997618E-001            NaN   1.22037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6986                 NaN            NaN  0.883480E-001            NaN   1.21308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7120                 NaN            NaN  0.861026E-001            NaN   1.20187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7296                 NaN            NaN  0.813601E-001            NaN   1.18905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7498                 NaN            NaN  0.805894E-001            NaN   1.16966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.5698                 NaN            NaN  0.893017E-001            NaN   1.34092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9817                 NaN            NaN  0.630579E-001            NaN  0.955246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8026                 NaN            NaN  0.731031E-001            NaN   1.12428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8160                 NaN            NaN  0.676478E-001            NaN   1.11632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8361                 NaN            NaN  0.672159E-001            NaN   1.09665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8483                 NaN            NaN  0.636341E-001            NaN   1.08806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8542                 NaN            NaN  0.504326E-001            NaN   1.09540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8898                 NaN            NaN  0.667715E-001            NaN   1.04346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8971                 NaN            NaN  0.574328E-001            NaN   1.04545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9110                 NaN            NaN  0.579025E-001            NaN   1.03109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9247                 NaN            NaN  0.545166E-001            NaN   1.02082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9361                 NaN            NaN  0.497675E-001            NaN   1.01413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9495                 NaN            NaN  0.484566E-001            NaN   1.00208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9908                 NaN            NaN  0.434574E-001            NaN  0.965754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9460                 NaN            NaN  0.456461E-001            NaN   1.00833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9857                 NaN            NaN  0.433978E-001            NaN  0.970875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9995                 NaN            NaN  0.393974E-001            NaN  0.961151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0089                 NaN            NaN  0.384728E-001            NaN  0.952662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0246                 NaN            NaN  0.384833E-001            NaN  0.936964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0322                 NaN            NaN  0.339639E-001            NaN  0.933840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0424                 NaN            NaN  0.309944E-001            NaN  0.926607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
