|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.6132       0.386766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4060       0.594017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4063       0.593658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4109       0.589078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4138       0.586230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4173       0.582742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4197       0.580326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4238       0.576231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4246       0.575434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4311       0.568873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4317       0.568288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4316       0.565779                 NaN  0.259001E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4347       0.559212                 NaN  0.605973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4312       0.558744                 NaN  0.100358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4344       0.555594                 NaN  0.998706E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4368       0.553231                 NaN  0.995737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4376       0.552486                 NaN  0.995587E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4416       0.548520                 NaN  0.989094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4432       0.546900                 NaN  0.986121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4456       0.544597                 NaN  0.982490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4465       0.543675                 NaN  0.981747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4482       0.541978                 NaN  0.977761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4504       0.539830                 NaN  0.974310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4512       0.539035                 NaN  0.975085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4538       0.536511                 NaN  0.967272E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4540       0.536337                 NaN  0.968267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4560       0.534393                 NaN  0.963402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4565       0.533842                 NaN  0.962188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4579       0.532476                 NaN  0.958540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4588       0.531661                 NaN  0.955183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4599       0.530604                 NaN  0.952741E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4608       0.529730                 NaN  0.948417E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4615       0.529064                 NaN  0.946655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4621       0.528464                 NaN  0.944326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4619       0.528662                 NaN  0.943144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4628       0.527807                 NaN  0.939664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4641       0.526526                 NaN  0.935076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4630       0.527631                 NaN  0.935242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4635       0.527224                 NaN  0.931651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3326       0.655788                 NaN  0.115683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5949       0.398132                 NaN  0.699075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4635       0.527278                 NaN  0.924179E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4625       0.528229                 NaN  0.923788E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4620       0.528788                 NaN  0.921148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4622       0.528605                 NaN  0.917353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4599       0.530929                 NaN  0.918619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4622       0.528657                 NaN  0.910347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4596       0.531284                 NaN  0.910798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4588       0.532108                 NaN  0.909739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4566       0.534318                 NaN  0.911352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4590       0.532024                 NaN  0.900512E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4545       0.536477                 NaN  0.903919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4558       0.535239                 NaN  0.899160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4540       0.536997                 NaN  0.896075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4484       0.542536                 NaN  0.903208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4059       0.584468                 NaN  0.966140E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4980       0.493833                 NaN  0.811955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4478       0.543300                 NaN  0.890191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4458       0.545294                 NaN  0.888652E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4440       0.547135                 NaN  0.887648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4433       0.547898                 NaN  0.882532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4408       0.550394                 NaN  0.882375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4382       0.552958                 NaN  0.881065E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4368       0.554436                 NaN  0.877902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4339       0.557350                 NaN  0.878108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4312       0.559998                 NaN  0.877403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4311       0.560150                 NaN  0.871728E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4272       0.564023                 NaN  0.873596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4259       0.565406                 NaN  0.869232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4236       0.567672                 NaN  0.868378E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4211       0.570282                 NaN  0.865698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4158       0.575499                 NaN  0.869608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4158       0.575520                 NaN  0.864263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4172       0.574209                 NaN  0.856254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4111       0.580287                 NaN  0.862343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4089       0.582490                 NaN  0.858305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4069       0.584502                 NaN  0.855998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4040       0.587399                 NaN  0.855671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4025       0.588964                 NaN  0.853171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3967       0.594694                 NaN  0.855917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3995       0.591985                 NaN  0.848155E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3957       0.595844                 NaN  0.847342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3917       0.599811                 NaN  0.849051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3913       0.600228                 NaN  0.844265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3882       0.603315                 NaN  0.843695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3852       0.606346                 NaN  0.843789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3815       0.610056                 NaN  0.845987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3850       0.606701                 NaN  0.834158E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3808       0.610799                 NaN  0.836881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3781       0.613564                 NaN  0.835835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3769       0.614803                 NaN  0.834439E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3757       0.615966                 NaN  0.832133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3716       0.620036                 NaN  0.834336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3757       0.616083                 NaN  0.825380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3711       0.620675                 NaN  0.826880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3681       0.623653                 NaN  0.828161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3699       0.621902                 NaN  0.824684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3709       0.620901                 NaN  0.819102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3677       0.624110                 NaN  0.819558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3684       0.623403                 NaN  0.816534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3677       0.624139                 NaN  0.813490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3668       0.625051                 NaN  0.813832E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3686       0.623334                 NaN  0.808791E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3671       0.624794                 NaN  0.809053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3682       0.623717                 NaN  0.804870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3675       0.624462                 NaN  0.804389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3695       0.622518                 NaN  0.800368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3697       0.622314                 NaN  0.797895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3694       0.622658                 NaN  0.798128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3699       0.622186                 NaN  0.795459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3771       0.615007                 NaN  0.784716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3750       0.617080                 NaN  0.787789E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3772       0.615001                 NaN  0.783415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3773       0.614887                 NaN  0.782708E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2796       0.712390                 NaN  0.800151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4846       0.507820                 NaN  0.753987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3860       0.606296                 NaN  0.770451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3884       0.603945                 NaN  0.768106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3906       0.601714                 NaN  0.765483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3875       0.604759                 NaN  0.771734E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3993       0.593134                 NaN  0.752826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4012       0.591301                 NaN  0.753359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3971       0.595307                 NaN  0.756202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4085       0.584074                 NaN  0.743352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4118       0.580761                 NaN  0.740655E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4132       0.579404                 NaN  0.739570E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4162       0.576391                 NaN  0.737276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4218       0.570843                 NaN  0.731368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4245       0.568244                 NaN  0.728617E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4290       0.563719                 NaN  0.723137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4332       0.559577                 NaN  0.718877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4365       0.556376                 NaN  0.716364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4409       0.548799                 NaN  0.705358E-002  0.322913E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9344       0.136617                 NaN  0.100699E-002  0.927971                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8995       0.874227E-001            NaN            NaN   1.01312                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9157       0.827316E-001            NaN            NaN   1.00153                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9314       0.819854E-001            NaN            NaN  0.986643                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9536       0.796417E-001            NaN            NaN  0.966751                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9647       0.763999E-001            NaN            NaN  0.958919                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9823       0.742708E-001            NaN            NaN  0.943420                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9967       0.738680E-001            NaN            NaN  0.929391                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0115       0.686547E-001            NaN            NaN  0.919813                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0241       0.632936E-001            NaN            NaN  0.912651                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0353       0.644989E-001            NaN            NaN  0.900160                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0569       0.611019E-001            NaN            NaN  0.881977                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0678       0.623099E-001            NaN            NaN  0.869901                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0784       0.586415E-001            NaN            NaN  0.862926                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0912       0.567178E-001            NaN            NaN  0.852047                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1061       0.564699E-001            NaN            NaN  0.837418                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1171       0.514718E-001            NaN            NaN  0.831399                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1307       0.538688E-001            NaN            NaN  0.815432                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1381       0.453168E-001            NaN            NaN  0.816622                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1337       0.391350E-001            NaN            NaN  0.827180                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1724       0.400570E-001            NaN            NaN  0.787539                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1722       0.440619E-001            NaN            NaN  0.783713                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1809       0.370322E-001            NaN            NaN  0.782112                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1899       0.356712E-001            NaN            NaN  0.774445                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4120       0.225666E-001            NaN            NaN  0.565472                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9942       0.400929E-001            NaN            NaN  0.965751                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2201       0.306277E-001            NaN            NaN  0.749229                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2326       0.524996E-001            NaN            NaN  0.714949                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2360       0.409129E-001            NaN            NaN  0.723099                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2347       0.101469E-001            NaN            NaN  0.755134                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2583       0.221935E-002            NaN            NaN  0.739437                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2626       0.206655E-001            NaN            NaN  0.716693                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2681       0.173475E-001            NaN            NaN  0.714518                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2735       0.135949E-001            NaN            NaN  0.712867                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2819       0.124649E-001            NaN            NaN  0.705644                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2884       0.998970E-002            NaN            NaN  0.701628                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2970       0.101490E-001            NaN            NaN  0.692900                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2950       0.103340E-001            NaN            NaN  0.694616                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.3133       0.358488E-002            NaN            NaN  0.683136                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.3157       0.427759E-002            NaN            NaN  0.679988                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.3207       0.259444E-002            NaN            NaN  0.676682                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.3282       0.468188E-003            NaN            NaN  0.671371                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3433       0.329754E-001            NaN            NaN  0.623769                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.3545       0.690090E-001            NaN            NaN  0.576497                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.3474       0.347167E-002            NaN            NaN  0.649168                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.3588       0.304607E-001            NaN            NaN  0.610785                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.3590                 NaN            NaN            NaN  0.641011                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.3630                 NaN            NaN            NaN  0.637019                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.3682                 NaN            NaN            NaN  0.631817                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.3745                 NaN            NaN            NaN  0.625515                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.3773                 NaN            NaN            NaN  0.622693                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.3858       0.111545E-005            NaN            NaN  0.614195                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.3833                 NaN            NaN            NaN  0.616707                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.3915                 NaN            NaN            NaN  0.608488                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.3955       0.852714E-006            NaN            NaN  0.604507                 NaN            NaN            NaN            NaN            NaN            NaN
