|6.6.6
Archiving\03_Data\Deq/QFM/WD94/WD94_3.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1887.82        2500.00        95.5065       0.838999E-001   4.40965                 NaN            NaN            NaN            NaN
  1884.62        2500.00        94.8064       0.956249E-001   5.09798                 NaN            NaN            NaN            NaN
  1881.41        2500.00        94.1055       0.107363        5.78710                 NaN            NaN            NaN            NaN
  1878.21        2500.00        93.4039       0.119116        6.47700                 NaN            NaN            NaN            NaN
  1875.00        2500.00        92.7014       0.130882        7.16768                 NaN            NaN            NaN            NaN
  1871.79        2500.00        91.9982       0.142661        7.85913                 NaN            NaN            NaN            NaN
  1868.59        2500.00        91.3459       0.153339        8.50072                 NaN            NaN            NaN            NaN
  1865.38        2500.00        90.6930       0.164028        9.14299                 NaN            NaN            NaN            NaN
  1862.18        2500.00        90.0393       0.174729        9.78594                 NaN            NaN            NaN            NaN
  1858.97        2500.00        89.3850       0.185442        10.4296                 NaN            NaN            NaN            NaN
  1855.77        2500.00        88.7300       0.196166        11.0739                 NaN            NaN            NaN            NaN
  1852.56        2500.00        88.0742       0.206902        11.7189                 NaN            NaN            NaN            NaN
  1849.36        2500.00        87.4179       0.217649        12.3645                 NaN            NaN            NaN            NaN
  1846.15        2500.00        86.7608       0.228407        13.0108                 NaN            NaN            NaN            NaN
  1842.95        2500.00        86.1351       0.238365        13.6266                 NaN            NaN            NaN            NaN
  1839.74        2500.00        85.5088       0.248334        14.2429                 NaN            NaN            NaN            NaN
  1836.54        2500.00        84.8818       0.258313        14.8599                 NaN            NaN            NaN            NaN
  1833.33        2500.00        84.2542       0.268301        15.4775                 NaN            NaN            NaN            NaN
  1830.13        2500.00        83.6261       0.278300        16.0956                 NaN            NaN            NaN            NaN
  1826.92        2500.00        82.9973       0.288309        16.7144                 NaN            NaN            NaN            NaN
  1823.72        2500.00        82.3679       0.298327        17.3338                 NaN            NaN            NaN            NaN
  1820.51        2500.00        81.7379       0.308356        17.9538                 NaN            NaN            NaN            NaN
  1817.31        2500.00        81.1320       0.317536        18.5505                 NaN            NaN            NaN            NaN
  1814.10        2500.00        80.5256       0.326724        19.1477                 NaN            NaN            NaN            NaN
  1810.90        2500.00        79.9186       0.335921        19.7455                 NaN            NaN            NaN            NaN
  1807.69        2500.00        79.3111       0.345127        20.3438                 NaN            NaN            NaN            NaN
  1804.49        2500.00        78.7030       0.354341        20.9427                 NaN            NaN            NaN            NaN
  1801.28        2500.00        78.0944       0.363564        21.5421                 NaN            NaN            NaN            NaN
  1798.08        2500.00        77.4852       0.372795        22.1420                 NaN            NaN            NaN            NaN
  1794.87        2500.00        76.8755       0.382035        22.7425                 NaN            NaN            NaN            NaN
  1791.67        2500.00        76.2820       0.390509        23.3275                 NaN            NaN            NaN            NaN
  1788.46        2500.00        75.6880       0.398992        23.9130                 NaN            NaN            NaN            NaN
  1785.26        2500.00        75.0935       0.407481        24.4990                 NaN            NaN            NaN            NaN
  1782.05        2500.00        74.4985       0.415978        25.0855                 NaN            NaN            NaN            NaN
  1778.85        2500.00        73.9030       0.424482        25.6725                 NaN            NaN            NaN            NaN
  1775.64        2500.00        73.3070       0.432994        26.2600                 NaN            NaN            NaN            NaN
  1772.44        2500.00        72.7105       0.441513        26.8479                 NaN            NaN            NaN            NaN
  1769.23        2500.00        72.1136       0.450039        27.4364                 NaN            NaN            NaN            NaN
  1766.03        2500.00        71.5288       0.457978        28.0132                 NaN            NaN            NaN            NaN
  1762.82        2500.00        70.9436       0.465923        28.5905                 NaN            NaN            NaN            NaN
  1759.62        2500.00        70.3579       0.473875        29.1682                 NaN            NaN            NaN            NaN
  1756.41        2500.00        69.7718       0.481834        29.7464                 NaN            NaN            NaN            NaN
  1753.21        2500.00        69.1852       0.489798        30.3250                 NaN            NaN            NaN            NaN
  1750.00        2500.00        68.5981       0.497769        30.9041                 NaN            NaN            NaN            NaN
  1746.79        2500.00        68.0106       0.505746        31.4836                 NaN            NaN            NaN            NaN
  1743.59        2500.00        67.4227       0.513729        32.0636                 NaN            NaN            NaN            NaN
  1740.38        2500.00        66.8545       0.521082        32.6244                 NaN            NaN            NaN            NaN
  1737.18        2500.00        66.2860       0.528439        33.1856                 NaN            NaN            NaN            NaN
  1733.97        2500.00        65.7170       0.535802        33.7472                 NaN            NaN            NaN            NaN
  1730.77        2500.00        65.1476       0.543170        34.3092                 NaN            NaN            NaN            NaN
  1727.56        2500.00        64.5779       0.550543        34.8716                 NaN            NaN            NaN            NaN
  1724.36        2500.00        64.0077       0.557921        35.4344                 NaN            NaN            NaN            NaN
  1721.15        2500.00        63.4372       0.565304        35.9975                 NaN            NaN            NaN            NaN
  1717.95        2500.00        62.8663       0.572692        36.5610                 NaN            NaN            NaN            NaN
  1714.74        2500.00        62.3162       0.579509        37.1043                 NaN            NaN            NaN            NaN
  1711.54        2500.00        61.7657       0.586331        37.6479                 NaN            NaN            NaN            NaN
  1708.33        2500.00        61.2149       0.593157        38.1919                 NaN            NaN            NaN            NaN
  1705.13        2500.00        60.6638       0.599987        38.7362                 NaN            NaN            NaN            NaN
  1701.92        2500.00        60.1124       0.606821        39.2808                 NaN            NaN            NaN            NaN
  1698.72        2500.00        59.5606       0.613659        39.8257                 NaN            NaN            NaN            NaN
  1695.51        2500.00        59.0086       0.620501        40.3709                 NaN            NaN            NaN            NaN
  1692.31        2500.00        58.4562       0.627346        40.9165                 NaN            NaN            NaN            NaN
  1689.10        2500.00        57.9375       0.633801        41.4287                 NaN            NaN            NaN            NaN
  1685.90        2500.00        57.4186       0.640259        41.9411                 NaN            NaN            NaN            NaN
  1682.69        2500.00        56.8995       0.646721        42.4538                 NaN            NaN            NaN            NaN
  1679.49        2500.00        56.3801       0.653185        42.9667                 NaN            NaN            NaN            NaN
  1676.28        2500.00        55.8604       0.659652        43.4799                 NaN            NaN            NaN            NaN
  1673.08        2500.00        55.3405       0.666123        43.9933                 NaN            NaN            NaN            NaN
  1669.87        2500.00        54.8204       0.672596        44.5070                 NaN            NaN            NaN            NaN
  1666.67        2500.00        54.3001       0.679073        45.0209                 NaN            NaN            NaN            NaN
  1663.46        2500.00        53.7948       0.685876        45.5193                 NaN            NaN            NaN            NaN
  1660.26        2500.00        53.2893       0.692682        46.0180                 NaN            NaN            NaN            NaN
  1657.05        2500.00        54.0808       0.669973        45.2492                 NaN            NaN            NaN            NaN
  1653.85        2500.00        51.7045       0.698961        46.8468       0.749800                 NaN            NaN            NaN
  1650.64        2500.00        50.3562       0.696991        47.1068        1.83997                 NaN            NaN            NaN
  1647.44        2500.00        49.0042       0.695013        47.3675        2.93332                 NaN            NaN            NaN
  1644.23        2500.00        47.6483       0.693028        47.6288        4.02985                 NaN            NaN            NaN
  1641.03        2500.00        46.2886       0.691036        47.8908        5.12955                 NaN            NaN            NaN
  1637.82        2500.00        45.2340       0.688153        48.0898        5.98799                 NaN            NaN            NaN
  1634.62        2500.00        44.1771       0.685262        48.2893        6.84839                 NaN            NaN            NaN
  1631.41        2500.00        43.1178       0.682364        48.4890        7.71075                 NaN            NaN            NaN
  1628.21        2500.00        42.0563       0.679457        48.6892        8.57507                 NaN            NaN            NaN
  1625.00        2500.00        40.9924       0.676543        48.8897        9.44136                 NaN            NaN            NaN
  1621.79        2500.00        39.9262       0.673621        49.0906        10.3096                 NaN            NaN            NaN
  1618.59        2500.00        38.8577       0.670690        49.2918        11.1798                 NaN            NaN            NaN
  1615.38        2500.00        37.7868       0.667752        49.4934        12.0520                 NaN            NaN            NaN
  1612.18        2500.00        36.9864       0.663781        49.6370        12.7129                 NaN            NaN            NaN
  1608.97        2500.00        36.1846       0.659803        49.7808        13.3748                 NaN            NaN            NaN
  1605.77        2500.00        35.3815       0.655817        49.9248        14.0379                 NaN            NaN            NaN
  1602.56        2500.00        34.5771       0.651823        50.0690        14.7021                 NaN            NaN            NaN
  1599.36        2500.00        33.7713       0.647821        50.2133        15.3675                 NaN            NaN            NaN
  1596.15        2500.00        32.9643       0.643811        50.3578        16.0340                 NaN            NaN            NaN
  1592.95        2500.00        32.1560       0.639793        50.5026        16.7017                 NaN            NaN            NaN
  1589.74        2500.00        31.3463       0.635768        50.6474        17.3705                 NaN            NaN            NaN
  1586.54        2500.00        30.7031       0.630663        50.7544        17.9118                 NaN            NaN            NaN
  1583.33        2500.00        30.0590       0.625550        50.8615        18.4539                 NaN            NaN            NaN
  1580.13        2500.00        29.4141       0.620430        50.9687        18.9968                 NaN            NaN            NaN
  1576.92        2500.00        28.7684       0.615301        51.0760        19.5404                 NaN            NaN            NaN
  1573.72        2500.00        28.1218       0.610164        51.1834        20.0847                 NaN            NaN            NaN
  1570.51        2500.00        27.4744       0.605020        51.2908        20.6298                 NaN            NaN            NaN
  1567.31        2500.00        26.8261       0.599868        51.3984        21.1756                 NaN            NaN            NaN
  1564.10        2500.00        26.1771       0.594707        51.5061        21.7222                 NaN            NaN            NaN
  1560.90        2500.00        25.6285       0.588916        51.5901        22.1924                 NaN            NaN            NaN
  1557.69        2500.00        25.0794       0.583117        51.6743        22.6632                 NaN            NaN            NaN
  1554.49        2500.00        24.5297       0.577311        51.7585        23.1346                 NaN            NaN            NaN
  1551.28        2500.00        23.9793       0.571498        51.8427        23.6065                 NaN            NaN            NaN
  1548.08        2500.00        23.4284       0.565677        51.9270        24.0789                 NaN            NaN            NaN
  1544.87        2500.00        22.8768       0.559849        52.0114        24.5519                 NaN            NaN            NaN
  1541.67        2500.00        22.3247       0.554013        52.0958        25.0255                 NaN            NaN            NaN
  1538.46        2500.00        21.7719       0.548170        52.1803        25.4996                 NaN            NaN            NaN
  1535.26        2500.00        21.2696       0.540340        52.2509        25.9392                 NaN            NaN            NaN
  1532.05        2500.00        20.7667       0.532502        52.3214        26.3794                 NaN            NaN            NaN
  1528.85        2500.00        20.2633       0.524654        52.3921        26.8199                 NaN            NaN            NaN
  1525.64        2500.00        19.7595       0.516797        52.4627        27.2610                 NaN            NaN            NaN
  1522.44        2500.00        19.2551       0.508931        52.5334        27.7025                 NaN            NaN            NaN
  1519.23        2500.00        18.7503       0.501056        52.6042        28.1445                 NaN            NaN            NaN
  1516.03        2500.00        18.2449       0.493172        52.6750        28.5869                 NaN            NaN            NaN
  1512.82        2500.00        17.7390       0.485279        52.7459        29.0298                 NaN            NaN            NaN
  1509.62        2500.00        17.2583       0.475745        52.8100        29.4560                 NaN            NaN            NaN
  1506.41        2500.00        16.7772       0.466201        52.8741        29.8825                 NaN            NaN            NaN
  1503.21        2500.00        16.2956       0.456647        52.9382        30.3095                 NaN            NaN            NaN
  1500.00        2500.00        15.8135       0.447081        53.0025        30.7369                 NaN            NaN            NaN
  1496.79        2500.00        15.3370       0.437620        53.0611        31.1643                 NaN            NaN            NaN
  1493.59        2500.00        14.8600       0.428149        53.1198        31.5921                 NaN            NaN            NaN
  1490.38        2500.00        14.3922       0.418378        53.1762        32.0132                 NaN            NaN            NaN
  1487.18        2500.00        13.7421       0.415390        53.2517        32.2548       0.335978                 NaN            NaN
  1483.97        2500.00        13.1505       0.420489        53.3056        32.3617       0.761747                 NaN            NaN
  1480.77        2500.00        12.5580       0.425597        53.3595        32.4687        1.18817                 NaN            NaN
  1477.56        2500.00        11.9647       0.430715        53.4135        32.5759        1.61524                 NaN            NaN
  1474.36        2500.00        11.3706       0.435841        53.4674        32.6832        2.04296                 NaN            NaN
  1471.15        2500.00        10.7756       0.440976        53.5214        32.7906        2.47134                 NaN            NaN
  1467.95        2500.00        10.1799       0.446121        53.5754        32.8982        2.90037                 NaN            NaN
  1464.74        2500.00        9.58331       0.451274        53.6295        33.0059        3.33005                 NaN            NaN
  1461.54        2500.00        8.98591       0.456436        53.6835        33.1138        3.76038                 NaN            NaN
  1458.33        2500.00        8.55936       0.464850        53.7054        33.1716        4.09876                 NaN            NaN
  1455.13        2500.00        8.13239       0.473275        53.7274        33.2294        4.43752                 NaN            NaN
  1451.92        2500.00        7.70501       0.481710        53.7493        33.2873        4.77667                 NaN            NaN
  1448.72        2500.00        7.27720       0.490155        53.7711        33.3453        5.11621                 NaN            NaN
  1445.51        2500.00        6.90930       0.499888        53.7821        33.3983        5.41050                 NaN            NaN
  1442.31        2500.00        6.51632       0.510934        53.8120        33.2944        5.71511       0.151217                 NaN
  1439.10        2500.00        6.51595       0.510948        53.8121        33.2946        5.71514       0.151219                 NaN
  1435.90        2500.00        5.80551       0.544551        53.7996        33.0160       0.621666        6.21273                 NaN
  1432.69        2500.00        5.80519       0.544566        53.7997        33.0161       0.621671        6.21276                 NaN
  1429.49        2500.00        5.80486       0.544581        53.7998        33.0163       0.621677        6.21278                 NaN
  1426.28        2500.00        5.80454       0.544596        53.7999        33.0165       0.621682        6.21281                 NaN
  1423.08        2500.00        5.80422       0.544611        53.8000        33.0166       0.621688        6.21284                 NaN
  1419.87        2500.00        5.80390       0.544626        53.8001        33.0168       0.621693        6.21286                 NaN
  1416.67        2500.00        5.80357       0.544640        53.8002        33.0170       0.621699        6.21289                 NaN
  1413.46        2500.00        5.80325       0.544655        53.8003        33.0172       0.621705        6.21292                 NaN
  1410.26        2500.00        3.69577       0.668337        53.7035        32.3114        1.86386        7.75717                 NaN
  1407.05        2500.00        3.69560       0.668355        53.7035        32.3115        1.86387        7.75719                 NaN
  1403.85        2500.00        3.69543       0.668373        53.7035        32.3116        1.86389        7.75722                 NaN
  1400.64        2500.00        3.69525       0.668391        53.7035        32.3118        1.86390        7.75724                 NaN
  1397.44        2500.00        3.69508       0.668408        53.7035        32.3119        1.86392        7.75726                 NaN
  1394.23        2500.00        3.69490       0.668426        53.7035        32.3120        1.86393        7.75729                 NaN
  1391.03        2500.00        3.69473       0.668444        53.7034        32.3121        1.86394        7.75731                 NaN
  1387.82        2500.00        3.69455       0.668461        53.7034        32.3123        1.86396        7.75733                 NaN
  1384.62        2500.00        2.25967       0.785884        53.5505        31.9656        2.57699        8.86135                 NaN
  1381.41        2500.00        2.25959       0.785905        53.5505        31.9657        2.57700        8.86137                 NaN
  1378.21        2500.00        2.25950       0.785925        53.5504        31.9658        2.57702        8.86139                 NaN
  1375.00        2500.00        2.25941       0.785946        53.5503        31.9659        2.57704        8.86141                 NaN
  1371.79        2500.00        1.68089       0.842765        53.4701        31.8585        2.82910        9.31868                 NaN
  1368.59        2500.00        1.68084       0.842787        53.4700        31.8585        2.82912        9.31870                 NaN
  1365.38        2500.00        1.41380       0.872549        53.4171        31.8289        9.52713        2.94056                 NaN
  1362.18        2500.00        1.27253       0.882203        53.4217        31.7671        9.58527        3.01905       0.521974E-001
  1358.97        2500.00        1.13372       0.890135        53.4344        31.6910        3.10378        9.62772       0.119231     
  1355.77        2500.00        1.13368       0.890158        53.4343        31.6911        3.10380        9.62774       0.119238     
  1352.56        2500.00        1.13365       0.890181        53.4342        31.6912        3.10382        9.62776       0.119245     
  1349.36        2500.00        1.13361       0.890204        53.4340        31.6913        3.10385        9.62777       0.119252     
  1346.15        2500.00        1.13357       0.890227        53.4339        31.6913        3.10387        9.62779       0.119259     
  1342.95        2500.00        1.13354       0.890250        53.4338        31.6914        3.10389        9.62781       0.119266     
  1339.74        2500.00        1.13350       0.890273        53.4337        31.6915        3.10391        9.62783       0.119273     
  1336.54        2500.00        1.13346       0.890296        53.4336        31.6916        3.10393        9.62785       0.119280     
  1333.33        2500.00       0.119739       0.952691        53.4922        31.2184        9.94216        3.66957       0.605228     
  1330.13        2500.00       0.177222E-002  0.960473        53.4942        31.1752        9.97963        3.72877       0.660006     
  1326.92        2500.00                 NaN  0.964907        53.5091        31.1395        9.96020        3.73626       0.689995     
  1323.72        2500.00                 NaN  0.964931        53.5089        31.1396        9.96022        3.73629       0.690035     
  1320.51        2500.00                 NaN  0.971089        53.5488        31.0646        9.91426        3.74317       0.757979     
  1317.31        2500.00                 NaN  0.971113        53.5487        31.0647        9.91428        3.74320       0.758023     
  1314.10        2500.00                 NaN  0.971138        53.5485        31.0648        9.91429        3.74322       0.758068     
  1310.90        2500.00                 NaN  0.971162        53.5483        31.0648        9.91431        3.74324       0.758112     
  1307.69        2500.00                 NaN  0.988370        53.5995        30.9473        3.74563        9.85319       0.866009     
  1304.49        2500.00                 NaN  0.988394        53.5993        30.9474        3.74565        9.85321       0.866060     
  1301.28        2500.00                 NaN  0.988419        53.5992        30.9474        3.74567        9.85322       0.866110     
  1298.08        2500.00                 NaN  0.988443        53.5990        30.9475        3.74570        9.85323       0.866161     
  1294.87        2500.00                 NaN  0.988468        53.5988        30.9476        3.74572        9.85324       0.866211     
  1291.67        2500.00                 NaN  0.988492        53.5986        30.9476        3.74574        9.85325       0.866262     
  1288.46        2500.00                 NaN  0.988517        53.5985        30.9477        3.74577        9.85327       0.866312     
  1285.26        2500.00                 NaN  0.988541        53.5983        30.9477        3.74579        9.85328       0.866363     
  1282.05        2500.00                 NaN   1.02113        53.7074        30.7127        9.73223        3.74381        1.08282     
  1278.85        2500.00                 NaN   1.02115        53.7072        30.7127        9.73224        3.74383        1.08288     
  1275.64        2500.00                 NaN   1.02118        53.7070        30.7128        9.73225        3.74385        1.08295     
  1272.44        2500.00                 NaN   1.02120        53.7068        30.7128        9.73226        3.74388        1.08301     
  1269.23        2500.00                 NaN   1.02123        53.7066        30.7129        9.73227        3.74390        1.08307     
  1266.03        2500.00                 NaN   1.02125        53.7064        30.7130        9.73228        3.74393        1.08313     
  1262.82        2500.00                 NaN   1.02128        53.7062        30.7131        9.73228        3.74395        1.08320     
  1259.62        2500.00                 NaN   1.02130        53.7061        30.7131        9.73229        3.74398        1.08326     
  1256.41        2500.00                 NaN   1.05476        53.8039        30.5017        9.62260        3.73171        1.28527     
  1253.21        2500.00                 NaN   1.05478        53.8037        30.5018        9.62260        3.73173        1.28535     
  1250.00        2500.00                 NaN   1.05481        53.8035        30.5019        9.62261        3.73176        1.28542     
  1246.79        2500.00                 NaN   1.05484        53.8033        30.5019        9.62262        3.73178        1.28550     
  1243.59        2500.00                 NaN   1.05486        53.8031        30.5020        9.62262        3.73181        1.28557     
  1240.38        2500.00                 NaN   1.05489        53.8029        30.5021        9.62263        3.73183        1.28564     
  1237.18        2500.00                 NaN   1.05491        53.8027        30.5021        9.62264        3.73186        1.28572     
  1233.97        2500.00                 NaN   1.05494        53.8025        30.5022        9.62264        3.73188        1.28579     
  1230.77        2500.00                 NaN   1.09149        53.8857        30.3106        3.71435        9.53303        1.46484     
  1227.56        2500.00                 NaN   1.09152        53.8855        30.3106        3.71438        9.53303        1.46492     
  1224.36        2500.00                 NaN   1.09155        53.8853        30.3107        3.71440        9.53303        1.46500     
  1221.15        2500.00                 NaN   1.09157        53.8851        30.3108        3.71443        9.53304        1.46509     
  1217.95        2500.00                 NaN   1.09160        53.8849        30.3109        3.71445        9.53304        1.46517     
  1214.74        2500.00                 NaN   1.09163        53.8847        30.3109        3.71448        9.53304        1.46526     
  1211.54        2500.00                 NaN   1.09165        53.8845        30.3110        3.71450        9.53305        1.46534     
  1208.33        2500.00                 NaN   1.09168        53.8842        30.3111        3.71453        9.53305        1.46543     
  1205.13        2500.00                 NaN   1.12883        53.9556        30.1496        9.45349        3.68114        1.63133     
  1201.92        2500.00                 NaN   1.12885        53.9553        30.1497        9.45349        3.68117        1.63143     
  1198.72        2500.00                 NaN   1.12888        53.9551        30.1498        9.45349        3.68120        1.63152     
  1195.51        2500.00                 NaN   1.12891        53.9549        30.1499        9.45349        3.68122        1.63161     
  1192.31        2500.00                 NaN   1.12893        53.9547        30.1499        9.45349        3.68125        1.63171     
  1189.10        2500.00                 NaN   1.12896        53.9545        30.1500        9.45350        3.68127        1.63180     
  1185.90        2500.00                 NaN   1.12899        53.9542        30.1501        9.45350        3.68130        1.63189     
  1182.69        2500.00                 NaN   1.12901        53.9540        30.1502        9.45350        3.68132        1.63199     
  1179.49        2500.00                 NaN   1.16917        54.0122        30.0001        3.64812        9.39306        1.77738     
  1176.28        2500.00                 NaN   1.16920        54.0119        30.0002        3.64815        9.39306        1.77749     
  1173.08        2500.00                 NaN   1.16923        54.0117        30.0003        3.64817        9.39306        1.77759     
  1169.87        2500.00                 NaN   1.16925        54.0115        30.0003        3.64820        9.39306        1.77769     
  1166.67        2500.00                 NaN   1.16928        54.0112        30.0004        3.64822        9.39306        1.77779     
  1163.46        2500.00                 NaN   1.16931        54.0110        30.0005        3.64825        9.39306        1.77789     
  1160.26        2500.00                 NaN   1.16934        54.0108        30.0006        3.64828        9.39306        1.77799     
  1157.05        2500.00                 NaN   1.16936        54.0105        30.0006        3.64830        9.39306        1.77810     
  1153.85        2500.00                 NaN   1.21346        54.0530        29.8895        3.59998        9.34134        1.90270     
  1150.64        2500.00                 NaN   1.21348        54.0528        29.8896        3.60001        9.34134        1.90281     
  1147.44        2500.00                 NaN   1.21351        54.0526        29.8897        3.60003        9.34133        1.90292     
  1144.23        2500.00                 NaN   1.21354        54.0523        29.8897        3.60006        9.34133        1.90303     
  1141.03        2500.00                 NaN   1.21357        54.0521        29.8898        3.60009        9.34133        1.90313     
  1137.82        2500.00                 NaN   1.21360        54.0518        29.8899        3.60011        9.34133        1.90324     
  1134.62        2500.00                 NaN   1.21363        54.0516        29.8900        3.60014        9.34132        1.90335     
  1131.41        2500.00                 NaN   1.21365        54.0514        29.8900        3.60017        9.34132        1.90346     
  1128.21        2500.00                 NaN   1.25853        54.0863        29.7917        9.29156        3.55018        2.02180     
  1125.00        2500.00                 NaN   1.25856        54.0860        29.7917        9.29156        3.55021        2.02191     
  1121.79        2500.00                 NaN   1.25859        54.0858        29.7918        9.29155        3.55024        2.02203     
  1118.59        2500.00                 NaN   1.25862        54.0855        29.7919        9.29155        3.55027        2.02214     
  1115.38        2500.00                 NaN   1.25864        54.0853        29.7920        9.29154        3.55029        2.02226     
  1112.18        2500.00                 NaN   1.25867        54.0850        29.7921        9.29154        3.55032        2.02237     
  1108.97        2500.00                 NaN   1.25870        54.0848        29.7921        9.29154        3.55035        2.02249     
  1105.77        2500.00                 NaN   1.25873        54.0845        29.7922        9.29153        3.55037        2.02260     
  1102.56        2500.00                 NaN   1.30780        54.1042        29.7191        9.25802        3.49201        2.11883     
  1099.36        2500.00                 NaN   1.30783        54.1040        29.7192        9.25801        3.49204        2.11895     
  1096.15        2500.00                 NaN   1.30786        54.1037        29.7193        9.25800        3.49206        2.11907     
  1092.95        2500.00                 NaN   1.30789        54.1035        29.7194        9.25800        3.49209        2.11919     
  1089.74        2500.00                 NaN   1.30792        54.1032        29.7194        9.25799        3.49212        2.11931     
  1086.54        2500.00                 NaN   1.30795        54.1030        29.7195        9.25799        3.49215        2.11943     
  1083.33        2500.00                 NaN   1.30798        54.1027        29.7196        9.25798        3.49217        2.11955     
  1080.13        2500.00                 NaN   1.30801        54.1024        29.7197        9.25798        3.49220        2.11967     
  1076.92        2500.00                 NaN   1.36004        54.1112        29.6683        9.23338        3.42622        2.20088     
  1073.72        2500.00                 NaN   1.36007        54.1110        29.6683        9.23337        3.42625        2.20100     
  1070.51        2500.00                 NaN   1.36011        54.1107        29.6684        9.23337        3.42628        2.20113     
  1067.31        2500.00                 NaN   1.36014        54.1104        29.6685        9.23336        3.42631        2.20125     
  1064.10        2500.00                 NaN   1.36017        54.1102        29.6686        9.23335        3.42633        2.20138     
  1060.90        2500.00                 NaN   1.36020        54.1099        29.6687        9.23335        3.42636        2.20150     
  1057.69        2500.00                 NaN   1.36023        54.1096        29.6688        9.23334        3.42639        2.20163     
  1054.49        2500.00                 NaN   1.36026        54.1094        29.6689        9.23333        3.42642        2.20175     
  1051.28        2500.00                 NaN   1.41820        54.1025        29.6357        9.21903        3.36271        2.26179     
  1048.08        2500.00                 NaN   1.41823        54.1023        29.6358        9.21902        3.36274        2.26192     
  1044.87        2500.00                 NaN   1.41826        54.1020        29.6359        9.21901        3.36276        2.26204     
  1041.67        2500.00                 NaN   1.41829        54.1017        29.6360        9.21901        3.36279        2.26217     
  1038.46        2500.00                 NaN   1.41833        54.1015        29.6361        9.21900        3.36282        2.26230     
  1035.26        2500.00                 NaN   1.41836        54.1012        29.6362        9.21899        3.36285        2.26243     
  1032.05        2500.00                 NaN   1.41839        54.1009        29.6363        9.21898        3.36288        2.26255     
  1028.85        2500.00                 NaN   1.41842        54.1007        29.6364        9.21897        3.36291        2.26268     
  1025.64        2500.00                 NaN   1.47330        54.0970        29.6146        9.19988        3.28739        2.32783     
  1022.44        2500.00                 NaN   1.47333        54.0967        29.6147        9.19987        3.28742        2.32796     
