|6.6.6
Archiving\03_Data\frac/QFM_m4.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1897.24        2500.00        99.0337       0.833056       0.133206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.0069       0.833120       0.159983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        98.9802       0.833184       0.186657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        98.9534       0.833248       0.213330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        98.9269       0.833311       0.239752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        98.9005       0.833374       0.266171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        98.8741       0.833437       0.292480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        98.8478       0.833499       0.318699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        98.8216       0.833562       0.344843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        98.7955       0.833624       0.370869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        98.7695       0.833686       0.396818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        98.7436       0.833748       0.422693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        98.7177       0.833809       0.448487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        98.6920       0.833870       0.474166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        98.6663       0.833932       0.499746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        98.6407       0.833992       0.525264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        98.6153       0.834053       0.550659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        98.5899       0.834114       0.575993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.5646       0.834174       0.601246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        98.5394       0.834234       0.626371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        98.5143       0.834294       0.651439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        98.4892       0.834353       0.676400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        98.4643       0.834413       0.701284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        98.3961       0.834576       0.769277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        98.4147       0.834531       0.750762                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        98.3900       0.834589       0.775372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.3695       0.834639       0.795862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        98.3410       0.834706       0.824321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        98.3166       0.834764       0.848665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        98.2923       0.834822       0.872916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        98.2616       0.834895       0.903475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        98.2439       0.834937       0.921168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        98.2199       0.834994       0.945119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        98.1959       0.835051       0.969027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        98.1721       0.835108       0.992814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        98.1434       0.835162        1.01548       0.600092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        98.1131       0.835262        1.03657       0.150754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        98.0919       0.835438        1.05771       0.149815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        98.0708       0.835613        1.07872       0.148527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        98.0498       0.835787        1.09970       0.147535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        98.0288       0.835959        1.12060       0.146602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        98.0077       0.836131        1.14152       0.146155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        97.9871       0.836302        1.16221       0.143876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        97.9598       0.836480        1.18666       0.170402E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        97.9482       0.836663        1.20357       0.115721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        97.9249       0.836808        1.22412       0.141566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        97.9044       0.836975        1.24457       0.140503E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        97.8839       0.837141        1.26501       0.139561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        97.8635       0.837306        1.28538       0.138649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        97.8432       0.837470        1.30564       0.137401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        97.8229       0.837632        1.32585       0.136658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        97.8027       0.837794        1.34597       0.135691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        97.2800       0.837838        1.31661       0.150511E-001  0.550517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3315                 NaN            NaN  0.145293E-001  0.654020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3244                 NaN            NaN  0.145939E-001  0.661035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3226                 NaN            NaN  0.145069E-001  0.662894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3213                 NaN            NaN  0.143916E-001  0.664266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.5221                 NaN            NaN  0.100998E-001  0.467838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.0991                 NaN            NaN  0.188528E-001  0.882085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3052                 NaN            NaN  0.143998E-001  0.680377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3989                 NaN            NaN  0.124255E-001  0.588662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.1934                 NaN            NaN  0.164851E-001  0.790089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2877                 NaN            NaN  0.144347E-001  0.697915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2887                 NaN            NaN  0.143008E-001  0.696956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2795                 NaN            NaN  0.143780E-001  0.706124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2732                 NaN            NaN  0.144080E-001  0.712373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2680                 NaN            NaN  0.143918E-001  0.717594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2658                 NaN            NaN  0.142981E-001  0.719879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3425                 NaN            NaN  0.127511E-001  0.644717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.1730                 NaN            NaN  0.158879E-001  0.811153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2463                 NaN            NaN  0.143937E-001  0.739316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2477                 NaN            NaN  0.142555E-001  0.738016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2417                 NaN            NaN  0.143021E-001  0.744003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2361                 NaN            NaN  0.142980E-001  0.749648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2320                 NaN            NaN  0.142897E-001  0.753750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2278                 NaN            NaN  0.142749E-001  0.757921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2274                 NaN            NaN  0.141935E-001  0.758371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2133                 NaN            NaN  0.143954E-001  0.772298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2169                 NaN            NaN  0.142173E-001  0.768919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.9200                 NaN            NaN  0.195923E-001   1.06036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4993                 NaN            NaN  0.888887E-002  0.491835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2039                 NaN            NaN  0.142514E-001  0.781799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1992                 NaN            NaN  0.142752E-001  0.786530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1954                 NaN            NaN  0.142881E-001  0.790301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.1994                 NaN            NaN  0.141349E-001  0.786426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1922                 NaN            NaN  0.142065E-001  0.793558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1895                 NaN            NaN  0.142116E-001  0.796320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1872                 NaN            NaN  0.142069E-001  0.798594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.5110                 NaN            NaN  0.123041E-001  0.566932       0.909731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.4613                 NaN            NaN  0.994399E-002  0.249477        2.27924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.5512                 NaN            NaN  0.929380E-002  0.237017        2.20250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.5571                 NaN            NaN  0.915716E-002  0.228406        2.20530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6753                 NaN            NaN  0.843991E-002  0.223563        2.09269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.6751                 NaN            NaN  0.811808E-002  0.214205        2.10258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.7081                 NaN            NaN  0.762764E-002  0.206153        2.07808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.7814                 NaN            NaN  0.736051E-002  0.200904        2.01038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.8023                 NaN            NaN  0.695875E-002  0.192714        1.99799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.8413                 NaN            NaN  0.673867E-002  0.186031        1.96589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.8706                 NaN            NaN  0.621511E-002  0.179015        1.94422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9124                 NaN            NaN  0.597892E-002  0.172819        1.90882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9389                 NaN            NaN  0.563169E-002  0.165924        1.88952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.9773                 NaN            NaN  0.531239E-002  0.159898        1.85753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0032                 NaN            NaN  0.490511E-002  0.153336        1.83860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0369                 NaN            NaN  0.466209E-002  0.147339        1.81112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0655                 NaN            NaN  0.430177E-002  0.141199        1.78896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.0929                 NaN            NaN  0.397894E-002  0.135173        1.76792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1185                 NaN            NaN  0.367484E-002  0.129254        1.74857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1492                 NaN            NaN  0.341186E-002  0.123659        1.72377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1728                 NaN            NaN  0.304537E-002  0.117968        1.70615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.1982                 NaN            NaN  0.275433E-002  0.112442        1.68657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2222                 NaN            NaN  0.243865E-002  0.106890        1.66850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2446                 NaN            NaN  0.222590E-002  0.101429        1.65171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2675                 NaN            NaN  0.197993E-002  0.113915        1.61662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.2857                 NaN            NaN  0.141516E-002  0.728089E-001   1.64011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.3120                 NaN            NaN  0.123984E-002  0.862156E-001   1.60057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3311                 NaN            NaN  0.921172E-003  0.810350E-001   1.58697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3490                 NaN            NaN  0.619384E-003  0.760272E-001   1.57437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3680                 NaN            NaN  0.318574E-003  0.715843E-001   1.56011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.3854                 NaN            NaN  0.121394E-002  0.672112E-001   1.54622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.4039                 NaN            NaN            NaN  0.619867E-001   1.53412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4235                 NaN            NaN  0.129776E-002  0.602939E-001   1.51490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.4379                 NaN            NaN  0.848312E-003  0.504819E-001   1.51078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4528                 NaN            NaN            NaN  0.554013E-001   1.49184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4682                 NaN            NaN            NaN  0.457917E-001   1.48603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.3722                 NaN            NaN            NaN  0.445522E-001   1.58325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.6044                 NaN            NaN            NaN  0.356375E-001   1.35998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.5077                 NaN            NaN  0.218838E-003  0.362150E-001   1.45587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5215                 NaN            NaN            NaN  0.314883E-001   1.44704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.3723                 NaN            NaN            NaN  0.331385E-002  0.622027        1.00233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.1983                 NaN            NaN  0.124748E-001  0.111141E-005            NaN   1.78920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.1496                 NaN            NaN  0.200763E-001            NaN            NaN   1.83029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.1198                 NaN            NaN  0.199247E-001            NaN            NaN   1.86028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.0711                 NaN            NaN  0.198488E-001            NaN            NaN   1.90903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.0000                 NaN            NaN  0.197274E-001            NaN            NaN   1.98032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        97.9031                 NaN            NaN  0.196235E-001            NaN            NaN   2.07732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        97.7122                 NaN            NaN  0.195637E-001            NaN            NaN   2.26825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        97.0164                 NaN            NaN  0.182223E-001            NaN            NaN   1.99490       0.970482                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        96.8955                 NaN            NaN  0.170256E-001            NaN            NaN   2.65841       0.429058                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        96.9401                 NaN            NaN  0.153303E-001  0.205966                 NaN   2.83856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        96.9912                 NaN            NaN  0.146205E-001  0.268626                 NaN   2.72551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.0696                 NaN            NaN  0.138912E-001  0.271574                 NaN   2.64497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.1467                 NaN            NaN  0.131763E-001  0.279474                 NaN   2.56064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.2117                 NaN            NaN  0.127172E-001  0.263836                 NaN   2.51175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.0696                 NaN  0.758233E-001  0.108699E-001  0.129775                 NaN   2.71394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
