|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1957.39        500.000        99.7286       0.271355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.7286       0.271371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.7286       0.271388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.7286       0.271404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.7286       0.271421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.7286       0.271437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.7285       0.271454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.7285       0.271470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.7285       0.271487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.7285       0.271504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.7285       0.271520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.7285       0.271537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.7284       0.271553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.7284       0.271570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.7284       0.271587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.7284       0.271603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.7284       0.271620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.7284       0.271637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.7283       0.271653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.7283       0.271670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.7283       0.271687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.7283       0.271703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.7283       0.271720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.7283       0.271737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.7282       0.271752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.7282       0.271770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.7282       0.271787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.7282       0.271808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.7282       0.271821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.7282       0.271837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.7281       0.271854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.7281       0.271871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.1799       0.271990       0.548091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4083                 NaN  0.591719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4117                 NaN  0.588296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4157                 NaN  0.584254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4183                 NaN  0.581659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4212                 NaN  0.578786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4209                 NaN  0.579141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4269                 NaN  0.573107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4300                 NaN  0.570007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4309                 NaN  0.569148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4335                 NaN  0.566475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4341                 NaN  0.565916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4384                 NaN  0.561563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4387                 NaN  0.561347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4421                 NaN  0.557931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4418                 NaN  0.558208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4457                 NaN  0.554304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.2027                 NaN  0.797330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.6890                 NaN  0.311046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4497                 NaN  0.550283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4376                 NaN  0.549797       0.126097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4543                 NaN  0.545700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4499                 NaN  0.546499       0.360671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4460                 NaN  0.544613       0.943600E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4468                 NaN  0.543809       0.941830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4471                 NaN  0.543552       0.939420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4480                 NaN  0.542626       0.936404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4487                 NaN  0.541977       0.934366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4495                 NaN  0.541179       0.932183E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        98.5657                 NaN   1.40995       0.243514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.7281                 NaN  0.267116       0.474947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.9998                 NaN            NaN  0.172341E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5564                 NaN  0.436542       0.703651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.9994                 NaN            NaN  0.581535E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        98.8648                 NaN   1.11682       0.184330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4493                 NaN  0.541489       0.920207E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4514                 NaN  0.539422       0.913780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4504                 NaN  0.540419       0.913424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.2758                 NaN  0.712246       0.119293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.6229                 NaN  0.370761       0.635662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4485                 NaN  0.542394       0.906646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4465                 NaN  0.544452       0.908318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4469                 NaN  0.544058       0.903472E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3199                 NaN  0.669060       0.110453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5711                 NaN  0.421921       0.695621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4432                 NaN  0.547771       0.900759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3888                 NaN  0.602126       0.910721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4986                 NaN  0.492576       0.878931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4383                 NaN  0.552720       0.896410E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4423                 NaN  0.548828       0.886105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4373                 NaN  0.553759       0.890402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4373                 NaN  0.553856       0.888624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4292                 NaN  0.561850       0.893749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4376                 NaN  0.553588       0.876641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.7014                 NaN   1.27846       0.201580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.9994                 NaN            NaN  0.630473E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5913                 NaN  0.403081       0.564561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4271                 NaN  0.564158       0.878246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4243                 NaN  0.566887       0.876982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4241                 NaN  0.567213       0.873236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4208                 NaN  0.570432       0.873705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4198                 NaN  0.571476       0.871182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4175                 NaN  0.573771       0.869925E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2127                 NaN  0.775563       0.117788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.6178                 NaN  0.376583       0.563292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4109                 NaN  0.580401       0.865451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4095                 NaN  0.581858       0.863667E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4074                 NaN  0.583952       0.862931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3822                 NaN  0.608434       0.933101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4258                 NaN  0.566298       0.787685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4011                 NaN  0.590347       0.857670E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3982                 NaN  0.593242       0.858612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3983                 NaN  0.593142       0.852996E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3963                 NaN  0.595226       0.852054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3937                 NaN  0.597772       0.851804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3925                 NaN  0.599030       0.849672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3900                 NaN  0.601536       0.848086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3873                 NaN  0.604272       0.847611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.9296                 NaN  0.626466E-001  0.773314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.8462                 NaN   1.14470       0.909175E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3733                 NaN  0.618052       0.864539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3955                 NaN  0.596303       0.817866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3817                 NaN  0.609937       0.838428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3814                 NaN  0.610250       0.834216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3804                 NaN  0.611279       0.832714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3788                 NaN  0.612827       0.832742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3779                 NaN  0.613759       0.830103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3768                 NaN  0.614931       0.830102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3781                 NaN  0.613613       0.823988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3777                 NaN  0.614070       0.822140E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3765                 NaN  0.615251       0.820654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3764                 NaN  0.615392       0.818693E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3760                 NaN  0.615832       0.816544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3747                 NaN  0.617167       0.816619E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3784                 NaN  0.613502       0.809190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4950                 NaN  0.493175       0.118347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2612                 NaN  0.734512       0.427438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3799                 NaN  0.612071       0.802934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3802                 NaN  0.611830       0.800725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3807                 NaN  0.611278       0.798342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3826                 NaN  0.609395       0.795916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3842                 NaN  0.607889       0.791280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3853                 NaN  0.606833       0.788973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3864                 NaN  0.605747       0.785954E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3899                 NaN  0.602302       0.781075E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3911                 NaN  0.601149       0.779082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3905                 NaN  0.601681       0.781127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3967                 NaN  0.595616       0.770175E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2517                 NaN  0.738505       0.984057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.5502                 NaN  0.444383       0.544803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4033                 NaN  0.589061       0.761813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4034                 NaN  0.589024       0.761881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4110                 NaN  0.581474       0.751292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4116                 NaN  0.580925       0.750810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4156                 NaN  0.576980       0.745735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4155                 NaN  0.577015       0.746646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4254                 NaN  0.567297       0.733736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4243                 NaN  0.568324       0.737020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4298                 NaN  0.562863       0.730847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4332                 NaN  0.559554       0.725080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4354                 NaN  0.557341       0.724870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4394                 NaN  0.553432       0.718151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4450                 NaN  0.547871       0.712292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7875                 NaN   1.19603       0.164222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.5699                 NaN  0.425426       0.470865E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4613                 NaN  0.531775       0.694137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4644                 NaN  0.528734       0.691607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4686                 NaN  0.524543       0.686510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4730                 NaN  0.520228       0.681613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4773                 NaN  0.515902       0.676952E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4803                 NaN  0.512915       0.673733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4864                 NaN  0.506960       0.666442E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4900                 NaN  0.503412       0.662455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4943                 NaN  0.499100       0.658423E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4988                 NaN  0.494692       0.653038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5041                 NaN  0.489473       0.646958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5077                 NaN  0.485905       0.644273E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5125                 NaN  0.481141       0.638586E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5165                 NaN  0.477141       0.634444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5207                 NaN  0.472976       0.629826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5261                 NaN  0.467629       0.623071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5299                 NaN  0.463902       0.618783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5296                 NaN  0.454235       0.599479E-002  0.102095E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1393                 NaN  0.591328E-001            NaN  0.801574                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1200                 NaN  0.116717E-001            NaN  0.868279                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1320                 NaN  0.465998E-001            NaN  0.821440                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1489                 NaN  0.293368E-001            NaN  0.821715                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1554                 NaN  0.277309E-001            NaN  0.816830                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1652                 NaN  0.263138E-001            NaN  0.808514                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1769                 NaN  0.306610E-001            NaN  0.792404                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1871                 NaN  0.259673E-001            NaN  0.786889                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1935                 NaN  0.240696E-001            NaN  0.782448                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2036                 NaN  0.223160E-001            NaN  0.774054                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2115                 NaN  0.215317E-001            NaN  0.766966                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2164                 NaN  0.186531E-001            NaN  0.764919                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2311                 NaN  0.181686E-001            NaN  0.750723                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2379                 NaN  0.192995E-001            NaN  0.742798                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2441                 NaN  0.166695E-001            NaN  0.739256                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1084                 NaN            NaN            NaN  0.135488       0.756149                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0760                 NaN            NaN            NaN            NaN  0.923972                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0808                 NaN            NaN            NaN            NaN  0.919168                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0946                 NaN            NaN            NaN  0.203757       0.701619                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0850                 NaN            NaN            NaN            NaN  0.915012                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0898                 NaN            NaN            NaN            NaN  0.910214                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0889                 NaN            NaN            NaN            NaN  0.911060                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0879                 NaN            NaN            NaN            NaN  0.912150                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0879                 NaN            NaN            NaN            NaN  0.912064                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0860                 NaN            NaN            NaN            NaN  0.913954                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0819                 NaN            NaN            NaN            NaN  0.918112                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0750                 NaN            NaN            NaN            NaN  0.925027                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0692                 NaN            NaN            NaN            NaN  0.930829                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0567                 NaN            NaN  0.479678E-003            NaN  0.942815                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0423                 NaN            NaN  0.238327E-002            NaN  0.955364                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0105                 NaN            NaN  0.152817E-002            NaN  0.987948                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7306                 NaN            NaN  0.323335E-002            NaN  0.628384       0.637808                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5892                 NaN            NaN  0.225670E-002            NaN  0.441656       0.966886                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6185                 NaN            NaN  0.212282E-002            NaN  0.942902       0.436425                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6342                 NaN            NaN  0.198456E-002            NaN  0.931239       0.432529                 NaN            NaN            NaN            NaN
