|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4235       0.576514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4020       0.598016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4053       0.594698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4093       0.590661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4122       0.587799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4167       0.583309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4193       0.580732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4130       0.586989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4356       0.564360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4235       0.574196       0.234399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4343       0.563008       0.272450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4266       0.563367       0.999385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4267       0.563225       0.100263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3656       0.623323       0.111006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5032       0.488078       0.869557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4348       0.555229       0.997403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4372       0.552897       0.988804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4438       0.546452       0.974350E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4434       0.546815       0.977999E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4450       0.545224       0.974021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4453       0.544924       0.974672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4481       0.542229       0.968552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.6510       0.342799       0.621750E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.2507       0.736224       0.130966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4511       0.539259       0.962188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4524       0.538042       0.959438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4525       0.537949       0.958891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4530       0.537417       0.958656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4536       0.536894       0.955070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4561       0.534372       0.948180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4555       0.535062       0.947037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4544       0.536093       0.950291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4569       0.533707       0.940912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4549       0.535681       0.943883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4564       0.534228       0.937510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4548       0.535772       0.938573E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4540       0.536653       0.937317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4539       0.536737       0.933934E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4947       0.496653       0.862031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4098       0.580194       0.100200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4515       0.539216       0.927935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4485       0.542191       0.930110E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4494       0.541356       0.924287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4455       0.545267       0.926400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4459       0.544931       0.921499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4439       0.546856       0.921199E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4409       0.549880       0.921235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4391       0.551697       0.919948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4391       0.551747       0.916022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4356       0.555229       0.915086E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4328       0.558078       0.915891E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.8381       0.159289       0.259758E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.0192       0.965168       0.156571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4242       0.566633       0.912038E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4707       0.520939       0.833906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3703       0.619860       0.986623E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4176       0.573385       0.905795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1860       0.801387       0.125796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.7476       0.248536       0.388901E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2954       0.693881       0.107285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3494       0.641441       0.915720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4555       0.535531       0.892988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3977       0.593248       0.900509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3892       0.601783       0.905699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3896       0.601360       0.899651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3849       0.606044       0.900928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3801       0.610849       0.901087E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.9449       0.542949E-001  0.790742E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.8052        1.17760       0.171858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3678       0.623236       0.900997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3850       0.606305       0.869608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.9683       0.297626E-001  0.189500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.7200        1.26353       0.164671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3576       0.633574       0.887166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3714       0.619915       0.866053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3173       0.673423       0.932448E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3378       0.653203       0.898732E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3351       0.655958       0.896686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3297       0.661298       0.898507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3255       0.665523       0.897771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3220       0.669086       0.895867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3172       0.673827       0.897947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3245       0.666717       0.883010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2938       0.697059       0.913817E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3049       0.686101       0.900679E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3064       0.684680       0.890007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3143       0.676891       0.875967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2777       0.713146       0.917288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2913       0.699753       0.897458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2906       0.700472       0.892673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2855       0.705558       0.896507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2834       0.707695       0.893318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2810       0.710095       0.893874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2093       0.780575       0.101452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3472       0.645012       0.774058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2759       0.715167       0.891258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2727       0.718420       0.890875E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2713       0.719768       0.891371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2723       0.718837       0.887933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2689       0.722200       0.889375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2697       0.721421       0.887325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2665       0.724625       0.889973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2626       0.728411       0.894497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2715       0.719722       0.878883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2738       0.717380       0.878460E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.9369        1.05001       0.131178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.5064       0.487764       0.583093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3669       0.625689       0.742747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2729       0.718344       0.877564E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2761       0.715114       0.875127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2777       0.713614       0.873282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2792       0.712110       0.872110E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2716       0.719593       0.877666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2918       0.699562       0.858949E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2903       0.701044       0.861186E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2911       0.700299       0.862046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2944       0.697042       0.859387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2979       0.693565       0.857464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.7047       0.308074                 NaN  0.987220                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4467       0.125401                 NaN   1.42791                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4748       0.122281                 NaN   1.40288                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5029       0.116982                 NaN   1.38008                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.5293       0.114296                 NaN   1.35644                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.8204       0.881341E-001            NaN   1.09151                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3169       0.128491                 NaN   1.55460                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6068       0.106057                 NaN   1.28718                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.6261       0.975172E-001            NaN   1.27642                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.6515       0.956782E-001            NaN   1.25281                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6808       0.959715E-001            NaN   1.22322                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6742       0.836003E-001            NaN   1.24217                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7410       0.963424E-001            NaN   1.16262                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7420       0.855719E-001            NaN   1.17245                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7596       0.811591E-001            NaN   1.15926                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7793       0.788931E-001            NaN   1.14182                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7963       0.760639E-001            NaN   1.12761                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8202       0.792593E-001            NaN   1.10056                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8230       0.691491E-001            NaN   1.10787                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8640       0.684841E-001            NaN   1.06752                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8679       0.679557E-001            NaN   1.06410                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8860       0.622091E-001            NaN   1.05177                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9012       0.592044E-001            NaN   1.03959                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9126       0.544067E-001            NaN   1.03298                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9268       0.562717E-001            NaN   1.01689                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1460       0.510567E-001            NaN  0.802985                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7753       0.675969E-001            NaN   1.15713                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9775       0.490087E-001            NaN  0.973512                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9888       0.444337E-001            NaN  0.966798                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0021       0.446867E-001            NaN  0.953261                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0102       0.401166E-001            NaN  0.949705                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0283       0.377621E-001            NaN  0.933896                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0393       0.365399E-001            NaN  0.924198                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0483       0.313743E-001            NaN  0.920364                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0547       0.276878E-001            NaN  0.917624                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0743       0.247642E-001            NaN  0.900913                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0800       0.232482E-001            NaN  0.896784                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0902       0.252671E-001            NaN  0.884561                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1073       0.213386E-001            NaN  0.871408                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1124       0.179765E-001            NaN  0.869642                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1225       0.166851E-001            NaN  0.860816                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1301       0.118464E-001            NaN  0.858006                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1428       0.216414E-001            NaN  0.835606                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1460                 NaN            NaN  0.853984                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1569       0.539949E-002            NaN  0.837745                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1658       0.724110E-002            NaN  0.826935                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1797       0.345180E-001            NaN  0.785819                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1865                 NaN            NaN  0.813518                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1908                 NaN            NaN  0.809242                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1972                 NaN            NaN  0.802787                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2072       0.109390E-005            NaN  0.792789                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2119       0.837721E-002            NaN  0.779675                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7176       0.214980                 NaN   1.06747                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.7830                 NaN            NaN  0.217022                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2372                 NaN            NaN  0.762795                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2372                 NaN            NaN  0.762806                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2523                 NaN            NaN  0.747745                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2529                 NaN            NaN  0.747069                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2584                 NaN            NaN  0.741644                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2642       0.202647E-005            NaN  0.735780                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1039                 NaN            NaN            NaN  0.896057                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0821                 NaN            NaN            NaN  0.917853                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0790                 NaN            NaN            NaN  0.920992                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0765                 NaN            NaN            NaN  0.923505                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0680                 NaN            NaN            NaN  0.931975                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0618                 NaN            NaN            NaN  0.938224                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0456                 NaN            NaN            NaN  0.954381                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0143                 NaN            NaN            NaN  0.985735                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.9971                 NaN            NaN            NaN   1.00286                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5633                 NaN            NaN            NaN   1.00478       0.431961                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5585                 NaN            NaN            NaN   1.04575       0.395733                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5770                 NaN            NaN            NaN   1.03206       0.390914                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5954                 NaN            NaN            NaN  0.386007        1.01863                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6109                 NaN            NaN            NaN   1.01006       0.379034                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6298                 NaN            NaN            NaN  0.377026       0.993220                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6456                 NaN            NaN            NaN  0.982819       0.371556                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6620                 NaN            NaN            NaN  0.968087       0.369942                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6753                 NaN            NaN            NaN  0.960867       0.363858                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6902                 NaN            NaN            NaN  0.948872       0.360976                 NaN            NaN            NaN            NaN
  1408.52        500.000        97.2077                 NaN            NaN            NaN   1.03721        1.02727       0.727792                 NaN            NaN            NaN
  1406.02        500.000        96.3004                 NaN            NaN            NaN   1.44268        1.07199        1.18494                 NaN            NaN            NaN
  1403.51        500.000        96.4057                 NaN            NaN            NaN   1.04472        1.39888        1.15072                 NaN            NaN            NaN
  1401.00        500.000        96.5014                 NaN            NaN            NaN   1.01537        1.36469        1.11855                 NaN            NaN            NaN
  1398.50        500.000        96.5956                 NaN            NaN            NaN  0.987857        1.32954        1.08699                 NaN            NaN            NaN
  1395.99        500.000        96.6790       0.205341E-005            NaN            NaN  0.963651        1.29848        1.05888                 NaN            NaN            NaN
  1393.48        500.000        96.7640                 NaN            NaN            NaN   1.26757       0.937979        1.03045                 NaN            NaN            NaN
  1390.98        500.000        96.8429                 NaN            NaN            NaN  0.913765        1.23936        1.00396                 NaN            NaN            NaN
  1388.47        500.000        96.9031       0.281741                 NaN            NaN   1.07934       0.699638        1.03623                 NaN            NaN            NaN
  1385.96        500.000        96.9661       0.496156                 NaN            NaN   1.20792       0.274716        1.05507                 NaN            NaN            NaN
  1383.46        500.000        97.0434       0.504585                 NaN            NaN  0.222299        1.19897        1.03075                 NaN            NaN            NaN
  1380.95        500.000        97.1171       0.513462                 NaN            NaN   1.19093       0.170670        1.00788                 NaN            NaN            NaN
