|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1922.31        500.000        99.0122                 NaN  0.964181       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.0122                 NaN  0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.0122                 NaN  0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.0122                 NaN  0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.0122                 NaN  0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.0122                 NaN  0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.0122                 NaN  0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.0122                 NaN  0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.0122                 NaN  0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.0122                 NaN  0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.0122                 NaN  0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.0122                 NaN  0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.0122                 NaN  0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.0122                 NaN  0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.0122                 NaN  0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.0122                 NaN  0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.0122                 NaN  0.964177       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.0122                 NaN  0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.0122                 NaN  0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.0122                 NaN  0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.0122                 NaN  0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.0122                 NaN  0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.0122                 NaN  0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.0122                 NaN  0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.0122                 NaN  0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.0122                 NaN  0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.0122                 NaN  0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.0122                 NaN  0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.0122                 NaN  0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.0122                 NaN  0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.0122                 NaN  0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.0122                 NaN  0.964173       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.0122                 NaN  0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.0122                 NaN  0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.0122                 NaN  0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.0122                 NaN  0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.0122                 NaN  0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.0122                 NaN  0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.0122                 NaN  0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.0122                 NaN  0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.0122                 NaN  0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.0122                 NaN  0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.0122                 NaN  0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.0122                 NaN  0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0122                 NaN  0.964169       0.236653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.0003                 NaN  0.964201       0.236661E-001  0.118307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        98.9772                 NaN  0.964265       0.236677E-001  0.348501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        98.9542                 NaN  0.964328       0.236693E-001  0.577715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        98.9313                 NaN  0.964391       0.236708E-001  0.805958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        98.9084                 NaN  0.964454       0.236724E-001  0.103491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        98.8858                 NaN  0.964516       0.236739E-001  0.125977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        98.8632                 NaN  0.964579       0.236754E-001  0.148580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        98.8407                 NaN  0.964641       0.236769E-001  0.170979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        98.8183                 NaN  0.964702       0.236785E-001  0.193304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        98.7642                 NaN  0.964851       0.236821E-001  0.247238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        98.7367                 NaN  0.964927       0.236840E-001  0.274738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.7517                 NaN  0.964886       0.236830E-001  0.259721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        98.7297                 NaN  0.964947       0.236844E-001  0.281686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        98.7078                 NaN  0.965007       0.236859E-001  0.303528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        98.6861                 NaN  0.965067       0.236874E-001  0.325195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.6642                 NaN  0.965127       0.236889E-001  0.346952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        98.6596                 NaN  0.965140       0.236892E-001  0.351575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        98.6210                 NaN  0.965246       0.236918E-001  0.390019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        98.5997                 NaN  0.965304       0.236932E-001  0.411318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.5784                 NaN  0.965363       0.236947E-001  0.432563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        98.5570                 NaN  0.965422       0.236961E-001  0.453891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        98.5360                 NaN  0.965480       0.236975E-001  0.474828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        98.5149                 NaN  0.965538       0.236990E-001  0.495818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.4941                 NaN  0.965595       0.237004E-001  0.516623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        98.4732                 NaN  0.965653       0.237018E-001  0.537432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        98.4525                 NaN  0.965710       0.237032E-001  0.558130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        98.4318                 NaN  0.965766       0.237046E-001  0.578704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.4114                 NaN  0.965823       0.237059E-001  0.599120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        98.3909                 NaN  0.965879       0.237073E-001  0.619530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        98.3706                 NaN  0.965935       0.237087E-001  0.639785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        98.3503                 NaN  0.965991       0.237101E-001  0.659961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.3302                 NaN  0.966046       0.237114E-001  0.680033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        98.3101                 NaN  0.966101       0.237128E-001  0.700065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        98.2902                 NaN  0.966156       0.237141E-001  0.719922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        98.2704                 NaN  0.966210       0.237155E-001  0.739694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.2506                 NaN  0.966265       0.237168E-001  0.759392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.2310                 NaN  0.966319       0.237181E-001  0.779003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        98.2114                 NaN  0.966373       0.237194E-001  0.798484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        98.1901                 NaN  0.966431       0.237209E-001  0.819755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        98.1726                 NaN  0.966479       0.237221E-001  0.837191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        98.1533                 NaN  0.966532       0.237234E-001  0.856426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        98.1342                 NaN  0.966585       0.237247E-001  0.875530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        98.1150                 NaN  0.966638       0.237259E-001  0.894589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.1002                 NaN  0.966678       0.237269E-001  0.909374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        98.0772                 NaN  0.966742       0.237285E-001  0.932337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        98.0585                 NaN  0.966793       0.237298E-001  0.950948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        98.0398                 NaN  0.966844       0.237310E-001  0.969616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.0213                 NaN  0.966895       0.237323E-001  0.988080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.0027                 NaN  0.966946       0.237335E-001   1.00663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        97.9844                 NaN  0.966996       0.237348E-001   1.02485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        97.9662                 NaN  0.967047       0.237360E-001   1.04306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        97.9480                 NaN  0.967096       0.237372E-001   1.06119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        97.9295                 NaN  0.967146       0.237384E-001   1.07914       0.509938E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        97.9004                 NaN  0.967193       0.237396E-001   1.09469       0.140204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        97.8847                 NaN  0.967371       0.237440E-001   1.11030       0.139021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        97.8691                 NaN  0.967548       0.237483E-001   1.12583       0.138084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        97.8535                 NaN  0.967724       0.237526E-001   1.14131       0.137215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        97.8380                 NaN  0.967899       0.237569E-001   1.15669       0.136065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        97.8227                 NaN  0.968072       0.237612E-001   1.17198       0.134757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        97.8074                 NaN  0.968244       0.237654E-001   1.18719       0.133968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        97.7921                 NaN  0.968415       0.237696E-001   1.20236       0.133247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        97.7771                 NaN  0.968584       0.237737E-001   1.21739       0.131597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        97.7619                 NaN  0.968753       0.237779E-001   1.23241       0.131171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        97.7092                 NaN  0.968976       0.237833E-001   1.26743       0.305970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        97.7275                 NaN  0.969289       0.237910E-001   1.27399       0.541845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        97.7236                 NaN  0.969354       0.237926E-001   1.27867       0.462326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        97.7254                 NaN  0.969406       0.237939E-001   1.28137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        97.2895                 NaN  0.969354       0.232321E-001   1.26288       0.248695E-001  0.430191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.6044                 NaN            NaN            NaN            NaN  0.136572E-001  0.381962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3144                 NaN            NaN            NaN            NaN  0.139618E-001  0.671592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3147                 NaN            NaN            NaN            NaN  0.139262E-001  0.671326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3133                 NaN            NaN            NaN            NaN  0.139260E-001  0.672738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3167                 NaN            NaN            NaN            NaN  0.138625E-001  0.669470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2792                 NaN            NaN            NaN            NaN  0.146362E-001  0.706115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3559                 NaN            NaN            NaN            NaN  0.130499E-001  0.631014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3178                 NaN            NaN            NaN            NaN  0.138187E-001  0.668393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.8931                 NaN            NaN            NaN            NaN  0.223690E-001   1.08457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.7505                 NaN            NaN            NaN            NaN  0.504739E-002  0.244468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3229                 NaN            NaN            NaN            NaN  0.137184E-001  0.663362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3251                 NaN            NaN            NaN            NaN  0.136769E-001  0.661192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3236                 NaN            NaN            NaN            NaN  0.136948E-001  0.662737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3322                 NaN            NaN            NaN            NaN  0.135382E-001  0.654304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3290                 NaN            NaN            NaN            NaN  0.136198E-001  0.657348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3351                 NaN            NaN            NaN            NaN  0.134875E-001  0.651459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3364                 NaN            NaN            NaN            NaN  0.134704E-001  0.650123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3361                 NaN            NaN            NaN            NaN  0.135121E-001  0.650423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3436                 NaN            NaN            NaN            NaN  0.133553E-001  0.643089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3423                 NaN            NaN            NaN            NaN  0.134029E-001  0.644257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3506                 NaN            NaN            NaN            NaN  0.132543E-001  0.636160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3507                 NaN            NaN            NaN            NaN  0.132629E-001  0.636068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3532                 NaN            NaN            NaN            NaN  0.132553E-001  0.633521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6847                 NaN            NaN            NaN            NaN            NaN  0.163444        1.15190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5289                 NaN            NaN            NaN            NaN            NaN  0.389050E-001   1.43218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5583                 NaN            NaN            NaN            NaN            NaN  0.502079E-001   1.39148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5858                 NaN            NaN            NaN            NaN            NaN  0.406225E-001   1.37356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5930                 NaN            NaN            NaN            NaN            NaN  0.411901E-001   1.36581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6356                 NaN            NaN            NaN            NaN            NaN  0.369812E-001   1.32743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4857                 NaN            NaN            NaN            NaN            NaN  0.357321E-001   1.47862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
