|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1892.23        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.9476                 NaN            NaN  0.511385E-001  0.130659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4246                 NaN            NaN  0.569203       0.621232E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4184                 NaN            NaN  0.566223       0.153390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4193                 NaN            NaN  0.565376       0.153318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4260                 NaN            NaN  0.558830       0.151684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4267                 NaN            NaN  0.558072       0.152010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4284                 NaN            NaN  0.556411       0.152200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4320                 NaN            NaN  0.552914       0.150934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4345                 NaN            NaN  0.550503       0.150359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4363                 NaN            NaN  0.548687       0.150215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4376                 NaN            NaN  0.547352       0.150073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4417                 NaN            NaN  0.543383       0.148987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4409                 NaN            NaN  0.544135       0.149743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4460                 NaN            NaN  0.539153       0.148164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4469                 NaN            NaN  0.538307       0.148007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4483                 NaN            NaN  0.536949       0.147644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4495                 NaN            NaN  0.535805       0.147445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4513                 NaN            NaN  0.534004       0.146863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4529                 NaN            NaN  0.532471       0.146521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4536                 NaN            NaN  0.531785       0.146216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4548                 NaN            NaN  0.530598       0.145781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4560                 NaN            NaN  0.529483       0.145516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4580                 NaN            NaN  0.527534       0.144714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4528                 NaN            NaN  0.532560       0.146288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4642                 NaN            NaN  0.521573       0.142626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4599                 NaN            NaN  0.525748       0.143995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4604                 NaN            NaN  0.525226       0.143519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4602                 NaN            NaN  0.525468       0.143308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4619                 NaN            NaN  0.523805       0.142670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4614                 NaN            NaN  0.524378       0.142683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4598                 NaN            NaN  0.525916       0.142910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.2977                 NaN            NaN  0.683871       0.184467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6268                 NaN            NaN  0.363373       0.978357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4618                 NaN            NaN  0.524138       0.141032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4637                 NaN            NaN  0.522273       0.140409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4617                 NaN            NaN  0.524189       0.140814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4500                 NaN            NaN  0.535465       0.144881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4683                 NaN            NaN  0.517990       0.137100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4645                 NaN            NaN  0.521664       0.137961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4625                 NaN            NaN  0.523630       0.138568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4593                 NaN            NaN  0.526751       0.138991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4594                 NaN            NaN  0.526790       0.138404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4576                 NaN            NaN  0.528584       0.138427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4574                 NaN            NaN  0.528757       0.137936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4558                 NaN            NaN  0.530419       0.137876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4538                 NaN            NaN  0.532402       0.137750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4539                 NaN            NaN  0.532334       0.137183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4494                 NaN            NaN  0.536792       0.137762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4543                 NaN            NaN  0.532067       0.135876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4490                 NaN            NaN  0.537309       0.136488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4478                 NaN            NaN  0.538549       0.136305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4465                 NaN            NaN  0.539870       0.136020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4415                 NaN            NaN  0.544821       0.136320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4446                 NaN            NaN  0.541867       0.134880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4389                 NaN            NaN  0.547542       0.135892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4408                 NaN            NaN  0.545774       0.134216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4567                 NaN            NaN  0.530299       0.129856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4128                 NaN            NaN  0.573191       0.139902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4352                 NaN            NaN  0.551477       0.133564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4306                 NaN            NaN  0.555954       0.134078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4270                 NaN            NaN  0.559581       0.134240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4234                 NaN            NaN  0.563134       0.134614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        98.5270                 NaN            NaN   1.43905       0.339686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.9941                 NaN            NaN            NaN  0.587946E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.7735                 NaN            NaN  0.224427       0.211760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3987                 NaN            NaN  0.589966       0.113111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4094                 NaN            NaN  0.577279       0.133616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4154                 NaN            NaN  0.571457       0.131213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4089                 NaN            NaN  0.577912       0.132195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4050                 NaN            NaN  0.581773       0.132140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3975                 NaN            NaN  0.589219       0.132980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4062                 NaN            NaN  0.580742       0.130451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4423                 NaN            NaN  0.545525       0.121580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.9651                 NaN            NaN  0.340187E-001  0.879467E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        98.7690                 NaN            NaN   1.20454       0.264781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3977                 NaN            NaN  0.589413       0.129119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3962                 NaN            NaN  0.590994       0.128444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3737                 NaN            NaN  0.613083       0.132651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3829                 NaN            NaN  0.604054       0.130129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3784                 NaN            NaN  0.608499       0.130540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3840                 NaN            NaN  0.603190       0.128276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3682                 NaN            NaN  0.618705       0.131440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3683                 NaN            NaN  0.618596       0.130684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3748                 NaN            NaN  0.612395       0.128356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3686                 NaN            NaN  0.618444       0.129093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3646                 NaN            NaN  0.622417       0.129334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3644                 NaN            NaN  0.622744       0.128567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3618                 NaN            NaN  0.625371       0.128720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3328                 NaN            NaN  0.653838       0.133704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.6145                 NaN            NaN  0.377829       0.771271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1242                 NaN            NaN  0.858372       0.174278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3548                 NaN            NaN  0.632384       0.127832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3533                 NaN            NaN  0.633981       0.127623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3517                 NaN            NaN  0.635577       0.127446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3486                 NaN            NaN  0.638619       0.127581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3489                 NaN            NaN  0.638405       0.127381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3391                 NaN            NaN  0.648013       0.128587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4906                 NaN            NaN  0.499527       0.987021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2112                 NaN            NaN  0.773546       0.152557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3455                 NaN            NaN  0.641858       0.126057E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3416                 NaN            NaN  0.645745       0.126774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3495                 NaN            NaN  0.638056       0.124684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3442                 NaN            NaN  0.643289       0.125302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.4608                 NaN            NaN   2.49076       0.484241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.9053                 NaN            NaN  0.929078E-001  0.183908E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3465                 NaN            NaN  0.641083       0.123829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3488                 NaN            NaN  0.638905       0.123415E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3488                 NaN            NaN  0.638886       0.123217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3497                 NaN            NaN  0.637995       0.122891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3510                 NaN            NaN  0.636746       0.122460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3531                 NaN            NaN  0.634725       0.121989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.7827                 NaN            NaN  0.213219       0.407202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.9278                 NaN            NaN   1.05201       0.201685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3582                 NaN            NaN  0.629719       0.120934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.1409                 NaN            NaN  0.491268       0.528716E-002  0.362513                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5209                 NaN            NaN  0.915946E-001            NaN   1.38751                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5459                 NaN            NaN  0.105592                 NaN   1.34847                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5709                 NaN            NaN  0.938199E-001            NaN   1.33524                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5940                 NaN            NaN  0.894100E-001            NaN   1.31657                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.6164                 NaN            NaN  0.879123E-001            NaN   1.29566                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6419                 NaN            NaN  0.845860E-001            NaN   1.27353                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6617                 NaN            NaN  0.802382E-001            NaN   1.25807                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6799                 NaN            NaN  0.765347E-001            NaN   1.24361                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7025                 NaN            NaN  0.722557E-001            NaN   1.22523                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7231                 NaN            NaN  0.702312E-001            NaN   1.20664                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7393                 NaN            NaN  0.672120E-001            NaN   1.19344                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7618                 NaN            NaN  0.488901E-001            NaN   1.18931                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7777                 NaN            NaN  0.830614E-001            NaN   1.13920                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8001                 NaN            NaN  0.580936E-001            NaN   1.14181                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8137                 NaN            NaN  0.545938E-001            NaN   1.13175                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8286                 NaN            NaN  0.511825E-001            NaN   1.12017                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8466                 NaN            NaN  0.507172E-001            NaN   1.10272                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8605                 NaN            NaN  0.444201E-001            NaN   1.09505                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8717                 NaN            NaN  0.438083E-001            NaN   1.08453                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8960                 NaN            NaN  0.382399E-001            NaN   1.06575                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9045                 NaN            NaN  0.356356E-001            NaN   1.05990                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9212                 NaN            NaN  0.359981E-001            NaN   1.04282                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9322                 NaN            NaN  0.286882E-001            NaN   1.03911                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8838                 NaN            NaN  0.331304E-001            NaN   1.08304                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0369                 NaN            NaN  0.262225E-001            NaN  0.936909                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9614                 NaN            NaN  0.239803E-001            NaN   1.01463                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9853                 NaN            NaN  0.178021E-001            NaN  0.996943                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0013                 NaN            NaN  0.203005E-001            NaN  0.978367                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0111                 NaN            NaN  0.200630E-001            NaN  0.968802                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0216                 NaN            NaN  0.960106E-002            NaN  0.968785                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0282                 NaN            NaN  0.536578E-002            NaN  0.966465                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0430                 NaN            NaN  0.795818E-002            NaN  0.949017                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0537                 NaN            NaN  0.491504E-002            NaN  0.941378                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0632                 NaN            NaN  0.406529E-002            NaN  0.932743                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0773                 NaN            NaN  0.313061E-001            NaN  0.891426                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0810                 NaN            NaN            NaN            NaN  0.918985                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0940                 NaN            NaN  0.311344E-002            NaN  0.902839                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0983                 NaN            NaN            NaN            NaN  0.901667                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1151                 NaN            NaN            NaN            NaN  0.884933                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1206                 NaN            NaN            NaN            NaN  0.879413                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1297                 NaN            NaN  0.124744E-001            NaN  0.857785                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1351                 NaN            NaN            NaN            NaN  0.864886                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1466                 NaN            NaN            NaN            NaN  0.853442                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1560                 NaN            NaN            NaN            NaN  0.843974                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1615                 NaN            NaN            NaN            NaN  0.838520                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1698                 NaN            NaN            NaN            NaN  0.830200                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1732                 NaN            NaN            NaN            NaN  0.826789                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1826                 NaN            NaN  0.340669E-005            NaN  0.817423                 NaN            NaN            NaN            NaN            NaN            NaN
