|6.6.6
Archiving\03_Data\frac/QFM_m0.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1967.42        2500.00        99.7274       0.272567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        99.7274       0.272582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        99.7274       0.272597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        99.7274       0.272613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        99.7274       0.272628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        99.7274       0.272644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        99.7273       0.272659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.7273       0.272674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.7273       0.272690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.7273       0.272705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.7273       0.272721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.7273       0.272736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.7272       0.272752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.7272       0.272767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.7272       0.272783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.7272       0.272798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.7272       0.272814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.7272       0.272829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.7272       0.272845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.7271       0.272860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.7271       0.272876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.7271       0.272891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.7271       0.272907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.7271       0.272922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.7271       0.272938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.7270       0.272953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.7270       0.272969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.7270       0.272984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.7270       0.273000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.7270       0.273015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.7270       0.273031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.7270       0.273046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.7269       0.273062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.7269       0.273077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1954       0.273188       0.531382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4216                 NaN  0.578429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4238                 NaN  0.576225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4275                 NaN  0.572454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4292                 NaN  0.570827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4327                 NaN  0.567268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4356                 NaN  0.564358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4375                 NaN  0.562549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4406                 NaN  0.559442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4403                 NaN  0.559727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4462                 NaN  0.553781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4460                 NaN  0.553997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4473                 NaN  0.552431                 NaN  0.312345E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.2769                 NaN  0.711024                 NaN  0.120919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.6142                 NaN  0.379391                 NaN  0.638717E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4473                 NaN  0.543498                 NaN  0.921409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4421                 NaN  0.548581                 NaN  0.934776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4571                 NaN  0.533887                 NaN  0.901329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5215                 NaN  0.470487                 NaN  0.798468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3807                 NaN  0.609038                 NaN  0.103113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4517                 NaN  0.539121                 NaN  0.917340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4571                 NaN  0.533820                 NaN  0.904215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4556                 NaN  0.535276                 NaN  0.908260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4546                 NaN  0.536326                 NaN  0.907861E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4580                 NaN  0.532984                 NaN  0.903025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4233                 NaN  0.567109                 NaN  0.957535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6905                 NaN  0.304296                 NaN  0.516948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2642                 NaN  0.723622                 NaN  0.121729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4612                 NaN  0.529845                 NaN  0.893224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4604                 NaN  0.530710                 NaN  0.890940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4601                 NaN  0.530980                 NaN  0.890594E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4607                 NaN  0.530456                 NaN  0.889077E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4617                 NaN  0.529450                 NaN  0.882420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.2192                 NaN  0.767991                 NaN  0.128548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.7853                 NaN  0.211208                 NaN  0.349110E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3768                 NaN  0.613066                 NaN  0.101600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4613                 NaN  0.529964                 NaN  0.876174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4611                 NaN  0.530216                 NaN  0.873153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4612                 NaN  0.530068                 NaN  0.871364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4595                 NaN  0.531742                 NaN  0.871409E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4617                 NaN  0.529679                 NaN  0.867001E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4588                 NaN  0.532559                 NaN  0.868662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4588                 NaN  0.532598                 NaN  0.864494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4561                 NaN  0.535204                 NaN  0.866815E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3145                 NaN  0.674637                 NaN  0.109085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.6006                 NaN  0.393119                 NaN  0.628263E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4543                 NaN  0.537112                 NaN  0.860597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4535                 NaN  0.537939                 NaN  0.858259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4496                 NaN  0.541823                 NaN  0.860850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4538                 NaN  0.537764                 NaN  0.848094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4511                 NaN  0.540435                 NaN  0.849254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4486                 NaN  0.542902                 NaN  0.850277E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4443                 NaN  0.547202                 NaN  0.852702E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4488                 NaN  0.542784                 NaN  0.841176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4596                 NaN  0.532160                 NaN  0.821770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4260                 NaN  0.565333                 NaN  0.868422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4410                 NaN  0.550565                 NaN  0.841667E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4393                 NaN  0.552258                 NaN  0.839864E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4371                 NaN  0.554497                 NaN  0.839019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4355                 NaN  0.556085                 NaN  0.837637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4272                 NaN  0.564338                 NaN  0.847527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4378                 NaN  0.554017                 NaN  0.823227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4304                 NaN  0.561302                 NaN  0.831406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4278                 NaN  0.563859                 NaN  0.832008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4272                 NaN  0.564532                 NaN  0.828387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4244                 NaN  0.567279                 NaN  0.827707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4231                 NaN  0.568621                 NaN  0.825096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4208                 NaN  0.570960                 NaN  0.823994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4158                 NaN  0.575969                 NaN  0.827522E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4199                 NaN  0.571901                 NaN  0.816723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4151                 NaN  0.576742                 NaN  0.819509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4123                 NaN  0.579541                 NaN  0.819151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4118                 NaN  0.580072                 NaN  0.815932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4089                 NaN  0.582926                 NaN  0.814696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4085                 NaN  0.583397                 NaN  0.811912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4052                 NaN  0.586722                 NaN  0.811744E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4044                 NaN  0.587473                 NaN  0.808491E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4025                 NaN  0.589372                 NaN  0.808466E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4094                 NaN  0.582669                 NaN  0.794991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3920                 NaN  0.599863                 NaN  0.814802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3980                 NaN  0.593977                 NaN  0.801867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3985                 NaN  0.593482                 NaN  0.797940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3941                 NaN  0.597866                 NaN  0.800609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3966                 NaN  0.595443                 NaN  0.794119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3937                 NaN  0.598395                 NaN  0.794320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3916                 NaN  0.600478                 NaN  0.793438E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3892                 NaN  0.602892                 NaN  0.791620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3932                 NaN  0.598950                 NaN  0.785668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3907                 NaN  0.601431                 NaN  0.786217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3910                 NaN  0.601191                 NaN  0.782602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3887                 NaN  0.603510                 NaN  0.781888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3869                 NaN  0.605337                 NaN  0.781297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3923                 NaN  0.599976                 NaN  0.771899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3895                 NaN  0.602736                 NaN  0.774091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3899                 NaN  0.602409                 NaN  0.771634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3902                 NaN  0.602116                 NaN  0.768076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3904                 NaN  0.601952                 NaN  0.765079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3905                 NaN  0.601894                 NaN  0.764095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3918                 NaN  0.600590                 NaN  0.760449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.3923                 NaN  0.600082                 NaN  0.757453E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3936                 NaN  0.598828                 NaN  0.754548E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.3947                 NaN  0.597736                 NaN  0.752235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3564                 NaN  0.635687                 NaN  0.794956E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4337                 NaN  0.559315                 NaN  0.700089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3988                 NaN  0.593767                 NaN  0.742519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4008                 NaN  0.591795                 NaN  0.739004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4022                 NaN  0.590484                 NaN  0.736389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4024                 NaN  0.590227                 NaN  0.735223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4076                 NaN  0.585141                 NaN  0.728047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4078                 NaN  0.584907                 NaN  0.728003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4105                 NaN  0.582306                 NaN  0.721718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4130                 NaN  0.579801                 NaN  0.719293E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4155                 NaN  0.577389                 NaN  0.715651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4183                 NaN  0.574563                 NaN  0.712141E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4203                 NaN  0.572572                 NaN  0.708895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.6588                 NaN  0.337025                 NaN  0.416241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.1919                 NaN  0.798250                 NaN  0.986970E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4293                 NaN  0.563734                 NaN  0.696980E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4331                 NaN  0.559958                 NaN  0.692680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4361                 NaN  0.556964                 NaN  0.688737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.2545                 NaN  0.434284                 NaN  0.357039E-002  0.307672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.1890                 NaN  0.368490                 NaN  0.194565E-002  0.440563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7379                 NaN  0.172977                 NaN            NaN   1.08908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0382                 NaN  0.135884                 NaN            NaN  0.825937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9201                 NaN  0.150376                 NaN            NaN  0.929484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9300                 NaN  0.147265                 NaN            NaN  0.922743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9440                 NaN  0.144705                 NaN            NaN  0.911288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9571                 NaN  0.142398                 NaN            NaN  0.900455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9729                 NaN  0.138105                 NaN            NaN  0.889004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9859                 NaN  0.137067                 NaN            NaN  0.877007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9986                 NaN  0.134526                 NaN            NaN  0.866878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0113                 NaN  0.132153                 NaN            NaN  0.856529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0262                 NaN  0.130954                 NaN            NaN  0.842827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0364                 NaN  0.125872                 NaN            NaN  0.837724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9073                 NaN  0.146449                 NaN            NaN  0.946247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2440                 NaN  0.967675E-001            NaN            NaN  0.659271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0304                 NaN  0.125781                 NaN            NaN  0.843818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0802                 NaN  0.119591                 NaN            NaN  0.800257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0943                 NaN  0.114237                 NaN            NaN  0.791431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1037                 NaN  0.114408                 NaN            NaN  0.781872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1152                 NaN  0.110977                 NaN            NaN  0.773871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1203                 NaN  0.109179                 NaN            NaN  0.770499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1360                 NaN  0.106275                 NaN            NaN  0.757750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1425                 NaN  0.104253                 NaN            NaN  0.753289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1516                 NaN  0.103077                 NaN            NaN  0.745344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1607                 NaN  0.100278                 NaN            NaN  0.739014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1661                 NaN  0.954980E-001            NaN            NaN  0.738356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1775                 NaN  0.966043E-001            NaN            NaN  0.725857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1849                 NaN  0.924351E-001            NaN            NaN  0.722632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
