|6.6.6
Archiving\03_Data\frac/QFM_m0.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1932.33        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.8475                 NaN  0.152541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4458                 NaN  0.554174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.4489                 NaN  0.551068                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.4522                 NaN  0.547757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.4414                 NaN  0.558633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4745                 NaN  0.525499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4628                 NaN  0.537221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4605                 NaN  0.531788                 NaN  0.768588E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4606                 NaN  0.528927                 NaN  0.105085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.6831                 NaN  0.310648                 NaN  0.625463E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.2486                 NaN  0.736840                 NaN  0.145861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4697                 NaN  0.519898                 NaN  0.103868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4732                 NaN  0.516450                 NaN  0.103202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4741                 NaN  0.515519                 NaN  0.103416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4795                 NaN  0.510221                 NaN  0.102294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4812                 NaN  0.508539                 NaN  0.102197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4818                 NaN  0.508020                 NaN  0.102172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4862                 NaN  0.503638                 NaN  0.101648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4900                 NaN  0.499907                 NaN  0.100640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4872                 NaN  0.502692                 NaN  0.101328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4948                 NaN  0.495238                 NaN  0.999842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4940                 NaN  0.495950                 NaN  0.100342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4971                 NaN  0.492950                 NaN  0.995704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.2686                 NaN  0.716906                 NaN  0.145240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.7308                 NaN  0.263920                 NaN  0.530860E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5016                 NaN  0.488582                 NaN  0.986654E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5040                 NaN  0.486137                 NaN  0.982714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5056                 NaN  0.484636                 NaN  0.979943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5069                 NaN  0.483336                 NaN  0.977217E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.6801                 NaN  0.313549                 NaN  0.632947E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3370                 NaN  0.649892                 NaN  0.130819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5092                 NaN  0.481118                 NaN  0.971724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5140                 NaN  0.476365                 NaN  0.958847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5129                 NaN  0.477519                 NaN  0.960627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5140                 NaN  0.476398                 NaN  0.957945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5111                 NaN  0.479270                 NaN  0.963802E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5190                 NaN  0.471612                 NaN  0.942676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5163                 NaN  0.474248                 NaN  0.949024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5174                 NaN  0.473175                 NaN  0.944526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5176                 NaN  0.472933                 NaN  0.942401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5183                 NaN  0.472302                 NaN  0.939290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5513                 NaN  0.439982                 NaN  0.873161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4862                 NaN  0.503808                 NaN  0.995883E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5202                 NaN  0.470477                 NaN  0.928088E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5191                 NaN  0.471570                 NaN  0.928961E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6213                 NaN  0.371396                 NaN  0.728800E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4190                 NaN  0.569864                 NaN  0.111773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.5204                 NaN  0.470464                 NaN  0.917879E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5200                 NaN  0.470840                 NaN  0.915844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5185                 NaN  0.472321                 NaN  0.916677E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5210                 NaN  0.469975                 NaN  0.906591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5191                 NaN  0.471795                 NaN  0.907390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5189                 NaN  0.472056                 NaN  0.905382E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5185                 NaN  0.472495                 NaN  0.901897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5165                 NaN  0.474501                 NaN  0.902941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5181                 NaN  0.472894                 NaN  0.895759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.5168                 NaN  0.474297                 NaN  0.894319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5168                 NaN  0.474325                 NaN  0.890604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.5147                 NaN  0.476441                 NaN  0.890297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        98.9731                 NaN   1.00812                 NaN  0.187605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.9989                 NaN            NaN            NaN  0.110219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.5746                 NaN  0.418817                 NaN  0.660599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3210                 NaN  0.666762                 NaN  0.122163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.6983                 NaN  0.296201                 NaN  0.545870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.5110                 NaN  0.480275                 NaN  0.872367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.5648                 NaN  0.427438                 NaN  0.774944E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4514                 NaN  0.538892                 NaN  0.968559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.5067                 NaN  0.484667                 NaN  0.866170E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.5053                 NaN  0.486014                 NaN  0.864530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5233                 NaN  0.468380                 NaN  0.828385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4820                 NaN  0.509050                 NaN  0.894871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.5010                 NaN  0.490428                 NaN  0.856498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.1193                 NaN  0.865285                 NaN  0.153885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.8781                 NaN  0.120300                 NaN  0.158569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4970                 NaN  0.494538                 NaN  0.850191E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4944                 NaN  0.497066                 NaN  0.850313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3050                 NaN  0.683330                 NaN  0.116349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.6820                 NaN  0.312701                 NaN  0.528282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.9101                 NaN  0.884642E-001            NaN  0.147352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0700                 NaN  0.914684                 NaN  0.153261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4867                 NaN  0.504942                 NaN  0.839248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4799                 NaN  0.511596                 NaN  0.846393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4900                 NaN  0.501758                 NaN  0.824914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4831                 NaN  0.508593                 NaN  0.831029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        97.7304       0.402778E-001   2.19491                 NaN  0.343793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.9995                 NaN            NaN            NaN  0.464527E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.5673                 NaN  0.426447                 NaN  0.625764E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4820                 NaN  0.509945                 NaN  0.809777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4665                 NaN  0.525210                 NaN  0.828608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4742                 NaN  0.517640                 NaN  0.813189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4716                 NaN  0.520327                 NaN  0.811753E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4730                 NaN  0.518898                 NaN  0.807381E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4640                 NaN  0.527878                 NaN  0.816664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4696                 NaN  0.522362                 NaN  0.807204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4683                 NaN  0.523693                 NaN  0.803106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4662                 NaN  0.525725                 NaN  0.802707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.4654                 NaN  0.526599                 NaN  0.802230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.4644                 NaN  0.527661                 NaN  0.797420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4651                 NaN  0.526932                 NaN  0.796032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4636                 NaN  0.528415                 NaN  0.793769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4623                 NaN  0.529732                 NaN  0.792375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4629                 NaN  0.529237                 NaN  0.788917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4622                 NaN  0.529933                 NaN  0.788024E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4418                 NaN  0.550047                 NaN  0.814498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4809                 NaN  0.511578                 NaN  0.752160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4632                 NaN  0.528991                 NaN  0.779229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4214                 NaN  0.907887                 NaN  0.891257E-002  0.661775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.9795                 NaN  0.197851E-005            NaN            NaN  0.205449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5585                 NaN  0.171446                 NaN            NaN   1.27008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.7633                 NaN  0.291490E-001            NaN  0.988988E-003  0.206607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        97.3108                 NaN  0.318510                 NaN            NaN   2.37073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4880                 NaN  0.176827                 NaN            NaN   1.33521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6760                 NaN  0.155489                 NaN            NaN   1.16847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6156                 NaN  0.159720                 NaN            NaN   1.22465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.6526                 NaN  0.158610                 NaN            NaN   1.18876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4851                 NaN  0.168469                 NaN            NaN   1.34643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.8737                 NaN  0.128526                 NaN            NaN  0.997779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7144                 NaN  0.147537                 NaN            NaN   1.13802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7409                 NaN  0.142407                 NaN            NaN   1.11674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7607                 NaN  0.139468                 NaN            NaN   1.09980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7817                 NaN  0.136685                 NaN            NaN   1.08165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8027                 NaN  0.132823                 NaN            NaN   1.06448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8182                 NaN  0.128279                 NaN            NaN   1.05355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8429                 NaN  0.127203                 NaN            NaN   1.02990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8543                 NaN  0.125826                 NaN            NaN   1.01983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8833                 NaN  0.120050                 NaN            NaN  0.996689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8958                 NaN  0.118126                 NaN            NaN  0.986030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9134                 NaN  0.115756                 NaN            NaN  0.970809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9299                 NaN  0.112320                 NaN            NaN  0.957785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9458                 NaN  0.110122                 NaN            NaN  0.944055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9623                 NaN  0.106863                 NaN            NaN  0.930824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9776                 NaN  0.104501                 NaN            NaN  0.917929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9933                 NaN  0.102633                 NaN            NaN  0.904055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0047                 NaN  0.962664E-001            NaN            NaN  0.899009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0165                 NaN  0.985175E-001            NaN            NaN  0.884989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0442                 NaN  0.924975E-001            NaN            NaN  0.863271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0476                 NaN  0.912104E-001            NaN            NaN  0.861193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0641                 NaN  0.892275E-001            NaN            NaN  0.846648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0746                 NaN  0.854195E-001            NaN            NaN  0.839986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0882                 NaN  0.833723E-001            NaN            NaN  0.828460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.5354                 NaN  0.149749E-001            NaN            NaN  0.449638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.7682                 NaN  0.488356E-001            NaN            NaN  0.182977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.0284                 NaN  0.169724                 NaN            NaN   1.80184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1357                 NaN  0.754016E-001            NaN            NaN  0.788858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1452                 NaN  0.710588E-001            NaN            NaN  0.783790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1563                 NaN  0.696436E-001            NaN            NaN  0.774018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1677                 NaN  0.678205E-001            NaN            NaN  0.764472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0365                 NaN  0.762061E-001            NaN            NaN  0.887250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.3296                 NaN  0.495711E-001            NaN            NaN  0.620869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1949                 NaN  0.588793E-001            NaN            NaN  0.746231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2032                 NaN  0.562832E-001            NaN            NaN  0.740508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2160                 NaN  0.548734E-001            NaN            NaN  0.729114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2256                 NaN  0.556808E-001            NaN            NaN  0.718689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2326                 NaN  0.513832E-001            NaN            NaN  0.716036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2402                 NaN  0.472791E-001            NaN            NaN  0.712512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2482                 NaN  0.471380E-001            NaN            NaN  0.704684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2586                 NaN  0.451847E-001            NaN            NaN  0.696240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2658                 NaN  0.437624E-001            NaN            NaN  0.690481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
