|6.6.6
Archiving\03_Data\frac/QFM_m4.75/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1947.37        2500.00        98.9996       0.968668       0.317011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        98.9996       0.968668       0.317011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        98.9996       0.968668       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        98.9996       0.968668       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        98.9996       0.968667       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        98.9996       0.968667       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        98.9996       0.968667       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        98.9996       0.968667       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        98.9996       0.968667       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        98.9996       0.968666       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        98.9996       0.968666       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        98.9996       0.968666       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        98.9996       0.968666       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        98.9996       0.968665       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        98.9996       0.968665       0.317010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        98.9996       0.968665       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        98.9996       0.968665       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        98.9996       0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        98.9996       0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        98.9996       0.968662       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        98.9996       0.968662       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        98.9996       0.968662       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        98.9996       0.968662       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        98.9996       0.968661       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        98.9996       0.968661       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        98.9996       0.968661       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        98.9996       0.968660       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        98.9996       0.968660       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        98.9996       0.968660       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        98.9996       0.968660       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        98.9996       0.968659       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        98.9996       0.968659       0.317008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        98.9996       0.968659       0.317007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        98.9860       0.968696       0.317020E-001  0.135872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        98.9634       0.968759       0.317040E-001  0.361678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        98.9409       0.968821       0.317061E-001  0.585646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        98.9185       0.968883       0.317081E-001  0.808952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        98.8962       0.968945       0.317101E-001  0.103123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        98.8740       0.969006       0.317121E-001  0.125252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        98.8519       0.969067       0.317141E-001  0.147288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.8300       0.969128       0.317161E-001  0.169203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        98.8081       0.969189       0.317181E-001  0.191016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        98.7862       0.969249       0.317201E-001  0.212851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        98.7646       0.969309       0.317220E-001  0.234332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        98.7431       0.969369       0.317240E-001  0.255848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        98.7216       0.969428       0.317259E-001  0.277234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        98.7003       0.969487       0.317279E-001  0.298532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        98.6790       0.969546       0.317298E-001  0.319736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        98.6578       0.969605       0.317317E-001  0.340826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        98.6368       0.969663       0.317336E-001  0.361787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        98.6159       0.969721       0.317355E-001  0.382679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        98.5951       0.969778       0.317374E-001  0.403422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        98.5743       0.969836       0.317393E-001  0.424095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        98.5537       0.969893       0.317411E-001  0.444683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        98.5332       0.969949       0.317430E-001  0.465116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        98.5128       0.970006       0.317448E-001  0.485474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.4925       0.970062       0.317467E-001  0.505732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        98.4723       0.970118       0.317485E-001  0.525878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        98.4522       0.970173       0.317503E-001  0.545924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        98.4322       0.970229       0.317521E-001  0.565858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        98.4123       0.970284       0.317539E-001  0.585705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        98.3925       0.970338       0.317557E-001  0.605433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        98.3728       0.970393       0.317575E-001  0.625038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        98.3532       0.970447       0.317593E-001  0.644555                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        98.3338       0.970501       0.317610E-001  0.663964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        98.3144       0.970554       0.317628E-001  0.683268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        98.2952       0.970607       0.317645E-001  0.702472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        98.2760       0.970660       0.317663E-001  0.721577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        98.2569       0.970713       0.317680E-001  0.740626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        98.2380       0.970765       0.317697E-001  0.759461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        98.2192       0.970817       0.317714E-001  0.778238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        98.2004       0.970869       0.317731E-001  0.796926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        98.2033       0.970861       0.317728E-001  0.794113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        98.1633       0.970972       0.317764E-001  0.833985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        98.1448       0.971023       0.317781E-001  0.852357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        98.1265       0.971073       0.317798E-001  0.870689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        98.1083       0.971124       0.317814E-001  0.888776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        98.0902       0.971173       0.317830E-001  0.906834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        98.0722       0.971223       0.317847E-001  0.924781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        98.0543       0.971273       0.317863E-001  0.942635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.0362       0.971323       0.317879E-001  0.960687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        98.0188       0.971370       0.317895E-001  0.977991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        98.0013       0.971419       0.317911E-001  0.995519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        97.9838       0.971467       0.317927E-001   1.01295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        97.9664       0.971515       0.317942E-001   1.03028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        97.9492       0.971563       0.317958E-001   1.04749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        97.9319       0.971610       0.317973E-001   1.06471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        97.9150       0.971657       0.317989E-001   1.08159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        97.8980       0.971704       0.318004E-001   1.09849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        97.8812       0.971750       0.318019E-001   1.11528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        97.8644       0.971796       0.318034E-001   1.13199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        97.8478       0.971842       0.318049E-001   1.14855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        97.8313       0.971888       0.318064E-001   1.16503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        97.8149       0.971933       0.318079E-001   1.18139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        97.7985       0.971978       0.318094E-001   1.19769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        97.7823       0.972023       0.318108E-001   1.21382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        97.7593       0.972086       0.318129E-001   1.23685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        97.7503       0.972111       0.318137E-001   1.24582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        97.7343       0.972155       0.318152E-001   1.26169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        97.7186       0.972198       0.318166E-001   1.27738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        97.7028       0.972242       0.318180E-001   1.29309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        97.6866       0.972286       0.318195E-001   1.30925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.6719       0.972327       0.318208E-001   1.32395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.6568       0.972368       0.318221E-001   1.33900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.6413       0.972411       0.318235E-001   1.35446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.6325       0.972435       0.318243E-001   1.36329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6111       0.972494       0.318263E-001   1.38454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.5995       0.972526       0.318273E-001   1.39614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.5814       0.972576       0.318289E-001   1.41422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.5667       0.972616       0.318303E-001   1.42884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.5519       0.972657       0.318316E-001   1.44359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.5375       0.972696       0.318329E-001   1.45793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.5232       0.972736       0.318342E-001   1.47219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.5090       0.972775       0.318355E-001   1.48642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.4848       0.972808       0.318365E-001   1.49837       0.121765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.4726       0.972959       0.318415E-001   1.51043       0.122167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        97.4606       0.973110       0.318464E-001   1.52234       0.120882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        97.4487       0.973259       0.318513E-001   1.53417       0.119936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        97.4369       0.973408       0.318562E-001   1.54594       0.119074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        97.4252       0.973555       0.318610E-001   1.55759       0.118047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        97.4136       0.973701       0.318658E-001   1.56914       0.117122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        97.4020       0.973846       0.318705E-001   1.58062       0.116269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        97.3906       0.973990       0.318752E-001   1.59200       0.115190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        97.3803       0.974132       0.318799E-001   1.60280       0.109370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        97.3676       0.974270       0.318844E-001   1.61446       0.118341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        97.2144       0.974363       0.316613E-001   1.60711       0.149700E-001  0.157542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.8181                 NaN            NaN  0.130270E-001  0.847647E-002  0.160425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.3594                 NaN            NaN            NaN  0.125195E-001  0.628055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.3604                 NaN            NaN            NaN  0.125015E-001  0.627133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.3665                 NaN            NaN            NaN  0.123851E-001  0.621098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3664                 NaN            NaN            NaN  0.123995E-001  0.621163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.3720                 NaN            NaN            NaN  0.122854E-001  0.615665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.0038                 NaN            NaN            NaN  0.268977E-002  0.395646       0.597851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6169                 NaN            NaN            NaN            NaN  0.146614        1.23646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6302                 NaN            NaN            NaN            NaN  0.143763        1.22601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6497                 NaN            NaN            NaN            NaN  0.138676        1.21165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6670                 NaN            NaN            NaN            NaN  0.136136        1.19682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6913                 NaN            NaN            NaN            NaN  0.129742        1.17894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7064                 NaN            NaN            NaN            NaN  0.132597        1.16100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7262                 NaN            NaN            NaN            NaN  0.156934        1.11690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7198                 NaN            NaN            NaN            NaN  0.888781E-001   1.19137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7854                 NaN            NaN            NaN            NaN  0.125575        1.08905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7782                 NaN            NaN            NaN            NaN  0.118079        1.10374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9641                 NaN            NaN            NaN            NaN  0.101809       0.934085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.6401                 NaN            NaN            NaN            NaN  0.130207        1.22970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8257                 NaN            NaN            NaN            NaN  0.110165        1.06416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8396                 NaN            NaN            NaN            NaN  0.108237        1.05216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8554                 NaN            NaN            NaN            NaN  0.105261        1.03937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8703                 NaN            NaN            NaN            NaN  0.103587        1.02612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8830                 NaN            NaN            NaN            NaN  0.100335        1.01667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8981                 NaN            NaN            NaN            NaN  0.985802E-001   1.00335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9106                 NaN            NaN            NaN            NaN  0.956881E-001  0.993676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9241                 NaN            NaN            NaN            NaN  0.948337E-001  0.981072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.7166                 NaN            NaN            NaN            NaN  0.964979E-001   1.18686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1672                 NaN            NaN            NaN            NaN  0.718654E-001  0.760963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9617                 NaN            NaN            NaN            NaN  0.883081E-001  0.950004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
